ItemID,EquipmentSetId,Name,ItemType,ItemTypeDisplayName,Description,HeartgemRuneTooltipTitle,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,NoBindOnPickupChance,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,MaxCraftGS,MaxCraftUpgradeGS,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanRollPerkOnUpgrade,CanHavePerks,CanReplaceGem,PerkSlot1,PerkSlot2,PerkSlot3,PerkSlot4,PerkSlot5,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,PerPerkScalingMultiplier,OverrideAttributeScaling,OverrideScalingStrength,OverrideScalingDexterity,OverrideScalingIntelligence,OverrideScalingFocus,OnEquipObjectiveId,ForceRarity,RequiredLevel,RequiredTradeskillRank,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,HeartgemTooltipBackgroundImage,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,IsRequiredItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageLootTags,SalvageGuaranteedPerkCount,SalvageAchievement,SalvageEntitlementId,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup,EventId,AttributionId,ObtainableReleaseVersion,RetiredInReleaseVersion,MountItemAppearance,ExclusivelyForWarCampTier,RequiredExpansionId,NotDroppable,NotDroppableNotificationOverride,ScheduleId,FFAConvertedItemId,RequiredWorldTags,GrantMasteries
IoN_Lost_Thorpe_Sword,,,Weapon,,,,Weapon+EquippableMainHand+Sword,,,,,,,,,,,,2,IoN_Lost_Thorpe_Sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,UI_Weapon,,,,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,,,,,,,,,,,,,,,,,,,
Lost_TwinJesters_Staff_Happy,,,Weapon,,,,Weapon+EquippableMainHand+Sword,,,,,,,,,,,,1,Lost_TwinJesters_Staff_Happy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,UI_Weapon,,,,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,,,,,,,,,,,,,,,,,,,
Lost_TwinJesters_Staff_Sad,,,Weapon,,,,Weapon+EquippableMainHand+Sword,,,,,,,,,,,,1,Lost_TwinJesters_Staff_Sad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,UI_Weapon,,,,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,,,,,,,,,,,,,,,,,,,
IoN_Lost_PalatineGuard_Archer,,,Weapon,,,,Weapon+EquippableMainHand+Sword,,,,,,,,,,,,1,IoN_Lost_PalatineGuard_Archer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,UI_Weapon,,,,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,,,,,,,,,,,,,,,,,,,
IoN_Lost_PalatineGuard_Sword,,,Weapon,,,,Weapon+EquippableMainHand+Sword,,,,,,,,,,,,1,IoN_Lost_PalatineGuard_Sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,UI_Weapon,,,,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,,,,,,,,,,,,,,,,,,,
IoN_Lost_PalatineGuard_Warhammer,,,Weapon,,,,Weapon+EquippableMainHand+Sword,,,,,,,,,,,,1,IoN_Lost_PalatineGuard_Warhammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,UI_Weapon,,,,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,,,,,,,,,,,,,,,,,,,
IoN_Lost_PalatineGuard_Halberd,,,Weapon,,,,Weapon+EquippableMainHand+Sword,,,,,,,,,,,,1,IoN_Lost_PalatineGuard_Halberd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,UI_Weapon,,,,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,,,,,,,,,,,,,,,,,,,
IoN_Lost_PalatineGuard_Shield,,,Weapon,,,,Weapon+EquippableOffHand+Shield,,,,,,,,,,,,1,IoN_Lost_PalatineGuard_Shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,UI_Weapon,,,,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,,,,,,,,,,,,,,,,,,,
IoN_Lost_Heiress_Slashing_Dagger,,,Weapon,,,,Weapon+EquippableMainHand+Knife,,,,,,,,,,,,1,IoN_Lost_Heiress_Slashing_Dagger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,UI_Weapon,,,,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,,,,,,,,,,,,,,,,,,,
IoN_Lost_Heiress_Stabbing_Dagger,,,Weapon,,,,Weapon+EquippableOffHand+Knife,,,,,,,,,,,,1,IoN_Lost_Heiress_Stabbing_Dagger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,UI_Weapon,,,,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,,,,,,,,,,,,,,,,,,,
