ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Prime_Feb2024_Cache,@Prime_Feb2024_Cache_name,Resource,@ui_itemtypedescription_resource,@Prime_Feb2024_Cache_desc,Resource+LootContainer,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MakeGoodContainer.png,lyshineui/images/icons/items_hires/MakeGoodContainer.png,10000,0,,,,59,,1,1,0,,[LTID]Feb2024Prime,,,,,,,,,,,,,,0,,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Skin_MTX_WinterMerc_Medic_Head,@MTX_WinterMerc_Medic_Head_Name,Armor,,@MTX_WinterMerc_Medic_Head_Desc,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_WinterMercMedic_head,f_WinterMercMedic_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MTX_WinterMerc_Medic_Chest,@MTX_WinterMerc_Medic_Chest_Name,Armor,,@MTX_WinterMerc_Medic_Chest_Desc,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_WinterMercMedic_chest,f_WinterMercMedic_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MTX_WinterMerc_Medic_Hands,@MTX_WinterMerc_Medic_Hands_Name,Armor,,@MTX_WinterMerc_Medic_Hands_Desc,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_WinterMercMedic_gloves,f_WinterMercMedic_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MTX_WinterMerc_Medic_Legs,@MTX_WinterMerc_Medic_Legs_Name,Armor,,@MTX_WinterMerc_Medic_Legs_Desc,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_WinterMercMedic_legs,f_WinterMercMedic_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MTX_WinterMerc_Medic_Feet,@MTX_WinterMerc_Medic_Feet_Name,Armor,,@MTX_WinterMerc_Medic_Feet_Desc,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_WinterMercMedic_feet,f_WinterMercMedic_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MTX_WinterMerc_Deluxe_Head,@MTX_WinterMerc_Deluxe_Head_Name,Armor,,@MTX_WinterMerc_Deluxe_Head_Desc,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_WinterMercDeluxe_head,f_WinterMercDeluxe_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MTX_WinterMerc_Deluxe_Chest,@MTX_WinterMerc_Deluxe_Chest_Name,Armor,,@MTX_WinterMerc_Deluxe_Chest_Desc,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_WinterMercDeluxe_chest,f_WinterMercDeluxe_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MTX_WinterMerc_Deluxe_Hands,@MTX_WinterMerc_Deluxe_Hands_Name,Armor,,@MTX_WinterMerc_Deluxe_Hands_Desc,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_WinterMercDeluxe_gloves,f_WinterMercDeluxe_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MTX_WinterMerc_Deluxe_Legs,@MTX_WinterMerc_Deluxe_Legs_Name,Armor,,@MTX_WinterMerc_Deluxe_Legs_Desc,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_WinterMercDeluxe_legs,f_WinterMercDeluxe_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
