ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Jul2023_Container,@Jul2023_Container_MasterName,Resource,@ui_itemtypedescription_resource,@Jul2023_Container_Description,Resource+LootContainer,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MakeGoodContainer.png,lyshineui/images/icons/items_hires/MakeGoodContainer.png,10000,0,,,,59,,1,1,0,,[LTID]Jul2023Prime,,,,,,,,,,,,,,0,,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Skin_Chest_Jul2023_DSGothConch,@Skin_Chest_Jul2023_DSGothConch_MasterName,Armor,,@Skin_Chest_Jul2023_DSGothConch_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_DSGothConch_chest,f_DSGothConch_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Jul2023_DSGothConch,@Skin_Head_Jul2023_DSGothConch_MasterName,Armor,,@Skin_Head_Jul2023_DSGothConch_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_DSGothConch_head,f_DSGothConch_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Jul2023_DSGothConch,@Skin_Legs_Jul2023_DSGothConch_MasterName,Armor,,@Skin_Legs_Jul2023_DSGothConch_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_DSGothConch_legs,f_DSGothConch_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Jul2023_DSGothConch,@Skin_Feet_Jul2023_DSGothConch_MasterName,Armor,,@Skin_Feet_Jul2023_DSGothConch_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_DSGothConch_feet,f_DSGothConch_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Jul2023_DSGothConch,@Skin_Hands_Jul2023_DSGothConch_MasterName,Armor,,@Skin_Hands_Jul2023_DSGothConch_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_DSGothConch_gloves,f_DSGothConch_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Jul2023_DSGothCrab,@Skin_Chest_Jul2023_DSGothCrab_MasterName,Armor,,@Skin_Chest_Jul2023_DSGothCrab_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_DSGothCrab_chest,f_DSGothCrab_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Jul2023_DSGothCrab,@Skin_Head_Jul2023_DSGothCrab_MasterName,Armor,,@Skin_Head_Jul2023_DSGothCrab_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_DSGothCrab_head,f_DSGothCrab_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Jul2023_DSGothCrab,@Skin_Legs_Jul2023_DSGothCrab_MasterName,Armor,,@Skin_Legs_Jul2023_DSGothCrab_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_DSGothCrab_legs,f_DSGothCrab_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Jul2023_DSGothCrab,@Skin_Feet_Jul2023_DSGothCrab_MasterName,Armor,,@Skin_Feet_Jul2023_DSGothCrab_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_DSGothCrab_feet,f_DSGothCrab_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Jul2023_DSGothCrab,@Skin_Hands_Jul2023_DSGothCrab_MasterName,Armor,,@Skin_Hands_Jul2023_DSGothCrab_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_DSGothCrab_gloves,f_DSGothCrab_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Jul2023_DSGothSkeleton,@Skin_Chest_Jul2023_DSGothSkeleton_MasterName,Armor,,@Skin_Chest_Jul2023_DSGothSkeleton_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_DSGothSkeleton_chest,f_DSGothSkeleton_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Jul2023_DSGothSkeleton,@Skin_Head_Jul2023_DSGothSkeleton_MasterName,Armor,,@Skin_Head_Jul2023_DSGothSkeleton_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_DSGothSkeleton_head,f_DSGothSkeleton_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Jul2023_DSGothSkeleton,@Skin_Legs_Jul2023_DSGothSkeleton_MasterName,Armor,,@Skin_Legs_Jul2023_DSGothSkeleton_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_DSGothSkeleton_legs,f_DSGothSkeleton_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Jul2023_DSGothSkeleton,@Skin_Feet_Jul2023_DSGothSkeleton_MasterName,Armor,,@Skin_Feet_Jul2023_DSGothSkeleton_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_DSGothSkeleton_feet,f_DSGothSkeleton_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Jul2023_DSGothSkeleton,@Skin_Hands_Jul2023_DSGothSkeleton_MasterName,Armor,,@Skin_Hands_Jul2023_DSGothSkeleton_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_DSGothSkeleton_gloves,f_DSGothSkeleton_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Jul2023_DSGothOctopus,@Skin_Chest_Jul2023_DSGothOctopus_MasterName,Armor,,@Skin_Chest_Jul2023_DSGothOctopus_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_DSGothOctopus_chest,f_DSGothOctopus_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Jul2023_DSGothOctopus,@Skin_Head_Jul2023_DSGothOctopus_MasterName,Armor,,@Skin_Head_Jul2023_DSGothOctopus_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_DSGothOctopus_head,f_DSGothOctopus_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Jul2023_DSGothOctopus,@Skin_Legs_Jul2023_DSGothOctopus_MasterName,Armor,,@Skin_Legs_Jul2023_DSGothOctopus_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_DSGothOctopus_legs,f_DSGothOctopus_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Jul2023_DSGothOctopus,@Skin_Feet_Jul2023_DSGothOctopus_MasterName,Armor,,@Skin_Feet_Jul2023_DSGothOctopus_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_DSGothOctopus_feet,f_DSGothOctopus_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Jul2023_DSGothOctopus,@Skin_Hands_Jul2023_DSGothOctopus_MasterName,Armor,,@Skin_Hands_Jul2023_DSGothOctopus_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_DSGothOctopus_gloves,f_DSGothOctopus_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_DeepSeaGothic_Musket,@Skin_DeepSeaGothic_Musket_MasterName,Weapon,,@Skin_DeepSeaGothic_Musket_Description,EquippableTwoHand+Musket+Ranged,,,,,,,,,,Skin_Musket,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hMusketDeepSeaGothicT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_DeepSeaGothic_Greatsword,@Skin_DeepSeaGothic_Greatsword_MasterName,Weapon,,@Skin_DeepSeaGothic_Greatsword_Description,Weapon+EquippableTwoHand+GreatSword+Melee,,,,,,,,,,Skin_Greatsword,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hGreatswordDeepSeaGothicT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_DeepSeaGothic_Bow,@Skin_DeepSeaGothic_Bow_MasterName,Weapon,,@Skin_DeepSeaGothic_Bow_Description,EquippableTwoHand+Bow+Ranged,,,,,,,,,,Skin_Bow,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hBowDeepSeaGothicT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_DeepSeaGothic_LifeStaff,@Skin_DeepSeaGothic_LifeStaff_MasterName,Weapon,,@Skin_DeepSeaGothic_LifeStaff_Description,EquippableMainHand+LifeStaff+Magic,,,,,,,,,,Skin_LifeStaff,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hLifeStaffDeepSeaGothicT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_DeepSeaGothic_Hatchet,@Skin_DeepSeaGothic_Hatchet_MasterName,Weapon,,@Skin_DeepSeaGothic_Hatchet_Description,EquippableMainHand+Hatchet+Melee,,,,,,,,,,Skin_Hatchet,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,1hHatchetDeepSeaGothicT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_DeepSeaGothic_VoidGauntlet,@Skin_DeepSeaGothic_VoidGauntlet_MasterName,Weapon,,@Skin_DeepSeaGothic_VoidGauntlet_Description,EquippableMainHand+VoidGauntlet+Magic,,,,,,,,,,Skin_VoidGauntlet,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hVoidGauntletDeepSeaGothicT5,2hVoidGauntletDeepSeaGothicT5,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
