ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Apr2023_Container,@Apr2023_Container_MasterName,Resource,@ui_itemtypedescription_resource,@Apr2023_Container_Description,Resource+LootContainer,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MakeGoodContainer.png,lyshineui/images/icons/items_hires/MakeGoodContainer.png,10000,0,,,,59,,1,1,0,,[LTID]Apr2023Prime,,,,,,,,,,,,,,0,,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Skin_Chest_Apr2023_HighwaymanPrickleRust,@Skin_Chest_Apr2023_HighwaymanPrickleRust_MasterName,Armor,,@Skin_Chest_Apr2023_HighwaymanPrickleRust_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_HighwaymanPrickleRust_chest,f_HighwaymanPrickleRust_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Apr2023_HighwaymanPrickleRust,@Skin_Head_Apr2023_HighwaymanPrickleRust_MasterName,Armor,,@Skin_Chest_Apr2023_HighwaymanPrickleRust_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_HighwaymanPrickleRust_head,f_HighwaymanPrickleRust_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Apr2023_HighwaymanPrickleRust,@Skin_Legs_Apr2023_HighwaymanPrickleRust_MasterName,Armor,,@Skin_Chest_Apr2023_HighwaymanPrickleRust_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_HighwaymanPrickleRust_legs,f_HighwaymanPrickleRust_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Apr2023_HighwaymanPrickleRust,@Skin_Feet_Apr2023_HighwaymanPrickleRust_MasterName,Armor,,@Skin_Chest_Apr2023_HighwaymanPrickleRust_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_HighwaymanPrickleRust_feet,f_HighwaymanPrickleRust_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Apr2023_HighwaymanPrickleRust,@Skin_Hands_Apr2023_HighwaymanPrickleRust_MasterName,Armor,,@Skin_Chest_Apr2023_HighwaymanPrickleRust_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_HighwaymanPrickleRust_gloves,f_HighwaymanPrickleRust_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Apr2023_HighwaymanTricorn,@Skin_Chest_Apr2023_HighwaymanTricorn_MasterName,Armor,,@Skin_Chest_Apr2023_HighwaymanTricorn_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_HighwaymanTricorn_chest,f_HighwaymanTricorn_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Apr2023_HighwaymanTricorn,@Skin_Head_Apr2023_HighwaymanTricorn_MasterName,Armor,,@Skin_Chest_Apr2023_HighwaymanTricorn_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_HighwaymanTricorn_head,f_HighwaymanTricorn_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Apr2023_HighwaymanTricorn,@Skin_Legs_Apr2023_HighwaymanTricorn_MasterName,Armor,,@Skin_Chest_Apr2023_HighwaymanTricorn_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_HighwaymanTricorn_legs,f_HighwaymanTricorn_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Apr2023_HighwaymanTricorn,@Skin_Feet_Apr2023_HighwaymanTricorn_MasterName,Armor,,@Skin_Chest_Apr2023_HighwaymanTricorn_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_HighwaymanTricorn_feet,f_HighwaymanTricorn_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
