ItemID,EquipmentSetId,Name,ItemType,ItemTypeDisplayName,Description,HeartgemRuneTooltipTitle,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,NoBindOnPickupChance,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,MaxCraftGS,MaxCraftUpgradeGS,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanRollPerkOnUpgrade,CanHavePerks,CanReplaceGem,PerkSlot1,PerkSlot2,PerkSlot3,PerkSlot4,PerkSlot5,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,PerPerkScalingMultiplier,OverrideAttributeScaling,OverrideScalingStrength,OverrideScalingDexterity,OverrideScalingIntelligence,OverrideScalingFocus,OnEquipObjectiveId,ForceRarity,RequiredLevel,RequiredTradeskillRank,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,HeartgemTooltipBackgroundImage,MaxStackSize,DeathDropPercentage,Nonremovable,NotDroppable,IsMissionItem,IsUniqueItem,IsRequiredItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageLootTags,SalvageGuaranteedPerkCount,SalvageAchievement,SalvageEntitlementId,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup,EventId,AttributionId,ObtainableReleaseVersion,RetiredInReleaseVersion,MountItemAppearance,ExclusivelyForWarCampTier,RequiredExpansionId,NotDroppableNotificationOverride,ScheduleId,FFAConvertedItemId,RequiredWorldTags,GrantMasteries
Set_Enrage_Ring,SetBonus_Enrage,@Set_Enrage_Ring_MasterName,Armor,@ui_itemtypedescription_ringjewelry,@Set_Enrage_Ring_Description,,EquippableRing+Jewelry+SetPiece,,,,1,,,,726,800,800,,5,RingCONT5,,1,,,1,1,PerkID_Artifact_Set1_Ring1,PerkID_Ring_HealperDmg,PerkID_Gem_EmptyGemSlot,PerkID_Ring_MaxStamina,PerkBucket_CraftedPerkBucketRollT5Fixed,PerkID_SetInfix_Enrage_Perk_Ring,PerkID_Slottable_Common_DmgBasic,PerkID_Gem_EmptyGemSlot,PerkID_Fixed_Ring_EmpowerNoDmgTaken,,,,,,PerkBucket_PostCharmPVE,,,,,,,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/CorruptedRing20.png,lyshineui/images/icons/items_hires/CorruptedRing20.png,,1,0,,false,,,,,,,,true,1,1,4,[LTID]MasterSalvageJewelry,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,Play_UI_item_broken,,,,,,,,,,,,,,,,,,,
Set_Enrage_Amulet,SetBonus_Enrage,@Set_Enrage_Amulet_MasterName,Armor,@ui_itemtypedescription_amuletjewelry,@Set_Enrage_Amulet_Description,,EquippableAmulet+Jewelry+SetPiece,,,,1,,,,726,800,800,,5,AmuletCONT5,,1,,,1,1,PerkID_Artifact_Set1_Amulet1,PerkID_Amulet_RemoveOnLow,PerkID_Gem_EmptyGemSlot,PerkID_Amulet_HP,PerkBucket_CraftedPerkBucketRollT5Fixed,PerkID_Slottable_Common_CritChance,PerkID_Slottable_Common_DmgAbility,PerkID_Gem_EmptyGemSlot,PerkID_Fixed_Amulet_DodgeBurn_DurRed,,,,,,PerkBucket_PostCharmPVE,,,,,,,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/LostAmulet10.png,lyshineui/images/icons/items_hires/LostAmulet10.png,,1,0,,false,,,,,,,,true,1,1,4,[LTID]MasterSalvageJewelry,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,Play_UI_item_broken,,,,,,,,,,,,,,,,,,,
Set_Enrage_Earring,SetBonus_Enrage,@Set_Enrage_Earring_MasterName,Armor,@ui_itemtypedescription_earringjewelry,@Set_Enrage_Earring_Description,,EquippableToken+Jewelry+SetPiece,,,,1,,,,726,800,800,,5,EarringCONT5,,1,,,1,1,PerkID_Artifact_Set1_Earring1,PerkID_Earring_OnPotionDmg,PerkID_Gem_EmptyGemSlot,PerkID_Earring_OnPotionFort,PerkBucket_CraftedPerkBucketRollT5Fixed,PerkID_Slottable_Common_CritChance,PerkID_Slottable_Common_DmgCrit,PerkID_Fixed_Earring_StaminaRegen,PerkID_Fixed_Earring_CDRBasic,,,,,,PerkBucket_PostCharmPVE,,,,,,,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/AngryEarthEarring30.png,lyshineui/images/icons/items_hires/AngryEarthEarring30.png,,1,0,,false,,,,,,,,true,1,1,4,[LTID]MasterSalvageJewelry,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,Play_UI_item_broken,,,,,,,,,,,,,,,,,,,
Set_Enrage_LightHead,SetBonus_Enrage,@Set_Enrage_LightHead_MasterName,Armor,@ui_itemtypedescription_light_head_slot,@Set_Enrage_LightHead_Description,,EquippableHead+Armor+Light+SetPiece,,,,1,,,,726,800,800,,5,LightHead_Balanced,,1,,,1,1,PerkID_Artifact_Set1_LightHead,PerkID_Common_CDR,PerkID_Gem_EmptyGemSlot,PerkID_Armor_RangeDefense_Physical,PerkBucket_CraftedPerkBucketRollT5Fixed,PerkID_SetInfix_Enrage_Perk_Head,PerkID_Gem_EmptyGemSlot,PerkID_Fixed_Armor_LifestealNoConsumable,PerkID_Fixed_Armor_DamageTradeOff,,,,,,PerkBucket_PostCharmPVE,,,,,,,,,,,1,1,1,UI_Armor,m_monarch_lightmut_head,f_monarch_lightmut_head,,,,0,0,,,,,,1,0,,false,,,,,,,,true,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,,,,,,,,,,,,,
Set_Enrage_LightChest,SetBonus_Enrage,@Set_Enrage_LightChest_MasterName,Armor,@ui_itemtypedescription_light_chest_slot,@Set_Enrage_LightChest_Description,,EquippableChest+Armor+Light+SetPiece,,,,1,,,,726,800,800,,5,LightChest_Balanced,,1,,,1,1,PerkID_Artifact_Set1_LightChest,PerkID_Common_CDR,PerkID_Gem_EmptyGemSlot,PerkID_Armor_RangeDefense_Physical,PerkBucket_CraftedPerkBucketRollT5Fixed,PerkID_Slottable_Common_DmgCrit,PerkID_Gem_EmptyGemSlot,PerkID_Fixed_Chest_HealthStam_Synergy,PerkID_Fixed_Armor_DamageTradeOff,,,,,,PerkBucket_PostCharmPVE,,,,,,,,,,,1,1,1,UI_Armor,m_monarch_lightmut_chest,f_monarch_lightmut_chest,,,,0,0,,,,,,1,0,,false,,,,,,,,true,1,1,4,[LTID]MasterSalvageArmorLarge,SalvageLarge_ClothT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,0,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,,,,,,,,,,,,,
Set_Enrage_LightHands,SetBonus_Enrage,@Set_Enrage_LightHands_MasterName,Armor,@ui_itemtypedescription_light_glove_slot,@Set_Enrage_LightHands_Description,,EquippableHands+Armor+Light+SetPiece,,,,1,,,,726,800,800,,5,LightHands_Balanced,,1,,,1,1,PerkID_Artifact_Set1_LightHands,PerkID_Common_CDR,PerkID_Gem_EmptyGemSlot,PerkID_Armor_DurCC,PerkBucket_CraftedPerkBucketRollT5Fixed,PerkID_SetInfix_Enrage_Perk_Gloves,PerkID_Gem_EmptyGemSlot,PerkID_Fixed_Hands_OnAtkBlocked_IncStamDmg,PerkID_Fixed_Armor_DamageTradeOff,,,,,,PerkBucket_PostCharmPVE,,,,,,,,,,,1,1,1,UI_Armor,m_monarch_lightmut_gloves,f_monarch_lightmut_gloves,,,,0,0,,,,,,1,0,,false,,,,,,,,true,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,,,,,,,,,,,,,
Set_Enrage_LightLegs,SetBonus_Enrage,@Set_Enrage_LightLegs_MasterName,Armor,@ui_itemtypedescription_light_legs_slot,@Set_Enrage_LightLegs_Description,,EquippableLegs+Armor+Light+SetPiece,,,,1,,,,726,800,800,,5,LightLegs_Balanced,,1,,,1,1,PerkID_Artifact_Set1_LightLegs,PerkID_Armor_DefBasic,PerkID_Gem_EmptyGemSlot,PerkID_Armor_RangeDefense_Physical,PerkBucket_CraftedPerkBucketRollT5Fixed,PerkID_SetInfix_Enrage_Perk_Legs,PerkID_Gem_EmptyGemSlot,PerkID_Fixed_Legs_DmgPerMissingHP,PerkID_Fixed_Armor_DamageTradeOff,,,,,,PerkBucket_PostCharmPVE,,,,,,,,,,,1,1,1,UI_Armor,m_monarch_lightmut_legs,f_monarch_lightmut_legs,,,,0,0,,,,,,1,0,,false,,,,,,,,true,1,1,4,[LTID]MasterSalvageArmorMedium,SalvageLarge_ClothT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,,,,,,,,,,,,,
Set_Enrage_LightFeet,SetBonus_Enrage,@Set_Enrage_LightFeet_MasterName,Armor,@ui_itemtypedescription_light_feet_slot,@Set_Enrage_LightFeet_Description,,EquippableFeet+Armor+Light+SetPiece,,,,1,,,,726,800,800,,5,LightFeet_Balanced,,1,,,1,1,PerkID_Artifact_Set1_LightFeet,PerkID_Common_CDR,PerkID_Gem_EmptyGemSlot,PerkID_Armor_RangeDefense_Physical,PerkBucket_CraftedPerkBucketRollT5Fixed,PerkID_SetInfix_Enrage_Perk_Feet,PerkID_Gem_EmptyGemSlot,PerkID_Slottable_Common_CritChance,PerkID_Fixed_Armor_DamageTradeOff,,,,,,PerkBucket_PostCharmPVE,,,,,,,,,,,1,1,1,UI_Armor,m_monarch_lightmut_feet,f_monarch_lightmut_feet,,,,0,0,,,,,,1,0,,false,,,,,,,,true,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,,,,,,,,,,,,,
Set_Enrage_MediumHead,SetBonus_Enrage,@Set_Enrage_MediumHead_MasterName,Armor,@ui_itemtypedescription_normal_head_slot,@Set_Enrage_MediumHead_Description,,EquippableHead+Armor+Medium+SetPiece,,,,1,,,,726,800,800,,5,MediumHead_Balanced,,1,,,1,1,PerkID_Artifact_Set1_MediumHead,perkid_armor_durdot,PerkID_Gem_EmptyGemSlot,perkid_armor_durdebuff,PerkBucket_CraftedPerkBucketRollT5Fixed,PerkID_SetInfix_Enrage_Perk_Head,PerkID_Gem_EmptyGemSlot,PerkID_Fixed_Armor_LifestealNoConsumable,PerkID_Fixed_Armor_DamageTradeOff,,,,,,PerkBucket_PostCharmPVE,,,,,,,,,,,1,1,1,UI_Armor,m_monarch_mediummut_head,f_monarch_mediummut_head,,,,0,0,,,,,,1,0,,false,,,,,,,,true,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_LeatherT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,40,,Play_UI_Pickup_Leather,Play_UI_Drop_Leather,Play_UI_Use_Leather,Play_UI_Created_Leather,Play_UI_item_broken,,,,,,,,,,,,,,,,,,,
Set_Enrage_MediumChest,SetBonus_Enrage,@Set_Enrage_MediumChest_MasterName,Armor,@ui_itemtypedescription_normal_chest_slot,@Set_Enrage_MediumChest_Description,,EquippableChest+Armor+Medium+SetPiece,,,,1,,,,726,800,800,,5,MediumChest_Balanced,,1,,,1,1,PerkID_Artifact_Set1_MediumChest,PerkID_Common_CDR,PerkID_Gem_EmptyGemSlot,PerkID_Armor_Health,PerkBucket_CraftedPerkBucketRollT5Fixed,PerkID_Slottable_Common_DmgCrit,PerkID_Gem_EmptyGemSlot,PerkID_Fixed_Chest_HealthStam_Synergy,PerkID_Fixed_Armor_DamageTradeOff,,,,,,PerkBucket_PostCharmPVE,,,,,,,,,,,1,1,1,UI_Armor,m_monarch_mediummut_chest,f_monarch_mediummut_chest,,,,0,0,,,,,,1,0,,false,,,,,,,,true,1,1,4,[LTID]MasterSalvageArmorLarge,SalvageLarge_LeatherT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,60,,Play_UI_Pickup_Leather,Play_UI_Drop_Leather,Play_UI_Use_Leather,Play_UI_Created_Leather,Play_UI_item_broken,,,,,,,,,,,,,,,,,,,
