ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
PRO_Mar2024_Container,@Mar2024_Container_Name,Resource,@ui_itemtypedescription_resource,@Mar2024_Container_Desc,Resource+LootContainer,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MakeGoodContainer.png,lyshineui/images/icons/items_hires/MakeGoodContainer.png,10000,0,,,,59,,1,1,0,,[LTID]Mar2024Prime,,,,,,,,,,,,,,0,,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
MTX_Reaper_Void_chest,@MTX_Reaper_Void_chest_Name,Armor,,@MTX_Reaper_Void_chest_Desc,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Reaper_Void_chest,f_Reaper_Void_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTX_Reaper_Void_head,@MTX_Reaper_Void_head_Name,Armor,,@MTX_Reaper_Void_head_Desc,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Reaper_Void_head,f_Reaper_Void_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTX_Reaper_Void_legs,@MTX_Reaper_Void_legs_Name,Armor,,@MTX_Reaper_Void_legs_Desc,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Reaper_Void_legs,f_Reaper_Void_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTX_Reaper_Void_feet,@MTX_Reaper_Void_feet_Name,Armor,,@MTX_Reaper_Void_feet_Desc,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Reaper_Void_feet,f_Reaper_Void_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTX_Reaper_Void_hands,@MTX_Reaper_Void_hands_Name,Armor,,@MTX_Reaper_Void_hands_Desc,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Reaper_Void_gloves,f_Reaper_Void_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTX_Reaper_Deluxe_chest,@MTX_Reaper_Deluxe_chest_Name,Armor,,@MTX_Reaper_Deluxe_chest_Desc,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Reaper_Deluxe_chest,f_Reaper_Deluxe_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTX_Reaper_Deluxe_head,@MTX_Reaper_Deluxe_head_Name,Armor,,@MTX_Reaper_Deluxe_head_Desc,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Reaper_Deluxe_head,f_Reaper_Deluxe_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTX_Reaper_Deluxe_legs,@MTX_Reaper_Deluxe_legs_Name,Armor,,@MTX_Reaper_Deluxe_legs_Desc,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Reaper_Deluxe_legs,f_Reaper_Deluxe_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTX_Reaper_Deluxe_feet,@MTX_Reaper_Deluxe_feet_Name,Armor,,@MTX_Reaper_Deluxe_feet_Desc,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Reaper_Deluxe_feet,f_Reaper_Deluxe_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTX_Reaper_Deluxe_hands,@MTX_Reaper_Deluxe_hands_Name,Armor,,@MTX_Reaper_Deluxe_hands_Desc,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Reaper_Deluxe_gloves,f_Reaper_Deluxe_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO_Reaper_Twitch_chest,@PRO_Reaper_Twitch_chest_Name,Armor,,@PRO_Reaper_Twitch_chest_Desc,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Reaper_Twitch_chest,f_Reaper_Twitch_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
