ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Prime_Dec2023_Cache,@Prime_Dec2023_Cache_name,Resource,@ui_itemtypedescription_resource,@Prime_Dec2023_Cache_desc,Resource+LootContainer,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MakeGoodContainer.png,lyshineui/images/icons/items_hires/MakeGoodContainer.png,10000,0,,,,59,,1,1,0,,[LTID]Dec2023Prime,,,,,,,,,,,,,,0,,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Prime_Jan2024_Cache,@Prime_Jan2024_Cache_name,Resource,@ui_itemtypedescription_resource,@Prime_Jan2024_Cache_desc,Resource+LootContainer,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MakeGoodContainer.png,lyshineui/images/icons/items_hires/MakeGoodContainer.png,10000,0,,,,59,,1,1,0,,[LTID]Jan2024Prime,,,,,,,,,,,,,,0,,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Skin_MTX_Ronin_Bow,@MTX_Ronin_Bow_name,Weapon,,@MTX_Ronin_Bow_desc,EquippableTwoHand+Bow+Ranged,,,,,,,,,,Skin_Bow,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hBowRoninT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MTX_Ronin_Flail,@MTX_Ronin_Flail_name,Weapon,,@MTX_Ronin_Flail_desc,EquippableMainHand+Flail+Melee,,,,,,,,,,Skin_Flail,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,1hFlailRoninT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MTX_Ronin_Longsword,@MTX_Ronin_Longsword_name,Weapon,,@MTX_Ronin_Longsword_desc,EquippableMainHand+Sword+Melee,,,,,,,,,,Skin_Longsword,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,1hSwordRoninT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MTX_Ronin_ShieldR,@MTX_Ronin_ShieldR_name,Weapon,,@MTX_Ronin_ShieldR_desc,EquippableOffHand+Shield+RoundShield,,,,,,,,,,Skin_Shield,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,1hRoundShieldRoninT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MTX_Ronin_Spear,@MTX_Ronin_Spear_name,Weapon,,@MTX_Ronin_Spear_desc,EquippableTwoHand+Spear+Melee,,,,,,,,,,Skin_Spear,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hSpearRoninT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MTX_Ronin_VoidGauntlet,@MTX_Ronin_VoidGauntlet_name,Weapon,,@MTX_Ronin_VoidGauntlet_desc,EquippableMainHand+VoidGauntlet+Magic,,,,,,,,,,Skin_VoidGauntlet,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hVoidGauntletRoninT5,2hVoidGauntletRoninT5,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MTX_Ronin_RedMempo_Head,@MTX_Ronin_RedMempo_Head_Name,Armor,,@MTX_Ronin_RedMempo_Head_Desc,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_RoninRedMempo_head,f_RoninRedMempo_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MTX_Ronin_RedMempo_Chest,@MTX_Ronin_RedMempo_Chest_Name,Armor,,@MTX_Ronin_RedMempo_Chest_Desc,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_RoninRedMempo_chest,f_RoninRedMempo_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
