WeaponID,Grit,PhysicalArmorSetScaleFactor,ElementalArmorSetScaleFactor,ArmorRatingScaleFactor,WeightOverride,Encumbrance,EncumbrancePerGS,TrinketBonus,ScaleHealthPerGS,ScaleDamagePerGS,ScaleCDRPerGS,WeightClass,EquipLoad,MaxHealthMod,HealthRate,MaxStaminaMod,StaminaRate,MaxManaMod,ManaRate,MaxFoodMod,FoodBurn,MaxDrinkMod,DrinkBurn,BONLogging,BONMining,BONSkinning,BONHarvesting,EFFLogging,EFFMining,EFFSkinning,EFFHarvesting,ROLLogging,ROLMining,ROLSkinning,ROLHarvesting,ROLAlchemy,ROLBlacksmithing,ROLEngineering,ROLOutfitting,ROLProvisioning,ROLCamping,DEFStandard,DEFSiege,DEFStrike,DEFSlash,DEFThrust,DEFMagic,DEFFire,DEFLightning,DEFCorruption,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSMagic,ABSFire,ABSLightning,ABSCorruption,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAMagic,BLAFire,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGMagic,DMGFire,DMGLightning,DMGCorruption,DMGVitalsCategory,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse
LightChestT1,0,0.25,0.25,0.3,23.25,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegsT1,0,0.25,0.25,0.2,15.5,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHeadAT2,1.5,1.05,1.05,0.2,61.845,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHeadAT3,3.8,1.05,1.05,0.2,61.845,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHeadAT4,4.6,1.05,1.05,0.2,61.845,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHeadAT5,5.2,1.05,1.05,0.2,61.845,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHeadBT3,3.2,1.283342,0.859089,0.2,66.721937,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHeadBT4,4,1.283342,0.859089,0.2,66.721937,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHeadBT5,4.5,1.283342,0.859089,0.2,66.721937,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHeadCT4,3.3,0.945,1.166655,0.2,60.29309,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHeadCT5,3.7,0.945,1.166655,0.2,60.29309,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHeadDT5,4.3,1.05,1.05,0.2,61.845,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChestAT2,3,1.05,1.05,0.3,92.7675,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChestAT3,7.6,1.05,1.05,0.3,92.7675,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChestAT4,9.3,1.05,1.05,0.3,92.7675,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChestAT5,10.5,1.05,1.05,0.3,92.7675,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChestBT3,6.5,1.283342,0.859089,0.3,100.082906,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChestBT4,8,1.283342,0.859089,0.3,100.082906,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChestBT5,9,1.283342,0.859089,0.3,100.082906,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChestCT4,6.7,0.945,1.166655,0.3,90.439634,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChestCT5,7.5,0.945,1.166655,0.3,90.439634,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChestDT5,8.7,1.05,1.05,0.3,92.7675,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHandsAT2,1.5,1.05,1.05,0.15,46.38375,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHandsAT3,3.8,1.05,1.05,0.15,46.38375,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHandsAT4,4.6,1.05,1.05,0.15,46.38375,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHandsAT5,5.2,1.05,1.05,0.15,46.38375,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHandsBT3,3.2,1.283342,0.859089,0.15,50.041453,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHandsBT4,4,1.283342,0.859089,0.15,50.041453,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHandsBT5,4.5,1.283342,0.859089,0.15,50.041453,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHandsCT4,3.3,0.945,1.166655,0.15,45.219817,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHandsCT5,3.7,0.945,1.166655,0.15,45.219817,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHandsDT5,4.3,1.05,1.05,0.15,46.38375,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegsAT2,2.5,1.05,1.05,0.2,61.845,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegsAT3,6.3,1.05,1.05,0.2,61.845,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegsAT4,7.8,1.05,1.05,0.2,61.845,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegsAT5,8.7,1.05,1.05,0.2,61.845,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegsBT3,5.4,1.283342,0.859089,0.2,66.721937,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegsBT4,6.7,1.283342,0.859089,0.2,66.721937,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegsBT5,7.5,1.283342,0.859089,0.2,66.721937,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegsCT4,5.5,0.945,1.166655,0.2,60.29309,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegsCT5,6.2,0.945,1.166655,0.2,60.29309,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegsDT5,7.2,1.05,1.05,0.2,61.845,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeetAT2,1.5,1.05,1.05,0.15,46.38375,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeetAT3,3.8,1.05,1.05,0.15,46.38375,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeetAT4,4.6,1.05,1.05,0.15,46.38375,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeetAT5,5.2,1.05,1.05,0.15,46.38375,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeetBT3,3.2,1.283342,0.859089,0.15,50.041453,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeetBT4,4,1.283342,0.859089,0.15,50.041453,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeetBT5,4.5,1.283342,0.859089,0.15,50.041453,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeetCT4,3.3,0.945,1.166655,0.15,45.219817,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeetCT5,3.7,0.945,1.166655,0.15,45.219817,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeetDT5,4.3,1.05,1.05,0.15,46.38375,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHeadAT2,0.6,0.551932,0.551932,0.2,33.364274,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHeadAT3,2,0.551932,0.551932,0.2,33.364274,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHeadAT4,2.8,0.551932,0.551932,0.2,33.364274,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHeadAT5,3.4,0.551932,0.551932,0.2,33.364274,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHeadBT3,1.7,0.439295,0.683334,0.2,31.789993,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHeadBT4,2.5,0.439295,0.683334,0.2,31.789993,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHeadBT5,3,0.439295,0.683334,0.2,31.789993,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHeadCT4,2.2,0.615,0.5125,0.2,34.978125,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHeadCT5,2.7,0.615,0.5125,0.2,34.978125,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHeadDT5,2.4,0.5125,0.615,0.2,33.17925,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChestAT2,1.3,0.551932,0.551932,0.3,50.046411,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChestAT3,4,0.551932,0.551932,0.3,50.046411,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChestAT4,5.7,0.551932,0.551932,0.3,50.046411,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChestAT5,6.9,0.551932,0.551932,0.3,50.046411,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChestBT3,3.5,0.439295,0.683334,0.3,47.684989,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChestBT4,5,0.439295,0.683334,0.3,47.684989,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChestBT5,6,0.439295,0.683334,0.3,47.684989,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChestCT4,4.5,0.615,0.5125,0.3,52.467187,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChestCT5,5.4,0.615,0.5125,0.3,52.467187,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChestDT5,4.8,0.5125,0.615,0.3,49.768875,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHandsAT2,0.6,0.551932,0.551932,0.15,25.023206,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHandsAT3,2,0.551932,0.551932,0.15,25.023206,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHandsAT4,2.8,0.551932,0.551932,0.15,25.023206,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
