ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon 
0502_0101_ancientscholar,Journey,,,,,,,0502_0101_d_00_container_ancientscholar,0502_Magistrate,,05_Quest_01,,,,0502_0101_ancientscholar_success,,,,,,,,true,@0502_0101_ancientscholar_objective_title,@0502_0101_ancientscholar_objective_desc,@0502_0101_ancientscholar_start_prompt,@0502_0101_ancientscholar_proposal,@0502_0101_ancientscholar_incomplete,@complete_available_prompt_DEFAULT,@0502_0101_ancientscholar_complete_available_response,,,,,,,,ReekwaterArc1,
0502_0102_hopespringseternal,Journey,,,,,,,0502_0102_d_00_container_hopespringseternal,0502_Magistrate,,05_Quest_02,05_Quest_01,,,0502_0102_hopespringseternal_success,,,,,,,,true,@0502_0102_hopespringseternal_objective_title,@0502_0102_hopespringseternal_objective_desc,@0502_0102_hopespringseternal_start_prompt,@0502_0102_hopespringseternal_proposal,@0502_0102_hopespringseternal_incomplete,@complete_available_prompt_DEFAULT,@0502_0102_hopespringseternal_complete_available_response,,,,,,,,ReekwaterArc1,
0502_0103_pathsunseen,Journey,,,,,,,0502_0103_d_00_container_pathsunseen,0502_Magistrate,,05_Quest_03,05_Quest_02,,,0502_0103_pathsunseen_success,,,,,,,,true,@0502_0103_pathsunseen_objective_title,@0502_0103_pathsunseen_objective_desc,@0502_0103_pathsunseen_start_prompt,@0502_0103_pathsunseen_proposal,@0502_0103_pathsunseen_incomplete,@complete_available_prompt_DEFAULT,@0502_0103_pathsunseen_complete_available_response,,,,,,,,ReekwaterArc1,
0502_0104_anatomyoftheheart,Journey,,,,,,,0502_0104_d_00_container_anatomyoftheheart,0502_Magistrate,,05_Quest_04,05_Quest_03,,,0502_0104_anatomyoftheheart_success,,,,,GypsumOrb,1,,true,@0502_0104_anatomyoftheheart_objective_title,@0502_0104_anatomyoftheheart_objective_desc,@0502_0104_anatomyoftheheart_start_prompt,@0502_0104_anatomyoftheheart_proposal,@0502_0104_anatomyoftheheart_incomplete,@complete_available_prompt_DEFAULT,@0502_0104_anatomyoftheheart_complete_available_response,,,,,,,,ReekwaterArc1,
0502_0105_seekandhide,Journey,,,,,,,0502_0105_d_00_container_seekandhide,0511_Stranger,,05_Quest_05,05_Quest_04,,,0502_0105_seekandhide_success,,,,,GypsumOrb,1,,true,@0502_0105_seekandhide_objective_title,@0502_0105_seekandhide_objective_desc,@0502_0105_seekandhide_start_prompt,@0502_0105_seekandhide_proposal,@0502_0105_seekandhide_incomplete,@complete_available_prompt_DEFAULT,@0502_0105_seekandhide_complete_available_response,,,true,,,,,ReekwaterArc1,
0511_0101_aguardiansplight,Journey,,,,,,,0511_0101_d_00_container_aguardiansplight,0502_Magistrate,,05_Quest_06,05_Quest_05,,,0511_0101_aguardiansplight_success,0511_0101_aguardiansplight_failure,,,,GypsumOrb,1,,true,@0511_0101_aguardiansplight_objective_title,@0511_0101_aguardiansplight_objective_desc,@0511_0101_aguardiansplight_start_prompt,@0511_0101_aguardiansplight_proposal,@0511_0101_aguardiansplight_incomplete,@complete_available_prompt_DEFAULT,@0511_0101_aguardiansplight_complete_available_response,,,,,,,,ReekwaterArc1,
0504_0101_anexpandingthreat,Journey,,,,,,,0504_0101_d_00_container_anexpandingthreat,,,05_Quest_07,,,,0504_0101_anexpandingthreat_success,,,,0504_0102_defianceanddoubt,,,,false,@0504_0101_anexpandingthreat_objective_title,@0504_0101_anexpandingthreat_objective_desc,@0504_0101_anexpandingthreat_start_prompt,@0504_0101_anexpandingthreat_proposal,@0504_0101_anexpandingthreat_incomplete,@complete_available_prompt_DEFAULT,@0504_0101_anexpandingthreat_complete_available_response,,,true,,,,,ReekwaterArc2,
0504_0102_defianceanddoubt,Journey,,,,,,,0504_0102_d_00_container_defianceanddoubt,0524_Stranger,,05_Quest_08,05_Quest_07,,,0504_0102_defianceanddoubt_success,,,,,,,,false,@0504_0102_defianceanddoubt_objective_title,@0504_0102_defianceanddoubt_objective_desc,@0504_0102_defianceanddoubt_start_prompt,@0504_0102_defianceanddoubt_proposal,@0504_0102_defianceanddoubt_incomplete,@complete_available_prompt_DEFAULT,@0504_0102_defianceanddoubt_complete_available_response,,,,,,,,ReekwaterArc2,
0524_0101_ahungerforfreedom,Journey,,,,,,,0524_0101_d_00_container_ahungerforfreedom,0524_Stranger,,05_Quest_09,05_Quest_08,,,0524_0101_ahungerforfreedom_success,,,,,,,,true,@0524_0101_ahungerforfreedom_objective_title,@0524_0101_ahungerforfreedom_objective_desc,@0524_0101_ahungerforfreedom_start_prompt,@0524_0101_ahungerforfreedom_proposal,@0524_0101_ahungerforfreedom_incomplete,@complete_available_prompt_DEFAULT,@0524_0101_ahungerforfreedom_complete_available_response,,,,,,,,ReekwaterArc2,
0524_0102_queensgambit,Journey,,,,,,,0524_0102_d_00_container_queensgambit,0524_Stranger,,05_Quest_10,05_Quest_09,,,0524_0102_queensgambit_success,,,,,,,,true,@0524_0102_queensgambit_objective_title,@0524_0102_queensgambit_objective_desc,@0524_0102_queensgambit_start_prompt,@0524_0102_queensgambit_proposal,@0524_0102_queensgambit_incomplete,@complete_available_prompt_DEFAULT,@0524_0102_queensgambit_complete_available_response,,,,,,,,ReekwaterArc2,
0524_0103_shiveringtimbers,Journey,,,,,,,0524_0103_d_00_container_shiveringtimbers,0504_Overseer,,05_Quest_11,05_Quest_10,,,0524_0103_shiveringtimbers_success,,,,,GypsumOrb,1,,true,@0524_0103_shiveringtimbers_objective_title,@0524_0103_shiveringtimbers_objective_desc,@0524_0103_shiveringtimbers_start_prompt,@0524_0103_shiveringtimbers_proposal,@0524_0103_shiveringtimbers_incomplete,@complete_available_prompt_DEFAULT,@0524_0103_shiveringtimbers_complete_available_response,,,,,,,,ReekwaterArc2,
0504_0201_wordsofpower,Journey,,,,,,,0504_0201_d_00_container_wordsofpower,0504_Overseer,,05_Quest_12,05_Quest_11,,,0504_0201_wordsofpower_success,,,,,GypsumOrb,1,,true,@0504_0201_wordsofpower_objective_title,@0504_0201_wordsofpower_objective_desc,@0504_0201_wordsofpower_start_prompt,@0504_0201_wordsofpower_proposal,@0504_0201_wordsofpower_incomplete,@complete_available_prompt_DEFAULT,@0504_0201_wordsofpower_complete_available_response,,,,,,,,ReekwaterArc2,
0504_0202_aplansdeconstruction,Journey,,,,,,,0504_0202_d_00_container_aplansdeconstruction,0504_Overseer,,05_Quest_13,05_Quest_12,,,0504_0202_aplansdeconstruction_success,,,,,GypsumOrb,1,,true,@0504_0202_aplansdeconstruction_objective_title,@0504_0202_aplansdeconstruction_objective_desc,@0504_0202_aplansdeconstruction_start_prompt,@0504_0202_aplansdeconstruction_proposal,@0504_0202_aplansdeconstruction_incomplete,@complete_available_prompt_DEFAULT,@0504_0202_aplansdeconstruction_complete_available_response,,,,,,,,ReekwaterArc2,
0504_0401_thequeenisdead,Journey,,,,,,,0504_0401_d_00_container_thequeenisdead,0504_Overseer,,05_Quest_22,05_Quest_13,,,0504_0401_thequeenisdead_success,,,,,GypsumOrb,1,,false,@0504_0401_thequeenisdead_objective_title,@0504_0401_thequeenisdead_objective_desc,@0504_0401_thequeenisdead_start_prompt,@0504_0401_thequeenisdead_proposal,@0504_0401_thequeenisdead_incomplete,@complete_available_prompt_DEFAULT,@0504_0401_thequeenisdead_complete_available_response,,,,,,,,,
0510_0101_longlivethequeen,Journey,,,,,true,,0510_0101_d_00_container_longlivethequeen,,,,05_Quest_22,,,0510_0101_longlivethequeen_success,,,,,,,1,false,@0510_0101_longlivethequeen_objective_title,@0510_0101_longlivethequeen_objective_desc,@0510_0101_longlivethequeen_start_prompt,@0510_0101_longlivethequeen_proposal,@0510_0101_longlivethequeen_incomplete,@complete_available_prompt_DEFAULT,@0510_0101_longlivethequeen_complete_available_response,,,,,,,,,
0503_0101_onfloralfauna,Journey,,,,,,,0503_0101_d_00_container_onfloralfauna,0503_Survivalist,,05_Quest_14,,,,0503_0101_onfloralfauna_success,,,,,,,,true,@0503_0101_onfloralfauna_objective_title,@0503_0101_onfloralfauna_objective_desc,@0503_0101_onfloralfauna_start_prompt,@0503_0101_onfloralfauna_proposal,@0503_0101_onfloralfauna_incomplete,@complete_available_prompt_DEFAULT,@0503_0101_onfloralfauna_complete_available_response,,,,,,,,ReekwaterArc3,
0505_0101_pruningandirrigation,Journey,,,,,,,0505_0101_d_00_container_pruningandirrigation,0505_Artificer,,05_Quest_15,05_Quest_14,,,0505_0101_pruningandirrigation_success,,,,,,,,true,@0505_0101_pruningandirrigation_objective_title,@0505_0101_pruningandirrigation_objective_desc,@0505_0101_pruningandirrigation_start_prompt,@0505_0101_pruningandirrigation_proposal,@0505_0101_pruningandirrigation_incomplete,@complete_available_prompt_DEFAULT,@0505_0101_pruningandirrigation_complete_available_response,,,,,,,,ReekwaterArc3,
0505_0102_downstreameffects,Journey,,,,,,,0505_0102_d_00_container_downstreameffects,0505_Artificer,,05_Quest_16,05_Quest_15,,,0505_0102_downstreameffects_success,,,,,,,,true,@0505_0102_downstreameffects_objective_title,@0505_0102_downstreameffects_objective_desc,@0505_0102_downstreameffects_start_prompt,@0505_0102_downstreameffects_proposal,@0505_0102_downstreameffects_incomplete,@complete_available_prompt_DEFAULT,@0505_0102_downstreameffects_complete_available_response,,,,,,,,ReekwaterArc3,
0503_0201_excisingtheblightedroot,Journey,,,,,,,0503_0201_d_00_container_excisingtheblightedroot,0503_Survivalist,,05_Quest_17,05_Quest_16,,,0503_0201_excisingtheblightedroot_success,,,,,,,,true,@0503_0201_excisingtheblightedroot_objective_title,@0503_0201_excisingtheblightedroot_objective_desc,@0503_0201_excisingtheblightedroot_start_prompt,@0503_0201_excisingtheblightedroot_proposal,@0503_0201_excisingtheblightedroot_incomplete,@complete_available_prompt_DEFAULT,@0503_0201_excisingtheblightedroot_complete_available_response,,,,,,,,ReekwaterArc3,
0503_0202_burdenofatonement,Journey,,,,,,,0503_0202_d_00_container_burdenofatonement,0503_Survivalist,,05_Quest_18,05_Quest_17,,,0503_0202_burdenofatonement_success,,,,,GypsumOrb,1,,true,@0503_0202_burdenofatonement_objective_title,@0503_0202_burdenofatonement_objective_desc,@0503_0202_burdenofatonement_start_prompt,@0503_0202_burdenofatonement_proposal,@0503_0202_burdenofatonement_incomplete,@complete_available_prompt_DEFAULT,@0503_0202_burdenofatonement_complete_available_response,,,,,,,,ReekwaterArc3,
0503_0203_wardensofthegreen,Journey,,,,,,,0503_0203_d_00_container_wardensofthegreen,0503_Survivalist,,05_Quest_19,05_Quest_18,,,0503_0203_wardensofthegreen_success,,,,,GypsumOrb,1,,true,@0503_0203_wardensofthegreen_objective_title,@0503_0203_wardensofthegreen_objective_desc,@0503_0203_wardensofthegreen_start_prompt,@0503_0203_wardensofthegreen_proposal,@0503_0203_wardensofthegreen_incomplete,@complete_available_prompt_DEFAULT,@0503_0203_wardensofthegreen_complete_available_response,,,,,,,,ReekwaterArc3,
0503_0301_theeternalpool,Journey,,,,,,,0503_0301_d_00_container_theeternalpool,0503_Survivalist,,05_Quest_20,05_Quest_19,,,0503_0301_theeternalpool_success,,,,,GypsumOrb,1,,false,@0503_0301_theeternalpool_objective_title,@0503_0301_theeternalpool_objective_desc,@0503_0301_theeternalpool_start_prompt,@0503_0301_theeternalpool_proposal,@0503_0301_theeternalpool_incomplete,@complete_available_prompt_DEFAULT,@0503_0301_theeternalpool_complete_available_response,,,,,,,,ReekwaterArc3,
0505_0103_thedryadpromenade,Journey,,,,,true,,0505_0103_d_00_container_thedryadpromenade,,,,05_Quest_20,,,0505_0103_thedryadpromenade_success,,,,,,,1,false,@0505_0103_thedryadpromenade_objective_title,@0505_0103_thedryadpromenade_objective_desc,@0505_0103_thedryadpromenade_start_prompt,@0505_0103_thedryadpromenade_proposal,@0505_0103_thedryadpromenade_incomplete,@complete_available_prompt_DEFAULT,@0505_0103_thedryadpromenade_complete_available_response,,,,,,,,,
0502_0106_primevalcyclops,Journey,,60,,,,,0502_0106_d_00_container_primevalcyclops,0502_Magistrate,,05_Quest_Lazarus_21,05_Quest_06,,,0502_0106_primevalcyclops_success,,,,,GypsumOrb,1,,false,@0502_0106_primevalcyclops_objective_title,@0502_0106_primevalcyclops_objective_desc,@0502_0106_primevalcyclops_start_prompt,@0502_0106_primevalcyclops_proposal,@0502_0106_primevalcyclops_incomplete,@complete_available_prompt_DEFAULT,@0502_0106_primevalcyclops_complete_available_response,,,,,,,,,
0511_0201_UmbrasReach,EpicEquipment,,60,,,,,0511_0201_d_00_container_UmbrasReach,0511_Stranger,,WeaponQuest_UmbrasReach_00,07_Quest_11,,,0511_0201_UmbrasReach_success,,,,,,,,false,@0511_0201_UmbrasReach_objective_title,@0511_0201_UmbrasReach_objective_desc,@0511_0201_UmbrasReach_start_prompt,@0511_0201_UmbrasReach_proposal,@0511_0201_UmbrasReach_incomplete,@complete_available_prompt_DEFAULT,@0511_0201_UmbrasReach_complete_available_response,,,,,,,,,
0511_0202_UmbrasReach_inbrightestlight,EpicEquipment,,,,,,,0511_0202_d_00_container_UmbrasReach_inbrightestlight,,,WeaponQuest_UmbrasReach_01,,,,0511_0202_UmbrasReach_inbrightestlight_success,,,,,GypsumOrb,1,,false,@0511_0202_UmbrasReach_inbrightestlight_objective_title,@0511_0202_UmbrasReach_inbrightestlight_objective_desc,,,,,,,,,,,,,,
0511_0203_UmbrasReach_stygianchannel,EpicEquipment,,,,,,,0511_0203_d_00_container_UmbrasReach_stygianchannel,,,WeaponQuest_UmbrasReach_02,,,,0511_0203_UmbrasReach_stygianchannel_success,,,,,GypsumOrb,1,,false,@0511_0203_UmbrasReach_stygianchannel_objective_title,@0511_0203_UmbrasReach_stygianchannel_objective_desc,,,,,,,,,,,,,,
0511_0204_UmbrasReach_graspingtwilight,EpicEquipment,,,,,,,0511_0204_d_00_container_UmbrasReach_graspingtwilight,,,WeaponQuest_UmbrasReach_03,,,,0511_0204_UmbrasReach_graspingtwilight_success,,,,,GypsumOrb,1,,false,@0511_0204_UmbrasReach_graspingtwilight_objective_title,@0511_0204_UmbrasReach_graspingtwilight_objective_desc,,,,,,,,,,,,,,
0511_0205_UmbrasReach_astitchofshade,EpicEquipment,,,,,,,0511_0205_d_00_container_UmbrasReach_astitchofshade,,,WeaponQuest_UmbrasReach_04,,,,0511_0205_UmbrasReach_astitchofshade_success,,,,,GypsumOrb,1,,false,@0511_0205_UmbrasReach_astitchofshade_objective_title,@0511_0205_UmbrasReach_astitchofshade_objective_desc,,,,,,,,,,,,,,
0511_0206_UmbrasReach_indarkestshadow,EpicEquipment,,,,,,,0511_0206_d_00_container_UmbrasReach_indarkestshadow,,,WeaponQuest_UmbrasReach_05,,,,0511_0206_UmbrasReach_indarkestshadow_success,,,,,GypsumOrb,1,,false,@0511_0206_UmbrasReach_indarkestshadow_objective_title,@0511_0206_UmbrasReach_indarkestshadow_objective_desc,,,,,,,,,,,,,,
0511_0207_UmbrasReach_powerofthevoid,EpicEquipment,,,,,,,0511_0207_d_00_container_UmbrasReach_powerofthevoid,,,WeaponQuest_UmbrasReach_06,,,,0511_0207_UmbrasReach_powerofthevoid_success,,,,,GypsumOrb,1,,false,@0511_0207_UmbrasReach_powerofthevoid_objective_title,@0511_0207_UmbrasReach_powerofthevoid_objective_desc,,,,,,,,,,,,,,
0511_0208_UmbrasReach_duskyfocus,EpicEquipment,,,,,,,0511_0208_d_00_container_UmbrasReach_duskyfocus,,,WeaponQuest_UmbrasReach_07,,,,0511_0208_UmbrasReach_duskyfocus_success,,,,,GypsumOrb,1,,false,@0511_0208_UmbrasReach_duskyfocus_objective_title,@0511_0208_UmbrasReach_duskyfocus_objective_desc,,,,,,,,,,,,,,
0511_0209_UmbrasReach_holdbackthenight,EpicEquipment,,,,,,,0511_0209_d_00_container_UmbrasReach_holdbackthenight,,,WeaponQuest_UmbrasReach_08,,,,0511_0209_UmbrasReach_holdbackthenight_success,,,,,GypsumOrb,1,,false,@0511_0209_UmbrasReach_holdbackthenight_objective_title,@0511_0209_UmbrasReach_holdbackthenight_objective_desc,,,,,,,,,,,,,,
FM_05_PVP_ControlSpot_Marauder_objective,Mission,,,,true,true,false,FM_05_PVP_ControlSpot_Marauder_container,,5,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_05_PVP_PoachArea_Marauder_objective,Mission,,,,true,true,false,FM_05_PVP_PoachArea_Marauder_container,,5,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_05_PVP_SpySpot_Marauder_objective,Mission,,,,true,true,false,FM_05_PVP_SpySpot_Marauder_container,,5,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_05_PVP_ControlSpot_Syndicate_objective,Mission,,,,true,true,false,FM_05_PVP_ControlSpot_Syndicate_container,,5,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_05_PVP_PoachArea_Syndicate_objective,Mission,,,,true,true,false,FM_05_PVP_PoachArea_Syndicate_container,,5,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_05_PVP_SpySpot_Syndicate_objective,Mission,,,,true,true,false,FM_05_PVP_SpySpot_Syndicate_container,,5,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_05_PVP_ControlSpot_Covenant_objective,Mission,,,,true,true,false,FM_05_PVP_ControlSpot_Covenant_container,,5,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_05_PVP_PoachArea_Covenant_objective,Mission,,,,true,true,false,FM_05_PVP_PoachArea_Covenant_container,,5,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_05_PVP_SpySpot_Covenant_objective,Mission,,,,true,true,false,FM_05_PVP_SpySpot_Covenant_container,,5,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_0501_objective,Mission,,,,,true,true,FM_0501_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0502_objective,Mission,,,,,true,true,FM_0502_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0503_objective,Mission,,,,,true,true,FM_0503_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0504_objective,Mission,,,,,true,true,FM_0504_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0505_objective,Mission,,,,,true,true,FM_0505_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0506_objective,Mission,,,,,true,true,FM_0506_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0507_objective,Mission,,,,,true,true,FM_0507_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0501_objective,Mission,,,,,true,true,FM_S_0501_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0502_objective,Mission,,,,,true,true,FM_S_0502_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0503_objective,Mission,,,,,true,true,FM_S_0503_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0504_objective,Mission,,,,,true,true,FM_S_0504_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0505_objective,Mission,,,,,true,true,FM_S_0505_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0506_objective,Mission,,,,,true,true,FM_S_0506_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0507_objective,Mission,,,,,true,true,FM_S_0507_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0501_objective,Mission,,,,,true,true,FM_C_0501_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0502_objective,Mission,,,,,true,true,FM_C_0502_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0503_objective,Mission,,,,,true,true,FM_C_0503_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0504_objective,Mission,,,,,true,true,FM_C_0504_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0505_objective,Mission,,,,,true,true,FM_C_0505_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0506_objective,Mission,,,,,true,true,FM_C_0506_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0507_objective,Mission,,,,,true,true,FM_C_0507_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0561_objective,Mission,,,,,true,true,FM_0561_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0562_objective,Mission,,,,,true,true,FM_0562_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0563_objective,Mission,,,,,true,true,FM_0563_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0564_objective,Mission,,,,,true,true,FM_0564_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0565_objective,Mission,,,,,true,true,FM_0565_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0566_objective,Mission,,,,,true,true,FM_0566_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0567_objective,Mission,,,,,true,true,FM_0567_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0561_objective,Mission,,,,,true,true,FM_S_0561_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0562_objective,Mission,,,,,true,true,FM_S_0562_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0563_objective,Mission,,,,,true,true,FM_S_0563_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0564_objective,Mission,,,,,true,true,FM_S_0564_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0565_objective,Mission,,,,,true,true,FM_S_0565_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
