ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,ShouldResetOnFactionChange,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon 
99E_MSQ_01_EnterEdengrove,MainStoryQuest,,,,,,,99E_MSQ_01_EnterEdengrove_container,99E_Morgaine_p2v1,,99E_MSQ_01,99D_MSQ_10,,,99E_MSQ_01_EnterEdengrove_success,,,,,,,,,false,@99E_MSQ_01_EnterEdengrove_objective_title,@99E_MSQ_01_EnterEdengrove_objective_desc,@99E_MSQ_01_EnterEdengrove_start_prompt,@99E_MSQ_01_EnterEdengrove_proposal,@99E_MSQ_01_EnterEdengrove_incomplete,@complete_available_prompt_DEFAULT,@99E_Morgaine_p2v1_01,,,true,,,,,EdengroveV2Arc1,
99E_MSQ_02_MyrddinClues,MainStoryQuest,,,,,,,99E_MSQ_02_MyrddinClues_container,99E_Morgaine_p6,,99E_MSQ_02,99E_MSQ_01,,,99E_MSQ_02_MyrddinClues_success,,,,,,,,,false,@99E_MSQ_02_MyrddinClues_objective_title,@99E_MSQ_02_MyrddinClues_objective_desc,@99E_MSQ_02_MyrddinClues_start_prompt,@99E_MSQ_02_MyrddinClues_proposal,@99E_MSQ_02_MyrddinClues_incomplete,@complete_available_prompt_DEFAULT,@99E_MSQ_02_MyrddinClues_complete_available_response,,,true,,,,,EdengroveV2Arc2,
99E_MSQ_03_CollectSamples,MainStoryQuest,,,,,,,99E_MSQ_03_CollectSamples_container,99E_Sun_p10,,99E_MSQ_03,99E_MSQ_02,,,99E_MSQ_03_CollectSamples_success,,,,,,,,,false,@99E_MSQ_03_CollectSamples_objective_title,@99E_MSQ_03_CollectSamples_objective_desc,@99E_MSQ_03_CollectSamples_start_prompt,@99E_MSQ_03_CollectSamples_proposal,@99E_MSQ_03_CollectSamples_incomplete,@complete_available_prompt_DEFAULT,@99E_MSQ_03_CollectSamples_complete_available_response,,,true,,,,,EdengroveV2Arc1,
99E_MSQ_04_MotherwellClues,MainStoryQuest,,,,,,,99E_MSQ_04_MotherwellClues_container,99E_Morgaine_p7,,99E_MSQ_04,99E_MSQ_03,,,99E_MSQ_04_MotherwellClues_success,,,,,,,,,false,@99E_MSQ_04_MotherwellClues_objective_title,@99E_MSQ_04_MotherwellClues_objective_desc,@99E_MSQ_04_MotherwellClues_start_prompt,@99E_MSQ_04_MotherwellClues_proposal,@99E_MSQ_04_MotherwellClues_incomplete,@complete_available_prompt_DEFAULT,@99E_MSQ_04_MotherwellClues_complete_available_response,,,true,,,,,EdengroveV2Arc1,
99E_MSQ_05_UnlockPrison,MainStoryQuest,,,,,,,99E_MSQ_05_UnlockPrison_container,99E_Galahad_p3a,,99E_MSQ_05,99E_MSQ_04,,,99E_MSQ_05_UnlockPrison_success,,,,,,,,,false,@99E_MSQ_05_UnlockPrison_objective_title,@99E_MSQ_05_UnlockPrison_objective_desc,@99E_MSQ_05_UnlockPrison_start_prompt,@99E_MSQ_05_UnlockPrison_proposal,@99E_MSQ_05_UnlockPrison_incomplete,@complete_available_prompt_DEFAULT,@99E_MSQ_05_UnlockPrison_complete_available_response,,,true,,,,,EdengroveV2Arc2,
99E_MSQ_06_MyrddinsPrison,MainStoryQuest,,,,,,,99E_MSQ_06_MyrddinsPrison_container,99E_Sun_p6v2,,99E_MSQ_06,99E_MSQ_05,,,99E_MSQ_06_MyrddinsPrison_success,,,,,,,,,false,@99E_MSQ_06_MyrddinsPrison_objective_title,@99E_MSQ_06_MyrddinsPrison_objective_desc,@99E_MSQ_06_MyrddinsPrison_start_prompt,@99E_MSQ_06_MyrddinsPrison_proposal,@99E_MSQ_06_MyrddinsPrison_incomplete,@complete_available_prompt_DEFAULT,@99E_MSQ_06_MyrddinsPrison_complete_available_response,,,true,,,,,EdengroveV2Arc2,
99E_MSQ_07_RetrieveHeadpiece,MainStoryQuest,,,,,,,99E_MSQ_07_RetrieveHeadpiece_container,99E_Sun_p14,,99E_MSQ_07,99E_MSQ_06,,,99E_MSQ_07_RetrieveHeadpiece_success,,,,,,,,,false,@99E_MSQ_07_RetrieveHeadpiece_objective_title,@99E_MSQ_07_RetrieveHeadpiece_objective_desc,@99E_MSQ_07_RetrieveHeadpiece_start_prompt,@99E_MSQ_07_RetrieveHeadpiece_proposal,@99E_MSQ_07_RetrieveHeadpiece_incomplete,@complete_available_prompt_DEFAULT,@99E_MSQ_07_RetrieveHeadpiece_complete_available_response,,,true,,,,,EdengroveV2Arc2,
99E_MSQ_08_AdianaPermission,MainStoryQuest,,,,,,,99E_MSQ_08_AdianaPermission_container,99E_Sun_p15,,99E_MSQ_08,99E_MSQ_07,,,99E_MSQ_08_AdianaPermission_success,,,,,,,,,false,@99E_MSQ_08_AdianaPermission_objective_title,@99E_MSQ_08_AdianaPermission_objective_desc,@99E_MSQ_08_AdianaPermission_start_prompt,@99E_MSQ_08_AdianaPermission_proposal,@99E_MSQ_08_AdianaPermission_incomplete,@complete_available_prompt_DEFAULT,@99E_MSQ_08_AdianaPermission_complete_available_response,,,true,,,,,EdengroveV2Arc1,
99E_MSQ_09_TheMotherwell,MainStoryQuest,,,,,,,99E_MSQ_09_TheMotherwell_container,99E_Morgaine_p2v2,,99E_MSQ_09,99E_MSQ_08,,,99E_MSQ_09_TheMotherwell_success,,,,,QuestReward_99E_MSQ_09_GuardiansSatchel,1,,,false,@99E_MSQ_09_TheMotherwell_objective_title,@99E_MSQ_09_TheMotherwell_objective_desc,@99E_MSQ_09_TheMotherwell_start_prompt,@99E_MSQ_09_TheMotherwell_proposal,@99E_MSQ_09_TheMotherwell_incomplete,@complete_available_prompt_DEFAULT,@99E_MSQ_09_TheMotherwell_complete_available_response,,,true,,,,,EdengroveV2Arc3,
99E_MSQ_09_TheMotherwell_alt,MainStoryQuest,,,,,,,99E_MSQ_09_TheMotherwell_container,99E_Morgaine_p2v2,,99E_MSQ_09,99E_MSQ_08,,,99E_MSQ_09_TheMotherwell_alt_success,,,,,QuestReward_99E_MSQ_09_GuardiansSatchel,1,,,false,@99E_MSQ_09_TheMotherwell_objective_title,@99E_MSQ_09_TheMotherwell_objective_desc,@99E_MSQ_09_TheMotherwell_start_prompt,@99E_MSQ_09_TheMotherwell_proposal,@99E_MSQ_09_TheMotherwell_incomplete,@complete_available_prompt_DEFAULT,@99E_MSQ_09_TheMotherwell_complete_available_response,,,true,,,,,EdengroveV2Arc3,
99E_MSQ_10_ToCaerDun,MainStoryQuest,,,,,,,99E_MSQ_10_ToCaerDun_container,99E_Yash_p3,,99E_MSQ_10,99E_MSQ_09,,,99E_MSQ_10_ToCaerDun_success,,,,,,,,,false,@99E_MSQ_10_ToCaerDun_objective_title,@99E_MSQ_10_ToCaerDun_objective_desc,@99E_MSQ_10_ToCaerDun_start_prompt,@99E_MSQ_10_ToCaerDun_proposal,@99E_MSQ_10_ToCaerDun_incomplete,@complete_available_prompt_DEFAULT,@99E_MSQ_10_ToCaerDun_complete_available_response,,,true,,,,,EdengroveV2Arc3,
