ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,ShouldResetOnFactionChange,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon 
0205_0102_Battles_Embrace_Gear_v2,EpicEquipment,,40,,,,,0205_0102_Battles_Embrace_Gear_v2_container,9206_Guardian,,02_Quest_Armor_12_v2,,,40,0205_0102_Battles_Embrace_Gear_v2_Success,,,,,,,,,false,@0205_0102_Battles_Embrace_Gear_title,@0205_0102_Battles_Embrace_Gear_description,@0205_0102_Battles_Embrace_Gear_start_prompt,@0205_0102_Battles_Embrace_Gear_proposal,@0205_0102_Battles_Embrace_Gear_incomplete,@complete_available_prompt_DEFAULT,@0205_0102_Battles_Embrace_Gear_complete,,,,,,,,,
0205_0102_01_Boots,EpicEquipment,,,,,,,0205_0102_d_00_Container_01_Boots,,,02_Quest_Armor_12_Boots,,,,0205_0102_01_Boots_Success,,,,,,,,,false,@0205_0102_01_Boots_title,@0205_0102_01_Boots_description,@0205_0102_01_Boots_start_prompt,@0205_0102_01_Boots_proposal,@0205_0102_01_Boots_incomplete,@complete_available_prompt_DEFAULT,@0205_0102_01_Boots_complete,,,,,,,,,
0205_0102_02_Breastplate,EpicEquipment,,,,,,,0205_0102_d_00_Container_02_Breastplate,,,02_Quest_Armor_12_Breastplate,,,,0205_0102_02_Breastplate_Success,,,,,,,,,false,@0205_0102_02_Breastplate_title,@0205_0102_02_Breastplate_description,@0205_0102_02_Breastplate_start_prompt,@0205_0102_02_Breastplate_proposal,@0205_0102_02_Breastplate_incomplete,@complete_available_prompt_DEFAULT,@0205_0102_02_Breastplate_complete,,,,,,,,,
0205_0102_03_Greaves,EpicEquipment,,,,,,,0205_0102_d_00_Container_03_Greaves,,,02_Quest_Armor_12_Greaves,,,,0205_0102_03_Greaves_Success,,,,,,,,,false,@0205_0102_03_Greaves_title,@0205_0102_03_Greaves_description,@0205_0102_03_Greaves_start_prompt,@0205_0102_03_Greaves_proposal,@0205_0102_03_Greaves_incomplete,@complete_available_prompt_DEFAULT,@0205_0102_03_Greaves_complete,,,,,,,,,
0205_0102_04_Gauntlets,EpicEquipment,,,,,,,0205_0102_d_00_Container_04_Gauntlets,,,02_Quest_Armor_12_Gauntlets,,,,0205_0102_04_Gauntlets_Success,,,,,,,,,false,@0205_0102_04_Gauntlets_title,@0205_0102_04_Gauntlets_description,@0205_0102_04_Gauntlets_start_prompt,@0205_0102_04_Gauntlets_proposal,@0205_0102_04_Gauntlets_incomplete,@complete_available_prompt_DEFAULT,@0205_0102_04_Gauntlets_complete,,,,,,,,,
0205_0102_05_Helm,EpicEquipment,,,,,,,0205_0102_d_00_Container_05_Helm,,,02_Quest_Armor_12_Helm,,,,0205_0102_05_Helm_Success,,,,,,,,,false,@0205_0102_05_Helm_title,@0205_0102_05_Helm_description,@0205_0102_05_Helm_start_prompt,@0205_0102_05_Helm_proposal,@0205_0102_05_Helm_incomplete,@complete_available_prompt_DEFAULT,@0205_0102_05_Helm_complete,,,,,,,,,
1303_1311_Protective_Wyrd_Gear_v2,EpicEquipment,,40,,,,,1303_1311_Protective_Wyrd_Gear_v2_container,9208_Shaman,,13_Quest_Armor_11_v2,,,40,1303_1311_Protective_Wyrd_Gear_v2_Success,,,,,,,,,false,@1303_1311_Protective_Wyrd_Gear_Title,@1303_1311_Protective_Wyrd_Gear_Description,@1303_1311_Protective_Wyrd_Gear_Prompt,@1303_1311_Protective_Wyrd_Gear_Proposal,@1303_1311_Protective_Wyrd_Gear_Incomplete,@complete_available_prompt_DEFAULT,@1303_1311_Protective_Wyrd_Gear_Complete,,,,,,,,,
1303_1311_01_Shoes,EpicEquipment,,,,,,,1303_1311_01_Shoes_container,,,13_Quest_Armor_11_Boots,,,,1303_1311_01_Shoes_Success,,,,,,,,,false,@1303_1311_01_Shoes_Title,@1303_1311_01_Shoes_Description,@1303_1311_01_Shoes_Prompt,@1303_1311_01_Shoes_Proposal,@1303_1311_01_Shoes_Incomplete,@complete_available_prompt_DEFAULT,@1303_1311_01_Shoes_Complete,,,,,,,,,
1303_1311_02_Shirt,EpicEquipment,,,,,,,1303_1311_02_Shirt_container,,,13_Quest_Armor_11_Shirt,,,,1303_1311_02_Shirt_Success,,,,,,,,,false,@1303_1311_02_Shirt_Title,@1303_1311_02_Shirt_Description,@1303_1311_02_Shirt_Prompt,@1303_1311_02_Shirt_Proposal,@1303_1311_02_Shirt_Incomplete,@complete_available_prompt_DEFAULT,@1303_1311_02_Shirt_Complete,,,,,,,,,
1303_1311_03_Pants,EpicEquipment,,,,,,,1303_1311_03_Pants_container,,,13_Quest_Armor_11_Pants,,,,1303_1311_03_Pants_Success,,,,,,,,,false,@1303_1311_03_Pants_Title,@1303_1311_03_Pants_Description,@1303_1311_03_Pants_Prompt,@1303_1311_03_Pants_Proposal,@1303_1311_03_Pants_Incomplete,@complete_available_prompt_DEFAULT,@1303_1311_03_Pants_Complete,,,,,,,,,
1303_1311_04_Gloves,EpicEquipment,,,,,,,1303_1311_04_Gloves_container,,,13_Quest_Armor_11_Gloves,,,,1303_1311_04_Gloves_Success,,,,,,,,,false,@1303_1311_04_Gloves_Title,@1303_1311_04_Gloves_Description,@1303_1311_04_Gloves_Prompt,@1303_1311_04_Gloves_Proposal,@1303_1311_04_Gloves_Incomplete,@complete_available_prompt_DEFAULT,@1303_1311_04_Gloves_Complete,,,,,,,,,
1303_1311_05_Hat,EpicEquipment,,,,,,,1303_1311_05_Hat_container,,,13_Quest_Armor_11_Hat,,,,1303_1311_05_Hat_Success,,,,,,,,,false,@1303_1311_05_Hat_Title,@1303_1311_05_Hat_Description,@1303_1311_05_Hat_Prompt,@1303_1311_05_Hat_Proposal,@1303_1311_05_Hat_Incomplete,@complete_available_prompt_DEFAULT,@1303_1311_05_Hat_Complete,,,,,,,,,
1002_0104_Shrouded_Intent_Gear_v2,EpicEquipment,,40,,,,,1002_0104_Shrouded_Intent_Gear_v2_container,9207_Rogue,,10_Quest_Armor_14_v2,,,40,1002_0104_Shrouded_Intent_Gear_v2_success,,,,,,,,,false,@1002_0104_Shrouded_Intent_Gear_objective_title,@1002_0104_Shrouded_Intent_Gear_objective_desc,@1002_0104_Shrouded_Intent_Gear_start_prompt,@1002_0104_Shrouded_Intent_Gear_proposal,@1002_0104_Shrouded_Intent_Gear_Incomplete,@complete_available_prompt_DEFAULT,@1002_0104_Shrouded_Intent_Gear_complete_available_response,,,,,,,,,
1002_0104_01_Boots,EpicEquipment,,,,,,,1002_0104_01_Boots_container,,,10_Quest_Armor_14_Boots,,,,1002_0104_01_Boots_success,,,,,,,,,false,@1002_0104_01_Boots_objective_title,@1002_0104_01_Boots_objective_desc,@1002_0104_01_Boots_start_prompt,@1002_0104_01_Boots_proposal,@1002_0104_01_Boots_incomplete,@complete_available_prompt_DEFAULT,@1002_0104_01_Boots_complete_available_response,,,,,,,,,
1002_0104_02_Coat,EpicEquipment,,,,,,,1002_0104_02_Coat_container,,,10_Quest_Armor_14_Coat,,,,1002_0104_02_Coat_success,,,,,,,,,false,@1002_0104_02_Coat_objective_title,@1002_0104_02_Coat_objective_desc,@1002_0104_02_Coat_start_prompt,@1002_0104_02_Coat_proposal,@1002_0104_02_Coat_incomplete,@complete_available_prompt_DEFAULT,@1002_0104_02_Coat_complete_available_response,,,,,,,,,
1002_0104_03_Pants,EpicEquipment,,,,,,,1002_0104_03_Pants_container,,,10_Quest_Armor_14_Pants,,,,1002_0104_03_Pants_success,,,,,,,,,false,@1002_0104_03_Pants_objective_title,@1002_0104_03_Pants_objective_desc,@1002_0104_03_Pants_start_prompt,@1002_0104_03_Pants_proposal,@1002_0104_03_Pants_incomplete,@complete_available_prompt_DEFAULT,@1002_0104_03_Pants_complete_available_response,,,,,,,,,
1002_0104_04_Gloves,EpicEquipment,,,,,,,1002_0104_04_Gloves_container,,,10_Quest_Armor_14_Gloves,,,,1002_0104_04_Gloves_success,,,,,,,,,false,@1002_0104_04_Gloves_objective_title,@1002_0104_04_Gloves_objective_desc,@1002_0104_04_Gloves_start_prompt,@1002_0104_04_Gloves_proposal,@1002_0104_04_Gloves_incomplete,@complete_available_prompt_DEFAULT,@1002_0104_04_Gloves_complete_available_response,,,,,,,,,
1002_0104_05_Hat,EpicEquipment,,,,,,,1002_0104_05_Hat_container,,,10_Quest_Armor_14_Hat,,,,1002_0104_05_Hat_success,,,,,,,,,false,@1002_0104_05_Hat_objective_title,@1002_0104_05_Hat_objective_desc,@1002_0104_05_Hat_start_prompt,@1002_0104_05_Hat_proposal,@1002_0104_05_Hat_incomplete,@complete_available_prompt_DEFAULT,@1002_0104_05_Hat_complete_available_response,,,,,,,,,
0203_0103_Hope_Manifest_lvl40_Weapon_v2,EpicEquipment,,,,,,,0203_0103_Hope_Manifest_lvl40_Weapon_v2_container,9201_Cleric,,WeaponQuest_HopeManifest_00_v2,,,40,0203_0103_Hope_Manifest_lvl40_Weapon_v2_Success,,,,,,,,,false,@0203_0103_Hope_Manifest_title,@0203_0103_Hope_Manifest_description,@0203_0103_Hope_Manifest_start_prompt,@0203_0103_Hope_Manifest_proposal,@0203_0103_Hope_Manifest_incomplete,@complete_available_prompt_DEFAULT,@0203_0103_Hope_Manifest_complete,,,,,,,,,
0203_0103_MendersCloth_Quest,EpicEquipment,,,,,,,0203_0103_MendersCloth_Quest_container,,,WeaponQuest_HopeManifest_01,,,,0203_0103_MendersCloth_Quest_Success,,,,,,,,,false,@0203_0103_MendersCloth_Quest_objective_title,@0203_0103_MendersCloth_Quest_description,,,,,,,,,,,,,,
0203_0103_SoothsayerSalve_Quest,EpicEquipment,,,,,,,0203_0103_SoothsayerSalve_Quest_container,,,WeaponQuest_HopeManifest_02,,,,0203_0103_SoothsayerSalve_Quest_Success,,,,,,,,,false,@0203_0103_SoothsayerSalve_Quest_objective_title,@0203_0103_SoothsayerSalve_Quest_description,,,,,,,,,,,,,,
0203_0103_MercysBreath_Quest,EpicEquipment,,,,,,,0203_0103_MercysBreath_Quest_container,,,WeaponQuest_HopeManifest_03,,,,0203_0103_MercysBreath_Quest_Success,,,,,,,,,false,@0203_0103_MercysBreath_Quest_objective_title,@0203_0103_MercysBreath_Quest_description,,,,,,,,,,,,,,
0203_0103_HopeCatalyst_Quest,EpicEquipment,,,,,,,0203_0103_HopeCatalyst_Quest_container,,,WeaponQuest_HopeManifest_04,,,,0203_0103_HopeCatalyst_Quest_Success,,,,,,,,,false,@0203_0103_HopeCatalyst_Quest_objective_title,@0203_0103_HopeCatalyst_Quest_description,,,,,,,,,,,,,,
1310_1314_L40Bow_Huntress_v2,EpicEquipment,,,,,,,1310_1314_L40Bow_Huntress_v2_container,9202_Hunter,,WeaponQuest_TheHuntress_00_v2,,,40,1310_1314_L40Bow_Huntress_v2_Success,,,,,,,,,false,@1310_1314_L40Bow_Huntress_Title,@1310_1314_L40Bow_Huntress_Description,@1310_1314_L40Bow_Huntress_Prompt,@1310_1314_L40Bow_Huntress_Proposal,@1310_1314_L40Bow_Huntress_Incomplete,@complete_available_prompt_DEFAULT,@1310_1314_L40Bow_Huntress_Complete,,,,,,,,,
1310_1314_AncientWood_Quest,EpicEquipment,,,,,,,1310_1314_AncientWood_Quest_container,,,WeaponQuest_TheHuntress_01,,,,1310_1314_AncientWood_Quest_Success,,,,,,,,,false,@1310_1314_AncientWood_Quest_objective_title,@1310_1314_AncientWood_Quest_description,,,,,,,,,,,,,,
1310_1314_WyrdwoodResin_Quest,EpicEquipment,,,,,,,1310_1314_WyrdwoodResin_Quest_container,,,WeaponQuest_TheHuntress_02,,,,1310_1314_WyrdwoodResin_Quest_Success,,,,,,,,,false,@1310_1314_WyrdwoodResin_Quest_objective_title,@1310_1314_WyrdwoodResin_Quest_description,,,,,,,,,,,,,,
1310_1314_HawkFeathers_Quest,EpicEquipment,,,,,,,1310_1314_HawkFeathers_Quest_container,,,WeaponQuest_TheHuntress_03,,,,1310_1314_HawkFeathers_Quest_Success,,,,,,,,,false,@1310_1314_HawkFeathers_Quest_objective_title,@1310_1314_HawkFeathers_Quest_description,,,,,,,,,,,,,,
1310_1314_LuckyRabbitsFoot_Quest,EpicEquipment,,,,,,,1310_1314_LuckyRabbitsFoot_Quest_container,,,WeaponQuest_TheHuntress_04,,,,1310_1314_LuckyRabbitsFoot_Quest_Success,,,,,,,,,false,@1310_1314_LuckyRabbitsFoot_Quest_objective_title,@1310_1314_LuckyRabbitsFoot_Quest_description,,,,,,,,,,,,,,
1305_1315_L40FStaff_FalmeasWrath_v2,EpicEquipment,,,,,,,1305_1315_L40FStaff_FalmeasWrath_v2_container,9203_FirePriest,,WeaponQuest_FalmeasWrath_00_v2,,,40,1305_1315_L40FStaff_FalmeasWrath_v2_Success,,,,,,,,,false,@1305_1315_L40FStaff_FalmeasWrath_Title,@1305_1315_L40FStaff_FalmeasWrath_Description,@1305_1315_L40FStaff_FalmeasWrath_Prompt,@1305_1315_L40FStaff_FalmeasWrath_Proposal,@1305_1315_L40FStaff_FalmeasWrath_Incomplete,@complete_available_prompt_DEFAULT,@1305_1315_L40FStaff_FalmeasWrath_Complete,,,,,,,,,
1305_1315_SingedBranches_Quest,EpicEquipment,,,,,,,1305_1315_SingedBranches_Quest_container,,,WeaponQuest_FalmeasWrath_01,,,,1305_1315_SingedBranches_Quest_Success,,,,,,,,,false,@1305_1315_SingedBranches_Quest_objective_title,@1305_1315_SingedBranches_Quest_description,,,,,,,,,,,,,,
1305_1315_WyrdwoodAshes_Quest,EpicEquipment,,,,,,,1305_1315_WyrdwoodAshes_Quest_container,,,WeaponQuest_FalmeasWrath_02,,,,1305_1315_WyrdwoodAshes_Quest_Success,,,,,,,,,false,@1305_1315_WyrdwoodAshes_Quest_objective_title,@1305_1315_WyrdwoodAshes_Quest_description,,,,,,,,,,,,,,
1305_1315_UnhallowedWater_Quest,EpicEquipment,,,,,,,1305_1315_UnhallowedWater_Quest_container,,,WeaponQuest_FalmeasWrath_03,,,,1305_1315_UnhallowedWater_Quest_Success,,,,,,,,,false,@1305_1315_UnhallowedWater_Quest_objective_title,@1305_1315_UnhallowedWater_Quest_description,,,,,,,,,,,,,,
1305_1315_HeartofAllFlame_Quest,EpicEquipment,,,,,,,1305_1315_HeartofAllFlame_Quest_container,,,WeaponQuest_FalmeasWrath_04,,,,1305_1315_HeartofAllFlame_Quest_Success,,,,,,,,,false,@1305_1315_HeartofAllFlame_Quest_objective_title,@1305_1315_HeartofAllFlame_Quest_description,,,,,,,,,,,,,,
0204_0104_Executioner_lvl40_Weapon_v2,EpicEquipment,,,,,,,0204_0104_Executioner_lvl40_Weapon_v2_container,9204_Executioner,,WeaponQuest_Executioner_00_v2,,,40,0204_0104_Executioner_lvl40_Weapon_v2_Success,,,,,,,,,false,@0204_0104_Executioner_title,@0204_0104_Executioner_description,@0204_0104_Executioner_start_prompt,@0204_0104_Executioner_proposal,@0204_0104_Executioner_incomplete,@complete_available_prompt_DEFAULT,@0204_0104_Executioner_complete,,,,,,,,,
0204_0104_BucaneersPlank_Quest,EpicEquipment,,,,,,,0204_0104_BucaneersPlank_Quest_container,,,WeaponQuest_Executioner_01,,,,0204_0104_BucaneersPlank_Quest_Success,,,,,,,,,false,@0204_0104_BucaneersPlank_Quest_objective_title,@0204_0104_BucaneersPlank_Quest_description,,,,,,,,,,,,,,
0204_0104_HangmansBinding_Quest,EpicEquipment,,,,,,,0204_0104_HangmansBinding_Quest_container,,,WeaponQuest_Executioner_02,,,,0204_0104_HangmansBinding_Quest_Success,,,,,,,,,false,@0204_0104_HangmansBinding_Quest_objective_title,@0204_0104_HangmansBinding_Quest_description,,,,,,,,,,,,,,
0204_0104_BladeBrute_Quest,EpicEquipment,,,,,,,0204_0104_BladeBrute_Quest_container,,,WeaponQuest_Executioner_03,,,,0204_0104_BladeBrute_Quest_Success,,,,,,,,,false,@0204_0104_BladeBrute_Quest_objective_title,@0204_0104_BladeBrute_Quest_description,,,,,,,,,,,,,,
0204_0104_InfernalCoagulant_Quest,EpicEquipment,,,,,,,0204_0104_InfernalCoagulant_Quest_container,,,WeaponQuest_Executioner_04,,,,0204_0104_InfernalCoagulant_Quest_Success,,,,,,,,,false,@0204_0104_InfernalCoagulant_Quest_objective_title,@0204_0104_InfernalCoagulant_Quest_description,,,,,,,,,,,,,,
1004_0103_Weapon_Keen_Temper_v2,EpicEquipment,,,,,,,1004_0103_Weapon_Keen_Temper_v2_container,9205_Blademaster,,WeaponQuest_KeenTemper_00_v2,,,40,1004_0103_Weapon_Keen_Temper_v2_success,,,,,,,,,false,@1004_0103_Weapon_Keen_Temper_objective_title,@1004_0103_Weapon_Keen_Temper_objective_desc,@1004_0103_Weapon_Keen_Temper_start_prompt,@1004_0103_Weapon_Keen_Temper_proposal,@1004_0103_Weapon_Keen_Temper_incomplete,@complete_available_prompt_DEFAULT,@1004_0103_Weapon_Keen_Temper_complete_available_response,,,,,,,,,
1004_0103_QuenchingOil_Quest,EpicEquipment,,,,,,,1004_0103_QuenchingOil_Quest_container,,,WeaponQuest_KeenTemper_01,,,,1004_0103_QuenchingOil_Quest_success,,,,,,,,,false,@1004_0103_QuenchingOil_Quest_objective_title,@1004_0103_QuenchingOil_Quest_objective_desc,,,,,,,,,,,,,,
1004_0103_HiltLeather_Quest,EpicEquipment,,,,,,,1004_0103_HiltLeather_Quest_container,,,WeaponQuest_KeenTemper_02,,,,1004_0103_HiltLeather_Quest_success,,,,,,,,,false,@1004_0103_HiltLeather_Quest_objective_title,@1004_0103_HiltLeather_Quest_objective_desc,,,,,,,,,,,,,,
