ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,ShouldResetOnFactionChange,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon 
9401_MountVector,MountUnlock,,,,,,,9401_MountVector_Container,9401_Horse,,9401_MountVector_Complete,Expansion_2023_Unlock && !9401_Befriend_Started,,1,9401_MountVector_Success,,,,,,,,,true,@9401_MountVector_title,@9401_MountVector_description,@9401_MountVector_start,@9401_MountVector_proposal,@9401_MountVector_incomplete,@complete_available_prompt_DEFAULT,@9401_MountVector_complete,,,,,,,,,
9401_BefriendHorse,MountUnlock,,,,,,,9401_Befriend_Container,9401_Horse,,MountType_Unlock_Horse,Expansion_2023_Unlock,,1,9401_BefriendHorse_Success,,,,,,,,,true,@9401_BefriendHorse_title,@9401_BefriendHorse_description,@9401_BefriendHorse_start,@9401_BefriendHorse_proposal,@9401_BefriendHorse_incomplete,@complete_available_prompt_DEFAULT,@9401_BefriendHorse_complete,,,,,,,,,
9401_TutorialFood,MountUnlock,,,,,,,9401_TutorialFood_Container,9401_Horse,,9401_TutorialComplete,Expansion_2023_Unlock,,1,9401_Tutorial_Success,,,,,,,,,false,@9401_TutorialFood_title,@9401_TutorialFood_description,@9401_TutorialFood_start,@9401_TutorialFood_proposal,@9401_TutorialFood_incomplete,@complete_available_prompt_DEFAULT,@9401_TutorialFood_complete,,,,,,,,,
9401_VectorWF,MountUnlock,,,,,,,9401_VectorWF_Container,9402_Conman,,9401_VectorWF_Complete,Expansion_2023_Unlock,,1,9401_VectorWF_Success,,,,,,,,,true,@9401_VectorWF_title,@9401_VectorWF_description,@9401_VectorWF_Start,@9401_VectorWF_Proposal,@9401_VectorWF_Incomplete,@complete_available_prompt_DEFAULT,@9401_VectorWF_Complete,,,,,,,,,
9403_VectorWolves,MountUnlock,,,,,,,9403_VectorWolves_Container,9403_Wolf,,9403_VectorWolves_Complete,Expansion_2023_Unlock,,1,9403_VectorWolves_Success,,,,,,,,,true,@9403_VectorWolves_title,@9403_VectorWolves_description,@9403_VectorWolves_Start,@9403_VectorWolves_Proposal,@9403_VectorWolves_Incomplete,@complete_available_prompt_DEFAULT,@9403_VectorWolves_Complete,,,,,,,,,
9403_FreeWolves,MountUnlock,,,,,,,9403_FreeWolves_Container,9403_Wolf,,MountType_Unlock_DireWolf,Expansion_2023_Unlock,,1,9403_FreeWolves_Success,,,,,,,,,true,@9403_FreeWolves_title,@9403_FreeWolves_description,@9403_FreeWolves_start,@9403_FreeWolves_proposal,@9403_FreeWolves_incomplete,@complete_available_prompt_DEFAULT,@9403_FreeWolves_complete,,,,,,,,,
9403_VectorBS,MountUnlock,,,,,,,9403_VectorBS_Container,9404_Record,,9403_VectorBS_Complete,Expansion_2023_Unlock,,1,9403_VectorBS_Success,,,,,,,,,true,@9403_VectorBS_title,@9403_VectorBS_description,@9403_VectorBS_Start,@9403_VectorBS_Proposal,@9403_VectorBS_Incomplete,@complete_available_prompt_DEFAULT,@9403_VectorBS_Complete,,,,,,,,,
9403_VectorLions,MountUnlock,,,,,,,9403_VectorLions_Container,9405_Lion,,9403_VectorLions_Complete,9404_T4_15_Races_Complete,,1,9403_VectorLions_Success,,,,,,,,,true,@9403_VectorLions_title,@9403_VectorLions_description,@9403_VectorLions_Start,@9403_VectorLions_Proposal,@9403_VectorLions_Incomplete,@complete_available_prompt_DEFAULT,@9403_VectorLions_Complete,,,,,,,,,
9405_RescueLion,MountUnlock,,,,,,,9405_RescueLion_Container,9405_Lion,,MountType_Unlock_Sabretooth,9403_VectorLions_Complete,,1,9405_RescueLion_Success,,,,,,,,,true,@9401_RescueLion_title,@9405_RescueLion_description,@9405_RescueLion_start,@9405_RescueLion_proposal,@9405_RescueLion_incomplete,@complete_available_prompt_DEFAULT,@9405_RescueLion_complete,,,,,,,,,
EF_Tour_0,MountRace,,,,,,true,9401_FirstRace_Container,9401_Horse,,EF_Tour_0_Complete,MountType_Unlock_Horse,,,EF_Tour_0_Success,,,,,,,,,true,@9401_Tour_title,@9401_Tour_description,@9401_FirstRace_start,@9401_FirstRace_proposal,@9401_FirstRace_Incomplete,@complete_available_prompt_DEFAULT,@9401_FirstRace_Complete,,,,,,,,,
EF_Rally_1,MountRace,,,,,,true,EF_Rally_1_Container,,,EF_Rally_1_Complete,,,,EF_Rally_1_Success,,,,,,,,,true,@9401_Rally_1_title,@9401_Rally_description,@94_ReadRules_Start,@9401_Rally_1_Proposal_2,@9401_Rally_incomplete,@complete_available_prompt_DEFAULT,@9401_Rally_complete,,,,,,,,,
EF_Rally_2,MountRace,,,,,,true,EF_Rally_2_Container,,,EF_Rally_2_Complete,,,,EF_Rally_2_Success,,,,,,,,,true,@9401_Rally_2_title,@9401_Rally_description,@94_ReadRules_Start,@9401_Rally_2_Proposal_2,@9401_Rally_incomplete,@complete_available_prompt_DEFAULT,@9401_Rally_complete,,,,,,,,,
EF_Tour_1,MountRace,,,,,,true,EF_Tour_1_Container,,,EF_Tour_1_Complete,,,,EF_Tour_1_Success,,,,,,,,,true,@9401_Tour_1_title,@9401_Tour_description,@94_ReadRules_Start,@9401_Tour_1_Proposal_2,@9401_Tour_incomplete,@complete_available_prompt_DEFAULT,@9401_Tour_complete,,,,,,,,,
EF_Tour_2,MountRace,,,,,,true,EF_Tour_2_Container,,,EF_Tour_2_Complete,,,,EF_Tour_2_Success,,,,,,,,,true,@9401_Tour_2_title,@9401_Tour_description,@94_ReadRules_Start,@9401_Tour_2_Proposal_2,@9401_Tour_incomplete,@complete_available_prompt_DEFAULT,@9401_Tour_complete,,,,,,,,,
EF_Tour_3,MountRace,,,,,,true,EF_Tour_3_Container,,,EF_Tour_3_Complete,,,,EF_Tour_3_Success,,,,,,,,,true,@9401_Tour_3_title,@9401_Tour_description,@94_ReadRules_Start,@9401_Tour_3_Proposal_2,@9401_Tour_incomplete,@complete_available_prompt_DEFAULT,@9401_Tour_complete,,,,,,,,,
WF_Rally_1,MountRace,,,,,,true,WF_Rally_1_Container,,,WF_Rally_1_Complete,9401_T1_5_Races_Complete,,,WF_Rally_1_Success,,,,,,,,,true,@9402_Rally_1_title,@9401_Rally_description,@94_ReadRules_Start,@9402_Rally_1_Proposal_2,@9401_Rally_incomplete,@complete_available_prompt_DEFAULT,@9401_Rally_complete,,,,,,,,,
WF_Rally_2,MountRace,,,,,,true,WF_Rally_2_Container,,,WF_Rally_2_Complete,9401_T1_5_Races_Complete,,,WF_Rally_2_Success,,,,,,,,,true,@9402_Rally_2_title,@9401_Rally_description,@94_ReadRules_Start,@9402_Rally_2_Proposal_2,@9401_Rally_incomplete,@complete_available_prompt_DEFAULT,@9401_Rally_complete,,,,,,,,,
WF_Tour_1,MountRace,,,,,,true,WF_Tour_1_Container,,,WF_Tour_1_Complete,9401_T1_5_Races_Complete,,,WF_Tour_1_Success,,,,,,,,,true,@9402_Tour_1_title,@9401_Tour_description,@94_ReadRules_Start,@9402_Tour_1_Proposal_2,@9401_Tour_incomplete,@complete_available_prompt_DEFAULT,@9401_Tour_complete,,,,,,,,,
WF_Tour_2,MountRace,,,,,,true,WF_Tour_2_Container,,,WF_Tour_2_Complete,9401_T1_5_Races_Complete,,,WF_Tour_2_Success,,,,,,,,,true,@9402_Tour_2_title,@9401_Tour_description,@94_ReadRules_Start,@9402_Tour_2_Proposal_2,@9401_Tour_incomplete,@complete_available_prompt_DEFAULT,@9401_Tour_complete,,,,,,,,,
WF_Tour_3,MountRace,,,,,,true,WF_Tour_3_Container,,,WF_Tour_3_Complete,9401_T1_5_Races_Complete,,,WF_Tour_3_Success,,,,,,,,,true,@9402_Tour_3_title,@9401_Tour_description,@94_ReadRules_Start,@9402_Tour_3_Proposal_2,@9401_Tour_incomplete,@complete_available_prompt_DEFAULT,@9401_Tour_complete,,,,,,,,,
