ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,ShouldResetOnFactionChange,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon 
99G_MSQ_SM_FreePrisoner,MainStoryQuest,,60,,,,,99G_MSQ_SM_FreePrisoner_container,99G_Russo_02,,99G_MSQ_01,99F_MSQ_12,,,99G_MSQ_SM_FreePrisoner_success,,,,,,,,,false,@99G_MSQ01_FreePrisoner_title,@99G_MSQ01_FreePrisoner_desc,@99G_MSQ01_FreePrisoner_start_prompt,@99G_MSQ01_FreePrisoner_proposal,@99G_MSQ01_FreePrisoner_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ01_FreePrisoner_complete,,,,,,,,,
99G_MSQ_SM_GatherRelics,MainStoryQuest,,60,,,,,99G_MSQ_SM_GatherRelics_container,99G_Russo_02,,99G_MSQ_02,99G_MSQ_01,,,99G_MSQ_SM_GatherRelics_success,,,,,,,,,false,@99G_MSQ02_GatherRelics_title,@99G_MSQ02_GatherRelics_desc,@99G_MSQ02_GatherRelics_start_prompt,@99G_MSQ02_GatherRelics_proposal,@99G_MSQ02_GatherRelics_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ02_GatherRelics_complete,,,,,,,,,
99G_MSQ_SM_AttackMentally,MainStoryQuest,,60,,,,,99G_MSQ_SM_AttackMentally_container,99G_Yash_02,,99G_MSQ_03,99G_MSQ_02,,,99G_MSQ_SM_AttackMentally_success,,,,,,,,,false,@99G_MSQ03_AttackMentally_title,@99G_MSQ03_AttackMentally_desc,@99G_MSQ03_AttackMentally_start_prompt,@99G_MSQ03_AttackMentally_proposal,@99G_MSQ03_AttackMentally_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ03_AttackMentally_complete,,,,,,,,,
99G_MSQ_SM_HealAlly,MainStoryQuest,,60,,,,,99G_MSQ_SM_HealAlly_container,99G_Phaeris_03,,99G_MSQ_04,99G_MSQ_03,,,99G_MSQ_SM_HealAlly_success,,,,,,,,,false,@99G_MSQ04_HealAlly_title,@99G_MSQ04_HealAlly_desc,@99G_MSQ04_HealAlly_start_prompt,@99G_MSQ04_HealAlly_proposal,@99G_MSQ04_HealAlly_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ04_HealAlly_complete,,,,,,,,,
99G_MSQ_SM_ReconnectHive,MainStoryQuest,,60,,,,,99G_MSQ_SM_ReconnectHive_container,99G_Morgaine_04,,99G_MSQ_05,99G_MSQ_04,,,99G_MSQ_SM_ReconnectHive_success,,,,,,,,,false,@99G_MSQ05_ReconnectHive_title,@99G_MSQ05_ReconnectHive_desc,@99G_MSQ05_ReconnectHive_start_prompt,@99G_MSQ05_ReconnectHive_proposal,@99G_MSQ05_ReconnectHive_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ05_ReconnectHive_complete,,,,,,,,,
99G_MSQ_SM_ActivateCrystals,MainStoryQuest,,60,,,,,99G_MSQ_SM_ActivateCrystals_container,99G_Sun_01,,99G_MSQ_06,99G_MSQ_05,,,99G_MSQ_SM_ActivateCrystals_success,,,,,,,,,false,@99G_MSQ06_ActivateCrystals_title,@99G_MSQ06_ActivateCrystals_desc,@99G_MSQ06_ActivateCrystals_start_prompt,@99G_MSQ06_ActivateCrystals_proposal,@99G_MSQ06_ActivateCrystals_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ06_ActivateCrystals_complete,,,,,,,,,
99G_MSQ_SM_PlantBombs,MainStoryQuest,,60,,,,,99G_MSQ_SM_PlantBombs_container,99G_Russo_04,,99G_MSQ_07,99G_MSQ_06,,,99G_MSQ_SM_PlantBombs_success,,,,,,,,,false,@99G_MSQ07_PlantBombs_title,@99G_MSQ07_PlantBombs_desc,@99G_MSQ07_PlantBombs_start_prompt,@99G_MSQ07_PlantBombs_proposal,@99G_MSQ07_PlantBombs_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ07_PlantBombs_complete,,,,,,,,,
99G_MSQ_SM_ExcavateArtifacts,MainStoryQuest,,60,,,,,99G_MSQ_SM_ExcavateArtifacts_container,99G_Russo_05,,99G_MSQ_08,99G_MSQ_07,,,99G_MSQ_SM_ExcavateArtifacts_success,,,,,,,,,false,@99G_MSQ08_ExcavateArtifacts_title,@99G_MSQ08_ExcavateArtifacts_desc,@99G_MSQ08_ExcavateArtifacts_start_prompt,@99G_MSQ08_ExcavateArtifacts_proposal,@99G_MSQ08_ExcavateArtifacts_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ08_ExcavateArtifacts_complete,,,,,,,,,
99G_MSQ_SM_PrepareWarfare,MainStoryQuest,,60,,,,,99G_MSQ_SM_PrepareWarfare_container,99G_Russo_05,,99G_MSQ_09,99G_MSQ_08,,,99G_MSQ_SM_PrepareWarfare_success,,,,,,,,,false,@99G_MSQ09_PrepareWarfare_title,@99G_MSQ09_PrepareWarfare_desc,@99G_MSQ09_PrepareWarfare_start_prompt,@99G_MSQ09_PrepareWarfare_proposal,@99G_MSQ09_PrepareWarfare_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ09_PrepareWarfare_complete,,,,,,,,,
99G_MSQ_SM_PrepareWarfare_alt,MainStoryQuest,,60,,,,,99G_MSQ_SM_PrepareWarfare_container,99G_Russo_05,,99G_MSQ_09,99G_MSQ_08,,,99G_MSQ_SM_PrepareWarfare_alt_success,,,,,,,,,false,@99G_MSQ09_PrepareWarfare_title,@99G_MSQ09_PrepareWarfare_desc,@99G_MSQ09_PrepareWarfare_start_prompt,@99G_MSQ09_PrepareWarfare_proposal,@99G_MSQ09_PrepareWarfare_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ09_PrepareWarfare_complete,,,,,,,,,
