ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,ShouldResetOnFactionChange,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon 
02A_Side01_ReapersLocus,Journey,,35,,,,,02A_Side01_ReapersLocus_container,0210a_Barkeep,,02_Quest_Obelisk_11,,,,02A_Side01_ReapersLocus_success,,,,,,,,,false,@02A_Side01_ReapersLocus_title,@02A_Side01_ReapersLocus_quest_description,@02A_Side01_ReapersLocus_start_prompt,@02A_Side01_ReapersLocus_proposal,@02A_Side01_ReapersLocus_incomplete_a,@complete_available_prompt_DEFAULT,@02A_Side01_ReapersLocus_complete_a,,,true,,,,,,
02A_Side02_01_Secrets,Journey,,30,,,,,02A_Side02_01_Secrets_container,0203a_Survivalist_1a,,02_Quest_04,,,,02A_Side02_01_Secrets_success,,,,,,,,,true,@02A_Side02_01_Secrets_title,@02A_Side02_01_Secrets_description,@02A_Side02_01_Secrets_start_prompt,@02A_Side02_01_Secrets_proposal,@02A_Side02_01_Secrets_incomplete_a,@complete_available_prompt_DEFAULT,@02A_Side02_01_Secrets_complete_a,,,true,,,,,,
02A_Side02_02_EarthProvide,Journey,,31,,,,,02A_Side02_02_EarthProvide_container,0203a_Survivalist_2,,02_Quest_05,02_Quest_04,,,02A_Side02_02_EarthProvide_success,,,,,,,,,true,@02A_Side02_02_EarthProvide_title,@02A_Side02_02_EarthProvide_description,@02A_Side02_02_EarthProvide_start_prompt,@02A_Side02_02_EarthProvide_proposal_a,@02A_Side02_02_EarthProvide_incomplete,@complete_available_prompt_DEFAULT,@02A_Side02_02_EarthProvide_complete,,,true,,,,,,
02A_Side03_01_Infernal,Journey,,29,,,,,02A_Side03_01_Infernal_container,0230a_Ranger_2,,02_Quest_16,,,,02A_Side03_01_Infernal_success,,,,,,,,,true,@02A_Side03_01_Infernal_title,@02A_Side03_01_Infernal_description,@02A_Side03_01_Infernal_start_prompt,@02A_Side03_01_Infernal_proposal_a,@02A_Side03_01_Infernal_incomplete,@complete_available_prompt_DEFAULT,@02A_Side03_01_Infernal_complete,,,true,,,,,,
02A_Side03_02_Belly,Journey,,20,,,,,02A_Side03_02_Belly_container,0230a_Ranger_3,,02_Quest_17,02_Quest_16,,,02A_Side03_02_Belly_success,,,,,,,,,true,@02A_Side03_02_Belly_title,@02A_Side03_02_Belly_description,@02A_Side03_02_Belly_start_prompt,@02A_Side03_02_Belly_proposal_a,@02A_Side03_02_Belly_incomplete,@complete_available_prompt_DEFAULT,@02A_Side03_02_Belly_complete_a,,,true,,,,,,
02A_Side04_01_Location,Journey,,28,,,,,02A_Side04_01_Location_container,0231a_Painter,,02_Quest_19,,,,02A_Side04_01_Location_success,,,,,,,,,true,@02A_Side04_01_Location_title,@02A_Side04_01_Location_description,@02A_Side04_01_Location_start_prompt,@02A_Side04_01_Location_proposal_a,@02A_Side04_01_Location_incomplete,@complete_available_prompt_DEFAULT,@02A_Side04_01_Location_complete,,,true,,,,,Brightwoodv2Arc4,
02A_Side04_02_Reflection,Journey,,29,,,,,02A_Side04_02_Reflection_container,0231a_Painter,,02_Quest_20,02_Quest_19,,,02A_Side04_02_Reflection_success,,,,,,,,,true,@02A_Side04_02_Reflection_title,@02A_Side04_02_Reflection_description,@02A_Side04_02_Reflection_start_prompt,@02A_Side04_02_Reflection_proposal_a,@02A_Side04_02_Reflection_incomplete,@complete_available_prompt_DEFAULT,@02A_Side04_02_Reflection_complete_a,,,true,,,,,Brightwoodv2Arc4,
02A_Side04_03_Masterpiece,Journey,,30,,,,,02A_Side04_03_Masterpiece_container,0231a_Painter,,02_Quest_21,02_Quest_20,,,02A_Side04_03_Masterpiece_success,,,,,,,,,true,@02A_Side04_03_Masterpiece_title,@02A_Side04_03_Masterpiece_description,@02A_Side04_03_Masterpiece_start_prompt,@02A_Side04_03_Masterpiece_proposal_a,@02A_Side04_03_Masterpiece_incomplete_a,@complete_available_prompt_DEFAULT,@02A_Side04_03_Masterpiece_complete_a,,,true,,,,,Brightwoodv2Arc4,
02A_Side05_01_Tea,Journey,,32,,,,,02A_Side05_01_Tea_container,0232a_Naturalist_2,,02_Quest_22,,,,02A_Side05_01_Tea_success,,,,,,,,,true,@02A_Side05_01_Tea_title,@02A_Side05_01_Tea_description,@02A_Side05_01_Tea_start_prompt,@02A_Side05_01_Tea_proposal_a,@02A_Side05_01_Tea_incomplete,@complete_available_prompt_DEFAULT,@02A_Side05_01_Tea_complete_a,,,true,,,,,,
02A_Side05_02_Achene,Journey,,33,,,,,02A_Side05_02_Achene_container,0232a_Naturalist_3,,02_Quest_25,02_Quest_22,,,02A_Side05_02_Achene_success,,,,,,,,,true,@02A_Side05_02_Achene_title,@02A_Side05_02_Achene_description,@02A_Side05_02_Achene_start_prompt,@02A_Side05_02_Achene_proposal_a,@02A_Side05_02_Achene_incomplete,@complete_available_prompt_DEFAULT,@02A_Side05_02_Achene_complete,,,true,,,,,,
