ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,ShouldResetOnFactionChange,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon 
99C_MSQ_01_Periville,MainStoryQuest,,,,,,,99C_MSQ_01_Periville_container,99C_Galahad_B,,99C_MSQ_01,99B_MSQ_11,,,99C_MSQ_01_Periville_success,,,,,,,,,false,@99C_MSQ_01_Periville_title,@99C_MSQ_01_Periville_desc,@99C_MSQ_01_Periville_start_prompt,@99C_MSQ_01_Periville_proposal,@99C_MSQ_01_Periville_incomplete,@complete_available_prompt_DEFAULT,@99C_MSQ_01_Periville_completion,,,,,,,,,
99C_MSQ_02_Karburg,MainStoryQuest,,,,,,,99C_MSQ_02_Karburg_container,99C_Galahad_C,,99C_MSQ_02,99C_MSQ_01,,,99C_MSQ_02_Karburg_success,,,,,,,,,false,@99C_MSQ_02_Karburg_title,@99C_MSQ_02_Karburg_desc,@99C_MSQ_02_Karburg_start_prompt,@99C_MSQ_02_Karburg_proposal,@99C_MSQ_02_Karburg_incomplete,@complete_available_prompt_DEFAULT,@99C_MSQ_02_Karburg_completion,,,,,,,,,
99C_MSQ_03_AncientBridge,MainStoryQuest,,,,,,,99C_MSQ_03_AncientBridge_container,99C_Galahad_D,,99C_MSQ_03,99C_MSQ_02,,,99C_MSQ_03_AncientBridge_success,,,,,,,,,false,@99C_MSQ_03_AncientBridge_title,@99C_MSQ_03_AncientBridge_desc,@99C_MSQ_03_AncientBridge_start_prompt,@99C_MSQ_03_AncientBridge_proposal,@99C_MSQ_03_AncientBridge_incomplete,@complete_available_prompt_DEFAULT,@99C_MSQ_03_AncientBridge_completion,,,,,,,,,
99C_MSQ_04_Settlement01,MainStoryQuest,,,,,,,99C_MSQ_04_Settlement01_container,99C_BellaRuby,,99C_MSQ_04,99C_MSQ_03,,,99C_MSQ_04_Settlement01_success,,,,,,,,,false,@99C_MSQ_04_Settlement01_title,@99C_MSQ_04_Settlement01_desc,@99C_MSQ_04_Settlement01_start_prompt,@99C_MSQ_04_Settlement01_proposal,@99C_MSQ_04_Settlement01_incomplete,@complete_available_prompt_DEFAULT,@99C_MSQ_04_Settlement01_completion,,,,,,,,,
99C_MSQ_05_FindMorgaine,MainStoryQuest,,,,,,,99C_MSQ_05_FindMorgaine_container,99C_Galahad_E,,99C_MSQ_05,99C_MSQ_04,,,99C_MSQ_05_FindMorgaine_success,,,,,,,,,false,@99C_MSQ_05_FindMorgaine_title,@99C_MSQ_05_FindMorgaine_desc,@99C_MSQ_05_FindMorgaine_start_prompt,@99C_MSQ_05_FindMorgaine_proposal,@99C_MSQ_05_FindMorgaine_incomplete,@complete_available_prompt_DEFAULT,@99C_MSQ_05_FindMorgaine_completion,,,,,,,,,
99C_MSQ_06_WitchMagic,MainStoryQuest,,,,,,,99C_MSQ_06_WitchMagic_container,99C_Galahad_E,,99C_MSQ_06,99C_MSQ_05,,,99C_MSQ_06_WitchMagic_success,,,,,,,,,false,@99C_MSQ_06_WitchMagic_title,@99C_MSQ_06_WitchMagic_desc,@99C_MSQ_06_WitchMagic_start_prompt,@99C_MSQ_06_WitchMagic_proposal,@99C_MSQ_06_WitchMagic_incomplete,@complete_available_prompt_DEFAULT,@99C_MSQ_06_WitchMagic_completion,,,,,,,,,
99C_MSQ_07_DestroyBarrier,MainStoryQuest,,,,,,,99C_MSQ_07_DestroyBarrier_container,99C_Morgaine_B,,99C_MSQ_07,99C_MSQ_06,,,99C_MSQ_07_DestroyBarrier_success,,,,,,,,,false,@99C_MSQ_07_DestroyBarrier_title,@99C_MSQ_07_DestroyBarrier_desc,@99C_MSQ_07_DestroyBarrier_start_prompt,@99C_MSQ_07_DestroyBarrier_proposal,@99C_MSQ_07_DestroyBarrier_incomplete,@complete_available_prompt_DEFAULT,@99C_MSQ_07_DestroyBarrier_completion,,,,,,,,,
99C_MSQ_08_Settlement02,MainStoryQuest,,,,,,,99C_MSQ_08_Settlement02_container,99C_Morgaine_C,,99C_MSQ_08,99C_MSQ_07,,,99C_MSQ_08_Settlement02_success,,,,,,,,,false,@99C_MSQ_08_Settlement02_title,@99C_MSQ_08_Settlement02_desc,@99C_MSQ_08_Settlement02_start_prompt,@99C_MSQ_08_Settlement02_proposal,@99C_MSQ_08_Settlement02_incomplete,@complete_available_prompt_DEFAULT,@99C_MSQ_08_Settlement02_completion,,,,,,,,,
99C_MSQ_09_Canopus,MainStoryQuest,,,,,,,99C_MSQ_09_Canopus_container,99C_Morgaine_D,,99C_MSQ_09,99C_MSQ_08,,,99C_MSQ_09_Canopus_success,,,,,,,,,false,@99C_MSQ_09_Canopus_title,@99C_MSQ_09_Canopus_desc,@99C_MSQ_09_Canopus_start_prompt,@99C_MSQ_09_Canopus_proposal,@99C_MSQ_09_Canopus_incomplete,@complete_available_prompt_DEFAULT,@99C_MSQ_09_Canopus_completion,,,,,,,,,
99C_MSQ_10_Andrometus,MainStoryQuest,,,,,,,99C_MSQ_10_Andrometus_container,99C_Morgaine_D,,99C_MSQ_10,99C_MSQ_09,,,99C_MSQ_10_Andrometus_success,,,,,,,,,false,@99C_MSQ_10_Andrometus_title,@99C_MSQ_10_Andrometus_desc,@99C_MSQ_10_Andrometus_start_prompt,@99C_MSQ_10_Andrometus_proposal,@99C_MSQ_10_Andrometus_incomplete,@complete_available_prompt_DEFAULT,@99C_MSQ_10_Andrometus_completion,,,,,,,,,
99C_MSQ_11_Lepus,MainStoryQuest,,,,,,,99C_MSQ_11_Lepus_container,99C_Morgaine_D,,99C_MSQ_11,99C_MSQ_10,,,99C_MSQ_11_Lepus_success,,,,,CoatingAeternianT4,3,,,false,@99C_MSQ_11_Lepus_title,@99C_MSQ_11_Lepus_desc,@99C_MSQ_11_Lepus_start_prompt,@99C_MSQ_11_Lepus_proposal,@99C_MSQ_11_Lepus_incomplete,@complete_available_prompt_DEFAULT,@99C_MSQ_11_Lepus_completion,,,,,,,,,
99C_MSQ_12_Vector,MainStoryQuest,,,,,,,99C_MSQ_12_Vector_container,NPC_9902_MSQ_Yonas,,99C_MSQ_12,99C_MSQ_11,,,99C_MSQ_12_Vector_success,,,,,,,,,false,@99C_MSQ_12_Vector_title,@99C_MSQ_12_Vector_desc,@99C_MSQ_12_Vector_start_prompt,@99C_MSQ_12_Vector_proposal,@99C_MSQ_12_Vector_incomplete,@complete_available_prompt_DEFAULT,@99C_MSQ_12_Vector_completion,,,,,,,,,
