ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,ShouldResetOnFactionChange,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon
C91_FQ_01_UnpathedWaters,SkillProgression,,,,,,,C91_container_00_FQ_01,Fish_Perronelle,,C91_FishQ_01,,,,C91_FQ_01_UnpathedWaters_Success,,,,,CRX_FishingPole_FishQuestT1,1,,,true,@C91_FQ_01_UnpathedWaters_title,@C91_FQ_01_UnpathedWaters_desc,@C91_FQ_01_UnpathedWaters_start_prompt,@C91_FQ_01_UnpathedWaters_proposal,@C91_FQ_01_UnpathedWaters_incomplete,@complete_available_prompt_DEFAULT,@C91_FQ_01_UnpathedWaters_complete,,,,,,,,FishingQuestsArc,
C91_FQ_02_UndreamedShores,SkillProgression,,,,,,,C91_container_00_FQ_02,Fish_Perronelle,,C91_FishQ_02,C91_FishQ_01,,,C91_FQ_02_UndreamedShores_Success,,,,,,,,,true,@C91_FQ_02_UndreamedShores_title,@C91_FQ_02_UndreamedShores_desc,@C91_FQ_02_UndreamedShores_start_prompt,@C91_FQ_02_UndreamedShores_proposal,@C91_FQ_02_UndreamedShores_incomplete,@complete_available_prompt_DEFAULT,@C91_FQ_02_UndreamedShores_complete,,,,,,,,FishingQuestsArc,
C91_FQ_02_Vector,SkillProgression,,,,,,,C91_FQ_02_Vector_Container,Fish_Khadijah,,C91_FQ_02_Vector,C91_FishQ_02,,,C91_FQ_02_Vector_Success,,,,,,,,,true,@C91_FQ_02_Vector_title,@C91_FQ_02_Vector_desc,@C91_FQ_02_Vector_start_prompt,@C91_FQ_02_Vector_proposal,@C91_FQ_02_Vector_incomplete,@complete_available_prompt_DEFAULT,@C91_FQ_02_Vector_complete,,,,,,,,FishingQuestsArc,
C91_FQ_03_DeboshedFish,SkillProgression,,,,,,,C91_container_00_FQ_03,Fish_Khadijah,,C91_FishQ_03,C91_FQ_02_Vector,,,C91_FQ_03_DeboshedFish_Success,,,,,,,,,true,@C91_FQ_03_DeboshedFish_title,@C91_FQ_03_DeboshedFish_desc,@C91_FQ_03_DeboshedFish_start_prompt,@C91_FQ_03_DeboshedFish_proposal,@C91_FQ_03_DeboshedFish_incomplete,@complete_available_prompt_DEFAULT,@C91_FQ_03_DeboshedFish_complete,,,,,,,,FishingQuestsArc,
C91_FQ_03_Vector,SkillProgression,,,,,,,C91_FQ_03_Vector_Container,Fish_Ishikawa,,C91_FQ_03_Vector,C91_FishQ_03,,,C91_FQ_03_Vector_Success,,,,,,,,,true,@C91_FQ_03_Vector_title,@C91_FQ_03_Vector_desc,@C91_FQ_03_Vector_start_prompt,@C91_FQ_03_Vector_proposal,@C91_FQ_03_Vector_incomplete,@complete_available_prompt_DEFAULT,@C91_FQ_03_Vector_complete,,,,,,,,FishingQuestsArc,
C91_FQ_04_MelancholyBait,SkillProgression,,,,,,,C91_container_00_FQ_04,Fish_Ishikawa,,C91_FishQ_04,C91_FQ_03_Vector,,,C91_FQ_04_MelancholyBait_Success,,,,,BaitFishT3,5,,,true,@C91_FQ_04_MelancholyBait_title,@C91_FQ_04_MelancholyBait_desc,@C91_FQ_04_MelancholyBait_start_prompt,@C91_FQ_04_MelancholyBait_proposal,@C91_FQ_04_MelancholyBait_incomplete,@complete_available_prompt_DEFAULT,@C91_FQ_04_MelancholyBait_complete,,,,,,,,FishingQuestsArc,
C91_FQ_05_GildedTombs,SkillProgression,,,,,,,C91_container_00_FQ_05,Fish_Ishikawa,,C91_FishQ_05,C91_FishQ_04,,,C91_FQ_05_GildedTombs_Success,,,,,,,,,true,@C91_FQ_05_GildedTombs_title,@C91_FQ_05_GildedTombs_desc,@C91_FQ_05_GildedTombs_start_prompt,@C91_FQ_05_GildedTombs_proposal,@C91_FQ_05_GildedTombs_incomplete,@complete_available_prompt_DEFAULT,@C91_FQ_05_GildedTombs_complete,,,,,,,,FishingQuestsArc,
C91_FQ_05_Vector,SkillProgression,,,,,,,C91_FQ_05_Vector_Container,Fish_Khadijah,,C91_FQ_05_Vector,C91_FishQ_05,,,C91_FQ_05_Vector_Success,,,,,,,,,true,@C91_FQ_05_Vector_title,@C91_FQ_05_Vector_desc,@C91_FQ_05_Vector_start_prompt,@C91_FQ_05_Vector_proposal,@C91_FQ_05_Vector_incomplete,@complete_available_prompt_DEFAULT,@C91_FQ_05_Vector_complete,,,,,,,,FishingQuestsArc,
C91_FQ_06_RotsHead,SkillProgression,,,,,,,C91_container_00_FQ_06,Fish_Khadijah,,C91_FishQ_06,C91_FQ_05_Vector,,,C91_FQ_06_RotsHead_RotsHead_Success,,,,,,,,,true,@C91_FQ_06_RotsHead_title,@C91_FQ_06_RotsHead_desc,@C91_FQ_06_RotsHead_start_prompt,@C91_FQ_06_RotsHead_proposal,@C91_FQ_06_RotsHead_incomplete,@complete_available_prompt_DEFAULT,@C91_FQ_06_RotsHead_complete,,,,,,,,FishingQuestsArc,
C91_FQ_06_Vector,SkillProgression,,,,,,,C91_FQ_06_Vector_Container,Fish_Perronelle_C,,C91_FQ_06_Vector,C91_FishQ_06,,,C91_FQ_06_Vector_Success,,,,,,,,,true,@C91_FQ_06_Vector_title,@C91_FQ_06_Vector_desc,@C91_FQ_06_Vector_start_prompt,@C91_FQ_06_Vector_proposal,@C91_FQ_06_Vector_incomplete,@complete_available_prompt_DEFAULT,@C91_FQ_06_Vector_complete,,,,,,,,FishingQuestsArc,
