ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,ShouldResetOnFactionChange,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon 
95A_S02_BloodoftheSand,SeasonQuest,,60,,,,,95A_S02_BloodoftheSand_Container,95A_Malek_s02_01,,95A_Main_01,95_s01_05,,,95A_S02_BloodoftheSand_Success,,,,,s02_Quest_MediumHands,1,,,TRUE,@95A_S02_BloodoftheSand_Obj_Title,@95A_S02_BloodoftheSand_Obj_Desc,@95A_S02_BloodoftheSand_Obj_Start_Prompt,@95A_S02_BloodoftheSand_Obj_Proposal,@95A_S02_BloodoftheSand_Obj_Incomplete,@complete_available_prompt_DEFAULT,@95A_S02_BloodoftheSand_Obj_Complete,,,TRUE,,,,,,
95A_S02_BloodoftheSand_Marauder,SeasonQuest,,60,,,,,95A_S02_BloodoftheSand_Marauder_Container,95A_Malek_s02_01,,95A_Main_01,95_s01_05,,,95A_S02_BloodoftheSand_Success,,,,,s02_Quest_MediumHands,1,,,TRUE,@95A_S02_BloodoftheSand_Obj_Title,@95A_S02_BloodoftheSand_Obj_Desc,@95A_S02_BloodoftheSand_Obj_Start_Prompt,@95A_S02_BloodoftheSand_Obj_Proposal,@95A_S02_BloodoftheSand_Obj_Incomplete,@complete_available_prompt_DEFAULT,@95A_S02_BloodoftheSand_Obj_Complete,,,TRUE,,,,,,
95A_S02_BloodoftheSand_Syndicate,SeasonQuest,,60,,,,,95A_S02_BloodoftheSand_Syndicate_Container,95A_Malek_s02_01,,95A_Main_01,95_s01_05,,,95A_S02_BloodoftheSand_Success,,,,,s02_Quest_MediumHands,1,,,TRUE,@95A_S02_BloodoftheSand_Obj_Title,@95A_S02_BloodoftheSand_Obj_Desc,@95A_S02_BloodoftheSand_Obj_Start_Prompt,@95A_S02_BloodoftheSand_Obj_Proposal,@95A_S02_BloodoftheSand_Obj_Incomplete,@complete_available_prompt_DEFAULT,@95A_S02_BloodoftheSand_Obj_Complete,,,TRUE,,,,,,
95A_S02_GlimpseofthePast,SeasonQuest,,60,,,,,95A_S02_GlimpseofthePast_Container,95A_Sadiki_s02_01,,95A_Main_02,95A_Main_01,,,95A_S02_GlimpseofthePast_Success,,,,,GypsumOrb,2,,,TRUE,@95A_S02_GlimpseofthePast_Obj_Title,@95A_S02_GlimpseofthePast_Obj_Desc,@95A_S02_GlimpseofthePast_Obj_Start_Prompt,@95A_S02_GlimpseofthePast_Obj_Proposal,@95A_S02_BloodoftheSand_Obj_Incomplete,@complete_available_prompt_DEFAULT,@95A_S02_GlimpseofthePast_Obj_Complete,,,TRUE,,,,,,
95A_S02_WordofaThief,SeasonQuest,,60,,,,,95A_S02_WordofaThief_Container,95A_Sharif_s02_02,,95A_Main_03,95A_Main_02,,,95A_S02_WordofaThief_Success,,,,,s02_Quest_Ring,1,,,TRUE,@95A_S02_WordofaThief_Obj_Title,@95A_S02_WordofaThief_Obj_Desc,@95A_S02_WordofaThief_Obj_Start_Prompt,@95A_S02_WordofaThief_Obj_Proposal,@95A_S02_WordofaThief_Obj_Incomplete,@complete_available_prompt_DEFAULT,@95A_S02_WordofaThief_Obj_Complete,,,TRUE,,,,,,
95A_S02_HardBoiled,SeasonQuest,,60,,,,,95A_S02_HardBoiled_Container,95A_Grace_s02_02,,95A_Main_04,95A_Main_03,,,95A_S02_HardBoiled_Success,,,,,s02_Quest_1hTowerShield,1,,,TRUE,@95A_S02_HardBoiled_Obj_Title,@95A_S02_HardBoiled_Obj_Desc,@95A_S02_HardBoiled_Obj_Start_Prompt,@95A_S02_HardBoiled_Obj_Proposal,@95A_S02_HardBoiled_Obj_Incomplete,@complete_available_prompt_DEFAULT,@95A_S02_HardBoiled_Obj_Complete,,,TRUE,,,,,,
95A_S02_VoicesoftheDesert,SeasonQuest,,60,,,,,95A_S02_VoicesoftheDesert_Container,95A_Grace_s02_02,,95A_Main_05,95A_Main_04,,,95A_S02_VoicesoftheDesert_Success,,,,,s02_SatyrFlute,1,,,TRUE,@95A_S02_VoicesoftheDesert_Obj_Title,@95A_S02_VoicesoftheDesert_Obj_Desc,@95A_S02_VoicesoftheDesert_Obj_Start_Prompt,@95A_S02_VoicesoftheDesert_Obj_Proposal,@95A_S02_VoicesoftheDesert_Obj_Incomplete,@complete_available_prompt_DEFAULT,@95A_S02_VoicesoftheDesert_Obj_Complete,,,TRUE,,,,,,
95A_S02_SecondThoughts,SeasonQuest,,60,,,,,95A_S02_SecondThoughts_Container,95A_Grace_s02_02,,95A_Main_06,95A_Main_05,,,95A_S02_SecondThoughts_Success,,,,,s02_Quest_MediumFeet,1,,,TRUE,@95A_S02_SecondThoughts_Obj_Title,@95A_S02_SecondThoughts_Obj_Desc,@95A_S02_SecondThoughts_Obj_Start_Prompt,@95A_S02_SecondThoughts_Obj_Proposal,@95A_S02_SecondThoughts_Obj_Incomplete,@complete_available_prompt_DEFAULT,@95A_S02_SecondThoughts_Obj_Complete,,,TRUE,,,,,,
95A_S02_FalseProfits,SeasonQuest,,60,,,,,95A_S02_FalseProfits_Container,95A_Grace_s02_02,,95A_Main_07,95A_Main_06,,,95A_S02_FalseProfits_Success,,,,,UmbralShardT1,1000,,,TRUE,@95A_S02_FalseProfits_Obj_Title,@95A_S02_FalseProfits_Obj_Desc,@95A_S02_FalseProfits_Obj_Start_Prompt,@95A_S02_FalseProfits_Obj_Proposal,@95A_S02_FalseProfits_Obj_Incomplete,@complete_available_prompt_DEFAULT,@95A_S02_FalseProfits_Obj_Complete,,,TRUE,,,,,,
95A_S02_EggHunt,SeasonQuest,,60,,,,,95A_S02_EggHunt_Container,95A_Zander_s02_02,,95A_Main_08,95A_Main_07,,,95A_S02_EggHunt_Success,,,,,s02_Quest_2hFireStaff,1,,,TRUE,@95A_S02_EggHunt_Obj_Title,@95A_S02_EggHunt_Obj_Desc,@95A_S02_EggHunt_Obj_Start_Prompt,@95A_S02_EggHunt_Obj_Proposal,@95A_S02_EggHunt_Obj_Incomplete,@complete_available_prompt_DEFAULT,@95A_S02_EggHunt_Obj_Complete,,,TRUE,,,,,,
