NPCId,Title,GenericName,InteractOptionDisplayNameOverride,ConversationStateId1,ConversationStateId2,ConversationStateId3,ConversationStateId4,ConversationStateId5,ConversationStateId6,ConversationStateId7,ConversationStateId8,ConversationStateId9,ConversationStateId10,ConversationStateId11,ConversationStateId12,ConversationStateId13,ConversationStateId14,ConversationStateId15,ConversationStateId16,ConversationStateId17,ConversationStateId18,ConversationStateId19,ConversationStateId20
1603_Barnabas,@1603_Barnabas_t,@1603_Barnabas,,1603_00_Barnabas,1603_01_Barnabas,1603_02_Barnabas,1603_03_Barnabas,,,,,,,,,,,,,,,,
1603_Barnabas_Coronation,@1603_Barnabas_t,@1603_Barnabas,,1603_00_Barnabas,1603_01_Barnabas,1603_02_Barnabas,1603_03_Barnabas,,,,,,,,,,,,,,,,
1612_Andrea,@1612_Andrea_t,@1612_Andrea,,1612_00_Clermont,1612_01_Clermont,1612_02_Clermont,1612_03_Clermont,1612_04_Clermont,,,,,,,,,,,,,,,
1606_Ambrosius,@1606_Ambrosius_t,@1606_Ambrosius,,1606_00_Ambrosius,1606_01_Ambrosius,,,,,,,,,,,,,,,,,,
1606_Ambrosius_p2,@1606_Ambrosius_t,@1606_Ambrosius,,1606_00_Ambrosius,1606_02_Ambrosius,,,,,,,,,,,,,,,,,,
1604_Charmion,@1604_Charmion_t,@1604_Charmion,,1604_00_Charmion,1604_01_Charmion,1604_02_Charmion,1604_03_Charmion,1604_04_Charmion,1604_05_Charmion,,,,,,,,,,,,,,
1605_Akila_Menefir,@1605_Akila_t,@1605_Akila,,1605_00_Akila,1605_01_Akila,1605_02_Akila,1605_03_Akila,1605_04_Akila,1605_05_Akila,,,,,,,,,,,,,,
1605_Akila_Marcella,@1605_Akila_t,@1605_Akila,,1605_00_Akila,1605_06_Akila,1605_07_Akila,1605_08_Akila,1605_09_Akila,1605_10_Akila,,,,,,,,,,,,,,
1605_Akila_Ennead,@1605_Akila_t,@1605_Akila,,1605_00_Akila,1605_10_Akila,1605_11_Akila,,,,,,,,,,,,,,,,,
1605_Akila_Corsica,@1605_Akila_t1,@1605_Akila,,1605_00_Akila,1605_11_Akila,1605_12_Akila,,,,,,,,,,,,,,,,,
1605_Akila_Coronation,@1605_Akila_t1,@1605_Akila,,1605_00_Akila,1605_12_Akila,,,,,,,,,,,,,,,,,,
1601_Gideon,@1601_Gideon_t,@1601_Gideon,,1601_00_Gideon,1601_01_Gideon,1601_02_Gideon,1601_03_Gideon,,,,,,,,,,,,,,,,
1601_Gideon_Coronation,@1601_Gideon_t,@1601_Gideon,,1601_00_Gideon,1601_01_Gideon,1601_02_Gideon,1601_03_Gideon,,,,,,,,,,,,,,,,
1613_Alaina,@1613_Alaina_t,@1613_Alaina,,1613_00_Alaina,1613_01_Alaina,1613_02_Alaina,1613_03_Alaina,1613_04_Alaina,1613_05_Alaina,,,,,,,,,,,,,,
1602_Crassus_Desert,@1602_Crassus_t,@1602_Crassus,,1602_00_Crassus,1602_01_Crassus,1602_02_Crassus,1602_03_Crassus,1602_04_Crassus,1602_05_Crassus,1602_06_Crassus,1602_07_Crassus,1602_08_Crassus,1602_09_Crassus,1602_10_Crassus,1602_11_Crassus,,,,,,,,
1602_Crassus_Scout,@1602_Crassus_t,@1602_Crassus,,1602_00_Crassus,1602_01_Crassus,1602_02_Crassus,1602_03_Crassus,1602_04_Crassus,1602_05_Crassus,1602_06_Crassus,1602_07_Crassus,1602_08_Crassus,1602_09_Crassus,1602_10_Crassus,1602_11_Crassus,,,,,,,,
1602_Crassus_Settlement,@1602_Crassus_t2,@1602_Crassus,,1602_00_Crassus,1602_01_Crassus,1602_02_Crassus,1602_03_Crassus,1602_04_Crassus,1602_05_Crassus,1602_06_Crassus,1602_07_Crassus,1602_08_Crassus,1602_09_Crassus,1602_10_Crassus,1602_11_Crassus,1602_12_Crassus,1602_13_Crassus,1602_14_Crassus,,,,,
1602_Crassus_Pavilion,@1602_Crassus_t2,@1602_Crassus,,1602_00_Crassus,1602_01_Crassus,1602_02_Crassus,1602_03_Crassus,1602_04_Crassus,1602_05_Crassus,1602_06_Crassus,1602_07_Crassus,1602_08_Crassus,1602_09_Crassus,1602_10_Crassus,1602_11_Crassus,1602_12_Crassus,1602_13_Crassus,1602_14_Crassus,,,,,
1607_Commander,@1607_Commander_t,@1607_Commander,,1607_00_Commander,1607_01_Commander,1607_02_Commander,1607_03_Commander,1607_04_Commander,,,,,,,,,,,,,,,
1608_Alchemist,@1608_Alchemist_t,@1608_Alchemist,,1608_00_Alchemist,1608_01_Alchemist,1608_02_Alchemist,1608_03_Alchemist,1608_04_Alchemist,,,,,,,,,,,,,,,
1609_Adjudicator,@1609_Adjudicator_t,@1609_Adjudicator,,1609_00_Adjudicator,1609_01_Adjudicator,1609_02_Adjudicator,1609_03_Adjudicator,1609_04_Adjudicator,,,,,,,,,,,,,,,
1610_Barkeep,@1610_Barkeep_t,@1610_Barkeep,,1610_00_Barkeep,,,,,,,,,,,,,,,,,,,
1611_Stranger,,@1611_Stranger,,1611_00_Stranger,,,,,,,,,,,,,,,,,,,
1614_Guard,,@1614_Guard,,1614_00_Guard,,,,,,,,,,,,,,,,,,,
