NPCId,Title,GenericName,InteractOptionDisplayNameOverride,ConversationStateId1,ConversationStateId2,ConversationStateId3,ConversationStateId4,ConversationStateId5,ConversationStateId6,ConversationStateId7,ConversationStateId8,ConversationStateId9,ConversationStateId10,ConversationStateId11,ConversationStateId12,ConversationStateId13,ConversationStateId14,ConversationStateId15,ConversationStateId16,ConversationStateId17,ConversationStateId18,ConversationStateId19,ConversationStateId20
12_RegentJinJae,@12_RegentJinJae_title,@12_RegentJinJae,,12_00_RegentJinJae,12_01_RegentJinJae,12_02_RegentJinJae,12_03_RegentJinJae,12_03a_RegentJinJae,12_04_RegentJinJae,12_05_RegentJinJae,12_06_RegentJinJae,12_07_RegentJinJae,12_08_RegentJinJae,12_09_RegentJinJae,12_09A_RegentJinJae,12_09B_RegentJinJae,12_09C_RegentJinJae,12_09D_RegentJinJae,12_10_RegentJinJae,12_10a_RegentJinJae,12_11_RegentJinJae,,
12_RegentJinJae_01,@12_RegentJinJae_title,@12_RegentJinJae,,12_00_RegentJinJae,12_01_RegentJinJae,12_02_RegentJinJae,12_03_RegentJinJae,12_03a_RegentJinJae,12_04_RegentJinJae,12_05_RegentJinJae,12_06_RegentJinJae,12_07_RegentJinJae,12_08_RegentJinJae,12_09_RegentJinJae,12_09A_RegentJinJae,12_09B_RegentJinJae,12_09C_RegentJinJae,12_09D_RegentJinJae,12_10_RegentJinJae,12_10a_RegentJinJae,12_11_RegentJinJae,,
12_RegentJinJae_02,@12_RegentJinJae_title,@12_RegentJinJae_1,,12_00_RegentJinJae,12_01_RegentJinJae,12_02_RegentJinJae,12_03_RegentJinJae,12_03a_RegentJinJae,12_04_RegentJinJae,12_05_RegentJinJae,12_06_RegentJinJae,12_07_RegentJinJae,12_08_RegentJinJae,12_09_RegentJinJae,12_09A_RegentJinJae,12_09B_RegentJinJae,12_09C_RegentJinJae,12_09D_RegentJinJae,12_10_RegentJinJae,12_10a_RegentJinJae,12_11_RegentJinJae,,
12_Lochnir,@12_Lochnir_title,@12_Lochnir,,12_00_Lochnir,12_01_Lochnir,12_02_Lochnir,12_03_Lochnir,12_03_Lochnir_alt,12_04_Lochnir,12_05_Lochnir,12_06_Lochnir,,,,,,,,,,,,
12_Lochnir_01,@12_Lochnir_title,@12_Lochnir,,12_00_Lochnir,12_01_Lochnir,12_02_Lochnir,12_03_Lochnir,12_03_Lochnir_alt,12_04_Lochnir,12_05_Lochnir,12_06_Lochnir,,,,,,,,,,,,
12_MB_Grace,@12_MB_Grace_title,@01_Grace,,12_00_MB_Grace,12_01_MB_Grace,12_02_MB_Grace,12_03_MB_Grace,12_04_MB_Grace,12_05_MB_Grace,12_06_MB_Grace,12_07_MB_Grace,12_08_MB_Grace,12_09_MB_Grace,12_10_MB_Grace,12_11_MB_Grace,12_12_MB_Grace,,,,,,,
12_MB_Grace_01,@12_MB_Grace_title,@01_Grace,,12_00_MB_Grace,12_01_MB_Grace,12_02_MB_Grace,12_03_MB_Grace,12_04_MB_Grace,12_05_MB_Grace,12_06_MB_Grace,12_07_MB_Grace,12_08_MB_Grace,12_09_MB_Grace,12_10_MB_Grace,12_11_MB_Grace,12_12_MB_Grace,,,,,,,
12_MB_Grace_01A,@12_MB_Grace_title,@01_Grace,,12_00_MB_Grace,12_01_MB_Grace,12_02_MB_Grace,12_03_MB_Grace,12_04_MB_Grace,12_05_MB_Grace,12_06_MB_Grace,12_07_MB_Grace,12_08_MB_Grace,12_09_MB_Grace,12_10_MB_Grace,12_11_MB_Grace,12_12_MB_Grace,,,,,,,
12_MB_Grace_02,@12_MB_Grace_title,@01_Grace,,12_00_MB_Grace,12_01_MB_Grace,12_02_MB_Grace,12_03_MB_Grace,12_04_MB_Grace,12_05_MB_Grace,12_06_MB_Grace,12_07_MB_Grace,12_08_MB_Grace,12_09_MB_Grace,12_10_MB_Grace,12_11_MB_Grace,12_12_MB_Grace,,,,,,,
12_MB_Grace_03,@12_MB_Grace_title,@01_Grace,,12_00_MB_Grace,12_01_MB_Grace,12_02_MB_Grace,12_03_MB_Grace,12_04_MB_Grace,12_05_MB_Grace,12_06_MB_Grace,12_07_MB_Grace,12_08_MB_Grace,12_09_MB_Grace,12_10_MB_Grace,12_11_MB_Grace,12_12_MB_Grace,,,,,,,
