NPCId,Title,GenericName,InteractOptionDisplayNameOverride,ConversationStateId1,ConversationStateId2,ConversationStateId3,ConversationStateId4,ConversationStateId5,ConversationStateId6,ConversationStateId7,ConversationStateId8,ConversationStateId9,ConversationStateId10,ConversationStateId11,ConversationStateId12,ConversationStateId13,ConversationStateId14,ConversationStateId15,ConversationStateId16,ConversationStateId17,ConversationStateId18,ConversationStateId19,ConversationStateId20
9501_Grace_s01_05,@9501_Grace_t2,@9501_Grace,,9501_Grace_s01_c07a,9501_Grace_s01_c07,95A_Grace_01,95A_Grace_01_Marauder,95A_Grace_01_Syndicate,95A_Grace_S02_Camp,95A_Grace_S02_End,,,,,,,,,,,,,
95A_Grace_s02_02,@95A_Grace_t,@95A_Grace,,95A_Grace_00,95A_Grace_01,95A_Grace_02,95A_Grace_03,95A_Grace_04,95A_Grace_05,95A_Grace_06,95A_Grace_07,95A_Grace_08,,,,,,,,,,,
95A_Malek_s02_01,@95A_Malek_t,@95A_Malek,,95A_Malek_00,95A_Malek_01,,,,,,,,,,,,,,,,,,
95A_Sadiki_s02_01,@95A_Sadiki_t,@95A_Sadiki,,95A_Sadiki_00,95A_Sadiki_01,95A_Sadiki_02,95A_Sadiki_03,,,,,,,,,,,,,,,,
95A_Sharif_s02_01,@95A_Sharif_t01,@95A_Sharif,,95A_Sharif_00,95A_Sharif_01,95A_Sharif_01a,95A_Sharif_01b,95A_Sharif_02,95A_Sharif_04,95A_Sharif_05,95A_Sharif_06,95A_Sharif_07,95A_Sharif_08,95A_Sharif_09,95A_Sharif_10,95A_Sharif_11,95A_Sharif_12,95A_Sharif_13,95A_Sharif_14,95A_Sharif_15,,,
95A_Sharif_s02_01a,@95A_Sharif_t01,@95A_Sharif,,95A_Sharif_00,95A_Sharif_01,95A_Sharif_01a,95A_Sharif_01b,95A_Sharif_02,95A_Sharif_04,95A_Sharif_05,95A_Sharif_06,95A_Sharif_07,95A_Sharif_08,95A_Sharif_09,95A_Sharif_10,95A_Sharif_11,95A_Sharif_12,95A_Sharif_13,95A_Sharif_14,95A_Sharif_15,,,
95A_Sharif_s02_02,@95A_Sharif_t01,@95A_Sharif,,95A_Sharif_00,95A_Sharif_01,95A_Sharif_01a,95A_Sharif_01b,95A_Sharif_02,95A_Sharif_04,95A_Sharif_05,95A_Sharif_06,95A_Sharif_07,95A_Sharif_08,95A_Sharif_09,95A_Sharif_10,95A_Sharif_11,95A_Sharif_12,95A_Sharif_13,95A_Sharif_14,95A_Sharif_15,,,
95A_Sharif_s02_03,@95A_Sharif_t01,@95A_Sharif,,95A_Sharif_00,95A_Sharif_01,95A_Sharif_02,95A_Sharif_04,95A_Sharif_05,95A_Sharif_06,95A_Sharif_07,95A_Sharif_08,95A_Sharif_09,95A_Sharif_10,95A_Sharif_11,95A_Sharif_12,95A_Sharif_13,95A_Sharif_14,95A_Sharif_15,,,,,
95A_Sharif_s02_04,@95A_Sharif_t01,@95A_Sharif,,95A_Sharif_00,95A_Sharif_01,95A_Sharif_02,95A_Sharif_04,95A_Sharif_05,95A_Sharif_06,95A_Sharif_07,95A_Sharif_08,95A_Sharif_09,95A_Sharif_10,95A_Sharif_11,95A_Sharif_12,95A_Sharif_13,95A_Sharif_14,95A_Sharif_15,,,,,
95A_Sharif_s02_05,@95A_Sharif_t01,@95A_Sharif,,95A_Sharif_00,95A_Sharif_01,95A_Sharif_02,95A_Sharif_04,95A_Sharif_05,95A_Sharif_06,95A_Sharif_07,95A_Sharif_08,95A_Sharif_09,95A_Sharif_10,95A_Sharif_11,95A_Sharif_12,95A_Sharif_13,95A_Sharif_14,95A_Sharif_15,,,,,
95A_Sharif_s02_06,@95A_Sharif_t01,@95A_Sharif,,95A_Sharif_00,95A_Sharif_10,95A_Sharif_11,95A_Sharif_12,95A_Sharif_13,95A_Sharif_14,95A_Sharif_15,95A_Sharif_16,95A_Sharif_17,95A_Sharif_18,95A_Sharif_19,95A_Sharif_20,95A_Sharif_21,95A_Sharif_22,95A_Sharif_23,95A_Sharif_24,95A_Sharif_25,,,
95A_Sharif_s02_07,@95A_Sharif_t01,@95A_Sharif,,95A_Sharif_00,95A_Sharif_10,95A_Sharif_11,95A_Sharif_12,95A_Sharif_13,95A_Sharif_14,95A_Sharif_15,95A_Sharif_16,95A_Sharif_17,95A_Sharif_18,95A_Sharif_19,95A_Sharif_20,95A_Sharif_21,95A_Sharif_22,95A_Sharif_23,95A_Sharif_24,95A_Sharif_25,,,
95A_Sharif_s02_08,@95A_Sharif_t01,@95A_Sharif,,95A_Sharif_00,95A_Sharif_10,95A_Sharif_11,95A_Sharif_12,95A_Sharif_13,95A_Sharif_14,95A_Sharif_15,95A_Sharif_16,95A_Sharif_17,95A_Sharif_18,95A_Sharif_19,95A_Sharif_20,95A_Sharif_21,95A_Sharif_22,95A_Sharif_23,95A_Sharif_24,95A_Sharif_25,,,
95A_Sharif_s02_09,@95A_Sharif_t01,@95A_Sharif,,95A_Sharif_00,95A_Sharif_10,95A_Sharif_11,95A_Sharif_12,95A_Sharif_13,95A_Sharif_14,95A_Sharif_15,95A_Sharif_16,95A_Sharif_17,95A_Sharif_18,95A_Sharif_19,95A_Sharif_20,95A_Sharif_21,95A_Sharif_22,95A_Sharif_23,95A_Sharif_24,95A_Sharif_25,,,
95A_Sharif_s02_10,@95A_Sharif_t01,@95A_Sharif,,95A_Sharif_00,95A_Sharif_10,95A_Sharif_11,95A_Sharif_12,95A_Sharif_13,95A_Sharif_14,95A_Sharif_15,95A_Sharif_16,95A_Sharif_17,95A_Sharif_18,95A_Sharif_19,95A_Sharif_20,95A_Sharif_21,95A_Sharif_22,95A_Sharif_23,95A_Sharif_24,95A_Sharif_25,,,
