NPCId,Title,GenericName,InteractOptionDisplayNameOverride,ConversationStateId1,ConversationStateId2,ConversationStateId3,ConversationStateId4,ConversationStateId5,ConversationStateId6,ConversationStateId7,ConversationStateId8,ConversationStateId9,ConversationStateId10,ConversationStateId11,ConversationStateId12,ConversationStateId13,ConversationStateId14,ConversationStateId15,ConversationStateId16,ConversationStateId17,ConversationStateId18,ConversationStateId19,ConversationStateId20
99F_Sun_01,@99F_Sun_title,@99F_Sun,,99F_Sun_00,99F_Sun_01,99F_Sun_02,,,,,,,,,,,,,,,,,
99F_Sun_02,@99F_Sun_title,@99F_Sun,,99F_Sun_04,99F_Sun_03,,,,,,,,,,,,,,,,,,
99F_Sun_03,@99F_Sun_title,@99F_Sun,,99F_Sun_04,99F_Sun_05,99F_Sun_05a,,,,,,,,,,,,,,,,,
99F_Sun_04,@99F_Sun_title,@99F_Sun,,99F_Sun_04,99F_Sun_06,99F_Sun_07,99F_Sun_07a,,,,,,,,,,,,,,,,
99F_Sun_04a,@99F_Sun_title,@99F_Sun,,99F_Sun_04,99F_Sun_06,99F_Sun_07,99F_Sun_07a,,,,,,,,,,,,,,,,
99F_Sun_05,@99F_Sun_title,@99F_Sun,,99F_Sun_09,99F_Sun_08,99F_Sun_10,,,,,,,,,,,,,,,,,
99F_Sun_05a,@99F_Sun_title,@99F_Sun,,99F_Sun_09,99F_Sun_08,99F_Sun_10,,,,,,,,,,,,,,,,,
99F_Sun_06,@99F_Sun_title,@99F_Sun,,99F_Sun_10a,99F_Sun_10,99F_Sun_10aa,99F_Sun_11,99F_Sun_12,,,,,,,,,,,,,,,
99F_Sun_07,@99F_Sun_title,@99F_Sun,,99F_Sun_14,99F_Sun_13,99F_Sun_15,,,,,,,,,,,,,,,,,
99F_Sun_08,@99F_Sun_title,@99F_Sun,,99F_Sun_17,99F_Sun_16,,,,,,,,,,,,,,,,,,
