NPCId,Title,GenericName,InteractOptionDisplayNameOverride,ConversationStateId1,ConversationStateId2,ConversationStateId3,ConversationStateId4,ConversationStateId5,ConversationStateId6,ConversationStateId7,ConversationStateId8,ConversationStateId9,ConversationStateId10,ConversationStateId11,ConversationStateId12,ConversationStateId13,ConversationStateId14,ConversationStateId15,ConversationStateId16,ConversationStateId17,ConversationStateId18,ConversationStateId19,ConversationStateId20
0001_CaptainThorpe,@01_CaptainThorpe_title,@01_CaptainThorpe,,CaptainThorpe_01,,,,,,,,,,,,,,,,,,,
01_ReeseWW_01,@01_Reese_WW_title,@01_Reese,,,,,,,,,,,,,,,,,,,,,
01_ReeseWW_02,@01_Reese_WW_title,@01_Reese,,,,,,,,,,,,,,,,,,,,,
01_ReeseWW_03,@01_Reese_WW_title,@01_Reese,,,,,,,,,,,,,,,,,,,,,
01_ReeseMB_01,@01_Reese_MB_title,@01_Reese,,,,,,,,,,,,,,,,,,,,,
01_ReeseMB_02,@01_Reese_MB_title,@01_Reese,,,,,,,,,,,,,,,,,,,,,
01_ReeseMB_03,@01_Reese_MB_title,@01_Reese,,,,,,,,,,,,,,,,,,,,,
01_GraceWW_00,@01_Grace_title,@01_Grace,,01_GraceWW_Greet_01,,,,,,,,,,,,,,,,,,,
01_GraceWW_01,@01_Grace_title,@01_Grace,,01_GraceWW_Greet_01,,,,,,,,,,,,,,,,,,,
01_GraceWW_02,@01_Grace_title,@01_Grace,,01_GraceWW_Greet_01,01_GraceWW_Greet_02,,,,,,,,,,,,,,,,,,
01_GraceWW_03,@01_Grace_title,@01_Grace,,01_GraceWW_Greet_01,01_GraceWW_Greet_02,01_GraceWW_Greet_03,01_GraceWW_Greet_04,,,,,,,,,,,,,,,,
01_GraceMB_00,@01_Grace_title,@01_Grace,,01_GraceMB_Greet_01,,,,,,,,,,,,,,,,,,,
01_GraceMB_01,@01_Grace_title,@01_Grace,,01_GraceMB_Greet_01,,,,,,,,,,,,,,,,,,,
01_GraceMB_02,@01_Grace_title,@01_Grace,,01_GraceMB_Greet_01,01_GraceMB_Greet_02,,,,,,,,,,,,,,,,,,
01_GraceMB_03,@01_Grace_title,@01_Grace,,01_GraceMB_Greet_01,01_GraceMB_Greet_02,01_GraceMB_Greet_03,01_GraceMB_Greet_04,,,,,,,,,,,,,,,,
0425_HerbalistWW,@01_HaplessHowe_Title,@01_HaplessHowe,,0425_Herbalist_00,0425_Herbalist_01b,,,,,,,,,,,,,,,,,,
0425_HerbalistMB,@01_HaplessHowe_Title,@01_HaplessHowe,,0425_Herbalist_00,0425_Herbalist_01d,,,,,,,,,,,,,,,,,,
0425_HerbalistWW_Town,@01_HaplessHowe_Title,@01_HaplessHowe,,0425_Herbalist_00,0425_Herbalist_02,,,,,,,,,,,,,,,,,,
0425_HerbalistMB_Town,@01_HaplessHowe_Title,@01_HaplessHowe,,0425_Herbalist_00,0425_Herbalist_02_MB,,,,,,,,,,,,,,,,,,
01_AelstromWW_01,@01_Aelstrom_title,@01_Aelstrom,,01_Aelstrom_Default,01_AelstromWW_p1_01,,,,,,,,,,,,,,,,,,
01_AelstromWW_02,@01_Aelstrom_title,@01_Aelstrom,,01_Aelstrom_Default,01_AelstromWW_p2_01,,,,,,,,,,,,,,,,,,
01_AelstromWW_03,@01_Aelstrom_title,@01_Aelstrom,,01_Aelstrom_Default_Craft,01_AelstromWW_p2_01,01_AelstromWW_p3_01,01_AelstromWW_p3_02,01_AelstromWW_p3_03,01_AelstromWW_p3_04,01_AelstromWW_p3_05,01_AelstromWW_p3_06,,,,,,,,,,,,
01_AelstromWW_04,@01_Aelstrom_title,@01_Aelstrom,,01_Aelstrom_Default,01_AelstromWW_p4_01,,,,,,,,,,,,,,,,,,
01_AelstromMB_01,@01_Aelstrom_title,@01_Aelstrom,,01_Aelstrom_Default,01_AelstromMB_p1_01,,,,,,,,,,,,,,,,,,
01_AelstromMB_02,@01_Aelstrom_title,@01_Aelstrom,,01_Aelstrom_Default,01_AelstromMB_p2_01,,,,,,,,,,,,,,,,,,
01_AelstromMB_03,@01_Aelstrom_title,@01_Aelstrom,,01_Aelstrom_Default,01_AelstromMB_p2_01,01_AelstromMB_p3_01,01_AelstromMB_p3_02,01_AelstromMB_p3_03,01_AelstromMB_p3_04,01_AelstromMB_p3_05,01_AelstromMB_p3_06,,,,,,,,,,,,
01_AelstromMB_04,@01_Aelstrom_title,@01_Aelstrom,,01_Aelstrom_Default,01_AelstromMB_p4_01,,,,,,,,,,,,,,,,,,
01_UrdaWW_01,@01_Urda_title,@01_Urda,,01_Urda_Default,01_UrdaWW_p01_01,01_UrdaWW_p01_02,01_UrdaWW_p01_03,01_UrdaWW_p01_04,01_UrdaWW_p01_05,01_UrdaWW_p01_06,01_UrdaWW_p01_07,,,,,,,,,,,,
01_UrdaMB_01,@01_Urda_title,@01_Urda,,01_Urda_Default,01_UrdaMB_p01_01,01_UrdaMB_p01_02,01_UrdaMB_p01_03,01_UrdaMB_p01_04,01_UrdaMB_p01_05,01_UrdaMB_p01_06,01_UrdaMB_p01_07,,,,,,,,,,,,
