NPCId,Title,GenericName,InteractOptionDisplayNameOverride,ConversationStateId1,ConversationStateId2,ConversationStateId3,ConversationStateId4,ConversationStateId5,ConversationStateId6,ConversationStateId7,ConversationStateId8,ConversationStateId9,ConversationStateId10,ConversationStateId11,ConversationStateId12,ConversationStateId13,ConversationStateId14,ConversationStateId15,ConversationStateId16,ConversationStateId17,ConversationStateId18,ConversationStateId19,ConversationStateId20
0242a_Ede,@0242a_Ede_t,@0242a_Ede,,0242a_00_EdeAbernathy,0242a_01_EdeAbernathy,0242a_02_EdeAbernathy,,,,,,,,,,,,,,,,,
0243a_Niko,@0243a_Niko_t,@0243a_Niko,,0243a_00_Nikodemus,0243a_01_Nikodemus,0243a_02_Nikodemus,0243a_03_Nikodemus,,,,,,,,,,,,,,,,
0244a_Sebastion,@0244a_Sebastion_t,@0244a_Sebastion,,0244a_00_SebastionMoler,0244a_01_SebastionMoler,0244a_02_SebastionMoler,,,,,,,,,,,,,,,,,
0245a_Liang,@0245a_Liang_t,@0245a_Liang,,0245a_00_ZhuLiang,0245a_01_ZhuLiang,0245a_02_ZhuLiang,0245a_03_ZhuLiang,,,,,,,,,,,,,,,,
0246a_Cornelius,@0246a_Cornelius_t,@0246a_Cornelius,,0246a_00_CorneliusvanLeiden,0246a_01_CorneliusvanLeiden,0246a_02_CorneliusvanLeiden,0246a_03_CorneliusvanLeiden,,,,,,,,,,,,,,,,
0247a_Anora,@0247a_Anora_t,@0247a_Anora,,0247a_00_AnoraWoodville,0247a_01_AnoraWoodville,0247a_02_AnoraWoodville,0247a_03_AnoraWoodville,0247a_04_AnoraWoodville,,,,,,,,,,,,,,,
0248a_Rose_1,@0248a_Rose_t,@0248a_Rose,,0248a_00_RoseColly,0248a_01_RoseColly,0248a_02_RoseColly,0248a_03_RoseColly,,,,,,,,,,,,,,,,
0202a_Magistrate,@0202a_Magistrate_t,@0202a_Magistrate,,0202a_00_Magistrate,0202a_01_Magistrate,0202a_02_Magistrate,0202a_03_Magistrate,,,,,,,,,,,,,,,,
0203a_Survivalist_1,@0203a_Survivalist_t,@0203a_Survivalist,,0203a_00_Survivalist,0203a_01_Survivalist,,,,,,,,,,,,,,,,,,
0203a_Survivalist_1a,@0203a_Survivalist_t,@0203a_Survivalist,,0203a_00_Survivalist,0203a_02_Survivalist,,,,,,,,,,,,,,,,,,
0203a_Survivalist_2,@0203a_Survivalist_t,@0203a_Survivalist,,0203a_00_Survivalist,0203a_03_Survivalist,,,,,,,,,,,,,,,,,,
0205a_Artificer,@0205a_Artificer_t,@0205a_Artificer,,0205a_00_Artificer,0205a_01_Artificer,,,,,,,,,,,,,,,,,,
0207a_Commander,@0207a_Commander_t,@0207a_Commander,,0207a_00_Commander,0207a_01_Commander,0207a_01pre_Commander,0207a_02_Commander,0207a_03_Commander,,,,,,,,,,,,,,,
0208a_Alchemist,@0208a_Alchemist_t,@0208a_Alchemist,,0208a_00_Alchemist,0208a_01_Alchemist,0208a_01pre_Alchemist,0208a_02_Alchemist,0208a_03_Alchemist,,,,,,,,,,,,,,,
0209a_Adjudicator,@0209a_Adjudicator_t,@0209a_Adjudicator,,0209a_00_Adjudicator,0209a_01_Adjudicator,0209a_01pre_Adjudicator,0209a_02_Adjudicator,0209a_03_Adjudicator,,,,,,,,,,,,,,,
0210a_Barkeep,@0210a_Barkeep_t,@0210a_Barkeep,,0210a_00_Barkeep,0210a_01_Barkeep,0210a_02_Barkeep,0210a_03_Barkeep,,,,,,,,,,,,,,,,
0222a_Innkeep,@0222a_Innkeep_t,@0222a_Innkeep,,0222a_00_Innkeep,,,,,,,,,,,,,,,,,,,
0223a_Fisher,@0223a_Fisher_t,@0223a_Fisher,,0223a_00_Fisher,0223a_01_Fisher,0223a_02_Fisher,,,,,,,,,,,,,,,,,
0230a_Ranger_1,@0230a_Ranger_t,@0230a_Ranger,,0230a_00_Ranger,0230a_01_Ranger,,,,,,,,,,,,,,,,,,
0230a_Ranger_2,@0230a_Ranger_t,@0230a_Ranger,,0230a_00_Ranger,0230a_02_Ranger,0230a_03_Ranger,,,,,,,,,,,,,,,,,
0230a_Ranger_3,@0230a_Ranger_t,@0230a_Ranger,,0230a_00_Ranger,0230a_02_Ranger,0230a_03_Ranger,,,,,,,,,,,,,,,,,
0231a_Painter,@0231a_Painter_t,@0231a_Painter,,0231a_00_Painter,0231a_01_Painter,0231a_02_Painter,0231a_03_Painter,0231a_04_Painter,,,,,,,,,,,,,,,
0232a_Naturalist_1,@0232a_Naturalist_t,@0232a_Naturalist,,0232a_00_Naturalist,0232a_01_Naturalist,,,,,,,,,,,,,,,,,,
0232a_Naturalist_2,@0232a_Naturalist_t,@0232a_Naturalist,,0232a_00_Naturalist,0232a_02_Naturalist,,,,,,,,,,,,,,,,,,
0232a_Naturalist_3,@0232a_Naturalist_t,@0232a_Naturalist,,0232a_00_Naturalist,0232a_03_Naturalist,,,,,,,,,,,,,,,,,,
0233a_Hunter,@0233a_Hunter_t,@0233a_Hunter,,0233a_00_Hunter,0233a_01_Hunter,0233a_02_Hunter,0233a_03_Hunter,,,,,,,,,,,,,,,,
0234a_Mourner_1,@0234a_Mourner_t,@0234a_Mourner,,0234a_00_Mourner,0234a_01_Mourner,,,,,,,,,,,,,,,,,,
0234a_Mourner_2,@0234a_Mourner_t,@0234a_Mourner,,0234a_00_Mourner,0234a_02_Mourner,0234a_03_Mourner,,,,,,,,,,,,,,,,,
0249a_Aethelwynn_1,@0249a_Aethelwynn_t,@0249a_Aethelwynn,,0249a_00_Aethelwynn,0249a_01_Aethelwynn,,,,,,,,,,,,,,,,,,
0249a_Aethelwynn_2,@0249a_Aethelwynn_t,@0249a_Aethelwynn,,0249a_00_Aethelwynn,0249a_02_Aethelwynn,0249a_03_Aethelwynn,0249a_04_Aethelwynn,,,,,,,,,,,,,,,,
0249a_Aethelwynn_2a,@0249a_Aethelwynn_t,@0249a_Aethelwynn,,0249a_00_Aethelwynn,0249a_05_Aethelwynn,0249a_05A_Aethelwynn,,,,,,,,,,,,,,,,,
0249a_Aethelwynn_3,@0249a_Aethelwynn_t,@0249a_Aethelwynn,,0249a_00_Aethelwynn,0249a_04_Aethelwynn,0249a_05_Aethelwynn,0249a_05A_Aethelwynn,,,,,,,,,,,,,,,,
0249a_Aethelwynn_5,@0249a_Aethelwynn_t,@0249a_Aethelwynn,,0249a_00_Aethelwynn,0249a_06_Aethelwynn,0249a_07_Aethelwynn,0249a_07A_Aethelwynn,,,,,,,,,,,,,,,,
0249a_Aethelwynn_6,@0249a_Aethelwynn_t2,@0249a_Aethelwynn,,0249a_00_Aethelwynn,0249a_06_Aethelwynn,0249a_07_Aethelwynn,0249a_07A_Aethelwynn,0249a_08_Aethelwynn,0249a_09_Aethelwynn,,,,,,,,,,,,,,
0250a_Baldr_1,@0250a_Baldr_t,@0250a_Baldr1,,0250a_00_Baldr,0250a_01_Baldr,0250a_01A_Baldr,,,,,,,,,,,,,,,,,
0250a_Baldr_2,@0250a_Baldr_t,@0250a_Baldr2,,0250a_00_Baldr,0250a_02_Baldr,0250a_03_Baldr,,,,,,,,,,,,,,,,,
0251a_Headstone,,@0251a_Headstone,@0251a_Headstone_InteractOverride,0251a_00_Headstone,0251a_01_Headstone,0251a_02_Headstone,,,,,,,,,,,,,,,,,
0252a_guard,@0252a_guard_title,@0252a_guard,,0252a_00_LorenzWerner,,,,,,,,,,,,,,,,,,,
0253a_guard,@0253a_guard_title,@0253a_guard,,0253a_00_AgathaWerner,,,,,,,,,,,,,,,,,,,
0207_Commander,@0207_Commander_title,@0207_Commander,,0207a_00_Commander,0207a_01pre_Commander,0207a_01_Commander,0207a_02_Commander,0207a_03_Commander,,,,,,,,,,,,,,,
0238_Alchemist,@0238_Alchemist_title,@0238_Alchemist,,0208a_00_Alchemist,0208a_01pre_Alchemist,0208a_01_Alchemist,0208a_02_Alchemist,0208a_03_Alchemist,,,,,,,,,,,,,,,
0209b_Adjudicator,@0209_Adjudicator_title,@0209b_Adjudicator,,0209a_00_Adjudicator,0209a_01pre_Adjudicator,0209a_01_Adjudicator,0209a_02_Adjudicator,0209a_03_Adjudicator,,,,,,,,,,,,,,,
