NPCId,Title,GenericName,InteractOptionDisplayNameOverride,ConversationStateId1,ConversationStateId2,ConversationStateId3,ConversationStateId4,ConversationStateId5,ConversationStateId6,ConversationStateId7,ConversationStateId8,ConversationStateId9,ConversationStateId10,ConversationStateId11,ConversationStateId12,ConversationStateId13,ConversationStateId14,ConversationStateId15,ConversationStateId16,ConversationStateId17,ConversationStateId18,ConversationStateId19,ConversationStateId20
1403_SurvivalistA,@1403_Survivalist_Title,@1403_Survivalist,,1403_Survivalist_05,1403_Survivalist_08,1403_Survivalist_09,,,,,,,,,,,,,,,,,
1403_Survivalist_2,@1403_Survivalist_Title,@1403_Survivalist,,1403_Survivalist_05,,,,,,,,,,,,,,,,,,,
1407_Commander,,@1407_Commander,,1407_Commander_00,1407_Commander_01pre,1407_Commander_01,,,,,,,,,,,,,,,,,
1408_Alchemist,,@1408_Alchemist,,1408_Alchemist_00,1408_Alchemist_01pre,1408_Alchemist_01,,,,,,,,,,,,,,,,,
1409_Adjudicator,,@1409_Adjudicator,,1409_Adjudicator_00,1409_Adjudicator_01pre,1409_Adjudicator_01,,,,,,,,,,,,,,,,,
1412_Watcher,@1412_Watcher_Title,@1412_Watcher,,1412_01_INIT,,,,,,,,,,,,,,,,,,,
1413_Watcher,@1413_Watcher_Title,@1413_Watcher,,1413_Watcher_00,1413_Watcher_01,1413_Watcher_02,,,,,,,,,,,,,,,,,
1417_Warden,@1417_Warden_Title,@1417_Warden,,1417_01_INIT,,,,,,,,,,,,,,,,,,,
1422_Innkeep,@1422_Innkeep_Title,@1422_Innkeep,,1422_00_Innkeep,,,,,,,,,,,,,,,,,,,
1422_Innkeep_PostFeb,@1422_Innkeep_Title,@1422_Innkeep,,1422_00_Innkeep,1422_01_Innkeep_TaskTopic,,,,,,,,,,,,,,,,,,
1423_Innkeep,@1423_Innkeep_Title,@1423_Innkeep,,1423_00_Innkeep,,,,,,,,,,,,,,,,,,,
1425_Prospector,,@1425_Prospector,,1425_00_Prospector,,,,,,,,,,,,,,,,,,,
1426_Foreman,@1426_Foreman_Title,@1426_Foreman,,1426_Foreman_00_INIT,1426_Foreman_01,1426_Foreman_02,1426_Foreman_03,,,,,,,,,,,,,,,,
1427_CultMother,@1427_CultMother_Title,@1427_CultMother,,1427_CultMother_00_INIT,1427_CultMother_01,1427_CultMother_02,1427_CultMother_02_B,1427_CultMother_03,1427_CultMother_04,1427_CultMother_05,1427_CultMother_06,1427_CultMother_07,,,,,,,,,,,
1427_CultMother_01,,@1427_CultMother,,1427_CultMother_00_INIT,1427_CultMother_01,1427_CultMother_02,1427_CultMother_02_B,1427_CultMother_03,1427_CultMother_04,1427_CultMother_05,1427_CultMother_06,1427_CultMother_07,,,,,,,,,,,
1428_CultDaughter,,@1428_CultDaughter,,1428_CultDaughter_00_INIT,1428_CultDaughter_01,1428_CultDaughter_02,1428_CultDaughter_03,1428_CultDaughter_04,1428_CultDaughter_05,1428_CultDaughter_01_TaskTopic,1428_CultDaughter_06,1428_CultDaughter_07,1428_CultDaughter_08,1428_CultDaughter_09,1428_CultDaughter_10,,,,,,,,
1428_CultDaughter_01,@1428_CultDaughter_Title_Initiate,@1428_CultDaughter,,1428_CultDaughter_00_INIT,1428_CultDaughter_01,1428_CultDaughter_02,1428_CultDaughter_03,1428_CultDaughter_04,1428_CultDaughter_05,1428_CultDaughter_01_TaskTopic,1428_CultDaughter_06,1428_CultDaughter_07,1428_CultDaughter_08,1428_CultDaughter_09,1428_CultDaughter_10,,,,,,,,
1428_CultDaughter_02,@1428_CultDaughter_Title_Member,@1428_CultDaughter,,1428_CultDaughter_00_INIT,1428_CultDaughter_01,1428_CultDaughter_02,1428_CultDaughter_03,1428_CultDaughter_04,1428_CultDaughter_05,1428_CultDaughter_01_TaskTopic,1428_CultDaughter_06,1428_CultDaughter_07,1428_CultDaughter_08,1428_CultDaughter_09,1428_CultDaughter_10,,,,,,,,
1429_CultOfficer,@1429_CultOfficer_Title,@1429_CultOfficer,,1429_CultOfficer_00_INIT,1429_CultOfficer_01_TaskTopic,1429_CultOfficer_01,1429_CultOfficer_02_TaskTopic,1429_CultOfficer_02,1429_CultOfficer_03,1429_CultOfficer_04,1429_CultOfficer_05,1429_CultOfficer_06,1429_CultOfficer_07,1429_CultOfficer_08,1429_CultOfficer_08_TaskTopic,1429_CultOfficer_09,1429_CultOfficer_10,,,,,,
1429_CultOfficer_01,@1429_CultOfficer_Title,@1429_CultOfficer,,1429_CultOfficer_00_INIT,1429_CultOfficer_01_TaskTopic,1429_CultOfficer_02_TaskTopic,1429_CultOfficer_01,1429_CultOfficer_02,1429_CultOfficer_03,1429_CultOfficer_04,1429_CultOfficer_05,1429_CultOfficer_06,1429_CultOfficer_07,1429_CultOfficer_08,1429_CultOfficer_08_TaskTopic,1429_CultOfficer_09,1429_CultOfficer_10,,,,,,
1429_CultOfficer_02,@1429_CultOfficer_Title,@1429_CultOfficer,,1429_CultOfficer_00_INIT,1429_CultOfficer_01_TaskTopic,1429_CultOfficer_02_TaskTopic,1429_CultOfficer_01,1429_CultOfficer_02,1429_CultOfficer_03,1429_CultOfficer_04,1429_CultOfficer_05,1429_CultOfficer_06,1429_CultOfficer_07,1429_CultOfficer_08,1429_CultOfficer_08_TaskTopic,1429_CultOfficer_09,1429_CultOfficer_10,,,,,,
