NPCId,Title,GenericName,InteractOptionDisplayNameOverride,ConversationStateId1,ConversationStateId2,ConversationStateId3,ConversationStateId4,ConversationStateId5,ConversationStateId6,ConversationStateId7,ConversationStateId8,ConversationStateId9,ConversationStateId10,ConversationStateId11,ConversationStateId12,ConversationStateId13,ConversationStateId14,ConversationStateId15,ConversationStateId16,ConversationStateId17,ConversationStateId18,ConversationStateId19,ConversationStateId20
1201_Watcher,@1201_Watcher_title,@1201_Watcher,,1201_00_Watcher,1201_01_Watcher,1201_01a_Watcher,1201_01b_Watcher,1201_02_Watcher,1201_03_Watcher,1201_04_Watcher,1201_05_Watcher,,,,,,,,,,,,
1202_Magistrate,@1202_Magistrate_title,@1202_Magistrate,,1202_00_Magistrate,1202_01_Magistrate,1202_02_Magistrate,1202_03_Magistrate,1202_04_Magistrate,1202_05_Magistrate,1202_06_Magistrate,1202_07_Magistrate,,,,,,,,,,,,
1203_Survivalist,@1203_Survivalist_title,@1203_Survivalist,,1203_00_Survivalist,1203_01_Survivalist,1203_02_Survivalist,1203_03_Survivalist,1203_04_Survivalist,1203_05_Survivalist,,,,,,,,,,,,,,
1204_Overseer,@1204_Overseer_title,@1204_Overseer,,1204_00_Overseer,1204_01_Overseer,1204_02_Overseer,1204_03_Overseer,1204_04_Overseer,1204_04A_Overseer,1204_05_Overseer,1204_06_Overseer,1204_07_Overseer,1204_08_Overseer,,,,,,,,,,
1205_Artificer,@1205_Artificer_title,@1205_Artificer,,1205_00_Artificer,1205_01_Artificer,1205_02_Artificer,1205_03_Artificer,1205_04_Artificer,1205_05_Artificer,,,,,,,,,,,,,,
1207_Commander,@1207_Commander_title,@1207_Commander,,1207_00_Commander,1207_01_Commander,1207_02_Commander,1207_03_Commander,1207_04_Commander,1207_05_Commander,1207_06_Commander,1207_07_Commander,1207_08_Commander,,,,,,,,,,,
1208_Alchemist,@1208_Alchemist_title,@1208_Alchemist,,1208_00_Alchemist,1208_01_Alchemist,1208_02_Alchemist,1208_03_Alchemist,1208_04_Alchemist,1208_05_Alchemist,1208_06_Alchemist,1208_07_Alchemist,1208_08_Alchemist,,,,,,,,,,,
1209_Adjudicator,@1209_Adjudicator_title,@1209_Adjudicator,,1209_00_Adjudicator,1209_01_Adjudicator,1209_02_Adjudicator,1209_03_Adjudicator,1209_04_Adjudicator,1209_05_Adjudicator,1209_06_Adjudicator,1209_07_Adjudicator,1209_08_Adjudicator,,,,,,,,,,,
1210_Barkeep,@1210_Barkeep_title,@1210_Barkeep,,1210_00_Barkeep,1210_01_Barkeep,1210_02_Barkeep,1210_03_Barkeep,1210_04_Barkeep,1210_05_Barkeep,1210_06_Barkeep,,,,,,,,,,,,,
1222_Innkeep,@1222_Innkeep_title,@1222_Innkeep,,1222_00_Innkeep,1222_01_Innkeep,1222_02_Innkeep,1222_03_Innkeep,1222_04_Innkeep,,,,,,,,,,,,,,,
1223_Fisher,@1223_Fisher_title,@1223_Fisher,,1223_00_Fisher,1223_01_Fisher,1223_02_Fisher,,,,,,,,,,,,,,,,,
1225_Giacomo_MB,@1225_Giacomo_title,@1225_Giacomo,,1225_00_Giacomo,1225_01a_Giacomo,,,,,,,,,,,,,,,,,,
1225_Giacomo_EF,@1225_Giacomo_title,@1225_Giacomo,,1225_00_Giacomo,1225_01c_Giacomo,,,,,,,,,,,,,,,,,,
1225_Giacomo_FL,@1225_Giacomo_title,@1225_Giacomo,,1225_00_Giacomo,1225_01b_Giacomo,,,,,,,,,,,,,,,,,,
1225_Giacomo_WW,@1225_Giacomo_title,@1225_Giacomo,,1225_00_Giacomo,1225_01d_Giacomo,,,,,,,,,,,,,,,,,,
1225_GiacomoChason,@1225_Giacomo_title,@1225_Giacomo,,1225_00_Giacomo,1225_02_Giacomo,1225_03_Giacomo,,,,,,,,,,,,,,,,,
1225_GiacomoTravelersA,@1225_Giacomo_title,@1225_Giacomo,,1225_00_Giacomo,1225_04_Giacomo,1225_05_Giacomo,1225_05a_Giacomo,1225_06_Giacomo,,,,,,,,,,,,,,,
1225_GiacomoTravelersB,@1225_Giacomo_title,@1225_Giacomo,,1225_00_Giacomo,1225_07_Giacomo,1225_08_Giacomo,1225_09_Giacomo,,,,,,,,,,,,,,,,
