NPCId,Title,GenericName,InteractOptionDisplayNameOverride,ConversationStateId1,ConversationStateId2,ConversationStateId3,ConversationStateId4,ConversationStateId5,ConversationStateId6,ConversationStateId7,ConversationStateId8,ConversationStateId9,ConversationStateId10,ConversationStateId11,ConversationStateId12,ConversationStateId13,ConversationStateId14,ConversationStateId15,ConversationStateId16,ConversationStateId17,ConversationStateId18,ConversationStateId19,ConversationStateId20
0401_Watcher,@0401_Watcher_title,@0401_Watcher,,0401_00_Watcher,0401_01_Watcher,0401_01a_Watcher,0401_01b_Watcher,0401_02_Watcher,0401_03_Watcher,0401_04_Watcher,0401_05_Watcher,,,,,,,,,,,,
0402_Magistrate,@0402_Magistrate_title,@0402_Magistrate,,0402_00_Magistrate,0402_01_Magistrate,0402_02_Magistrate,0402_03_Magistrate,0402_04_Magistrate,0402_05_Magistrate,0402_06_Magistrate,0402_07_Magistrate,0402_08_Magistrate,,,,,,,,,,,
0403_Survivalist,@0403_Survivalist_title,@0403_Survivalist,,0403_00_Survivalist,0403_01_Survivalist,0403_02_Survivalist,0403_03_Survivalist,0403_04_Survivalist,0403_05_Survivalist,0403_06_Survivalist,,,,,,,,,,,,,
0404_Overseer,@0404_Overseer_title,@0404_Overseer,,0404_00_Overseer,0404_01_Overseer,0404_02_Overseer,0404_03_Overseer,0404_03A_Overseer,0404_03B_Overseer,0404_04_Overseer,0404_05_Overseer,,,,,,,,,,,,
0405_Artificer,@0405_Artificer_title,@0405_Artificer,,0405_00_Artificer,0405_01_Artificer,0405_02_Artificer,0405_03_Artificer,0405_04_Artificer,0405_05_Artificer,0405_06_Artificer,,,,,,,,,,,,,
0407_Commander,@0407_Commander_title,@0407_Commander,,0407_00_Commander,0407_01_Commander,0407_02_Commander,0407_03_Commander,0407_04_Commander,0407_05_Commander,0407_06_Commander,0407_07_Commander,0407_08_Commander,,,,,,,,,,,
0408_Alchemist,@0408_Alchemist_title,@0408_Alchemist,,0408_00_Alchemist,0408_01_Alchemist,0408_02_Alchemist,0408_03_Alchemist,0408_04_Alchemist,0408_05_Alchemist,0408_06_Alchemist,0408_07_Alchemist,0408_08_Alchemist,,,,,,,,,,,
0409_Adjudicator,@0409_Adjudicator_title,@0409_Adjudicator,,0409_00_Adjudicator,0409_01_Adjudicator,0409_02_Adjudicator,0409_03_Adjudicator,0409_04_Adjudicator,0409_05_Adjudicator,0409_06_Adjudicator,0409_07_Adjudicator,0409_08_Adjudicator,,,,,,,,,,,
0410_Barkeep,@0410_Barkeep_title,@0410_Barkeep,,0410_00_Barkeep,0410_01_Barkeep,0410_02_Barkeep,,,,,,,,,,,,,,,,,
0411_Stranger,@0411_Stranger_title,@0411_Stranger,,0411_00_Stranger,0411_01_Stranger,0411_02_Stranger,0411_03_Stranger,0411_04_Stranger,0411_05_Stranger,0411_06_Stranger,0411_07_Stranger,0411_08_Stranger,0411_09_Stranger,0411_10_Stranger,,,,,,,,,
0422_Innkeep,@0422_Innkeep_title,@0422_Innkeep,,0422_00_Innkeep,0422_01_Innkeep,0422_02_Innkeep,0422_03_Innkeep,0422_04_Innkeep,,,,,,,,,,,,,,,
0423_Fisher,@0423_Fisher_title,@0423_Fisher,,0423_00_Fisher,0423_01_Fisher,0423_02_Fisher,,,,,,,,,,,,,,,,,
0425_HerbalistFL,@0425_Herbalist_title,@0425_Herbalist,,0425_Herbalist_00,0425_Herbalist_01c,,,,,,,,,,,,,,,,,,
0425_HerbalistWW,@0425_Herbalist_title,@0425_Herbalist,,0425_Herbalist_00,0425_Herbalist_01b,,,,,,,,,,,,,,,,,,
0425_HerbalistEF,@0425_Herbalist_title,@0425_Herbalist,,0425_Herbalist_00,0425_Herbalist_01a,,,,,,,,,,,,,,,,,,
0425_HerbalistMB,@0425_Herbalist_title,@0425_Herbalist,,0425_Herbalist_00,0425_Herbalist_01d,,,,,,,,,,,,,,,,,,
0425_HerbalistFL_Town,@0425_Herbalist_title,@0425_Herbalist,,0425_Herbalist_00,0425_Herbalist_02,,,,,,,,,,,,,,,,,,
0425_HerbalistWW_Town,@0425_Herbalist_title,@0425_Herbalist,,0425_Herbalist_00,0425_Herbalist_02,,,,,,,,,,,,,,,,,,
0425_HerbalistEF_Town,@0425_Herbalist_title,@0425_Herbalist,,0425_Herbalist_00,0425_Herbalist_02,,,,,,,,,,,,,,,,,,
0425_HerbalistMB_Town,@0425_Herbalist_title,@0425_Herbalist,,0425_Herbalist_00,0425_Herbalist_02,,,,,,,,,,,,,,,,,,
