NPCId,Title,GenericName,InteractOptionDisplayNameOverride,ConversationStateId1,ConversationStateId2,ConversationStateId3,ConversationStateId4,ConversationStateId5,ConversationStateId6,ConversationStateId7,ConversationStateId8,ConversationStateId9,ConversationStateId10,ConversationStateId11,ConversationStateId12,ConversationStateId13,ConversationStateId14,ConversationStateId15,ConversationStateId16,ConversationStateId17,ConversationStateId18,ConversationStateId19,ConversationStateId20
0307_Commander,@0307_Commander_title,@0307_Commander,,0307_00_Commander,0307_01pre_Commander,0307_01_Commander,,,,,,,,,,,,,,,,,
0308_Alchemist,@0308_Alchemist_title,@0308_Alchemist,,0308_00_Alchemist,0308_01pre_Alchemist,0308_01_Alchemist,,,,,,,,,,,,,,,,,
0312_Watcher,@0312_Watcher_title,@0312_Watcher,,0312_00_Watcher,0312_01_Watcher,0312_02_Watcher,0312_03_Watcher,,,,,,,,,,,,,,,,
0313_Watcher,@0313_Watcher_title,@0313_Watcher,,0313_00_Watcher,0313_01_Watcher,0313_02_Watcher,0313_03_Watcher,0313_04_Watcher,,,,,,,,,,,,,,,
0314_Watcher,@0314_Watcher_title,@0314_Watcher,,0314_00_Watcher,0314_01_Watcher,0314_02_Watcher,0314_03_Watcher,,,,,,,,,,,,,,,,
0315_Watcher,@0315_Watcher_title,@0315_Watcher,,0315_00_Watcher,0315_01_Watcher,0315_02_Watcher,0315_03_Watcher,0315_04_Watcher,,,,,,,,,,,,,,,
0316_Warden,@0316_Warden_title,@0316_Warden,,0316_00_Warden,0316_01_Warden,0316_02_Warden,0316_03_Warden,,,,,,,,,,,,,,,,
0317_Warden,@0317_Warden_title,@0317_Warden,,0317_00_Warden,0317_01_Warden,0317_02_Warden,,,,,,,,,,,,,,,,,
0322_Innkeep,@0322_Innkeep_title,@0322_Innkeep,,0322_00_Innkeep,0322_01_Innkeep,0322_02_Innkeep,,,,,,,,,,,,,,,,,
0323_Innkeep,@0323_Innkeep_title,@0323_Innkeep,,0323_00_Innkeep,0323_01a_Innkeep,0323_01_Innkeep,0323_02_Innkeep,,,,,,,,,,,,,,,,
0326_Prospector,@0326_Prospector_title,@0326_Prospector,,0326_00_Prospector,,,,,,,,,,,,,,,,,,,
0329_Adjudicator,@0329_Adjudicator_title,@0329_Adjudicator,,0329_Adjudicator_00,0329_Adjudicator_01,0329_Adjudicator_02,,,,,,,,,,,,,,,,,
0330_Ranger,@0330_Ranger_title,@0330_Ranger,,0330_00_Ranger,0330_01_Ranger,0330_02_Ranger,0330_03_Ranger,0330_04_Ranger,,,,,,,,,,,,,,,
0330_Ranger01,@0330_Ranger_title,@0330_Ranger,,0330_00_Ranger,0330_01_Ranger,0330_02_Ranger,0330_03_Ranger,0330_04_Ranger,,,,,,,,,,,,,,,
0331_Tracker,@0331_Tracker_title,@0331_Tracker,,0331_00_Tracker,0331_01_Tracker,0331_02_Tracker,0331_03_Tracker,0331_04_Tracker,,,,,,,,,,,,,,,
