NPCId,Title,GenericName,InteractOptionDisplayNameOverride,ConversationStateId1,ConversationStateId2,ConversationStateId3,ConversationStateId4,ConversationStateId5,ConversationStateId6,ConversationStateId7,ConversationStateId8,ConversationStateId9,ConversationStateId10,ConversationStateId11,ConversationStateId12,ConversationStateId13,ConversationStateId14,ConversationStateId15,ConversationStateId16,ConversationStateId17,ConversationStateId18,ConversationStateId19,ConversationStateId20
9501_Grace_s01_01,@9501_Grace_t,@9501_Grace,,9501_Grace_s01_c00,9501_Grace_s01_c01,,,,,,,,,,,,,,,,,,
9501_Grace_s01_02,@9501_Grace_t2,@9501_Grace,,9501_Grace_s01_c00,9501_Grace_s01_c01,9501_Grace_s01_c03,9501_Grace_s01_c04,,,,,,,,,,,,,,,,
9501_Grace_s01_03a,@9501_Grace_t2,@9501_Grace,,9501_Grace_s01_c04a,9501_Grace_s01_c04b,,,,,,,,,,,,,,,,,,
9501_Grace_s01_04,@9501_Grace_t2,@9501_Grace,,9501_Grace_s01_c05,9501_Grace_s01_c06,,,,,,,,,,,,,,,,,,
9505_Skye_s01_10,@9505_Skye_t,@9505_Skye,,9505_Skye_s01_c18,,,,,,,,,,,,,,,,,,,
9504_Shailyn_s01_01,@9504_Shailyn_t,@9504_Shailyn,,9504_Shailyn_s01_c00,9504_Shailyn_s01_c01,,,,,,,,,,,,,,,,,,
9502_Zander_s01_01,@9502_Zander_t,@9502_Zander,,9502_Zander_s01_c00,9502_Zander_s01_c01,9502_Zander_s01_c02,,,,,,,,,,,,,,,,,
9503_Dog_s01_01,@9503_Dog_t,@9503_Dog_prename,,9503_Dog_s01_c00,,,,,,,,,,,,,,,,,,,
9503_Dog_s01_02,@9503_Dog_t,@9503_Dog_prename,,9503_Dog_s01_c01,,,,,,,,,,,,,,,,,,,
9506_Granny_s01_01,@9506_Granny_t,@9506_Granny,,9506_Granny_s01_c00,9506_Granny_s01_c01,,,,,,,,,,,,,,,,,,
9506_Granny_s01_02,@9506_Granny_t,@9506_Granny,,9506_Granny_s01_c02,9506_Granny_s01_c03,,,,,,,,,,,,,,,,,,
9507_WilliamDaintith_s01_01,@9507_WilliamDaintith_t,@9507_WilliamDaintith,,9507_WilliamDaintith_s01_c00,,,,,,,,,,,,,,,,,,,
9508_QuirinusFlaccus_s01_01,@9508_QuirinusFlaccus_t,@9508_QuirinusFlaccus,,9508_QuirinusFlaccus_s01_c00,,,,,,,,,,,,,,,,,,,
9509_AdolfodeAcutis_s01_01,@9509_AdolfodeAcutis_t,@9509_AdolfodeAcutis,,9509_AdolfodeAcutis_s01_c00,,,,,,,,,,,,,,,,,,,
9510_EynonVoyle_s01_01,@9510_EynonVoyle_t,@9510_EynonVoyle,,9510_EynonVoyle_s01_c00,9510_EynonVoyle_s01_c01,,,,,,,,,,,,,,,,,,
9511_DicunHobday_s01_01,@9511_DicunHobday_t,@9511_DicunHobday,,9511_DicunHobday_s01_c00,9511_DicunHobday_s01_c01,,,,,,,,,,,,,,,,,,
9511_DicunHobday_s01_02,@9511_DicunHobday_t,@9511_DicunHobday,,9511_DicunHobday_s01_c02,9511_DicunHobday_s01_c03,,,,,,,,,,,,,,,,,,
9512_Marty_s01_01,@9512_Marty_t,@9512_Marty,,9512_Marty_s01_c00,9512_Marty_s01_c01,,,,,,,,,,,,,,,,,,
9513_Amis_s01_01,@9513_Amis_t,@9513_Amis,,9513_Amis_s01_c00,9513_Amis_s01_c01,,,,,,,,,,,,,,,,,,
9517_OtmarWinkler_s01_01,@9517_OtmarWinkler_t,@9517_OtmarWinkler,,9517_OtmarWinkler_s01_c00,9517_OtmarWinkler_s01_c01,,,,,,,,,,,,,,,,,,
9536_NoraRoggeveen,@9536_NoraRoggeveen_t,@9536_NoraRoggeveen,,9536_NoraRoggeveen_s01_c00,,,,,,,,,,,,,,,,,,,
