NPCId,Title,GenericName,InteractOptionDisplayNameOverride,ConversationStateId1,ConversationStateId2,ConversationStateId3,ConversationStateId4,ConversationStateId5,ConversationStateId6,ConversationStateId7,ConversationStateId8,ConversationStateId9,ConversationStateId10,ConversationStateId11,ConversationStateId12,ConversationStateId13,ConversationStateId14,ConversationStateId15,ConversationStateId16,ConversationStateId17,ConversationStateId18,ConversationStateId19,ConversationStateId20
99D_Yonas_A,@99D_Yonas_title,@99D_Yonas,,99D_Yonas_00,99D_Yonas_01,99D_Yonas_02,99D_Yonas_03,99D_Yonas_04,99D_Yonas_05,99D_Yonas_06,99D_Yonas_07,99D_Yonas_08,99D_Yonas_09,99D_Yonas_10,99D_Yonas_11,99D_Yonas_12,99D_Yonas_13,99D_Yonas_14,99D_Yonas_15,,,,
99D_Yonas_B,@99D_Yonas_title,@99D_Yonas,,99D_Yonas_00,99D_Yonas_01,99D_Yonas_02,99D_Yonas_03,99D_Yonas_04,99D_Yonas_05,99D_Yonas_06,99D_Yonas_07,99D_Yonas_08,99D_Yonas_09,99D_Yonas_10,99D_Yonas_11,99D_Yonas_12,99D_Yonas_13,99D_Yonas_14,99D_Yonas_15,,,,
99D_Yonas_C,@99D_Yonas_title,@99D_Yonas,,99D_Yonas_00,99D_Yonas_01,99D_Yonas_02,99D_Yonas_03,99D_Yonas_04,99D_Yonas_05,99D_Yonas_06,99D_Yonas_07,99D_Yonas_08,99D_Yonas_09,99D_Yonas_10,99D_Yonas_11,99D_Yonas_12,99D_Yonas_13,99D_Yonas_14,99D_Yonas_15,,,,
99D_Yonas_D,@99D_Yonas_title,@99D_Yonas,,99D_Yonas_00,99D_Yonas_01,99D_Yonas_02,99D_Yonas_03,99D_Yonas_04,99D_Yonas_05,99D_Yonas_06,99D_Yonas_07,99D_Yonas_08,99D_Yonas_09,99D_Yonas_10,99D_Yonas_11,99D_Yonas_12,99D_Yonas_13,99D_Yonas_14,99D_Yonas_15,,,,
99D_Yonas_E,@99D_Yonas_title,@99D_Yonas,,99D_Yonas_00,99D_Yonas_01,99D_Yonas_02,99D_Yonas_03,99D_Yonas_04,99D_Yonas_05,99D_Yonas_06,99D_Yonas_07,99D_Yonas_08,99D_Yonas_09,99D_Yonas_10,99D_Yonas_11,99D_Yonas_12,99D_Yonas_13,99D_Yonas_14,99D_Yonas_15,,,,
99D_Yonas_F,@99D_Yonas_title,@99D_Yonas,,99D_Yonas_00,99D_Yonas_01,99D_Yonas_02,99D_Yonas_03,99D_Yonas_04,99D_Yonas_05,99D_Yonas_06,99D_Yonas_07,99D_Yonas_08,99D_Yonas_09,99D_Yonas_10,99D_Yonas_11,99D_Yonas_12,99D_Yonas_13,99D_Yonas_14,99D_Yonas_15,,,,
99D_Yonas_G,@99D_Yonas_title,@99D_Yonas,,99D_Yonas_00,99D_Yonas_01,99D_Yonas_02,99D_Yonas_03,99D_Yonas_04,99D_Yonas_05,99D_Yonas_06,99D_Yonas_07,99D_Yonas_08,99D_Yonas_09,99D_Yonas_10,99D_Yonas_11,99D_Yonas_12,99D_Yonas_13,99D_Yonas_14,99D_Yonas_15,,,,
99D_Yonas_H,@99D_Yonas_title,@99D_Yonas,,99D_Yonas_00,99D_Yonas_01,99D_Yonas_02,99D_Yonas_03,99D_Yonas_04,99D_Yonas_05,99D_Yonas_06,99D_Yonas_07,99D_Yonas_08,99D_Yonas_09,99D_Yonas_10,99D_Yonas_11,99D_Yonas_12,99D_Yonas_13,99D_Yonas_14,99D_Yonas_15,,,,
99D_Yonas_I,@99D_Yonas_title,@99D_Yonas,,99D_Yonas_00,99D_Yonas_01,99D_Yonas_02,99D_Yonas_03,99D_Yonas_04,99D_Yonas_05,99D_Yonas_06,99D_Yonas_07,99D_Yonas_08,99D_Yonas_09,99D_Yonas_10,99D_Yonas_11,99D_Yonas_12,99D_Yonas_13,99D_Yonas_14,99D_Yonas_15,,,,
99D_Galahad_A,@99D_Galahad_title,@99D_Galahad,,99D_Galahad_00,99D_Galahad_01,99D_Galahad_02,99D_Galahad_03,99D_Galahad_04,99D_Galahad_05,99D_Galahad_06,99D_Galahad_07,99D_Galahad_08,99D_Galahad_09,99D_Galahad_10,99D_Galahad_11,99D_Galahad_12,99D_Galahad_13,,,,,,
99D_Galahad_B,@99D_Galahad_title,@99D_Galahad,,99D_Galahad_00,99D_Galahad_01,99D_Galahad_02,99D_Galahad_03,99D_Galahad_04,99D_Galahad_05,99D_Galahad_06,99D_Galahad_07,99D_Galahad_08,99D_Galahad_09,99D_Galahad_10,99D_Galahad_11,99D_Galahad_12,99D_Galahad_13,,,,,,
99D_Galahad_C,@99D_Galahad_title,@99D_Galahad,,99D_Galahad_00,99D_Galahad_01,99D_Galahad_02,99D_Galahad_03,99D_Galahad_04,99D_Galahad_05,99D_Galahad_06,99D_Galahad_07,99D_Galahad_08,99D_Galahad_09,99D_Galahad_10,99D_Galahad_11,99D_Galahad_12,99D_Galahad_13,,,,,,
99D_Galahad_D,@99D_Galahad_title,@99D_Galahad,,99D_Galahad_00,99D_Galahad_01,99D_Galahad_02,99D_Galahad_03,99D_Galahad_04,99D_Galahad_05,99D_Galahad_06,99D_Galahad_07,99D_Galahad_08,99D_Galahad_09,99D_Galahad_10,99D_Galahad_11,99D_Galahad_12,99D_Galahad_13,,,,,,
99D_Galahad_E,@99D_Galahad_title,@99D_Galahad,,99D_Galahad_00,99D_Galahad_01,99D_Galahad_02,99D_Galahad_03,99D_Galahad_04,99D_Galahad_05,99D_Galahad_06,99D_Galahad_07,99D_Galahad_08,99D_Galahad_09,99D_Galahad_10,99D_Galahad_11,99D_Galahad_12,99D_Galahad_13,,,,,,
99D_Galahad_F,@99D_Galahad_title,@99D_Galahad,,99D_Galahad_00,99D_Galahad_01,99D_Galahad_02,99D_Galahad_03,99D_Galahad_04,99D_Galahad_05,99D_Galahad_06,99D_Galahad_07,99D_Galahad_08,99D_Galahad_09,99D_Galahad_10,99D_Galahad_11,99D_Galahad_12,99D_Galahad_13,,,,,,
99D_Yash_A,@99D_Yash_title,@99D_Yash,,99D_Yash_00,99D_Yash_01,99D_Yash_02,99D_Yash_03,99D_Yash_04,99D_Yash_05,99D_Yash_06,99D_Yash_07,99D_Yash_08,99D_Yash_09,99D_Yash_10,99D_Yash_11,99D_Yash_12,,,,,,,
99D_Yash_B,@99D_Yash_title,@99D_Yash,,99D_Yash_00,99D_Yash_01,99D_Yash_02,99D_Yash_03,99D_Yash_04,99D_Yash_05,99D_Yash_06,99D_Yash_07,99D_Yash_08,99D_Yash_09,99D_Yash_10,99D_Yash_11,99D_Yash_12,,,,,,,
99D_Yash_C,@99D_Yash_title,@99D_Yash,,99D_Yash_00,99D_Yash_01,99D_Yash_02,99D_Yash_03,99D_Yash_04,99D_Yash_05,99D_Yash_06,99D_Yash_07,99D_Yash_08,99D_Yash_09,99D_Yash_10,99D_Yash_11,99D_Yash_12,,,,,,,
99D_Yash_D,@99D_Yash_title,@99D_Yash,,99D_Yash_00,99D_Yash_01,99D_Yash_02,99D_Yash_03,99D_Yash_04,99D_Yash_05,99D_Yash_06,99D_Yash_07,99D_Yash_08,99D_Yash_09,99D_Yash_10,99D_Yash_11,99D_Yash_12,,,,,,,
99D_Yash_E,@99D_Yash_title,@99D_Yash,,99D_Yash_00,99D_Yash_01,99D_Yash_02,99D_Yash_03,99D_Yash_04,99D_Yash_05,99D_Yash_06,99D_Yash_07,99D_Yash_08,99D_Yash_09,99D_Yash_10,99D_Yash_11,99D_Yash_12,,,,,,,
99D_Yash_F,@99D_Yash_title,@99D_Yash,,99D_Yash_00,99D_Yash_01,99D_Yash_02,99D_Yash_03,99D_Yash_04,99D_Yash_05,99D_Yash_06,99D_Yash_07,99D_Yash_08,99D_Yash_09,99D_Yash_10,99D_Yash_11,99D_Yash_12,,,,,,,
99D_Yash_G,@99D_Yash_title,@99D_Yash,,99D_Yash_00,99D_Yash_01,99D_Yash_02,99D_Yash_03,99D_Yash_04,99D_Yash_05,99D_Yash_06,99D_Yash_07,99D_Yash_08,99D_Yash_09,99D_Yash_10,99D_Yash_11,99D_Yash_12,,,,,,,
99D_Yash_H,@99D_Yash_title,@99D_Yash,,99D_Yash_00,99D_Yash_01,99D_Yash_02,99D_Yash_03,99D_Yash_04,99D_Yash_05,99D_Yash_06,99D_Yash_07,99D_Yash_08,99D_Yash_09,99D_Yash_10,99D_Yash_11,99D_Yash_12,,,,,,,
99D_Grace,@99D_Grace_title,@99D_Grace,,99D_Grace_00,99D_Grace_01,99D_Grace_02,99D_Grace_03,,,,,,,,,,,,,,,,
99D_JuditheOwens_A,@99D_JuditheOwens_title,@99D_JuditheOwens,,99D_JuditheOwens_00,99D_JuditheOwens_01,99D_JuditheOwens_02,99D_JuditheOwens_03,99D_JuditheOwens_04,,,,,,,,,,,,,,,
99D_JuditheOwens_B,@99D_JuditheOwens_title,@99D_JuditheOwens,,99D_JuditheOwens_00,99D_JuditheOwens_01,99D_JuditheOwens_02,99D_JuditheOwens_03,99D_JuditheOwens_04,,,,,,,,,,,,,,,
99D_JuditheOwens_C,@99D_JuditheOwens_title,@99D_JuditheOwens,,99D_JuditheOwens_00,99D_JuditheOwens_01,99D_JuditheOwens_02,99D_JuditheOwens_03,99D_JuditheOwens_04,,,,,,,,,,,,,,,
99D_JuditheOwens_D,@99D_JuditheOwens_title,@99D_JuditheOwens,,99D_JuditheOwens_00,99D_JuditheOwens_01,99D_JuditheOwens_02,99D_JuditheOwens_03,99D_JuditheOwens_04,,,,,,,,,,,,,,,
99D_PedroCarrillo_A,@99D_PedroCarrillo_title,@99D_PedroCarrillo,,99D_PedroCarrillo_00,99D_PedroCarrillo_01,99D_PedroCarrillo_02,,,,,,,,,,,,,,,,,
99D_PedroCarrillo_B,@99D_PedroCarrillo_title,@99D_PedroCarrillo,,99D_PedroCarrillo_00,99D_PedroCarrillo_01,99D_PedroCarrillo_02,99D_PedroCarrillo_03,99D_PedroCarrillo_04,99D_PedroCarrillo_05,,,,,,,,,,,,,,
99D_PedroCarrillo_C,@99D_PedroCarrillo_title,@99D_PedroCarrillo,,99D_PedroCarrillo_00,99D_PedroCarrillo_01,99D_PedroCarrillo_02,99D_PedroCarrillo_03,99D_PedroCarrillo_04,99D_PedroCarrillo_05,,,,,,,,,,,,,,
99D_OfusaMatsui_A,@99D_OfusaMatsui_title,@99D_OfusaMatsui,,99D_OfusaMatsui_00,99D_OfusaMatsui_01,99D_OfusaMatsui_02,99D_OfusaMatsui_03,99D_OfusaMatsui_04,99D_OfusaMatsui_05,,,,,,,,,,,,,,
99D_OfusaMatsui_B,@99D_OfusaMatsui_title,@99D_OfusaMatsui,,99D_OfusaMatsui_00,99D_OfusaMatsui_01,99D_OfusaMatsui_02,,,,,,,,,,,,,,,,,
99D_OfusaMatsui_C,@99D_OfusaMatsui_title,@99D_OfusaMatsui,,99D_OfusaMatsui_00,99D_OfusaMatsui_01,99D_OfusaMatsui_02,99D_OfusaMatsui_03,99D_OfusaMatsui_04,99D_OfusaMatsui_05,,,,,,,,,,,,,,
99D_JacquetDavy_A,@99D_JacquetDavy_title,@99D_JacquetDavy,,99D_JacquetDavy_00,99D_JacquetDavy_01,99D_JacquetDavy_02,99D_JacquetDavy_03,99D_JacquetDavy_04,,,,,,,,,,,,,,,
99D_JacquetDavy_B,@99D_JacquetDavy_title,@99D_JacquetDavy,,99D_JacquetDavy_00,99D_JacquetDavy_01,99D_JacquetDavy_02,,,,,,,,,,,,,,,,,
99D_PhanDacKien_A,@99D_PhanDacKien_title,@99D_PhanDacKien,,99D_PhanDacKien_00,,,,,,,,,,,,,,,,,,,
99D_JamesSexton_A,@99D_JamesSexton_title,@99D_JamesSexton,,99D_JamesSexton_00,,,,,,,,,,,,,,,,,,,
