NPCId,Title,GenericName,InteractOptionDisplayNameOverride,ConversationStateId1,ConversationStateId2,ConversationStateId3,ConversationStateId4,ConversationStateId5,ConversationStateId6,ConversationStateId7,ConversationStateId8,ConversationStateId9,ConversationStateId10,ConversationStateId11,ConversationStateId12,ConversationStateId13,ConversationStateId14,ConversationStateId15,ConversationStateId16,ConversationStateId17,ConversationStateId18,ConversationStateId19,ConversationStateId20
99E_Sun_p1,@99E_Sun_title,@99E_Sun,,99E_Sun_p1_00,99E_Sun_p1_01,,,,,,,,,,,,,,,,,,
99E_Sun_p2,@99E_Sun_title,@99E_Sun,,99E_Sun_p2_00,99E_Sun_p3_01,,,,,,,,,,,,,,,,,,
99E_Sun_p3,@99E_Sun_title,@99E_Sun,,99E_Sun_p2_00,,,,,,,,,,,,,,,,,,,
99E_Sun_p4,@99E_Sun_title,@99E_Sun,,99E_Sun_p2_00,99E_Sun_p4_01,,,,,,,,,,,,,,,,,,
99E_Sun_p5,@99E_Sun_title,@99E_Sun,,99E_Sun_p2_00,99E_Sun_p5_01,,,,,,,,,,,,,,,,,,
99E_Sun_p6v1,@99E_Sun_title,@99E_Sun,,99E_Sun_p6v1_00,99E_Sun_p6v1_01,,,,,,,,,,,,,,,,,,
99E_Sun_p6v2,@99E_Sun_title,@99E_Sun,,99E_Sun_p6v2_00,99E_Sun_p6v2_01,99E_Sun_p6v2_02,,,,,,,,,,,,,,,,,
99E_Sun_p6v3,@99E_Sun_title,@99E_Sun,,99E_Sun_p6v3_00,,,,,,,,,,,,,,,,,,,
99E_Sun_p7,@99E_Sun_title,@99E_Sun,,99E_Sun_p7_00,99E_Sun_p7_01,,,,,,,,,,,,,,,,,,
99E_Sun_p8,@99E_Sun_title,@99E_Sun,,99E_Sun_p8_00,99E_Sun_p8_01,,,,,,,,,,,,,,,,,,
99E_Sun_p9,@99E_Sun_title,@99E_Sun,,99E_Sun_p9_00,99E_Sun_p9_01,,,,,,,,,,,,,,,,,,
99E_Sun_p10,@99E_Sun_title,@99E_Sun,,99E_Sun_p10_00,99E_Sun_p10_01,,,,,,,,,,,,,,,,,,
99E_Sun_p11,@99E_Sun_title,@99E_Sun,,99E_Sun_p11_00,99E_Sun_p11_01,,,,,,,,,,,,,,,,,,
99E_Sun_p12,@99E_Sun_title,@99E_Sun,,99E_Sun_p11_00,99E_Sun_p12_01,,,,,,,,,,,,,,,,,,
99E_Sun_p13,@99E_Sun_title,@99E_Sun,,99E_Sun_p11_00,99E_Sun_p13_01,,,,,,,,,,,,,,,,,,
99E_Sun_p14,@99E_Sun_title,@99E_Sun,,99E_Sun_p1_00,99E_Sun_p14_01,,,,,,,,,,,,,,,,,,
99E_Sun_p15,@99E_Sun_title,@99E_Sun,,99E_Sun_p15_00,99E_Sun_p15_01,99E_Sun_p15_02,99E_Sun_p15_03,,,,,,,,,,,,,,,,
99E_Sun_p16,@99E_Sun_title,@99E_Sun,,99E_Sun_p1_00,99E_Sun_p16_01,,,,,,,,,,,,,,,,,,
99E_Sun_p17,@99E_Sun_title,@99E_Sun,,99E_Sun_p1_00,99E_Sun_p17_01,99F_Sun_00a,99F_Sun_01,,,,,,,,,,,,,,,,
99E_Morgaine_p1,@99E_Morgaine_title,@99E_Morgaine,,99E_Morgaine_p1_00,99E_Morgaine_p1_01,99E_Morgaine_p1_02,,,,,,,,,,,,,,,,,
99E_Morgaine_p2v1,@99E_Morgaine_title,@99E_Morgaine,,99E_Morgaine_p2v1_00,99E_Morgaine_p2v1_01,,,,,,,,,,,,,,,,,,
99E_Morgaine_p2v2,@99E_Morgaine_title,@99E_Morgaine,,99E_Morgaine_p2v2_00,99E_Morgaine_p2v2_01,,,,,,,,,,,,,,,,,,
99E_Morgaine_p3,@99E_Morgaine_title,@99E_Morgaine,,99E_Morgaine_p1_00,99E_Morgaine_p3_01,,,,,,,,,,,,,,,,,,
99E_Morgaine_p4,@99E_Morgaine_title,@99E_Morgaine,,99E_Morgaine_p4_00,99E_Morgaine_p4_01,,,,,,,,,,,,,,,,,,
99E_Morgaine_p5,@99E_Morgaine_title,@99E_Morgaine,,99E_Morgaine_p1_00,99E_Morgaine_p5_01,,,,,,,,,,,,,,,,,,
99E_Morgaine_p6,@99E_Morgaine_title,@99E_Morgaine,,99E_Morgaine_p6_00,99E_Morgaine_p6_01,,,,,,,,,,,,,,,,,,
99E_Morgaine_p7,@99E_Morgaine_title,@99E_Morgaine,,99E_Morgaine_p7_00,99E_Morgaine_p7_01,,,,,,,,,,,,,,,,,,
99E_Morgaine_p8,@99E_Morgaine_title,@99E_Morgaine,,99E_Morgaine_p8_00,99E_Morgaine_p8_01,99E_Morgaine_p8_02,,,,,,,,,,,,,,,,,
99E_Morgaine_p9,@99E_Morgaine_title,@99E_Morgaine,,99E_Morgaine_p8_00,,,,,,,,,,,,,,,,,,,
99E_Morgaine_p9a,@99E_Morgaine_title,@99E_Morgaine,,99E_Morgaine_p8_00,99E_Morgaine_p9_01,,,,,,,,,,,,,,,,,,
99E_Morgaine_p10,@99E_Morgaine_title,@99E_Morgaine,,99E_Morgaine_p10_00,99E_Morgaine_p10_01,99E_Morgaine_p10_02,99E_Morgaine_p10_03,,,,,,,,,,,,,,,,
99E_Morgaine_p10a,@99E_Morgaine_title,@99E_Morgaine,,99E_Morgaine_p10_00,99E_Morgaine_p10_01,99E_Morgaine_p10_02,99E_Morgaine_p10_03,,,,,,,,,,,,,,,,
99E_Morgaine_p11,@99E_Morgaine_title,@99E_Morgaine,,99E_Morgaine_p1_00,99E_Morgaine_p11_01,,,,,,,,,,,,,,,,,,
99E_Morgaine_p12,@99E_Morgaine_title,@99E_Morgaine,,99E_Morgaine_p1_00,99E_Morgaine_p12_01,,,,,,,,,,,,,,,,,,
99E_Galahad_p1,@99E_Galahad_title,@99E_Galahad,,99E_Galahad_p1_00,99E_Galahad_p1_01,99E_Galahad_p1_02,,,,,,,,,,,,,,,,,
99E_Galahad_p2,@99E_Galahad_title,@99E_Galahad,,99E_Galahad_p2_00,99E_Galahad_p2_01,,,,,,,,,,,,,,,,,,
99E_Galahad_p3,@99E_Galahad_title,@99E_Galahad,,99E_Galahad_p2_00,99E_Galahad_p3_01,,,,,,,,,,,,,,,,,,
99E_Galahad_p3a,@99E_Galahad_title,@99E_Galahad,,99E_Galahad_p2_00,99E_Galahad_p3_02,,,,,,,,,,,,,,,,,,
99E_Galahad_p4,@99E_Galahad_title,@99E_Galahad,,99E_Galahad_p4_00,99E_Galahad_p4a_01,,,,,,,,,,,,,,,,,,
99E_Galahad_p4a,@99E_Galahad_title,@99E_Galahad,,99E_Galahad_p4_00,99E_Galahad_p4a_01,,,,,,,,,,,,,,,,,,
99E_Adiana,@99E_Adiana_title,@99E_Adiana,,99E_Adiana_00,99E_Adiana_01,,,,,,,,,,,,,,,,,,
99E_Yash_p1,@99E_Yash_title,@99E_Yash,,99E_Yash_p1_00,99E_Yash_p1_01,,,,,,,,,,,,,,,,,,
99E_Yash_p2,@99E_Yash_title,@99E_Yash,,99E_Yash_p1_00,99E_Yash_p2_01,99E_Yash_p2_02,,,,,,,,,,,,,,,,,
99E_Yash_p3,@99E_Yash_title,@99E_Yash,,99E_Yash_p1_00,99F_Yash_02,,,,,,,,,,,,,,,,,,
99E_Myrddin,@99E_Myrddin_title,@99E_Myrddin,,99E_Myrddin_00,99E_Myrddin_01,,,,,,,,,,,,,,,,,,
