NPCId,Title,GenericName,InteractOptionDisplayNameOverride,ConversationStateId1,ConversationStateId2,ConversationStateId3,ConversationStateId4,ConversationStateId5,ConversationStateId6,ConversationStateId7,ConversationStateId8,ConversationStateId9,ConversationStateId10,ConversationStateId11,ConversationStateId12,ConversationStateId13,ConversationStateId14,ConversationStateId15,ConversationStateId16,ConversationStateId17,ConversationStateId18,ConversationStateId19,ConversationStateId20
9801_Florina_00,@9801_Florina_title,@9801_Florina,,9801_Florina_Default,9801_Florina_2,9801_Florina_3,,,,,,,,,,,,,,,,,
9801_Florina_01,@9801_Florina_title,@9801_Florina,,9801_Florina_Default,9801_Florina_VectorQuest,9801_Florina_3,,,,,,,,,,,,,,,,,
9801_Florina_02,@9801_Florina_title,@9801_Florina,,9801_Florina_4,9801_Florina_Recruitment,9801_Florina_5,9801_Florina_Maxed,,,,,,,,,,,,,,,,
9803_Morellus,@9803_Morellus_title,@9803_Morellus,,9803_Morellus_Default,9803_Morellus_2,9803_Morellus_3,9803_Morellus_4,9803_Morellus_5,9803_Morellus_Maxed,,,,,,,,,,,,,,
9804_Feldan,@9804_Feldan_title,@9804_Feldan,,9804_Feldan_Default,9804_Feldan_2,9804_Feldan_3,,,,,,,,,,,,,,,,,
9805_Tibbs_00,@9805_Tibbs_title,@9805_Tibbs,,9805_Tibbs_00_Default,9805_Tibbs_00_01,,,,,,,,,,,,,,,,,,
9805_Tibbs_01,@9805_Tibbs_title,@9805_Tibbs,,9805_Tibbs_01_Default,9805_Tibbs_01_TalkTo,,,,,,,,,,,,,,,,,,
9806_StrouDahia_01,@9806_StrouDahia_title,@9806_StrouDahia,,9806_StrouDahia_01_Default,,,,,,,,,,,,,,,,,,,
9807_Aventus_00,@9807_Aventus_title,@9807_Aventus,,9807_Aventus_00_Default,9807_Aventus_00_01,,,,,,,,,,,,,,,,,,
9807_Aventus_01,@9807_Aventus_title,@9807_Aventus,,9807_Aventus_01_TalkTo,9807_Aventus_01_01,9807_Aventus_01_VectorQuest,9807_Aventus_01_02,9807_Aventus_01_03,9807_Aventus_01_04,9807_Aventus_Maxed,,,,,,,,,,,,,
9808_Cleo_01,@9808_Cleo_title,@9808_Cleo,,9808_Cleo_01_Default,,,,,,,,,,,,,,,,,,,
9809_CovenantGuard_M,@9809_CovenantGuard_title,@9809_CovenantGuard,,9809_CovenantGuard_Default,,,,,,,,,,,,,,,,,,,
9809_CovenantGuard_F,@9809_CovenantGuard_title,@9809_CovenantGuard,,9809_CovenantGuard_Default,,,,,,,,,,,,,,,,,,,
9810_Alejandro,@9810_Alejandro_title,@9810_Alejandro,,9810_Alejandro_Default,9810_Alejandro_01,,,,,,,,,,,,,,,,,,
9811_Gregario,@9811_Gregario_title,@9811_Gregario,,9811_Gregario_Default,9811_Gregario_01,,,,,,,,,,,,,,,,,,
9812_Peta,@9812_Peta_title,@9812_Peta,,9812_Peta_Default,9812_Peta_01,,,,,,,,,,,,,,,,,,
9813_Damiano,@9813_Damiano_title,@9813_Damiano,,9813_Damiano_Default,9813_Damiano_01,,,,,,,,,,,,,,,,,,
9814_Beyza,@9814_Beyza_title,@9814_Beyza,,9814_RepBeyza_Default,9814_RepBeyza_01,9814_RepBeyza_CooldownMultiple,9814_RepBeyza_CooldownSingle,9814_RepBeyza_01_b,9814_RepBeyza_CooldownMultiple_b,9814_RepBeyza_CooldownSingle_b,9814_RepBeyza_02,9814_RepBeyza_03,,,,,,,,,,,
9815_MarauderGuard_M,@9815_MarauderGuard_title,@9815_MarauderGuard,,9815_MarauderGuard_Default,,,,,,,,,,,,,,,,,,,
9815_MarauderGuard_F,@9815_MarauderGuard_title,@9815_MarauderGuard,,9815_MarauderGuard_Default,,,,,,,,,,,,,,,,,,,
9816_Pavel,@9816_Pavel_title,@9816_Pavel,,9816_Pavel_Default,9816_Pavel_01,,,,,,,,,,,,,,,,,,
9817_Mersha,@9817_Mersha_title,@9817_Mersha,,9817_Mersha_Default,9817_Mersha_01,,,,,,,,,,,,,,,,,,
9818_Doc,@9818_Doc_title,@9818_Doc,,9818_Doc_Default,9818_Doc_01,,,,,,,,,,,,,,,,,,
9819_Hedge,@9819_Hedge_title,@9819_Hedge,,9819_Hedge_Default,9819_Hedge_01,9819_Hedge_02,,,,,,,,,,,,,,,,,
9820_Smiggs,@9820_Smiggs_title,@9820_Smiggs,,9820_RepSmiggs_Default,9820_RepSmiggs_01,9820_RepSmiggs_CooldownMultiple,9820_RepSmiggs_CooldownSingle,9820_RepSmiggs_01_b,9820_RepSmiggs_CooldownMultiple_b,9820_RepSmiggs_CooldownSingle_b,9820_RepSmiggs_02,9820_RepSmiggs_03,,,,,,,,,,,
9821_SyndicateGuard_M,@9821_SyndicateGuard_title,@9821_SyndicateGuard,,9821_SyndicateGuard_Default,,,,,,,,,,,,,,,,,,,
9821_SyndicateGuard_F,@9821_SyndicateGuard_title,@9821_SyndicateGuard,,9821_SyndicateGuard_Default,,,,,,,,,,,,,,,,,,,
9822_Abayomi,@9822_Abayomi_title,@9822_Abayomi,,9822_Abayomi_Default,9822_Abayomi_01,,,,,,,,,,,,,,,,,,
9823_Amelia,@9823_Amelia_title,@9823_Amelia,,9823_Amelia_Default,9823_Amelia_01,,,,,,,,,,,,,,,,,,
9824_Kuro,@9824_Kuro_title,@9824_Kuro,,9824_Kuro_Default,9824_Kuro_01,,,,,,,,,,,,,,,,,,
9825_Pop,@9825_Pop_title,@9825_Pop,,9825_Pop_Default,9825_Pop_01,,,,,,,,,,,,,,,,,,
9826_Astrid,@9826_Astrid_title,@9826_Astrid,,9826_RepAstrid_Default,9826_RepAstrid_01,9826_RepAstrid_CooldownMultiple,9826_RepAstrid_CooldownSingle,9826_RepAstrid_01_b,9826_RepAstrid_CooldownMultiple_b,9826_RepAstrid_CooldownSingle_b,9826_RepAstrid_02,9826_RepAstrid_03,,,,,,,,,,,
1007_Commander,@1007_Commander_title,@1007_Commander,,1007_00_Commander,1007_01pre_Commander,1007_01_Commander,1007_02_Commander,1007_03_Commander,1007_04pre_Commander,1007_04_Commander,1007_05pre_Commander,1007_05_Commander,1007_06pre_Commander,1007_06_Commander,1007_07_Commander,1007_08_Commander,,,,,,,
9805_Tibbs_02,@9805_Tibbs_title,@9805_Tibbs,,9805_Tibbs_02_Default,9805_Tibbs_02_01,9805_Tibbs_02_VectorQuest,9805_Tibbs_02_Default2,9805_Tibbs_02_02,9805_Tibbs_02_03,9805_Tibbs_Maxed,9805_Tibbs_98_Q01_TalkTo,9805_Tibbs_98_Q01_PostQuest,9805_Tibbs_98_Q02_TalkTo,9805_Tibbs_98_Q02_PostQuest,9805_Tibbs_04pre_FactionQuest3,9805_Tibbs_04_FactionQuest3,9805_Tibbs_05_FactionQuest3,9805_Tibbs_98_Q04_TalkTo,9805_Tibbs_98_Q04_PostQuest,9805_Tibbs_98_Q05_TalkTo,9805_Tibbs_98_Q05_PostQuest,,
9806_StrouDahia_00,@9806_StrouDahia_title,@9806_StrouDahia,,9806_StrouDahia_00_Default,9806_Stroudahia_00_TalkTo,9806_Stroudahia_00_01,9806_Stroudahia_00_02,9806_Stroudahia_00_Recruitment,9806_Stroudahia_00_03,9806_Stroudahia_Maxed,9806_Stroudahia_98_Q03_TalkTo,9806_Stroudahia_98_Q03_PostQuest,9806_Stroudahia_04pre_FactionQuest4,9806_Stroudahia_04_FactionQuest4,9806_Stroudahia_05pre_FactionQuest4,9806_Stroudahia_05_FactionQuest4,9806_Stroudahia_06pre_FactionQuest5,9806_Stroudahia_06_FactionQuest5,9806_Stroudahia_07pre_FactionQuest5,9806_Stroudahia_07_FactionQuest5,,,
0208_Alchemist,@0208_Alchemist_title,@0208_Alchemist,,0208_00_Alchemist,0208_01pre_Alchemist,0208_01_Alchemist,0208_02_Alchemist,0208_03_Alchemist,0208_04pre_Alchemist,0208_04_Alchemist,0208_05pre_Alchemist,0208_05_Alchemist,0208_06pre_Alchemist,0208_06_Alchemist,0208_07pre_Alchemist,0208_07_Alchemist,0208_08pre_Alchemist,0208_08_Alchemist,0208_09pre_Alchemist,0208_09_Alchemist,,,
