NPCId,Title,GenericName,InteractOptionDisplayNameOverride,ConversationStateId1,ConversationStateId2,ConversationStateId3,ConversationStateId4,ConversationStateId5,ConversationStateId6,ConversationStateId7,ConversationStateId8,ConversationStateId9,ConversationStateId10,ConversationStateId11,ConversationStateId12,ConversationStateId13,ConversationStateId14,ConversationStateId15,ConversationStateId16,ConversationStateId17,ConversationStateId18,ConversationStateId19,ConversationStateId20
0901_Watcher,@0901_Watcher_title,@0901_Watcher,,0901_00_Watcher,0901_01_Watcher,0901_01a_Watcher,0901_01b_Watcher,0901_02_Watcher,0901_03_Watcher,0901_04_Watcher,0901_05_Watcher,,,,,,,,,,,,
0902_Magistrate,@0902_Magistrate_title,@0902_Magistrate,,0902_00_Magistrate,0902_01_Magistrate,0902_02_Magistrate,0902_03_Magistrate,0902_04_Magistrate,0902_06_Magistrate,0902_07_Magistrate,0902_08_Magistrate,0902_08_MagistrateA,0902_09_Magistrate,0902_10_Magistrate,,,,,,,,,
0903_Survivalist,@0903_Survivalist_title,@0903_Survivalist,,0903_00_Survivalist,0903_01_Survivalist,0903_02_Survivalist,0903_03_Survivalist,0903_04_Survivalist,0903_05_Survivalist,0903_06_Survivalist,,,,,,,,,,,,,
0904_Overseer,@0904_Overseer_title,@0904_Overseer,,0904_00_Overseer,0904_00a_Overseer,0904_01_Overseer,0904_02_Overseer,0904_02A_Overseer,0904_02B_Overseer,0904_03_Overseer,0904_04_Overseer,0904_05_Overseer,0904_06_Overseer,0904_07_Overseer,0904_08_Overseer,,,,,,,,
0905_Artificer,@0905_Artificer_title,@0905_Artificer,,0905_00_Artificer,0905_01_Artificer,0905_02_Artificer,0905_03_Artificer,0905_04_Artificer,0905_05_Artificer,0905_06_Artificer,0905_07_Artificer,0905_08_Artificer,,,,,,,,,,,
0907_Commander,@0907_Commander_title,@0907_Commander,,0907_00_Commander,0907_01_Commander,0907_02_Commander,0907_03_Commander,0907_04_Commander,0907_05_Commander,0907_06_Commander,0907_07_Commander,0907_08_Commander,,,,,,,,,,,
0908_Alchemist,@0908_Alchemist_title,@0908_Alchemist,,0908_00_Alchemist,0908_01_Alchemist,0908_02_Alchemist,0908_03_Alchemist,0908_04_Alchemist,0908_05_Alchemist,0908_06_Alchemist,0908_07_Alchemist,0908_08_Alchemist,,,,,,,,,,,
0909_Adjudicator,@0909_Adjudicator_title,@0909_Adjudicator,,0909_00_Adjudicator,0909_01_Adjudicator,0909_02_Adjudicator,0909_03_Adjudicator,0909_04_Adjudicator,0909_05_Adjudicator,0909_06_Adjudicator,0909_07_Adjudicator,0909_08_Adjudicator,,,,,,,,,,,
0910_Barkeep,@0910_Barkeep_title,@0910_Barkeep,,0910_00_Barkeep,0910_01_Barkeep,0910_02_Barkeep,0910_03_Barkeep,0910_04_Barkeep,,,,,,,,,,,,,,,
0922_Innkeep,@0922_Innkeep_title,@0922_Innkeep,,0922_00_Innkeep,0922_01_Innkeep,0922_02_Innkeep,0922_03_Innkeep,,,,,,,,,,,,,,,,
0923_Fisher,@0923_Fisher_title,@0923_Fisher,,0923_00_Fisher,0923_01_Fisher,0923_02_Fisher,,,,,,,,,,,,,,,,,
