NPCId,Title,GenericName,InteractOptionDisplayNameOverride,ConversationStateId1,ConversationStateId2,ConversationStateId3,ConversationStateId4,ConversationStateId5,ConversationStateId6,ConversationStateId7,ConversationStateId8,ConversationStateId9,ConversationStateId10,ConversationStateId11,ConversationStateId12,ConversationStateId13,ConversationStateId14,ConversationStateId15,ConversationStateId16,ConversationStateId17,ConversationStateId18,ConversationStateId19,ConversationStateId20
0307_Commander,@0307_Commander_title,@0307_Commander,,0307_00_Commander,0307_01pre_Commander,0307_01_Commander,,,,,,,,,,,,,,,,,
0308_Alchemist,@0308_Alchemist_title,@0308_Alchemist,,0308_00_Alchemist,0308_01pre_Alchemist,0308_01_Alchemist,,,,,,,,,,,,,,,,,
0309_Adjudicator,@0309_Adjudicator_title,@0309_Adjudicator,,0309_00_Adjudicator,0309_01pre_Adjudicator,0309_01_Adjudicator,0309_02pre_Adjudicator,0309_02_Adjudicator,0309_03pre_Adjudicator,0309_03_Adjudicator,0309_04pre_Adjudicator,0309_04_Adjudicator,,,,,,,,,,,
0312_Watcher,@0312_Watcher_title,@0312_Watcher,,0312_00_Watcher,0312_01_Watcher,0312_02_Watcher,0312_03_Watcher,,,,,,,,,,,,,,,,
0313_Watcher,@0313_Watcher_title,@0313_Watcher,,0313_00_Watcher,0313_01_Watcher,0313_02_Watcher,0313_03_Watcher,0313_04_Watcher,,,,,,,,,,,,,,,
0314_Watcher,@0314_Watcher_title,@0314_Watcher,,0314_00_Watcher,0314_01_Watcher,0314_02_Watcher,0314_03_Watcher,,,,,,,,,,,,,,,,
0315_Watcher,@0315_Watcher_title,@0315_Watcher,,0315_00_Watcher,0315_01_Watcher,0315_02_Watcher,0315_03_Watcher,0315_04_Watcher,,,,,,,,,,,,,,,
0316_Warden,@0316_Warden_title,@0316_Warden,,0316_00_Warden,0316_01_Warden,0316_02_Warden,0316_03_Warden,,,,,,,,,,,,,,,,
0317_Warden,@0317_Warden_title,@0317_Warden,,0317_00_Warden,0317_01_Warden,0317_02_Warden,,,,,,,,,,,,,,,,,
0318_Ranger,@0318_Ranger_title,@0318_Ranger,,0318_00_Ranger,0318_01_Ranger,0318_02_Ranger,0318_03_Ranger,,,,,,,,,,,,,,,,
0319_Ranger,@0319_Ranger_title,@0319_Ranger,,0319_00_Ranger,0319_01_Ranger,0319_02_Ranger,0319_03_Ranger,,,,,,,,,,,,,,,,
0320_Ranger,@0320_Ranger_title,@0320_Ranger,,0320_00_Ranger,0320_01_Ranger,0320_02_Ranger,,,,,,,,,,,,,,,,,
0321_Ranger,@0321_Ranger_title,@0321_Ranger,,0321_00_Ranger,0321_01_Ranger,0321_02_Ranger,,,,,,,,,,,,,,,,,
0322_Innkeep,@0322_Innkeep_title,@0322_Innkeep,,0322_00_Innkeep,0322_01_Innkeep,,,,,,,,,,,,,,,,,,
0323_Innkeep,@0323_Innkeep_title,@0323_Innkeep,,0323_00_Innkeep,0323_01_Innkeep,,,,,,,,,,,,,,,,,,
0324_Fisher,@0324_Fisher_title,@0324_Fisher,,0324_00_Fisher,0324_01_Fisher,0324_02_Fisher,,,,,,,,,,,,,,,,,
0325_Ranger,@0325_Ranger_title,@0325_Ranger,,0325_00_Ranger,0325_01_Ranger,0325_02_Ranger,,,,,,,,,,,,,,,,,
0326_Prospector,@0326_Prospector_title,@0326_Prospector,,0326_00_Prospector,,,,,,,,,,,,,,,,,,,
0329_Adjudicator,@0329_Adjudicator_title,@0329_Adjudicator,,0329_Adjudicator_00,0329_Adjudicator_01,,,,,,,,,,,,,,,,,,
0330_Ranger,@0330_Ranger_title,@0330_Ranger,,0330_00_Ranger,0330_01_Ranger,0330_02_Ranger,0330_03_Ranger,0330_04_Ranger,,,,,,,,,,,,,,,
0331_Tracker,@0331_Tracker_title,@0331_Tracker,,0331_00_Tracker,0331_01_Tracker,0331_02_Tracker,0331_03_Tracker,,,,,,,,,,,,,,,,
0332_Furrier,@0332_Furrier_title,@0332_Furrier,,0332_00_Furrier,0332_01_Furrier,0332_02_Furrier,0332_03_Furrier,0332_04_Furrier,,,,,,,,,,,,,,,
0333_Arcanist,@0333_Arcanist_title,@0333_Arcanist,,0333_00_Arcanist,0333_01_Arcanist,0333_02_Arcanist,0333_03_Arcanist,0333_04_Arcanist,0333_05_Arcanist,,,,,,,,,,,,,,
0334_Baker,@0334_Baker_title,@0334_Baker,,0334_00_Baker,0334_01_Baker,0334_02_Baker,0334_03_Baker,,,,,,,,,,,,,,,,
