NPCId,Title,GenericName,InteractOptionDisplayNameOverride,ConversationStateId1,ConversationStateId2,ConversationStateId3,ConversationStateId4,ConversationStateId5,ConversationStateId6,ConversationStateId7,ConversationStateId8,ConversationStateId9,ConversationStateId10,ConversationStateId11,ConversationStateId12,ConversationStateId13,ConversationStateId14,ConversationStateId15,ConversationStateId16,ConversationStateId17,ConversationStateId18,ConversationStateId19,ConversationStateId20
0202_Magistrate,@0202_Magistrate_title,@0202_Magistrate,,0202_00_Magistrate,0202_01_Magistrate,0202_02_Magistrate,0202_03_Magistrate,0202_04_Magistrate,0202_05_Magistrate,,,,,,,,,,,,,,
0203_Survivalist,@0203_Survivalist_title,@0203_Survivalist,,0203_00_Survivalist,0203_01_Survivalist,0203_02_Survivalist,0203_03_Survivalist,0203_04_Survivalist,0203_05_Survivalist,,,,,,,,,,,,,,
0204_Overseer,@0204_Overseer_title,@0204_Overseer,,0204_00_Overseer,0204_01_Overseer,0204_02_Overseer,0204_03_Overseer,0204_04_Overseer,0204_04a_Overseer,0204_05_Overseer,0204_06_Overseer,0204_07_Overseer,,,,,,,,,,,
0205_Artificer,@0205_Artificer_title,@0205_Artificer,,0205_00_Artificer,0205_01_Artificer,0205_02_Artificer,0205_03_Artificer,,,,,,,,,,,,,,,,
0207_Commander,@0207_Commander_title,@0207_Commander,,0207_00_Commander,0207_01pre_Commander,0207_01_Commander,0207_02_Commander,0207_03_Commander,,,,,,,,,,,,,,,
0208_Alchemist,@0208_Alchemist_title,@0208_Alchemist,,0208_00_Alchemist,0208_01pre_Alchemist,0208_01_Alchemist,0208_02_Alchemist,0208_03_Alchemist,0208_04pre_Alchemist,0208_04_Alchemist,0208_05pre_Alchemist,0208_05_Alchemist,0208_06pre_Alchemist,0208_06_Alchemist,,,,,,,,,
0209_Adjudicator,@0209_Adjudicator_title,@0209_Adjudicator,,0209_00_Adjudicator,0209_01pre_Adjudicator,0209_01_Adjudicator,0209_02_Adjudicator,0209_03_Adjudicator,0209_04pre_Adjudicator,0209_04_Adjudicator,0209_05pre_Adjudicator,0209_05_Adjudicator,0209_06pre_Adjudicator,0209_06_Adjudicator,,,,,,,,,
0210_Barkeep,@0210_Barkeep_title,@0210_Barkeep,,0210_00_Barkeep,0210_01_Barkeep,0210_02_Barkeep,0210_03_Barkeep,0210_04_Barkeep,,,,,,,,,,,,,,,
0222_Innkeep,@0222_Innkeep_title,@0222_Innkeep,,0222_00_Innkeep,0222_01_Innkeep,0222_02_Innkeep,,,,,,,,,,,,,,,,,
0223_Fisher,@0223_Fisher_title,@0223_Fisher,,0223_00_Fisher,0223_01_Fisher,0223_02_Fisher,,,,,,,,,,,,,,,,,
0230_Ranger,@0230_Ranger_title,@0230_Ranger,,0230_Ranger_00,0230_Ranger_01,0230_Ranger_02,0230_Ranger_03,0230_Ranger_04,,,,,,,,,,,,,,,
0231_Painter,@0231_Painter_title,@0231_Painter,,0231_Painter_00,0231_Painter_01,0231_Painter_02,0231_Painter_03,0231_Painter_04,,,,,,,,,,,,,,,
0232_Naturalist,@0232_Naturalist_title,@0232_Naturalist,,0232_Naturalist_00,0232_Naturalist_01,0232_Naturalist_02,0232_Naturalist_03,0232_Naturalist_04,0232_Naturalist_05,,,,,,,,,,,,,,
0233_Hunter,@0233_Hunter_title,@0233_Hunter,,0233_Hunter_00,0233_Hunter_01,0233_Hunter_02,0233_Hunter_03,,,,,,,,,,,,,,,,
0234_Mourner,@0234_Mourner_title,@0234_Mourner,,0234_Mourner_00,0234_Mourner_01,0234_Mourner_02,0234_Mourner_03,0234_Mourner_04,,,,,,,,,,,,,,,
0238_Alchemist,@0238_Alchemist_title,@0238_Alchemist,,0238_Alchemist_00,0238_Alchemist_01,,,,,,,,,,,,,,,,,,
