ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,ForceConversationOpen,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
0000_Old_Data,Linear_Objective,true,@0000_Old_Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_Aelstrom_Default,Linear_Objective,true,@01_Aelstrom_Default_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_Aelstrom_Default_Craft,Linear_Objective,true,@01_skinningknife_incomplete_new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_AelstromMB_Greet_01,Linear_Objective,false,@01_Aelstrom_ConvoMB_01,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
01_AelstromMB_p1_01,Linear_Objective,false,@01_Aelstrom_Greet_01_b,,,,,S_getoffbeach_mb,,,12_skinningknife,,,,,,,,,,,,,,,,,,,,,,
01_AelstromMB_p2_01,Linear_Objective,false,@01_Aelstrom_Greet_02_MB,,,,,S_skinningknife_mb,,,,,,,,,,,,,,,,,,,,,,,,,
01_AelstromMB_p3_01,Linear_Objective,false,@01_Aelstrom_Greet_03_MB,,,,,S_boarfeast_mb,,,12_crewmates_soldier,12_crewmates_destroyer,12_crewmates_ranger,12_crewmates_musketeer,12_crewmates_occultist,12_crewmates_mystic,12_crewmates_swordsman,12_crewmates,,,,,,,,,,,,,,,
01_AelstromMB_p3_02,Linear_Objective,false,@01_Aelstrom_Greet_04_MB,,,,,S_crewmates_mb,,,12_survivors_soldier,12_survivors_destroyer,12_survivors_ranger,12_survivors_musketeer,12_survivors_occultist,12_survivors_mystic,12_survivors_swordsman,12_survivors,,,,,,,,,,,,,,,
01_AelstromMB_p3_03,Linear_Objective,false,@01_Aelstrom_Greet_05,,,,,S_survivors_mb,,,,,,,,,,,,,,,,,,,,,,,,,
01_AelstromMB_p3_04,Linear_Objective,false,@01_Aelstrom_Greet_06_MB,,,,,S_recoveritems_mb,,,12_demonstorm,,,,,,,,,,,,,,,,,,,,,,
01_AelstromMB_p4_01,Linear_Objective,false,@01_Aelstrom_Greet_07,,,,,S_demonstorm_mb,,,12_demonstorm2_soldier,12_demonstorm2_destroyer,12_demonstorm2_ranger,12_demonstorm2_musketeer,12_demonstorm2_occultist,12_demonstorm2_mystic,12_demonstorm2_swordsman,12_demonstorm2,,,,,,,,,,,,,,,
01_AelstromMB_p3_05,Linear_Objective,false,@01_Aelstrom_Greet_08_MB,,,,,S_demonstorm2_mb,,,12_raisealarm,,,,,,,,,,,,,,,,,,,,,,
01_AelstromMB_p3_06,Linear_Objective,false,@01_Aelstrom_Greet_09,,,,,S_introtosettlement,,,,,,,,,,,,,,,,,,,,,,,,,
01_AelstromWW_p1_01,Linear_Objective,false,@01_Aelstrom_Greet_01_b,,,,,S_getoffbeach_ww,,,06_skinningknife,,,,,,,,,,,,,,,,,,,,,,
01_AelstromWW_p2_01,Linear_Objective,false,@01_Aelstrom_Greet_02,,,,,S_skinningknife,,,,,,,,,,,,,,,,,,,,,,,,,
01_AelstromWW_p3_01,Linear_Objective,false,@01_Aelstrom_Greet_03,,,,,S_boarfeast,,,06_crewmates_soldier,06_crewmates_destroyer,06_crewmates_ranger,06_crewmates_musketeer,06_crewmates_occultist,06_crewmates_mystic,06_crewmates_swordsman,06_crewmates,,,,,,,,,,,,,,,
01_AelstromWW_p3_02,Linear_Objective,false,@01_Aelstrom_Greet_04,,,,,S_crewmates,,,06_survivors_soldier,06_survivors_destroyer,06_survivors_ranger,06_survivors_musketeer,06_survivors_occultist,06_survivors_mystic,06_survivors_swordsman,06_survivors,,,,,,,,,,,,,,,
01_AelstromWW_p3_03,Linear_Objective,false,@01_Aelstrom_Greet_05,,,,,S_survivors,,,,,,,,,,,,,,,,,,,,,,,,,
01_AelstromWW_p3_04,Linear_Objective,false,@01_Aelstrom_Greet_06,,,,,S_recoveritems,,,06_demonstorm,,,,,,,,,,,,,,,,,,,,,,
01_AelstromWW_p4_01,Linear_Objective,false,@01_Aelstrom_Greet_07,,,,,S_demonstorm,,,06_demonstorm2_soldier,06_demonstorm2_destroyer,06_demonstorm2_ranger,06_demonstorm2_musketeer,06_demonstorm2_occultist,06_demonstorm2_mystic,06_demonstorm2_swordsman,06_demonstorm2,,,,,,,,,,,,,,,
01_AelstromWW_p3_05,Linear_Objective,false,@01_Aelstrom_Greet_08,,,,,S_demonstorm2,,,06_raisealarm,,,,,,,,,,,,,,,,,,,,,,
01_AelstromWW_p3_06,Linear_Objective,false,@01_Aelstrom_Greet_09,,,,,S_introtosettlement,,,,,,,,,,,,,,,,,,,,,,,,,
01_Urda_Default,Linear_Objective,true,@01_Urda_Default_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_UrdaMB_Greet_01,Linear_Objective,false,@01_Urda_ConvoMB_01,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
01_UrdaMB_p01_01,Linear_Objective,false,@01_Urda_Greet_01_a_MB,,,,,S_skinningknife_mb,,,12_boarfeast_soldier,12_boarfeast_destroyer,12_boarfeast_ranger,12_boarfeast_musketeer,12_boarfeast_occultist,12_boarfeast_mystic,12_boarfeast_swordsman,12_boarfeast,,,,,,,,,,,,,,,
01_UrdaMB_p01_02,Linear_Objective,false,@01_Urda_Greet_02,,,,,S_boarfeast_mb,,,,,,,,,,,,,,,,,,,,,,,,,
01_UrdaMB_p01_03,Linear_Objective,false,@01_Urda_Greet_03,,,,,S_crewmates_mb,,,,,,,,,,,,,,,,,,,,,,,,,
01_UrdaMB_p01_04,Linear_Objective,false,@01_Urda_Greet_04,,,,,S_recoveritems_mb,,,,,,,,,,,,,,,,,,,,,,,,,
01_UrdaMB_p01_05,Linear_Objective,false,@01_Urda_Greet_05,,,,,S_demonstorm_mb,,,,,,,,,,,,,,,,,,,,,,,,,
01_UrdaMB_p01_06,Linear_Objective,false,@01_Urda_Greet_06,,,,,S_demonstorm2_mb,,,,,,,,,,,,,,,,,,,,,,,,,
01_UrdaMB_p01_07,Linear_Objective,false,@01_Urda_Greet_07,,,,,S_introtosettlement,,,,,,,,,,,,,,,,,,,,,,,,,
01_UrdaWW_p01_01,Linear_Objective,false,@01_Urda_Greet_01_a_WW,,,,,S_skinningknife,,,06_boarfeast_soldier,06_boarfeast_destroyer,06_boarfeast_ranger,06_boarfeast_musketeer,06_boarfeast_occultist,06_boarfeast_mystic,06_boarfeast_swordsman,06_boarfeast,,,,,,,,,,,,,,,
01_UrdaWW_p01_02,Linear_Objective,false,@01_Urda_Greet_02,,,,,S_boarfeast,,,,,,,,,,,,,,,,,,,,,,,,,
01_UrdaWW_p01_03,Linear_Objective,false,@01_Urda_Greet_03,,,,,S_crewmates,,,,,,,,,,,,,,,,,,,,,,,,,
01_UrdaWW_p01_04,Linear_Objective,false,@01_Urda_Greet_04,,,,,S_survivors,,,,,,,,,,,,,,,,,,,,,,,,,
01_UrdaWW_p01_05,Linear_Objective,false,@01_Urda_Greet_05,,,,,S_recoveritems,,,,,,,,,,,,,,,,,,,,,,,,,
01_UrdaWW_p01_06,Linear_Objective,false,@01_Urda_Greet_06,,,,,S_demonstorm2,,,,,,,,,,,,,,,,,,,,,,,,,
