ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,ForceConversationOpen,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
1403_Survivalist_05,Linear_Objective,true,@1403_06_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403_Survivalist_08,Linear_Objective,false,@1403_09_DefaultDialogue,,,,60,,,,1403A_0301_GKW_v2,,,,,,,,,,,,,,,,,,,,,,
1403_Survivalist_09,Linear_Objective,false,@1403_10_DefaultDialogue,,,,,14_Quest_12,,,1403A_0301_GKW_v2,,,,,,,,,,,,,,,,,,,,,,
1407_Commander_00,Linear_Objective,true,@1407_00_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407_Commander_01pre,Linear_Objective,false,@1407_01pre_DefaultDialogue,,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407_Commander_01,Linear_Objective,false,@1407_01_DefaultDialogue,,Marauder,,49,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
1408_Alchemist_00,Linear_Objective,true,@1408_00_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408_Alchemist_01pre,Linear_Objective,false,@1408_01pre_DefaultDialogue,,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408_Alchemist_01,Linear_Objective,false,@1408_01_DefaultDialogue,,Syndicate,,49,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
1409_Adjudicator_00,Linear_Objective,true,@1409_00_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409_Adjudicator_01pre,Linear_Objective,false,@1409_01pre_DefaultDialogue,,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409_Adjudicator_01,Linear_Objective,false,@1409_01_DefaultDialogue,,Covenant,,49,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
1418_Ranger_00,Linear_Objective,true,@1418_01_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412_01_INIT,Linear_Objective,true,@1412_01_DefaultDialogue_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413_Watcher_00,Linear_Objective,true,@1413_03_DefaultDialogue_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417_01_INIT,Linear_Objective,true,@1417_01_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422_00_Innkeep,Linear_Objective,true,@1422_01_Innkeep_TaskTopic,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inn,,
1423_00_Innkeep,Linear_Objective,true,@1423_00_Innkeep,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inn,,
1425_00_Prospector,Linear_Objective,true,@1425_00_DefaultDialogue,,,,,,,,,,,,,,,,,,1425_Prospector_talk,,,,,,,,,,Join_Outpost_Rush,,
1427_CultMother_00_INIT,Linear_Objective,true,@1427_00_DefaultDialogue_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427_CultMother_01,Linear_Objective,false,@1427_01_DefaultDialogue_a,,,,,99D_MSQ_10 || 99_MSQ_56,,,1427_0101_JoinedACult,,,,,,,,,,,,,,,,,,,,,,
1427_CultMother_02,Linear_Objective,false,@1427_02_DefaultDialogue,,,,,14_Quest_17,,,1427_0102_Pilgrimmage01,,,,,,,,,,,,,,,,,,,,,,
1427_CultMother_02_B,Linear_Objective,false,@1427_03_TaskTopic_DefaultDialogue,,,,,,1427_0104_Oath,1427_0104_01_TalkTo_HanFang,,,,,,,,,,,1427_0104_TalkTo_CultMother,,,,,,,,,,,,
1427_CultMother_03,Linear_Objective,false,@1427_04_DefaultDialogue_a,,,,,14_Quest_20,,,,,,,,,,,,,,,,,,,,,,,,,
1427_CultMother_04,Linear_Objective,false,@1427_03_DefaultDialogue_a,,,,,14_Quest_20,,,1427_0106_UmbrageTrial,,,,,,,,,,,,,,,,,,,,,,
1427_CultMother_05,Linear_Objective,false,@1427_05_DefaultDialogue,,,,,14_Quest_21,,,,,,,,,,,,,,,,,,,,,,,,,
1427_CultMother_06,Linear_Objective,false,@1427_06_DefaultDialogue_a,,,,,14_Quest_24,,,1427_0109_DaughtersChoice,,,,,,,,,,,,,,,,,,,,,,
1427_CultMother_07,Linear_Objective,false,@1427_07_DefaultDialogue_a,,,,,14_Quest_25,,,,,,,,,,,,,,,,,,,,,,,,,
1428_CultDaughter_00_INIT,Linear_Objective,true,@1428_00_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428_CultDaughter_01,Linear_Objective,false,@1428_01_DefaultDialogue,,,,,14_Quest_17,,,,,,,,,,,,,,,,,,,,,,,,,
1428_CultDaughter_02,Linear_Objective,false,@1428_02_DefaultDialogue,,,,,14_Quest_18,,,1427_0103_Pilgrimmage02,,,,,,,,,,,,,,,,,,,,,,
1428_CultDaughter_03,Linear_Objective,false,@1428_03_DefaultDialogue,,,,,14_Quest_19,,,,,,,,,,,,,,,,,,,,,,,,,
1428_CultDaughter_01_TaskTopic,Linear_Objective,false,@1428_01_TaskTopic_DefaultDialogue,,,,,,1427_0106_UmbrageTrial,1427_0106_01_TalkTo_Daughter,,,,,,,,,,,1427_0102_TalkTo_Daughter_Umbrage,,,,,,,,,,,,
1428_CultDaughter_04,Linear_Objective,false,@1428_05_DefaultDialogue_a,,,,,14_Quest_20,,,,,,,,,,,,,,,,,,,,,,,,,
1428_CultDaughter_05,Linear_Objective,false,@1428_04_DefaultDialogue,,,,,14_Quest_20,,,,,,,,,,,,,,,,,,,,,,,,,
1428_CultDaughter_06,Linear_Objective,false,@1428_06_DefaultDialogue_a,,,,,14_Quest_21,,,,,,,,,,,,,,,,,,,,,,,,,
1428_CultDaughter_07,Linear_Objective,false,@1428_06_DefaultDialogue_a,,,,,14_Quest_22,,,,,,,,,,,,,,,,,,,,,,,,,
1428_CultDaughter_08,Linear_Objective,false,@1428_08_DefaultDialogue_a,,,,,14_Quest_23,,,,,,,,,,,,,,,,,,,,,,,,,
1428_CultDaughter_09,Linear_Objective,false,@1428_09_DefaultDialogue_a,,,,,14_Quest_24,,,,,,,,,,,,,,,,,,,,,,,,,
1428_CultDaughter_10,Linear_Objective,false,@1428_10_DefaultDialogue_a,,,,,14_Quest_25,,,,,,,,,,,,,,,,,,,,,,,,,
1429_CultOfficer_00_INIT,Linear_Objective,true,@1429_00_DefaultDialogue_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429_CultOfficer_01_TaskTopic,Linear_Objective,false,@1429_01_TaskTopic_DefaultDialogue,,,,,,1427_0101_JoinedACult,1427_0101_03_TalkToCultOfficer,,,,,,,,,,,1427_0101_TalkTo_CultOfficer,,,,,,,,,,,,
1429_CultOfficer_02_TaskTopic,Linear_Objective,false,@1429_02_TaskTopic_DefaultDialogue,,,,,,1427_0102_Pilgrimmage01,1427_0102_01_TalkToCultOfficer,,,,,,,,,,,1427_0102_TalkTo_CultOfficer_Pilgrimmage,,,,,,,,,,,,
1429_CultOfficer_01,Linear_Objective,false,@1429_01_DefaultDialogue,,,,,14_Quest_17,,,,,,,,,,,,,,,,,,,,,,,,,
1429_CultOfficer_02,Linear_Objective,false,@1429_02_DefaultDialogue,,,,,14_Quest_18,,,,,,,,,,,,,,,,,,,,,,,,,
1429_CultOfficer_03,Linear_Objective,false,@1429_04_DefaultDialogue,,,,,14_Quest_20,,,,,,,,,,,,,,,,,,,,,,,,,
1429_CultOfficer_04,Linear_Objective,false,@1429_03_DefaultDialogue_a,,,,,14_Quest_19,,,1427_0104_Oath,,,,,,,,,,,,,,,,,,,,,,
1429_CultOfficer_05,Linear_Objective,false,@1429_05_DefaultDialogue_a,,,,,14_Quest_20,,,,,,,,,,,,,,,,,,,,,,,,,
