ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
12_00_GaetanFortier,Linear_Objective,true,@NPC_DefaultDialogue_00_GaetanFortier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12_00_Lochnir,Linear_Objective,true,@NPC_DefaultDialogue_00_Lochnir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12_01_Lochnir,Linear_Objective,false,@NPC_DefaultDialogue_01_Lochnir,,,,12A_MSQ_01,,,12A_MSQ_02_InnTutorial,,,,,,,,,,,,,,,,,,,,,,
12_02_Lochnir,Linear_Objective,false,@NPC_DefaultDialogue_02_Lochnir,,,,12A_MSQ_02,,,,,,,,,,,,,,,,,,,,,,,,,
12_03_Lochnir,Linear_Objective,false,@NPC_DefaultDialogue_03_Lochnir,,,,,12A_MSQ_10_ConfrontLochnir,12A_MSQ_10_ConfrontLochnir_TalkLochnir,,,,,,,,,,,12_03_MSQ_10_Lochnir_Explains,,,,,,,,,,,,
12_03_Lochnir_alt,Linear_Objective,false,@NPC_DefaultDialogue_03_Lochnir,,,,,12A_MSQ_10_ConfrontLochnir_alt,12A_MSQ_10_ConfrontLochnir_TalkLochnir,,,,,,,,,,,12_03_MSQ_10_Lochnir_Explains,,,,,,,,,,,,
12_04_Lochnir,Linear_Objective,false,@NPC_DefaultDialogue_04_Lochnir,,,,12A_MSQ_10,,,,,,,,,,,,,,,,,,,,,,,,,
12_05_Lochnir,Linear_Objective,false,@NPC_DefaultDialogue_05_Lochnir,,,,,12A_MSQ_17_LochnirsNotes,12A_MSQ_17_LochnirsNotes_TalkLochnir,,,,,,,,,,,12A_MSQ_17_LochnirsNotes_TalkLochnir,,,,,,,,,,,,
12_06_Lochnir,Linear_Objective,false,@NPC_DefaultDialogue_06_Lochnir,,,,12A_Lochnir17,,,,,,,,,,,,,,,,,,,,,,,,,
12_00_MB_Grace,Linear_Objective,true,@NPC_DefaultDialogue_00_MB_Grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12_01_MB_Grace,Linear_Objective,false,@NPC_DefaultDialogue_01_MB_Grace,,,,12A_MSQ_02,,,12A_MSQ_03_VaultTutorial,,,,,,,,,,,,,,,,,,,,,,
12_02_MB_Grace,Linear_Objective,false,@NPC_DefaultDialogue_02_MB_Grace,,,,12A_MSQ_03,,,12A_MSQ_04_MeetPayne,,,,,,,,,,,,,,,,,,,,,,
12_03_MB_Grace,Linear_Objective,false,@NPC_DefaultDialogue_03_MB_Grace,,,,12A_MSQ_04,,,,,,,,,,,,,,,,,,,,,,,,,
12_04_MB_Grace,Linear_Objective,false,@NPC_DefaultDialogue_04_MB_Grace,,,,12A_MSQ_10,,,,,,,,,,,,,,,,,,,,,,,,,
12_12_MB_Grace,Linear_Objective,false,@12A_MSQ_15_DefeatNavigator_Obj_Proposal_Next_alt,,,,,12A_MSQ_15_DefeatNavigator,12A_MSQ_15_DefeatNavigator_SpeakGrace,,,,,,,,,,,12_12_MSQ_15_GraceOMalley,,,,,,,,,,,,
12_11_MB_Grace,Linear_Objective,false,@12A_MSQ_15_DefeatNavigator_TalkTo_Start,,,,,12A_MSQ_15_DefeatNavigator,12A_MSQ_15_DefeatNavigator_TalkGrace,,,,,,,,,,,12_11_MSQ_15_GraceOMalley,,,,,,,,,,,,
12_05_MB_Grace,Linear_Objective,false,@NPC_DefaultDialogue_05_MB_Grace,,,,12A_MSQ_15,,,,,,,,,,,,,,,,,,,,,,,,,
12_06_MB_Grace,Linear_Objective,false,@NPC_DefaultDialogue_06_MB_Grace,,,,12A_MSQ_17,,,12A_MSQ_18_InspectStatue,,,,,,,,,,,,,,,,,,,,,,
12_07_MB_Grace,Linear_Objective,false,@NPC_DefaultDialogue_07_MB_Grace,,,,12A_MSQ_18,,,12A_MSQ_19_MeetPercilla,,,,,,,,,,,,,,,,,,,,,,
12_08_MB_Grace,Linear_Objective,false,@NPC_DefaultDialogue_08_MB_Grace,,,,12A_MSQ_19,,,,,,,,,,,,,,,,,,,,,,,,,
12_09_MB_Grace,Linear_Objective,false,@NPC_DefaultDialogue_09_MB_Grace,,,,12A_MSQ_21,,,12A_MSQ_22_DestroyShrine,,,,,,,,,,,,,,,,,,,,,,
12_10_MB_Grace,Linear_Objective,false,@NPC_DefaultDialogue_10_MB_Grace,,,,12A_MSQ_22,,,,,,,,,,,,,,,,,,,,,,,,,
12_00_SerPayneBennett,Linear_Objective,true,@NPC_DefaultDialogue_00_SerPayneBennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12_01_SerPayneBennett,Linear_Objective,false,@NPC_DefaultDialogue_01_SerPayneBennett,,,,S_introtosettlement,,,12A_MSQ_01_SpeakLochnir,,,,,,,,,,,,,,,,,,,,,,
12_01a1_SerPayneBennett,Linear_Objective,false,@NPC_DefaultDialogue_00_SerPayneBennett,,,,,06A_MSQ_01_Quartermaster,06A_MSQ_01_Quartermaster_container,,,,,,,,,,,,,,,,,,,,,,,
12_01a2_SerPayneBennett,Linear_Objective,false,@NPC_DefaultDialogue_00_SerPayneBennett,,,,06A_MSQ_01,,,,,,,,,,,,,,,,,,,,,,,,,
12_01a3_SerPayneBennett,Linear_Objective,false,@NPC_DefaultDialogue_01_SerPayneBennett,,,,S_introtosettlement&&MSQ_00_init,,,12A_MSQ_01_SpeakLochnir,,,,,,,,,,,,,,,,,,,,,,
12_01B_SerPayneBennett,Linear_Objective,false,@NPC_DefaultDialogue_01B_SerPayneBennett,,,,12A_MSQ_01,,,,,,,,,,,,,,,,,,,,,,,,,
12_02_SerPayneBennett,Linear_Objective,false,@NPC_DefaultDialogue_02_SerPayneBennett,,,,,12A_MSQ_04_MeetPayne,12A_MSQ_04_MeetPayne_TalkPayne,,,,,,,,,,,12_01_MSQ_04_SerPayneBennett,,,,,,,,,,,,
12_03_SerPayneBennett,Linear_Objective,false,@NPC_DefaultDialogue_03_SerPayneBennett,,,,12A_MSQ_04,,,,,,,,,,,,,,,,,,,,,,,,,
12_04_SerPayneBennett,Linear_Objective,false,@NPC_DefaultDialogue_04_SerPayneBennett,,,,12A_MSQ_08,,,,,,,,,,,,,,,,,,,,,,,,,
12_05_SerPayneBennett,Linear_Objective,false,@12A_MSQ_12_CampTutorial_TalkTo_Start,,,,,12A_MSQ_12_CampTutorial,12A_MSQ_12_CampTutorial_TalkToKnight,,,,,,,,,,,12_02_MSQ_12_SerPayneBennett,,,,,,,,,,,,
12_06_SerPayneBennett,Linear_Objective,false,@NPC_DefaultDialogue_06_SerPayneBennett,,,,12A_MSQ_12,,,12A_MSQ_13_StormBeach,,,,,,,,,,,,,,,,,,,,,,
12_07_SerPayneBennett,Linear_Objective,false,@NPC_DefaultDialogue_07_SerPayneBennett,,,,12A_MSQ_13,,,12A_MSQ_15_DefeatNavigator,,,,,,,,,,,,,,,,,,,,,,
12_09_SerPayneBennett,Linear_Objective,false,@NPC_DefaultDialogue_09_SerPayneBennett,,,,12A_MSQ_15,,,12A_MSQ_16_FastTravel,,,,,,,,,,,,,,,,,,,,,,
12_10_SerPayneBennett,Linear_Objective,false,@NPC_DefaultDialogue_10_SerPayneBennett,,,,12A_MSQ_16,,,,,,,,,,,,,,,,,,,,,,,,,
12_00_RegentJinJae,Linear_Objective,true,@NPC_DefaultDialogue_00_RegentJinJae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12_01_RegentJinJae,Linear_Objective,false,@NPC_DefaultDialogue_01_RegentJinJae,,,,12A_MSQ_04,,,12A_MSQ_06_ToMiclot,,,,,,,,,,,,,,,,,,,,,,
12_02_RegentJinJae,Linear_Objective,false,@NPC_DefaultDialogue_02_RegentJinJae,,,,12A_MSQ_06,,,,,,,,,,,,,,,,,,,,,,,,,
12_03_RegentJinJae,Linear_Objective,false,@NPC_DefaultDialogue_03_RegentJinJae,,,,12A_MSQ_09,,,12A_MSQ_10_ConfrontLochnir,,,,,,,,,,,,,,,,,,,,,,
12_03a_RegentJinJae,Linear_Objective,false,@NPC_DefaultDialogue_03_RegentJinJae,,,,12A_MSQ_09 && (06A_MSQ_07 || S_campingunlock),,,12A_MSQ_10_ConfrontLochnir_alt,,,,,,,,,,,,,,,,,,,,,,
12_04_RegentJinJae,Linear_Objective,false,@NPC_DefaultDialogue_04_RegentJinJae,,,,12A_MSQ_10,,,12A_MSQ_12_CampTutorial,,,,,,,,,,,,,,,,,,,,,,
12_05_RegentJinJae,Linear_Objective,false,@NPC_DefaultDialogue_06_RegentJinJae,,,,12A_MSQ_12,,,,,,,,,,,,,,,,,,,,,,,,,
12_06_RegentJinJae,Linear_Objective,false,@NPC_DefaultDialogue_06A_RegentJinJae,,,,12A_MSQ_13,,,,,,,,,,,,,,,,,,,,,,,,,
12_07_RegentJinJae,Linear_Objective,false,@NPC_DefaultDialogue_07_RegentJinJae,,,,12A_MSQ_16,,,12A_MSQ_17_LochnirsNotes,,,,,,,,,,,,,,,,,,,,,,
12_08_RegentJinJae,Linear_Objective,false,@NPC_DefaultDialogue_08_RegentJinJae,,,,12A_MSQ_17,,,,,,,,,,,,,,,,,,,,,,,,,
12_09_RegentJinJae,Linear_Objective,false,@12A_MSQ_19_MeetPercilla_TalkTo_Start,,,,,12A_MSQ_19_MeetPercilla,12A_MSQ_19_MeetPercilla_TalkToRegent,,,,,,,,,,,12A_MSQ_19_RegentJinJae,,,,,,,,,,,,
12_09A_RegentJinJae,Linear_Objective,false,@NPC_DefaultDialogue_09_RegentJinJae,,,,12A_Regent19,,,,,,,,,,,,,,,,,,,,,,,,,
12_10_RegentJinJae,Linear_Objective,false,@NPC_DefaultDialogue_10_RegentJinJae,,,,12A_MSQ_25,,,12A_MSQ_26_ToYonas,,,,,,,,,,,,,,,,,,,,,,
12_10a_RegentJinJae,Linear_Objective,false,@NPC_DefaultDialogue_10_RegentJinJae,,,,12A_MSQ_25 && 12_Quest_06,,,12A_MSQ_26_ToYonas_alt,,,,,,,,,,,,,,,,,,,,,,
12_11_RegentJinJae,Linear_Objective,false,@NPC_DefaultDialogue_11_RegentJinJae,,,,MSQ_00_init && 12A_MSQ_25,,,,,,,,,,,,,,,,,,,,,,,,,
12_00_AllyaMusa,Linear_Objective,true,@NPC_DefaultDialogue_00_AllyaMusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12_01_AllyaMusa,Linear_Objective,false,@NPC_DefaultDialogue_01_AllyaMusa,,,,12A_MSQ_06,,,12A_MSQ_07_FreeMiners,,,,,,,,,,,,,,,,,,,,,,
12_02_AllyaMusa,Linear_Objective,false,@NPC_DefaultDialogue_02_AllyaMusa,,,,12A_MSQ_07,,,,,,,,,,,,,,,,,,,,,,,,,
12_00_EliasDerit,Linear_Objective,true,@NPC_DefaultDialogue_00_EliasDerit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12_01_EliasDerit,Linear_Objective,false,@NPC_DefaultDialogue_01_EliasDerit,,,,12A_MSQ_07,,,12A_MSQ_08_DestroyRune,,,,,,,,,,,,,,,,,,,,,,
12_02_EliasDerit,Linear_Objective,false,@NPC_DefaultDialogue_02_EliasDerit,,,,12A_MSQ_08,,,12A_MSQ_09_ReturnRegent,,,,,,,,,,,,,,,,,,,,,,
12_03_EliasDerit,Linear_Objective,false,@NPC_DefaultDialogue_03_EliasDerit,,,,12A_MSQ_09,,,,,,,,,,,,,,,,,,,,,,,,,
12_00_YoungeGeiser,Linear_Objective,true,@NPC_DefaultDialogue_00_YoungeGeiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
