ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,ForceConversationOpen,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
fish_perronelle_00,Linear_Objective,true,@fish_perronelle_00_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish_perronelle_01,Linear_Objective,false,@fish_perronelle_00_DefaultDialogue,,,,,S_introtosettlement,,,C91_FQ_01_UnpathedWaters,,,,,,,,,,,,,,,,,,,,,,
fish_perronelle_02,Linear_Objective,false,@fish_perronelle_01_DefaultDialogue,,,,,C91_FishQ_01,,,C91_FQ_02_UndreamedShores,,,,,,,,,,,,,,,,,,,,,,
fish_Perronelle_Vector_02,Linear_Objective,false,@fish_perronelle_01_DefaultDialogue,,,,,C91_FishQ_04_Swap,,,C91_FQ_02_UndreamedShores,,,,,,,,,,,,,,,,,,,,,,
fish_Perronelle_Vector_03,Linear_Objective,false,@fish_perronelle_02_DefaultDialogue_Vector,,,,,C91_FishQ_02,,,C91_FQ_02_Vector,,,,,,,,,,,,,,,,,,,,,,
fish_perronelle_03,Linear_Objective,false,@fish_perronelle_02_DefaultDialogue,,,,,C91_FishQ_02,,,C91_FQ_07_DepthsClose,,,,,,,,,,,,,,,,,,,,,,
fish_perronelle_04,Linear_Objective,false,@C91_FQ_08_FisherKing_Perronelle_post,,,,,C91_FishQ_08,,,,,,,,,,,,,,,,,,,,,,,,,
fish_khadijah_00,Linear_Objective,true,@fish_khadijah_00_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish_khadijah_01,Linear_Objective,false,@fish_khadijah_00_DefaultDialogue,,,,,C91_FQ_02_Vector,,,C91_FQ_03_DeboshedFish,,,,,,,,,,,,,,,,,,,,,,
fish_khadijah_02,Linear_Objective,false,@fish_khadijah_01_DefaultDialogue,,,,,C91_FQ_05_Vector,,,C91_FQ_06_RotsHead,,,,,,,,,,C91_Khadijah_ExplainHotspots,,,,,,,,,,,,
fish_khadijah_Vector_03,Linear_Objective,false,@fish_khadijah_02_DefaultDialogue_Vector,,,,,C91_FishQ_03,,,C91_FQ_03_Vector,,,,,,,,,,,,,,,,,,,,,,
Fish_khadijah_Vector_06,Linear_Objective,false,@fish_khadijah_03_DefaultDialogue_Vector,,,,,C91_FishQ_06,,,C91_FQ_06_Vector,,,,,,,,,,,,,,,,,,,,,,
fish_khadijah_03,Linear_Objective,false,@C91_FQ_08_FisherKing_Khadijah_post,,,,,C91_FishQ_08,,,,,,,,,,,,,C91_Khadijah_ExplainHotspots,,,,,,,,,,,,
fish_ishikawa_00,Linear_Objective,true,@fish_ishikawa_00_DefaultDialogue,,,,,,,,,,,,,,,,,,C91_Ishii_ExplainHotspots,,,,,,,,,,,,
fish_ishikawa_01,Linear_Objective,false,@fish_ishikawa_01_DefaultDialogue,,,,,C91_FQ_03_Vector,,,C91_FQ_04_MelancholyBait,,,,,,,,,,C91_Ishii_ExplainHotspots,,,,,,,,,,,,
fish_ishikawa_02,Linear_Objective,false,@fish_ishikawa_02_DefaultDialogue,,,,,C91_FishQ_04,,,C91_FQ_05_GildedTombs,,,,,,,,,,C91_Ishii_ExplainHotspots,,,,,,,,,,,,
fish_urashima_Vector_05,Linear_Objective,false,@fish_ishikawa_00_DefaultDialogue_Vector,,,,,C91_FishQ_05,,,C91_FQ_05_Vector,,,,,,,,,,,,,,,,,,,,,,
fish_ishikawa_03,Linear_Objective,false,@C91_FQ_08_FisherKing_Urashima_post,,,,,C91_FishQ_08,,,,,,,,,,,,,C91_Ishii_ExplainHotspots,,,,,,,,,,,,
fish_pelles_00,Linear_Objective,true,@fish_pelles_00_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish_pelles_01,Linear_Objective,false,@fish_pelles_00_DefaultDialogue,,,,,C91_FishQ_07,,,C91_FQ_08_FisherKing,,,,,,,,,,,,,,,,,,,,,,
fish_pelles_02,Linear_Objective,false,@fish_pelles_01_DefaultDialogue,,,,,C91_FQ_08_FisherKing_IGC_Watched,C91_FQ_08_FisherKing,C91_FQ_08_07_TaskTalkToPelles,,,,,,,,,,,C91_FQ_08_FisherKing_T1,,,,,,,,,,,,
fish_pelles_03,Linear_Objective,false,@C91_FQ_08_FisherKing_Pelles_post,,,,,C91_FishQ_07_Swap,,,,,,,,,,,,,,,,,,,,,,,,,
