ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
0401_00_Watcher,Linear_Objective,true,@NPC_DefaultDialogue_0401_00_Watcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0401_01_Watcher,Linear_Objective,false,@NPC_DefaultDialogue_0401_01_Watcher,,,,S_getoffbeach,,,0401_0101_culldrowned,,,,,,,,,,,,,,,,,,,,,,
0401_01a_Watcher,Linear_Objective,false,@0401_0102_campandtools_proposal,,,,S_culldrowned,,,0401_0102_campandtools,,,,,,,,,,,,,,,,,,,,,,
0401_01b_Watcher,Linear_Objective,false,@0401_0103_boarproblem_proposal,,,,S_campandtools,,,0401_0103_boarproblem,,,,,,,,,,,,,,,,,,,,,,
0401_02_Watcher,Linear_Objective,false,@NPC_DefaultDialogue_0401_02_Watcher,,,,S_boarproblem,,,0401_0104_xmarksthespot_p1,,,,,,,,,,0401_Watcher_Death,,,,,,,,,,,,
0401_03_Watcher,Linear_Objective,false,@NPC_DefaultDialogue_0401_03_Watcher,,,,S_xmarksthespot_p1,,,0401_0107_preciouscargo,,,,,,,,,,0401_Watcher_Corruption,,,,,,,,,,,,
0401_04_Watcher,Linear_Objective,false,@NPC_DefaultDialogue_0401_04_Watcher,,,,S_preciouscargo,,,0401_0108_introtosettlement,,,,,,,,,,,,,,,,,,,,,,
0401_05_Watcher,Linear_Objective,false,@NPC_DefaultDialogue_0401_05_Watcher,,,,S_introtosettlement,,,,,,,,,,,,,,,,,,,,,,,,,
0404_00_Overseer,Linear_Objective,true,@NPC_DefaultDialogue_0404_00_Overseer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0404_01_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_0404_01_Overseer,,,,S_introtosettlement,,,0401_0108_warnmagistrate,,,,,,,,,,,,,,,,,,,,,,
0404_02_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_0404_02_Overseer,,,,S_warnmagistrate,,,0404_0104_overseersettlement,,,,,,,,,,,,,,,,,,,,,,
0404_03_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_0404_03_Overseer,,,,S_overseersettlement,,,0404_0103_introtoartificer,,,,,,,,,,,,,,,,,,,,Community_Board,,
0404_03A_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_0404_03A_Overseer,,,,S_factionhandoff,,,,,,,,,,,,,0404_Constable_EncroachingCorruption,,,,,,,,,,,,
0404_03B_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_0404_03B_Overseer,,,,S_encroachingcorruption,,,,,,,,,,,,,,,,,,,,,,,Community_Board,,
0404_04_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_0404_04_Overseer,,,,04_Quest_15,,,0404_0402_BreakingDay,,,,,,,,,,,,,,,,,,,,Community_Board,,
0404_05_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_0404_05_Overseer,,,,04_Quest_02,,,,,,,,,,,,,,,,,,,,,,,Community_Board,,
0402_00_Magistrate,Linear_Objective,true,@NPC_DefaultDialogue_0402_00_Magistrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0402_01_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_0402_01_Magistrate,,,,S_warnmagistrate,,,0406_0103_hearthandhome,,,,,,,,,,,,,,,,,,,,,,
0402_02_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_0402_02_Magistrate,,,,S_hearthhome,,,0406_0101_intrototrader,,,,,,,,,,0402_Magistrate_Everfall,,,,,,,,,,,,
0402_03_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_0402_03_Magistrate,,,,S_intrototrader,,,0403_0102_introtooverseer,,,,,,,,,,0402_Magistrate_Everfall,,,,,,,,,,,,
0402_04_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_0402_04_Magistrate,,,,S_returntomagistrate,,,0402_0202_introtoallfactions,,,,,,,,,,0402_Magistrate_FactionsReady,,,,,,,,,,,,
