ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,ForceConversationOpen,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
0803_00_Survivalist,Linear_Objective,1,@NPC_DefaultDialogue_0803_00_Survivalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0824_00_Innkeep,Linear_Objective,1,@NPC_DefaultDialogue_0824_00_Innkeep,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inn,,
0807_00_Commander,Linear_Objective,1,@NPC_DefaultDialogue_0807_00_Commander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0807_01_Commander,Linear_Objective,0,@NPC_DefaultDialogue_0807_01_Commander,,Marauder,,49,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0807_01pre_Commander,Linear_Objective,0,@NPC_DefaultDialogue_0807_01pre_Commander,,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0807_02_Commander,Linear_Objective,0,@NPC_DefaultDialogue_0807_02_Commander,,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0807_03_Commander,Linear_Objective,0,@NPC_DefaultDialogue_0807_03_Commander,,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0808_00_Alchemist,Linear_Objective,1,@NPC_DefaultDialogue_0808_00_Alchemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0808_01_Alchemist,Linear_Objective,0,@NPC_DefaultDialogue_0808_01_Alchemist,,Syndicate,,49,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0808_01pre_Alchemist,Linear_Objective,0,@NPC_DefaultDialogue_0808_01pre_Alchemist,,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0808_02_Alchemist,Linear_Objective,0,@NPC_DefaultDialogue_0808_02_Alchemist,,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0808_03_Alchemist,Linear_Objective,0,@NPC_DefaultDialogue_0808_03_Alchemist,,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0809_00_Adjudicator,Linear_Objective,1,@NPC_DefaultDialogue_0809_00_Adjudicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0809_01_Adjudicator,Linear_Objective,0,@NPC_DefaultDialogue_0809_01_Adjudicator,,Covenant,,49,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0809_01pre_Adjudicator,Linear_Objective,0,@NPC_DefaultDialogue_0809_01pre_Adjudicator,,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0809_02_Adjudicator,Linear_Objective,0,@NPC_DefaultDialogue_0809_02_Adjudicator,,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0809_03_Adjudicator,Linear_Objective,0,@NPC_DefaultDialogue_0809_03_Adjudicator,,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0810_00_Barkeep,Linear_Objective,1,@NPC_DefaultDialogue_0810_01_Barkeep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0899_00_Liberator,Linear_Objective,1,@NPC_DefaultDialogue_0899_00_Liberator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0899_01_Liberator_b,Linear_Objective,0,@NPC_DefaultDialogue_0899_01_Liberator,,,,55,,,,0899_0801_Liberation_2,,,,,,,,,,,,,,,,,,,,,,
0826_00_MaWeizhe,Linear_Objective,1,@08_SQ_MaXinyi_Greet_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0826_01_MaWeizhe,Linear_Objective,0,@08_SQ_ER_FreeTigers_MaXinyi_start_Greet,,,,,99F_MSQ_02,,,0826_0801_ToBeFree,,,,,,,,,,,,,,,,,,,,,,
0826_02_MaWeizhe,Linear_Objective,0,@08_SQ_MaXinyi_Greet_01,,,,,08_Quest_18,,,,,,,,,,,,,,,,,,,,,,,,,
0826_03_MaWeizhe,Linear_Objective,FALSE,@08_SQ_ER_KillTigers_MaXinyi_start_Greet,,,,,08_Quest_18 && 99F_MSQ_06,,,08a03_08a11_TigerTiger,,,,,,,,,,,,,,,,,,,,,,
0826_04_MaWeizhe,Linear_Objective,0,@08_SQ_MaXinyi_Greet_02,,,,,08a_Quest_11,,,,,,,,,,,,,,,,,,,,,,,,,
08_00_ElderKemba,Linear_Objective,1,@08_SQ_ElderKemba_Greet_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08_01_ElderKemba,Linear_Objective,0,@08_SQ_ER_KembaFriends_ElderKemba_start_Greet,,,,,08_Quest_19,,,08a04_08a04_FlowerForTheDeparted,,,,,,,,,,,,,,,,,,,,,,
08_02_ElderKemba,Linear_Objective,0,@NPC_DefaultDialog_01_ElderKemba,,,,,08a_Quest_04,,,,,,,,,,,,,,,,,,,,,,,,,
0830_00_Posting,Linear_Objective,1,@NPC_DefaultDialogue_0830_00_Posting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0830_01_Posting,Linear_Objective,0,@08_SQ_ER_FightIvan_WantedPoster_start_Greet,,,,,99E_MSQ_10,,,0830_0801_Inevitable,,,,,,,,,,,,,,,,,,,,,,
0830_02_Posting,Linear_Objective,0,@NPC_DefaultDialogue_0830_02_Posting,,,,,08_Quest_19,,,,,,,,,,,,,,,,,,,,,,,,,
0828_00_YueLai,Linear_Objective,1,@08_SQ_YueLai_Greet_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0828_01_YueLai,Linear_Objective,0,@08_SQ_ER_KnockDownIdol_YueLai_start_Greet,,,,,99F_MSQ_04,,,0828_0801_Deadeye,,,,,,,,,,,,,,,,,,,,,,
0828_02_YueLai,Linear_Objective,0,@08_SQ_ER_StealBackArtifacts_YueLai_start_Greet,,,,,08_Quest_23,,,0828_0802_Trinkets,,,,,,,,,,,,,,,,,,,,,,
0828_03_YueLai,Linear_Objective,0,@08_SQ_YueLai_Greet_01,,,,,08_Quest_24,,,,,,,,,,,,,,,,,,,,,,,,,
0828_04_YueLai,Linear_Objective,0,@08_SQ_ER_CollectScrolls_YueLai_start_Greet,,,,,99F_MSQ_08 && 08_Quest_24,,,0828_0803_Legacy,,,,,,,,,,,,,,,,,,,,,,
0828_05_YueLai,Linear_Objective,0,@08_SQ_YueLai_Greet_02,,,,,08_Quest_25,,,,,,,,,,,,,,,,,,,,,,,,,
0828_06_YueLai,Linear_Objective,0,@08_SQ_ER_CleanseShrine_Yue_TalkTo_Start_Greet,,,,,,08a05_08a06_ShrineCleansing,08a05_08a06_d_00_TalkToYue,,,,,,,,,,,08_SQ_ER_CleanseShrine_Yue_TalkTo,,,,,,,,,,,,
0827_00_Bardroy,Linear_Objective,1,@08_SQ_Bardroy_Greet_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0827_01_Bardroy,Linear_Objective,0,@08_SQ_ER_TeachIdiots_Bardroy_start_Greet,,,,,99F_MSQ_04,,,0827_0801_Brothers,,,,,,,,,,,,,,,,,,,,,,
0827_02_Bardroy,Linear_Objective,0,@08_SQ_Bardroy_Greet_01,,,,,08_Quest_15,,,,,,,,,,,,,,,,,,,,,,,,,
0827_03_Bardroy,Linear_Objective,0,@08_SQ_ER_RetrievePuzzleBox_Bardroy_start_Greet,,,,,08_Quest_15 && 99F_MSQ_08,,,08a04_08a12_CaptainsOrders,,,,,,,,,,,,,,,,,,,,,,
0827_04_Bardroy,Linear_Objective,0,@08_SQ_Bardroy_Greet_02,,,,,08a_Quest_12,,,,,,,,,,,,,,,,,,,,,,,,,
08_00_Redridge,Linear_Objective,1,@08_SQ_Redridge_Greet_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08_01_Redridge,Linear_Objective,0,@08_SQ_ER_CollectFungus_Redridge_start_Greet,,,,,99E_MSQ_10,,,08a02_08a01_TheShowMustGoOn,,,,,,,,,,,,,,,,,,,,,,
08_02_Redridge,Linear_Objective,0,@08_SQ_Redridge_Greet_01,,,,,08a_Quest_01,,,,,,,,,,,,,,,,,,,,,,,,,
08_03_Redridge,Linear_Objective,0,@08_SQ_ER_AvengePlay_Redridge_start_Greet,,,,,99F_MSQ_09 && 08a_Quest_01,,,08a02_08a08a_CorruptedCritics,,,,,,,,,,,,,,,,,,,,,,
08_04_Redridge,Linear_Objective,0,@08_SQ_Redridge_Greet_02,,,,,08a_Quest_08a,,,,,,,,,,,,,,,,,,,,,,,,,
08_00_ArtificerLong,Linear_Objective,1,@08_SQ_ArtificerLong_Greet_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08_01_ArtificerLong,Linear_Objective,0,@08_SQ_ER_CollectDryadWood_ArtificerLong_start_Greet,,,,,99F_MSQ_07,,,08a05_08a09_StudyInGreen,,,,,,,,,,,,,,,,,,,,,,
08_02_ArtificerLong,Linear_Objective,0,@08_SQ_ArtificerLong_Greet_01,,,,,08a_Quest_09,,,,,,,,,,,,,,,,,,,,,,,,,
