ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,ForceConversationOpen,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
0402a_Magistrate_00,Linear_Objective,true,@0402a_Magistrate_INIT_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0402a_Magistrate_02,Linear_Objective,false,@0402a_Magistrate_Comment_Rumors_a,,,,,99A_MSQ_02,,,,,,,,,,,,,,,,,,,,,,,,,
0402a_Magistrate_03,Linear_Objective,false,@0402a_Magistrate_Comment_SeekingAdiana_a,,,,,99A_MSQ_03,,,,,,,,,,,,,,,,,,,,,,,,,
0402a_Magistrate_04,Linear_Objective,false,@0402a_Magistrate_Comment_ReturnStaff_a,,,,,99_MSQ_19a,,,,,,,,,,,,,,,,,,,,,,,,,
0402a_Magistrate_05,Linear_Objective,false,@0402a_Magistrate_Comment_UseStaff_a,,,,,99_MSQ_20,,,,,,,,,,,,,,,,,,,,,,,,,
0402a_04A_Magistrate_TaskTopic_ReturnStaff,Linear_Objective,false,@0402a_Magistrate_TaskTopic_ReturnStaff_a,,,,,,99A_MSQ_12_ReturnStaff,99A_MSQ_12_02_container_TalktoNPCs,,,,,,,,,,,0402a_Magistrate_TaskTopic_ReturnStaff,,,,,,,,,,,,
0402a_Magistrate_TaskTopic_ChooseInstrument,Linear_Objective,false,@0402a_Magistrate_TaskTopic_ChooseInstrument_a,,,,,,04A_Side05_01_ChooseInstrument,04A_Side05_01_01A_TalkToMagistrate,,,,,,,,,,,0402a_Magistrate_TaskTopic_ChooseInstrument,,,,,,,,,,,,
0402a_Magistrate_TaskConversation_PlayForTown,Linear_Objective,false,@0402a_Magistrate_TaskConversation_PlayForTown_a,,,,,,04A_Side05_02_PlayForTown,04A_Side05_02_01_TalkToMagistrate,,,,,,,,,,,,,,,,,,,,,,,
0402a_Magistrate_TaskTopic_PlayForTown,Linear_Objective,false,@0402a_Magistrate_TaskTopic_PlayForTown,,,,,,04A_Side05_02_PlayForTown,04A_Side05_02_01_TalkToMagistrate_02,,,,,,,,,,,0402a_Magistrate_TaskTopic_PlayForTown,,,,,,,,,,,,
0403a_00_HuntsmanLee,Linear_Objective,true,@NPC_DefaultDialogue_0403a_00_HuntsmanLee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0403a_01_HuntsmanLee,Linear_Objective,false,@0403a_00_HuntsmanLee_OfferFineFurs_a,,,,,04A_Side01_01,,,04A_Side01_02_NiceFurs,,,,,,,,,,,,,,,,,,,,,,
0403a_02_HuntsmanLee,Linear_Objective,false,@0403a_00_HuntsmanLee_Comment_FineFurs_a,,,,,04A_Side01_02,,,,,,,,,,,,,,,,,,,,,,,,,
0403a_Huntsman_TaskTopic_DeliverPotions,Linear_Objective,false,@04A_Side08_03_DeliverPotions_TalkTo_Odnell,,,,,,04A_Side08_03_DeliverPotions,04A_Side08_03_03C_TalkToOdnell,,,,,,,,,,,0403a_Huntsman_TaskTopic_DeliverPotions,,,,,,,,,,,,
0403a_01A_HuntsmanLee_TaskTopic_Adiana,Linear_Objective,false,@0403a_00_HuntsmanLee_TaskTopic_Adiana,,,,,,99A_MSQ_04_ToAdiana,99A_MSQ_04_02_container_TalktoNPCs,,,,,,,,,,,0403a_Huntsman_TaskTopic_AskAboutAdiana,,,,,,,,,,,,
0450a_TownGuard,Linear_Objective,true,@0450a_TownGuard_INIT_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0450a_TownGuard_01_TaskTopic,Linear_Objective,false,@0450a_TownGuard_TaskTopic_a_new,,,,,,99A_MSQ_02_Rumors,99A_MSQ_02_02a_TalkToTownGuard,,,,,,,,,,,0450a_TownGuard_TaskTopic_RumorsMSQ,,,,,,,,,,,,
0404a_Constable_00,Linear_Objective,true,@0404a_Constable_INIT_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0404a_Constable_02,Linear_Objective,false,@0404a_Constable_Comment_Rumors_a,,,,,99A_MSQ_02,,,,,,,,,,,,,,,,,,,,,,,,,
0404a_Constable_03,Linear_Objective,false,@0404a_Constable_Comment_SeekingAdiana_a_new,,,,,99A_MSQ_03,,,,,,,,,,,,,,,,,,,,,,,,,
0404a_Constable_04,Linear_Objective,false,@0404a_Constable_Comment_ReturnStaff_new,,,,,99_MSQ_19a,,,,,,,,,,,,,,,,,,,,,,,,,
0404a_Constable_05,Linear_Objective,false,@0404a_Constable_Comment_ReturnStaff_new,,,,,99_MSQ_20,,,,,,,,,,,,,,,,,,,,,,,,,
0404a_Constable_TaskTopic_ChooseInstrument,Linear_Objective,false,@0404a_Constable_TaskTopic_ChooseInstrument,,,,,,04A_Side05_01_ChooseInstrument,04A_Side05_01_01B_TalkToConstable,,,,,,,,,,,0404a_Constable_TaskTopic_ChooseInstrument,,,,,,,,,,,,
0404a_Constable_TaskConversation_PlayForTown,Linear_Objective,false,@0404a_Constable_TaskConversation_PlayForTown_a,,,,,,04A_Side05_02_PlayForTown,04A_Side05_02_03_TalkToConstable,,,,,,,,,,,,,,,,,,,,,,,
0404a_Constable_TaskTopic_PlayForTown,Linear_Objective,false,@0404a_Constable_TaskTopic_PlayForTown_a,,,,,,04A_Side05_02_PlayForTown,04A_Side05_02_03_TalkToConstable_02,,,,,,,,,,,0404a_Constable_TaskTopic_PlayForTown,,,,,,,,,,,,
0404a_04A_Constable_TaskTopic_ReturnStaff,Linear_Objective,false,@0404a_Constable_TaskTopic_ReturnStaff_new,,,,,,99A_MSQ_12_ReturnStaff,99A_MSQ_12_02c_TalkToConstable,,,,,,,,,,,0404a_Constable_TaskTopic_ReturnStaff,,,,,,,,,,,,
0404a_04A_Constable_TaskTopic_UseStaff,Linear_Objective,false,@0404a_Constable_Comment_UseStaff_a,,,,,,99A_MSQ_13_UseStaff,99A_MSQ_13_07A_TalktoMaecia,,,,,,,,,,,0404a_Constable_Comment_UseStaff,,,,,,,,,,,,
0404a_04A_Constable_TaskTopic_Rumors,Linear_Objective,false,@0404a_Constable_Comment_Rumors_a_new,,,,,,99A_MSQ_02_Rumors,99A_MSQ_02_02b_TalkToMaecia,,,,,,,,,,,0404a_Constable_TaskTopic_RumorsMSQ,,,,,,,,,,,,
0404a_04A_Constable_TaskTopic_PostRumor,Linear_Objective,false,@0404a_Constable_INIT_a,,,,,,99A_MSQ_02_Rumors,99A_MSQ_02_02c_TalkToAtticus,,,,,,,,,,,0404a_Constable_TaskTopic_RumorsMSQ,,,,,,,,,,,,
0440a_00_AtticusDelphi,Linear_Objective,true,@NPC_DefaultDialogue_0440a_00_AtticusDelphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0440a_00_AtticusDelphi_01,Linear_Objective,false,@0440a_00_AtticusDelphi_Offer_ChooseInstrument,,,,18,99A_MSQ_02,,,04A_Side05_01_ChooseInstrument,,,,,,,,,,,,,,,,,,,,,,
0440a_00_AtticusDelphi_02,Linear_Objective,false,@0440a_00_AtticusDelphi_Comment_ChooseInstrument,,,,,04A_Side05_01,,,,,,,,,,,,,,,,,,,,,,,,,
0440a_00_AtticusDelphi_03,Linear_Objective,false,@0440a_00_AtticusDelphi_Offer_PlayForTown_a,,,,20,04A_Side05_01,,,04A_Side05_02_PlayForTown,,,,,,,,,,,,,,,,,,,,,,
0440a_00_AtticusDelphi_04,Linear_Objective,false,@0440a_00_AtticusDelphi_Comment_PlayForTown_a,,,,,04A_Side05_02,,,,,,,,,,,,,,,,,,,,,,,,,
0440a_00_AtticusDelphi_05,Linear_Objective,false,@0440a_00_AtticusDelphi_Offer_EarnAudience_a,,,,22,04A_Side05_02,,,04A_Side05_03_EarnAudience,,,,,,,,,,,,,,,,,,,,,,
0440a_00_AtticusDelphi_06,Linear_Objective,false,@0440a_00_AtticusDelphi_Comment_EarnAudience_a,,,,,04A_Side05_03,,,,,,,,,,,,,,,,,,,,,,,,,
0440a_00_AtticusDelphi_07,Linear_Objective,false,@0440a_00_AtticusDelphi_Offer_EarnPatron_a,,,,24,04A_Side05_03,,,04A_Side05_04_EarnPatron,,,,,,,,,,,,,,,,,,,,,,
0440a_00_AtticusDelphi_TaskTopic_DeliverPotions,Linear_Objective,false,@04A_Side08_03_DeliverPotions_TalkTo_Atticus,,,,,,04A_Side08_03_DeliverPotions,04A_Side08_03_03B_TalkToAtticus,,,,,,,,,,,0440a_00_AtticusDelphi_TaskTopic_DeliverPotions,,,,,,,,,,,,
0440a_00_AtticusDelphi_TaskTopic_MSQRumors,Linear_Objective,false,@0440a_00_AtticusDelphi_TaskTopic_MSQRumors_new,,,,,,99A_MSQ_02_Rumors,99A_MSQ_02_02c_TalkToAtticus,,,,,,,,,,,0440a_Atticus_TaskTopic_RumorsMSQ,,,,,,,,,,,,
0440a_01_AtticusDelphi,Linear_Objective,true,@0440a_01_AtticusDelphi_INIT_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0440a_01_AtticusDelphi_01,Linear_Objective,false,@0440a_00_AtticusDelphi_Comment_EarnPatron_a,,,,,04A_Side05_04,,,,,,,,,,,,,,,,,,,,,,,,,
0405a_00_ArtificerPetrowski,Linear_Objective,true,@NPC_DefaultDialogue_0405a_00_ArtificerPetrowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0405a_00_ArtificerPetrowski_01,Linear_Objective,false,@0405a_00_ArtificerPetrowski_Comment_LocketFlowers,,,,,04A_Side04_07,,,,,,,,,,,,,,,,,,,,,,,,,
0405a_00_ArtificerPetrowski_TaskTopic,Linear_Objective,false,@0405a_00_ArtificerPetrowski_TaskTopic_Adiana,,,,,,99A_MSQ_04_ToAdiana,99A_MSQ_04_03_GoToPOI_Daughterwell,,,,,,,,,,,0405a_Artificer_TaskTopic_AskAboutAdiana,,,,,,,,,,,,
0405a_01_ArtificerPetrowski_00,Linear_Objective,true,@NPC_DefaultDialogue_0405a_00_ArtificerPetrowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0405a_01_ArtificerPetrowski_01,Linear_Objective,false,@NPC_DefaultDialogue_0405a_00_ArtificerPetrowski,,,,,99A_MSQ_04,,,04A_Side04_01_ScoutCorrupted,,,,,,,,,,,,,,,,,,,,,,
0405a_01_ArtificerPetrowski_01a,Linear_Objective,false,@0405a_01_ArtificerPetrowski_CommentScoutCorrupted_a,,,,,04A_Side04_01,,,,,,,,,,,,,,,,,,,,,,,,,
0405a_01_ArtificerPetrowski_02,Linear_Objective,false,@0405a_01_ArtificerPetrowski_OfferPoisonCorrupted_a,,,,,99A_MSQ_06 && 04A_Side04_01,,,04A_Side04_02_PoisonCorrupted,,,,,,,,,,,,,,,,,,,,,,
0405a_01_ArtificerPetrowski_03,Linear_Objective,false,@0405a_01_ArtificerPetrowski_OfferToHuntsman_a,,,,,04A_Side04_02,,,04A_Side04_03_ToHuntsman,,,,,,,,,,,,,,,,,,,,,,
0405a_02_ArtificerPetrowski_00,Linear_Objective,true,@0405a_02_ArtificerPetrowski_INIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0405a_02_ArtificerPetrowski_01,Linear_Objective,false,@0405a_01_ArtificerPetrowski_OfferKillNamed,,,,,99_MSQ_19a && 04A_Side04_03,,,04A_Side04_04_KillNamed,,,,,,,,,,,,,,,,,,,,,,
0405a_02_ArtificerPetrowski_02,Linear_Objective,false,@0405a_01_ArtificerPetrowski_OfferFlowers_a,,,,,04A_Side04_04,,,04A_Side04_06_GetFlowers,,,,,,,,,,,,,,,,,,,,,,
0405a_02_ArtificerPetrowski_03,Linear_Objective,false,@0405a_01_ArtificerPetrowski_OfferReturnHuntsman_a,,,,,04A_Side04_06,,,04A_Side04_07_ToHuntsman02,,,,,,,,,,,,,,,,,,,,,,
0407_00_Commander,Linear_Objective,true,@NPC_DefaultDialogue_0407_00_Commander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0407_01_Commander,Linear_Objective,false,@NPC_DefaultDialogue_0407_07_Commander,,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,,
0407_02_Commander,Linear_Objective,false,@NPC_DefaultDialogue_0407_07_Commander,,Marauder,,60,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0408_00_Alchemist,Linear_Objective,true,@NPC_DefaultDialogue_0408_00_Alchemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0408_01_Alchemist,Linear_Objective,false,@NPC_DefaultDialogue_0408_07_Alchemist,,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,,
0408_02_Alchemist,Linear_Objective,false,@NPC_DefaultDialogue_0408_07_Alchemist,,Syndicate,,60,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0409_00_Adjudicator,Linear_Objective,true,@NPC_DefaultDialogue_0409_00_Adjudicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0409_01_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0409_07_Adjudicator,,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,,
0409_02_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0409_07_Adjudicator,,Covenant,,60,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0410a_00_Barkeep,Linear_Objective,true,@0410_00_Barkeep_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0410a_01_Barkeep,Linear_Objective,true,@0410_00_Barkeep_Comment_SaveBar_a,,,,,04A_Side07_04,,,,,,,,,,,,,,,,,,,,,,,,,
0410a_Barkeep_TaskTopic_SaveBar,Linear_Objective,false,@04A_Side07_04_SaveBar_TalkTo_Polly,,,,,,04A_Side07_04_SaveBar,04A_Side07_04_01_TalkToPolly,,,,,,,,,,,0410a_Barkeep_TaskTopic_SaveBar,,,,,,,,,,,,
