ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
1001_00_Watcher,Linear_Objective,true,@1001_00_Watcher_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001_01_Watcher,Linear_Objective,false,@1001_01_Watcher_DefaultDialogue,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,
1001_02_Watcher,Linear_Objective,false,@1001_02_Watcher_DefaultDialogue,,,,10_Quest_10,,,1001_0101_heads_tails,,,,,,,,,,,,,,,,,,,,,,
1001_03_Watcher,Linear_Objective,false,@1001_03_Watcher_DefaultDialogue,,,,10_Quest_13,,,,,,,,,,,,,,,,,,,,,,,,,
1001_04_Watcher,Linear_Objective,false,@1001_04_Watcher_DefaultDialogue,,,,10_Quest_12,,,,,,,,,,,,,,,,,,,,,,,,,
1002_00_Magistrate,Linear_Objective,true,@1002_00_Magistrate_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002_01_Magistrate,Linear_Objective,false,@1002_01_Magistrate_DefaultDialogue,,,24,,,,1002_0101_ancient_wonders,,,,,,,,,,,,,,,,,,,,,,
1002_02_Magistrate,Linear_Objective,false,@1002_02_Magistrate_DefaultDialogue,,,,10_Quest_03,,,1002_0102_aeternum_triangle,,,,,,,,,,,,,,,,,,,,,,
1002_03_Magistrate,Linear_Objective,false,@1002_03_Magistrate_DefaultDialogue,,,,10_Quest_04,,,1002_0103_skull_fort,,,,,,,,,,,,,,,,,,,,,,
1002_04_Magistrate,Linear_Objective,false,@1002_04_Magistrate_DefaultDialogue,,,40,10_Quest_09,,,1002_0104_Shrouded_Intent_Gear,,,,,,,,,,,,,,,,,,,,,,
1002_05_Magistrate,Linear_Objective,false,@1002_05_Magistrate_DefaultDialogue,,,,10_Quest_Armor_14,,,,,,,,,,,,,,,,,,,,,,,,,
1003_00_Survivalist,Linear_Objective,true,@1003_00_Survivalist_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003_01_Survivalist,Linear_Objective,false,@1003_01_Survivalist_DefaultDialogue,,,,10_Quest_04,,,1003_0101_watcher_coin,,,,,,,,,,,,,,,,,,,,,,
1003_02_Survivalist,Linear_Objective,false,@1003_02_Survivalist_DefaultDialogue,,,,10_Quest_10,,,,,,,,,,,,,,,,,,,,,,,,,
1003_03_Survivalist,Linear_Objective,false,@1003_03_Survivalist_DefaultDialogue,,,,10_Quest_12,,,1001_0101b_heads_tails_survivalist,,,,,,,,,,,,,,,,,,,,,,
1003_04_Survivalist,Linear_Objective,false,@1003_04_Survivalist_DefaultDialogue,,,,10_Quest_13,,,1001_0101a_heads_tails_watcher,,,,,,,,,,,,,,,,,,,,,,
1004_00_Overseer,Linear_Objective,true,@1004_00_Overseer_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004_01_Overseer,Linear_Objective,false,@1004_01_Overseer_DefaultDialogue,,,24,,,,1004_0101_explosive_prospecting,,,,,,,,,,,,,,,,,,,,,,
1004_02_Overseer,Linear_Objective,false,@1004_02_Overseer_DefaultDialogue,,,,10_Quest_05,,,1004_0102_missing_features,,,,,,,,,,,,,,,,,,,,,,
1004_03_Overseer,Linear_Objective,false,@1004_03_Overseer_DefaultDialogue,,,,10_Quest_06,,,,,,,,,,,,,,,,,,,,,,,,,
1004_04_Overseer,Linear_Objective,false,@1004_04_Overseer_DefaultDialogue,,,,10_Quest_09,,,,,,,,,,,,,,,,,,,,,,,,,
1004_05_Overseer,Linear_Objective,false,@1004_05_Overseer_DefaultDialogue,,SwordAbilityTable 9 0,40,10_Quest_09,,,1004_0103_Weapon_Keen_Temper,,,,,,,,,,,,,,,,,,,,,,
1004_06_Overseer,Linear_Objective,false,@1004_06_Overseer_DefaultDialogue,,,,WeaponQuest_KeenTemper_00,,,,,,,,,,,,,,,,,,,,,,,,,
1005_00_Artificer,Linear_Objective,true,@1005_00_Artificer_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005_01_Artificer,Linear_Objective,false,@1005_01_Artificer_DefaultDialogue,,,30,10_Quest_04,,,1005_0101_lightning_bottle,,,,,,,,,,,,,,,,,,,,,,
1005_02_Artificer,Linear_Objective,false,@1005_02_Artificer_DefaultDialogue,,,,10_Quest_07,,,1005_0102_lightning_test,,,,,,,,,,,,,,,,,,,,,,
1005_03_Artificer,Linear_Objective,false,@1005_03_Artificer_DefaultDialogue,,,,10_Quest_08,,,,,,,,,,,,,,,,,,,,,,,,,
1005_04_Artificer,Linear_Objective,false,@1005_04_Artificer_DefaultDialogue,,,,10_Quest_09,,,1005_0101_lightning_bottle,1005_0102_lightning_test,,,,,,,,,,,,,,,,,,,,,
1007_00_Commander,Linear_Objective,true,@1007_00_Commander_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007_01pre_Commander,Linear_Objective,false,@1007_01pre_Commander_DefaultDialogue,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007_01_Commander,Linear_Objective,false,@1007_01_Commander_DefaultDialogue,Marauder,,24,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
1007_02_Commander,Linear_Objective,false,@1007_02_Commander_DefaultDialogue,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007_03_Commander,Linear_Objective,false,@1007_03_Commander_DefaultDialogue,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007_04pre_Commander,Linear_Objective,false,@1007_04pre_Commander_DefaultDialogue,Marauder,Marauder 0 3000,,,,,98_M_01_combatprowess,,,,,,,,,,,,,,,,,,,,,,
1007_04_Commander,Linear_Objective,false,@1007_04_Commander_DefaultDialogue,Marauder,Marauder 0 3000,24,S_factionhandoff,,,98_M_01_combatprowess,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
1007_05pre_Commander,Linear_Objective,false,@1007_05pre_Commander_DefaultDialogue,Marauder,,,marauders_faction_quest_01,,,,,,,,,,,,,,,,,,,,,,,,,
1007_05_Commander,Linear_Objective,false,@1007_05_Commander_DefaultDialogue,Marauder,,24,marauders_faction_quest_01,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
1007_06pre_Commander,Linear_Objective,false,@1007_06pre_Commander_DefaultDialogue,Marauder,,,marauders_faction_quest_03,,,,,,,,,,,,,,,,,,,,,,,,,
1007_06_Commander,Linear_Objective,false,@1007_06_Commander_DefaultDialogue,Marauder,,24,marauders_faction_quest_03,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
1008_00_Alchemist,Linear_Objective,true,@1008_00_Alchemist_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008_01pre_Alchemist,Linear_Objective,false,@1008_01pre_Alchemist_DefaultDialogue,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008_01_Alchemist,Linear_Objective,false,@1008_01_Alchemist_DefaultDialogue,Syndicate,,24,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
1008_02_Alchemist,Linear_Objective,false,@1008_02_Alchemist_DefaultDialogue,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008_03_Alchemist,Linear_Objective,false,@1008_03_Alchemist_DefaultDialogue,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009_00_Adjudicator,Linear_Objective,true,@1009_00_Adjudicator_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009_01pre_Adjudicator,Linear_Objective,false,@1009_01pre_Adjudicator_DefaultDialogue,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009_01_Adjudicator,Linear_Objective,false,@1009_01_Adjudicator_DefaultDialogue,Covenant,,24,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
1009_02_Adjudicator,Linear_Objective,false,@1009_02_Adjudicator_DefaultDialogue,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009_03_Adjudicator,Linear_Objective,false,@1009_03_Adjudicator_DefaultDialogue,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010_00_Barkeep,Linear_Objective,true,@1010_00_Barkeep_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010_01_Barkeep,Linear_Objective,false,@1010_01_Barkeep_DefaultDialogue,,,26,,,,1010_0101_seadog_brew,,,,,,,,,,,,,,,,,,,,,,
1010_02_Barkeep,Linear_Objective,false,@1010_02_Barkeep_DefaultDialogue,,,,10_Quest_01,,,1010_0102_eternal_mixes,,,,,,,,,,,,,,,,,,,,,,
1010_03_Barkeep,Linear_Objective,false,@1010_03_Barkeep_DefaultDialogue,,,,10_Quest_02,,,,,,,,,,,,,,,,,,,,,,,,,
1010_04_Barkeep,Linear_Objective,false,@1010_04_Barkeep_DefaultDialogue,,,,10_Quest_09,,,1010_0101_seadog_brew,1010_0102_eternal_mixes,,,,,,,,,,,,,,,,,,,,,
1011_00_Stranger,Linear_Objective,true,@1011_00_Stranger_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022_00_Innkeep,Linear_Objective,true,@1022_00_Innkeep_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,Inn,,
1023_00_Fisher,Linear_Objective,true,@1023_00_Fisher_DefaultDialogue,,,,,,,,,,,,,,,,,1023_Fisher_ExplainHotspots,,,,,,,,,,,,
1023_01_Fisher,Linear_Objective,false,@1023_01_Fisher_DefaultDialogue,,,,FishingQuest_05,,,1023_0101_FQ06,,,,,,,,,,1023_Fisher_ExplainHotspots,,,,,,,,,,,,
1023_02_Fisher,Linear_Objective,false,@1023_02_Fisher_DefaultDialogue,,,,FishingQuest_06,,,,,,,,,,,,,1023_Fisher_ExplainHotspots,,,,,,,,,,,,
1030_Tamer_00,Linear_Objective,true,@1030_Tamer_DefaultDialogue_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030_Tamer_01,Linear_Objective,false,@1030_Tamer_DefaultDialogue_01,,,25,,,,1030_0201_animalinstincts,,,,,,,,,,,,,,,,,,,,,,
1030_Tamer_02,Linear_Objective,false,@1030_Tamer_DefaultDialogue_02,,,,10_Quest_15,,,1030_0202_snaggletooth,,,,,,,,,,,,,,,,,,,,,,
1030_Tamer_03,Linear_Objective,false,@1030_Tamer_DefaultDialogue_03,,,,10_Quest_16,,,1030_0203_catnipping,,,,,,,,,,,,,,,,,,,,,,
1030_Tamer_04,Linear_Objective,false,@1030_Tamer_DefaultDialogue_04,,,,10_Quest_17,,,1030_0204_tamingthelionhearted,,,,,,,,,,,,,,,,,,,,,,
1030_Tamer_05,Linear_Objective,false,@1030_Tamer_DefaultDialogue_05,,,,10_Quest_18,,,1030_0205_perfectcompanion,,,,,,,,,,,,,,,,,,,,,,
1030_Tamer_06,Linear_Objective,false,@1030_Tamer_DefaultDialogue_06,,,,10_Quest_19,,,,,,,,,,,,,,,,,,,,,,,,,
1031_SwampWalker_00,Linear_Objective,true,@1031_SwampWalker_DefaultDialogue_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031_SwampWalker_01,Linear_Objective,false,@1031_SwampWalker_DefaultDialogue_01,,,26,,,,1031_0201_adisturbingsilence,,,,,,,,,,,,,,,,,,,,,,
1031_SwampWalker_02,Linear_Objective,false,@1031_SwampWalker_DefaultDialogue_02,,,,10_Quest_20,,,1031_0202_trackingbyteeth,,,,,,,,,,,,,,,,,,,,,,
1031_SwampWalker_03,Linear_Objective,false,@1031_SwampWalker_DefaultDialogue_03,,,,10_Quest_21,,,1031_0203_heartofthemarsh,,,,,,,,,,,,,,,,,,,,,,
1031_SwampWalker_04,Linear_Objective,false,@1031_SwampWalker_DefaultDialogue_04,,,,10_Quest_22,,,,,,,,,,,,,,,,,,,,,,,,,
1032_Watcher_00,Linear_Objective,true,@1032_Watcher_DefaultDialogue_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032_Watcher_01,Linear_Objective,false,@1032_Watcher_DefaultDialogue_01,,,26,,,,1032_0201_onewhotolledthebells,,,,,,,,,,,,,,,,,,,,,,
1032_Watcher_02,Linear_Objective,false,@1032_Watcher_DefaultDialogue_02,,,,10_Quest_23,,,1032_0202_bridgetonowhere,,,,,,,,,,,,,,,,,,,,,,
1032_Watcher_03,Linear_Objective,false,@1032_Watcher_DefaultDialogue_03,,,,10_Quest_24,,,,,,,,,,,,,,,,,,,,,,,,,
1032_Watcher_04,Linear_Objective,false,@1032_Watcher_DefaultDialogue_04,,,35,10_Quest_24,,,1032_0203_onebridgetoofar,,,,,,,,,,,,,,,,,,,,,,
1032_Watcher_05,Linear_Objective,false,@1032_Watcher_DefaultDialogue_05,,,,10_Quest_25,,,1032_0204_burningbridges,,,,,,,,,,,,,,,,,,,,,,
1032_Watcher_06,Linear_Objective,false,@1032_Watcher_DefaultDialogue_06,,,,10_Quest_26,,,,,,,,,,,,,,,,,,,,,,,,,
1033_TreasureHunter_00,Linear_Objective,true,@1033_TreasureHunter_DefaultDialogue_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033_TreasureHunter_01,Linear_Objective,false,@1033_TreasureHunter_DefaultDialogue_01,,,28,,,,1033_0201_treasureisland,,,,,,,,,,,,,,,,,,,,,,
1033_TreasureHunter_02,Linear_Objective,false,@1033_TreasureHunter_DefaultDialogue_02,,,,10_Quest_27,,,1033_0202_trailofthemisanthrope,,,,,,,,,,,,,,,,,,,,,,
1033_TreasureHunter_03,Linear_Objective,false,@1033_TreasureHunter_DefaultDialogue_03,,,,10_Quest_28,,,,,,,,,,,,,,,,,,,,,,,,,
1034_Navigator_00,Linear_Objective,true,@1034_Navigator_DefaultDialogue_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034_Navigator_01,Linear_Objective,false,@1034_Navigator_DefaultDialogue_01,,,33,,,,1034_0201_motherocean,,,,,,,,,,,,,,,,,,,,,,
1034_Navigator_02,Linear_Objective,false,@1034_Navigator_DefaultDialogue_02,,,,10_Quest_29,,,1034_0202_seadreams,,,,,,,,,,,,,,,,,,,,,,
1034_Navigator_03,Linear_Objective,false,@1034_Navigator_DefaultDialogue_03,,,,10_Quest_30,,,1034_0203_hightide,,,,,,,,,,,,,,,,,,,,,,
1034_Navigator_04,Linear_Objective,false,@1034_Navigator_DefaultDialogue_04,,,,10_Quest_31,,,,,,,,,,,,,,,,,,,,,,,,,
1035_Chef_00,Linear_Objective,true,@1035_Chef_DefaultDialogue_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035_Chef_01,Linear_Objective,false,@1035_Chef_DefaultDialogue_01,,,25,,,,1035_0201_cookiecrumbles,,,,,,,,,,,,,,,,,,,,,,
1035_Chef_02,Linear_Objective,false,@1035_Chef_DefaultDialogue_02,,,,10_Quest_32,,,,,,,,,,,,,,,,,,,,,,,,,
1027_Commander_00,Linear_Objective,true,@1007_06pre_Commander_DefaultDialogue,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027_Commander_01,Linear_Objective,false,@1007_06_Commander_DefaultDialogue,Marauder,,24,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
Dungeon_BrokenLever_00,Conversation,true,@Dungeon_BrokenLever_Default_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dungeon_CutlassKeys00_Scalleywag_00,Conversation,true,@Dungeon_CutlassKeys00_Scalleywag_DefaultDialogue_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dungeon_CutlassKeys00_Scalleywag_01,Conversation,true,@Dungeon_CutlassKeys00_Scalleywag_DefaultDialogue_01,,,,,,,,,,,,,,,,,Dungeon_CutlassKeys00_Scalleywag_01,Dungeon_CutlassKeys00_Scalleywag_02,Dungeon_CutlassKeys00_Scalleywag_03,,,,,,,,,,
Dungeon_CutlassKeys00_Mariner_00,Conversation,true,@Dungeon_CutlassKeys00_Mariner_DefaultDialogue_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
