ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,ForceConversationOpen,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
9501_Grace_s01_c00,Linear_Objective,true,@NPC_Default_Dialogue_9501_Grace_s01_c00_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9501_Grace_s01_c01,Linear_Objective,false,@95_s01_01_CROW_GracelessRequest_Cue_a,,,,60,,,,95_s01_01_CROW_GracelessRequest,,,,,,,,,,,,,,,,,,,,,,
9501_Grace_s01_c03,Linear_Objective,false,@NPC_Default_Dialogue_9501_Grace_s01_CampBeforeBestOfAeternum_a,,,,,95_s01_02,,,,,,,,,,,,,,,,,,,,,,,,,
9501_Grace_s01_c04,Linear_Objective,false,@95_s01_03_CROW_BestOfAeternum_Cue_alt_a,,,,,95_s01_01,,,95_s01_03_CROW_BestOfAeternum,,,,,,,,,,,,,,,,,,,,,,
9501_Grace_s01_c04a,Linear_Objective,true,@NPC_Default_Dialogue_9501_Grace_s01_c00_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9501_Grace_s01_c04b,Linear_Objective,false,@95_s01_03_CROW_BestOfAeternum_tavern_greet_a,,,,,,95_s01_03_CROW_BestOfAeternum,95_s01_03_01a_02_TalkTo_Grace_ReadyInterviews,,,,,,,,,,,Topic_95_s01_03a_TalkTo_Grace_ReadyInterviews,,,,,,,,,,,,
9501_Grace_s01_c05,Linear_Objective,true,@NPC_Default_Dialogue_9501_Grace_s01_c00_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9501_Grace_s01_c06,Linear_Objective,false,@95_s01_04_CROW_ZanderTheRed_Cue_a,,,,,95_s01_03,,,95_s01_04_CROW_ZanderTheRed,,,,,,,,,,,,,,,,,,,,,,
9501_Grace_s01_c07a,Linear_Objective,true,@95_s01_04_CROW_ZanderTheRed_Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9501_Grace_s01_c07,Linear_Objective,false,@NPC_Default_Dialogue_9501_Grace_s01_CampAfterZander_a,,,,,SwapActive_95_Zander_s01_02,,,,,,,,,,,,,,,,,,,,,,,,,
