ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
CaptainThorpe_01,Linear_Objective,true,@CaptainThorpe_Greet_01,,,,,,,01_SoleSurvivor,,,,,,,,,,,,,,,,,,,,,,
01_ReeseWW_Greet_01,Linear_Objective,true,@01_Reese_Greet_01,,,,,,,06_skinningknife,,,,,,,,,,,,,,,,,,,,,,
01_ReeseWW_Greet_02,Linear_Objective,false,@01_Reese_Greet_02a,,,,S_skinningknife,,,06_boarfeast,,,,,,,,,,,,,,,,,,,,,,
01_ReeseWW_Greet_03,Linear_Objective,false,@01_Reese_Greet_03,,,,S_boarfeast,,,06_crewmates,,,,,,,,,,,,,,,,,,,,,,
01_ReeseWW_Greet_04,Linear_Objective,false,@01_Reese_Greet_04,,,,S_crewmates,,,06_survivors,,,,,,,,,,,,,,,,,,,,,,
01_GraceWW_Greet_01,Linear_Objective,true,@01_Grace_Greet_01,,,,,,,06_pillageship,,,,,,,,,,,,,,,,,,,,,,
01_GraceWW_Greet_02,Linear_Objective,false,@01_Grace_Greet_02,,,,S_pillageship,,,06_recoveritems,,,,,,,,,,,,,,,,,,,,,,
01_ReeseWW_Greet_05,Linear_Objective,false,@01_Reese_Greet_05,,,,S_recoveritems,,,06_demonstorm,,,,,,,,,,,,,,,,,,,,,,
01_ReeseWW_Greet_06,Linear_Objective,false,@01_Reese_Greet_06,,,,S_demonstorm,,,06_demonstorm2,,,,,,,,,,,,,,,,,,,,,,
01_GraceWW_Greet_03,Linear_Objective,false,@01_Grace_Greet_03,,,,,06_demonstorm,06_demonstorm_TaskConversationState_Grace,,,,,,,,,,,01_Grace_Goodbye_WW,,,,,,,,,,,,
01_GraceWW_Greet_04,Linear_Objective,false,@01_Grace_Greet_04,,,,S_demonstorm,,,,,,,,,,,,,,,,,,,,,,,,,
01_ReeseWW_Greet_07,Linear_Objective,false,@01_Reese_Greet_07,,,,S_demonstorm2,,,06_raisealarm,,,,,,,,,,,,,,,,,,,,,,
01_ReeseMB_Greet_01,Linear_Objective,true,@01_Reese_Greet_01,,,,,,,12_skinningknife,,,,,,,,,,,,,,,,,,,,,,
01_ReeseMB_Greet_02,Linear_Objective,false,@01_Reese_Greet_02,,,,S_skinningknife_mb,,,12_boarfeast,,,,,,,,,,,,,,,,,,,,,,
01_ReeseMB_Greet_03,Linear_Objective,false,@01_Reese_Greet_03,,,,S_boarfeast_mb,,,12_crewmates,,,,,,,,,,,,,,,,,,,,,,
01_ReeseMB_Greet_04,Linear_Objective,false,@01_Reese_Greet_04,,,,S_crewmates_mb,,,12_survivors,,,,,,,,,,,,,,,,,,,,,,
01_GraceMB_Greet_01,Linear_Objective,true,@01_Grace_Greet_01,,,,,,,12_pillageship,,,,,,,,,,,,,,,,,,,,,,
01_GraceMB_Greet_02,Linear_Objective,false,@01_Grace_Greet_02,,,,S_pillageship_mb,,,12_recoveritems,,,,,,,,,,,,,,,,,,,,,,
01_ReeseMB_Greet_05,Linear_Objective,false,@01_Reese_Greet_05,,,,S_recoveritems_mb,,,12_demonstorm,,,,,,,,,,,,,,,,,,,,,,
01_ReeseMB_Greet_06,Linear_Objective,false,@01_Reese_Greet_06,,,,S_demonstorm_mb,,,12_demonstorm2,,,,,,,,,,,,,,,,,,,,,,
01_GraceMB_Greet_03,Linear_Objective,false,@01_Grace_Greet_03,,,,,12_demonstorm,12_demonstorm_TaskConversationState_Grace,,,,,,,,,,,01_Grace_Goodbye_MB,,,,,,,,,,,,
01_GraceMB_Greet_04,Linear_Objective,false,@01_Grace_Greet_04,,,,S_demonstorm_mb,,,,,,,,,,,,,,,,,,,,,,,,,
01_ReeseMB_Greet_07,Linear_Objective,false,@01_Reese_Greet_07,,,,S_demonstorm2_mb,,,12_raisealarm,,,,,,,,,,,,,,,,,,,,,,
0425_Herbalist_00,Linear_Objective,true,@0425_Herbalist_Greet_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0425_Herbalist_01b,Linear_Objective,false,@0425_Herbalist_Greet_00,,,,BeachStart_Windsward,,,0625_0101_truffles,,,,,,,,,,,,,,,,,,,,,,
0425_Herbalist_01d,Linear_Objective,false,@0425_Herbalist_Greet_00,,,,BeachStart_Monarchs,,,1225_0101_truffles,,,,,,,,,,,,,,,,,,,,,,
0425_Herbalist_02,Linear_Objective,false,@0425_Herbalist_Greet_01,,,,S_truffles,,,,,,,,,,,,,,,,,,,,,,,,,
