ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,ForceConversationOpen,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
06_00_GraceOMalley,Linear_Objective,true,@NPC_DefaultDialogue_00_GraceOMalley_a_new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06_01_GraceOMalley,Linear_Objective,false,@NPC_DefaultDialogue_01_GraceOMalley_a,,,,,06A_MSQ_02,,,06A_MSQ_03_VisitMarket,,,,,,,,,,,,,,,,,,,,,,
06_02_GraceOMalley,Linear_Objective,false,@NPC_DefaultDialogue_02_GraceOMalley_a_new,,,,,06A_MSQ_03,,,06A_MSQ_05_FixWindmills,,,,,,,,,,,,,,,,,,,,,,
06_03_GraceOMalley,Linear_Objective,false,@NPC_DefaultDialogue_03_GraceOMalley_new,,,,,06A_MSQ_05,,,,,,,,,,,,,,,,,,,,,,,,,
06_04_GraceOMalley,Linear_Objective,false,@NPC_DefaultDialogue_04_GraceOMalley_a,,,,,06A_MSQ_10,06A_MSQ_11_LootPirateCrates,06A_MSQ_11_LootPirateCrates_talk_Grace,,,,,,,,,,,06_GraceOMalley_Pirates,,,,,,,,,,,,
06_05_GraceOMalley,Linear_Objective,false,@NPC_DefaultDialogue_05_GraceOMalley_new,,,,,06A_MSQ_11,,,,,,,,,,,,,,,,,,,,,,,,,
06_05A_GraceOMalley,Linear_Objective,false,@NPC_DefaultDialogue_07_GraceOMalley_new,,,,,06A_MSQ_12,,,,,,,,,,,,,,,,,,,,,,,,,
06_06_GraceOMalley,Linear_Objective,false,@NPC_DefaultDialogue_06_GraceOMalley_new,,,,,06A_MSQ_12,06A_MSQ_13_ReturnMiradorJewel,06A_MSQ_13_ReturnMiradorJewel_talk_Grace,,,,,,,,,,,06A_MSQ_13_ReturnMiradorJewel_TalkGrace,,,,,,,,,,,,
06_06A_GraceOMalley,Linear_Objective,false,@NPC_DefaultDialogue_08_GraceOMalley_a,,,,,06A_MSQ_12,06A_MSQ_13_ReturnMiradorJewel,06A_MSQ_13_ReturnMiradorJewel_talk_Nessa,,,,,,,,,,,,,,,,,,,,,,,
06_07_GraceOMalley,Linear_Objective,false,@NPC_DefaultDialogue_08_GraceOMalley_a,,,,,06A_MSQ_13,,,,,,,,,,,,,,,,,,,,,,,,,
06_08_GraceOMalley,Linear_Objective,false,@NPC_DefaultDialogue_09_GraceOMalley,,,,,06A_MSQ_16,,,06A_MSQ_17_RecoverStolenJewel,,,,,,,,,,,,,,,,,,,,,,
06_09_GraceOMalley,Linear_Objective,false,@NPC_DefaultDialogue_09_GraceOMalley,,,,,06A_MSQ_17,,,,,,,,,,,,,,,,,,,,,,,,,
06_00_NessaHarrower,Linear_Objective,true,@NPC_DefaultDialogue_00_NessaHarrower_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06_01_NessaHarrower,Linear_Objective,false,@NPC_DefaultDialogue_01_NessaHarrower_new,,,,,06A_MSQ_05,06A_MSQ_06_RescueFarmers,06A_MSQ_06_RescueFarmers_rescue_Nessa,,,,,,,,,,,06_NessaHarrower_Trapped,,,,,,,,,,,,
