ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
1201_00_Watcher,Linear_Objective,true,@NPC_DefaultDialogue_1201_00_Watcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201_01_Watcher,Linear_Objective,false,@NPC_DefaultDialogue_1201_01_Watcher,,,,S_getoffbeach,,,1201_0101_culldrowned,,,,,,,,,,,,,,,,,,,,,,
1201_01a_Watcher,Linear_Objective,false,@1201_0102_campandtools_proposal,,,,S_culldrowned,,,1201_0102_campandtools,,,,,,,,,,,,,,,,,,,,,,
1201_01b_Watcher,Linear_Objective,false,@1201_0103_boarproblem_proposal,,,,S_campandtools,,,1201_0103_boarproblem,,,,,,,,,,,,,,,,,,,,,,
1201_02_Watcher,Linear_Objective,false,@NPC_DefaultDialogue_1201_02_Watcher,,,,S_boarproblem,,,1201_0104_xmarksthespot_p1,,,,,,,,,,1201_Watcher_Death,,,,,,,,,,,,
1201_03_Watcher,Linear_Objective,false,@NPC_DefaultDialogue_1201_03_Watcher,,,,S_xmarksthespot_p1,,,1201_0107_preciouscargo,,,,,,,,,,,,,,,,,,,,,,
1201_04_Watcher,Linear_Objective,false,@NPC_DefaultDialogue_1201_04_Watcher,,,,S_preciouscargo,,,1201_0108_introtosettlement,,,,,,,,,,1201_Watcher_Corruption,,,,,,,,,,,,
1201_05_Watcher,Linear_Objective,false,@NPC_DefaultDialogue_1201_05_Watcher,,,,S_introtosettlement,,,1201_0102_campandtools,,,,,,,,,,,,,,,,,,,,,,
1204_00_Overseer,Linear_Objective,true,@NPC_DefaultDialogue_1204_00_Overseer,,,,,,,,,,,,,,,,,,,,,,,,,,,Fast_Travel_Guide,,
1204_01_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_1204_01_Overseer,,,,S_introtosettlement,,,1204_0102_warnmagistrate,,,,,,,,,,,,,,,,,,,,Fast_Travel_Guide,,
1204_02_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_1204_02_Overseer,,,,S_introtooverseer,,,1204_0101_overseersettlement,,,,,,,,,,,,,,,,,,,,Fast_Travel_Guide,,
1204_03_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_1204_03_Overseer,,,,S_overseersettlement,,,1204_0103_introtoartificer,,,,,,,,,,,,,,,,,,,,Community_Board,Fast_Travel_Guide,
1204_04_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_1204_04_Overseer,,,,S_factionhandoff,,,1204_0501_encroachingcorruption,,,,,,,,,,,,,,,,,,,,Community_Board,Fast_Travel_Guide,
1204_04A_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_1204_04A_Overseer,,,,S_encroachingcorruption,,,1204_0799_TheHermitMB,,,,,,,,,,,,,,,,,,,,Community_Board,Fast_Travel_Guide,
1204_04B_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_1204_04A_Overseer,,,,,1204_0799_TheHermitMB,1204_0799_container_TheHermitMB,,,,,,,,,,,0602_FastTravel,,,,,,,,,,Community_Board,Fast_Travel_Guide,
1204_05_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_1204_05_Overseer,,,,MSQ_00_Init,,,1204_0202_stores,,,,,,,,,,,,,,,,,,,,Community_Board,Fast_Travel_Guide,
1204_06_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_1204_06_Overseer,,,,12_Quest_09,,,,,,,,,,,,,,,,,,,,,,,Community_Board,Fast_Travel_Guide,
1204_07_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_1204_07_Overseer,,,,12_Quest_09,,,1205_0303_crownjewels,,,,,,,,,,,,,,,,,,,,Community_Board,Fast_Travel_Guide,
1204_08_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_1204_08_Overseer,,,,12_Quest_08,,,,,,,,,,,,,,,,,,,,,,,Community_Board,Fast_Travel_Guide,
1202_00_Magistrate,Linear_Objective,true,@NPC_DefaultDialogue_1202_00_Magistrate,,,,,,,1206_0103_hearthwohome,,,,,,,,,,,,,,,,,,,,,,
1202_01_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_1202_01_Magistrate,,,,S_hearthhome,,,1202_0102_intrototrader,1203_0102_introtooverseer,,,,,,,,,1202_Magistrate_Monarchs,,,,,,,,,,,,
1202_02_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_1202_02_Magistrate,,,,S_returntomagistrate,,,1202_0202_introtoallfactions,,,,,,,,,,1202_Magistrate_Factions,,,,,,,,,,,,
1202_03_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_1202_03_Magistrate,,,,S_timetochoose_accepted,,,,,,,,,,,,,1202_Magistrate_Factions,,,,,,,,,,,,
1202_04_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_1202_04_Magistrate,,,,S_timetochoose,,,,,,,,,,,,,,,,,,,,,,,,,
1202_05_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_1202_05_Magistrate,,,,S_factionhandoff,,,1205_0302_indigestion,,,,,,,,,,,,,,,,,,,,,,
1202_06_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_1202_06_Magistrate,,,,12_Quest_05,,,1202_0501_rightofway,,,,,,,,,,,,,,,,,,,,,,
1202_07_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_1202_07_Magistrate,,,,12_Quest_10,,,,,,,,,,,,,,,,,,,,,,,,,
1205_00_Artificer,Linear_Objective,true,@NPC_DefaultDialogue_1205_00_Artificer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205_01_Artificer,Linear_Objective,false,@NPC_DefaultDialogue_1205_01_Artificer,,,,S_introtoartificer,,,1205_0101_craftforartificer,,,,,,,,,,,,,,,,,,,,,,
1205_02_Artificer,Linear_Objective,false,@NPC_DefaultDialogue_1205_02_Artificer,,,,S_craftforartificer,,,1205_0102_campingunlock,,,,,,,,,,,,,,,,,,,,,,
1205_03_Artificer,Linear_Objective,false,@NPC_DefaultDialogue_1205_03_Artificer,,,,12_Quest_02,,,1205_0301_broken_weapons,,,,,,,,,,,,,,,,,,,,,,
1205_04_Artificer,Linear_Objective,false,@NPC_DefaultDialogue_1205_04_Artificer,,,,12_Quest_01,,,1205_0501_ancientcraft,,,,,,,,,,,,,,,,,,,,,,
1205_05_Artificer,Linear_Objective,false,@NPC_DefaultDialogue_1205_05_Artificer,,,,12_Quest_08,,,,,,,,,,,,,,,,,,,,,,,,,
1203_00_Survivalist,Linear_Objective,true,@NPC_DefaultDialogue_1203_00_Survivalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203_01_Survivalist,Linear_Objective,false,@NPC_DefaultDialogue_1203_01_Survivalist,,,,S_campingunlock,,,1203_0201_survivalistquest,1203_0201_survivalistquest_V2,,,,,,,,,Survivalist1203_01,,,,,,,,,,,,
1203_02_Survivalist,Linear_Objective,false,@NPC_DefaultDialogue_1203_02_Survivalist,,,,S_magistratequest,,,1203_0202_returntomagistrate,,,,,,,,,,,,,,,,,,,,,,
1203_03_Survivalist,Linear_Objective,false,@NPC_DefaultDialogue_1203_03_Survivalist,,,,S_factionhandoff,,,1203_0401_fashion,,,,,,,,,,,,,,,,,,,,,,
1203_04_Survivalist,Linear_Objective,false,@NPC_DefaultDialogue_1203_04_Survivalist,,,,12_Quest_06,,,1203_0302_root_problem,,,,,,,,,,,,,,,,,,,,,,
1203_05_Survivalist,Linear_Objective,false,@NPC_DefaultDialogue_1203_05_Survivalist,,,,12_Quest_08,,,,,,,,,,,,,,,,,,,,,,,,,
1210_00_Barkeep,Linear_Objective,true,@1210_00_Barkeep_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210_01_Barkeep,Linear_Objective,false,@1210_01_Barkeep_DefaultDialog,,,,S_factionhandoff,,,1210_0101_devilhoney,,,,,,,,,,,,,,,,,,,,,,
1210_02_Barkeep,Linear_Objective,false,@1210_02_Barkeep_DefaultDialog,,,,12_Quest_07,,,1210_0201_daggermist,,,,,,,,,,,,,,,,,,,,,,
1210_03_Barkeep,Linear_Objective,false,@1210_03_Barkeep_DefaultDialog,,,,12_Quest_12,,,,,,,,,,,,,,,,,,,,,,,,,
1210_04_Barkeep,Linear_Objective,false,@1210_04_Barkeep_DefaultDialog,,,,12_Quest_13,,,1203_0301_failed_harvest,,,,,,,,,,,,,,,,,,,,,,
1210_05_Barkeep,Linear_Objective,false,@1210_05_Barkeep_DefaultDialog,,,,12_Quest_03,,,1204_0201_goodwill,,,,,,,,,,,,,,,,,,,,,,
1210_06_Barkeep,Linear_Objective,false,@1210_06_Barkeep_DefaultDialog,,,,12_Quest_08,,,,,,,,,,,,,,,,,,,,,,,,,
1207_00_Commander,Linear_Objective,true,@NPC_DefaultDialogue_1207_00_Commander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207_01_Commander,Linear_Objective,false,@NPC_DefaultDialogue_1207_02_Commander,,,,S_introtoallfactions_accepted,,,,,,,,,,,,,,,,,,,,,,,,,
1207_02_Commander,Linear_Objective,false,@NPC_DefaultDialogue_1207_01_Commander,,,,,1202_0202_introtoallfactions,1202_0202_d_02_01_TaskGameEvent_Marauder,,,,,,,,,,,1202_Marauder_talk,,,,,,,,,,,,
1207_03_Commander,Linear_Objective,false,@NPC_DefaultDialogue_1207_03_Commander,,,,S_timetochoose_accepted,,,,,,,,,,,,,,,,,,,,,,,Faction_Selection,,
1207_04_Commander,Linear_Objective,false,@NPC_DefaultDialogue_1207_04_Commander,Syndicate,,,S_timetochoose,,,,,,,,,,,,,,,,,,,,,,,,,
1207_05_Commander,Linear_Objective,false,@NPC_DefaultDialogue_1207_05_Commander,Covenant,,,S_timetochoose,,,,,,,,,,,,,,,,,,,,,,,,,
1207_06_Commander,Linear_Objective,false,@NPC_DefaultDialogue_1207_06_Commander,Marauder,,,S_timetochoose,,,1207_0101_marauderquest1,,,,,,,,,,,,,,,,,,,,,,
1207_06a_Commander,Linear_Objective,false,@NPC_DefaultDialogue_1207_06a_Commander,Marauder,,,S_marauderquest1,,,1202_0403_factionhandoff_m,9812_M_0001_RankUp,,,,,,,,,,,,,,,,,,,Faction_Board,,
1207_07_Commander,Linear_Objective,false,@NPC_DefaultDialogue_1207_07_Commander,Marauder,,60,S_marauderquest1,,,1202_0403_factionhandoff_m,9812_M_0001_RankUp,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
1208_00_Alchemist,Linear_Objective,true,@NPC_DefaultDialogue_1208_00_Alchemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208_01_Alchemist,Linear_Objective,false,@NPC_DefaultDialogue_1208_02_Alchemist,,,,S_introtoallfactions_accepted,,,,,,,,,,,,,,,,,,,,,,,,,
1208_02_Alchemist,Linear_Objective,false,@NPC_DefaultDialogue_1208_01_Alchemist,,,,,1202_0202_introtoallfactions,1202_0202_d_02_02_TaskGameEvent_Syndicate,,,,,,,,,,,1202_Syndicate_talk,,,,,,,,,,,,
1208_03_Alchemist,Linear_Objective,false,@NPC_DefaultDialogue_1208_03_Alchemist,,,,S_timetochoose_accepted,,,,,,,,,,,,,,,,,,,,,,,Faction_Selection,,
1208_04_Alchemist,Linear_Objective,false,@NPC_DefaultDialogue_1208_04_Alchemist,Marauder,,,S_timetochoose,,,,,,,,,,,,,,,,,,,,,,,,,
1208_05_Alchemist,Linear_Objective,false,@NPC_DefaultDialogue_1208_05_Alchemist,Covenant,,,S_timetochoose,,,,,,,,,,,,,,,,,,,,,,,,,
1208_06_Alchemist,Linear_Objective,false,@NPC_DefaultDialogue_1208_06_Alchemist,Syndicate,,,S_timetochoose,,,1208_0101_syndicatequest1,,,,,,,,,,,,,,,,,,,,,,
1208_06a_Alchemist,Linear_Objective,false,@NPC_DefaultDialogue_1208_06a_Alchemist,Syndicate,,,S_syndicatequest1,,,1202_0403_factionhandoff_s,9812_S_0001_RankUp,,,,,,,,,,,,,,,,,,,Faction_Board,,
1208_07_Alchemist,Linear_Objective,false,@NPC_DefaultDialogue_1208_07_Alchemist,Syndicate,,60,S_syndicatequest1,,,1202_0403_factionhandoff_s,9812_S_0001_RankUp,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
1209_00_Adjudicator,Linear_Objective,true,@NPC_DefaultDialogue_1209_00_Adjudicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209_01_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_1209_02_Adjudicator,,,,S_introtoallfactions_accepted,,,,,,,,,,,,,,,,,,,,,,,,,
1209_02_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_1209_01_Adjudicator,,,,,1202_0202_introtoallfactions,1202_0202_d_02_03_TaskGameEvent_Covenant,,,,,,,,,,,1202_Covenant_talk,,,,,,,,,,,,
1209_03_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_1209_03_Adjudicator,,,,S_timetochoose_accepted,,,,,,,,,,,,,,,,,,,,,,,Faction_Selection,,
1209_04_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_1209_04_Adjudicator,Marauder,,,S_timetochoose,,,,,,,,,,,,,,,,,,,,,,,,,
1209_05_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_1209_05_Adjudicator,Syndicate,,,S_timetochoose,,,,,,,,,,,,,,,,,,,,,,,,,
1209_06_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_1209_06_Adjudicator,Covenant,,,S_timetochoose,,,1209_0101_covenantquest1,,,,,,,,,,,,,,,,,,,,,,
1209_06a_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_1209_06a_Adjudicator,Covenant,,,S_covenantquest1,,,1202_0403_factionhandoff_c,9812_C_0001_RankUp,,,,,,,,,,,,,,,,,,,Faction_Board,,
1209_07_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_1209_07_Adjudicator,Covenant,,60,S_covenantquest1,,,1202_0403_factionhandoff_c,9812_C_0001_RankUp,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
1222_00_Innkeep,Linear_Objective,true,@1222_00_Innkeep,,,,,,,,,,,,,,,,,,,,,,,,,,,Inn,,
