ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
0242a_00_EdeAbernathy,Linear_Objective,true,@NPC_DefaultDialogue_0242a_00_EdeAbernathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0242a_01_EdeAbernathy,Linear_Objective,false,@NPC_DefaultDialogue_0242a_01_EdeAbernathy,,,,99B_MSQ_06,,,,,,,,,,,,,,,,,,,,,,,,,
0242a_02_EdeAbernathy,Linear_Objective,false,@NPC_DefaultDialogue_0242a_02_EdeAbernathy,,,,99B_MSQ_09,,,,,,,,,,,,,,,,,,,,,,,,,
0243a_00_Nikodemus,Linear_Objective,true,@NPC_DefaultDialogue_0243a_00_Nikodemus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0243a_01_Nikodemus,Linear_Objective,false,@NPC_DefaultDialogue_0243a_01_Nikodemus,,,,99B_MSQ_06,,,,,,,,,,,,,,,,,,,,,,,,,
0243a_02_Nikodemus,Linear_Objective,false,@NPC_DefaultDialogue_0243a_02_Nikodemus,,,,99B_MSQ_09,,,,,,,,,,,,,,,,,,,,,,,,,
0243a_03_Nikodemus,Linear_Objective,false,@NPC_DefaultDialogue_0243a_03_Nikodemus,,,,99C_MSQ_11,,,,,,,,,,,,,,,,,,,,,,,,,
0244a_00_SebastionMoler,Linear_Objective,true,@NPC_DefaultDialogue_0244a_00_SebastionMoler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0244a_01_SebastionMoler,Linear_Objective,false,@NPC_DefaultDialogue_0244a_01_SebastionMoler,,,,99B_MSQ_06,,,,,,,,,,,,,,,,,,,,,,,,,
0244a_02_SebastionMoler,Linear_Objective,false,@NPC_DefaultDialogue_0244a_02_SebastionMoler,,,,99C_MSQ_11,,,,,,,,,,,,,,,,,,,,,,,,,
0245a_00_ZhuLiang,Linear_Objective,true,@NPC_DefaultDialogue_0245a_00_ZhuLiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0245a_01_ZhuLiang,Linear_Objective,false,@NPC_DefaultDialogue_0245a_01_ZhuLiang,,,,99B_MSQ_05,,,,,,,,,,,,,,,,,,,,,,,,,
0245a_02_ZhuLiang,Linear_Objective,false,@NPC_DefaultDialogue_0245a_02_ZhuLiang,,,,99B_MSQ_09,,,,,,,,,,,,,,,,,,,,,,,,,
0245a_03_ZhuLiang,Linear_Objective,false,@NPC_DefaultDialogue_0245a_03_ZhuLiang,,,,99C_MSQ_11,,,,,,,,,,,,,,,,,,,,,,,,,
0246a_00_CorneliusvanLeiden,Linear_Objective,true,@NPC_DefaultDialogue_0246a_00_CorneliusvanLeiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0246a_01_CorneliusvanLeiden,Linear_Objective,false,@NPC_DefaultDialogue_0246a_01_CorneliusvanLeiden,,,,99B_MSQ_07,,,,,,,,,,,,,,,,,,,,,,,,,
0246a_02_CorneliusvanLeiden,Linear_Objective,false,@NPC_DefaultDialogue_0246a_02_CorneliusvanLeiden,,,,99B_MSQ_08,,,,,,,,,,,,,,,,,,,,,,,,,
0246a_03_CorneliusvanLeiden,Linear_Objective,false,@NPC_DefaultDialogue_0246a_03_CorneliusvanLeiden,,,,99C_MSQ_11,,,,,,,,,,,,,,,,,,,,,,,,,
0247a_00_AnoraWoodville,Linear_Objective,true,@NPC_DefaultDialogue_0247a_00_AnoraWoodville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0247a_01_AnoraWoodville,Linear_Objective,false,@NPC_DefaultDialogue_0247a_01_AnoraWoodville,,,,99B_MSQ_05,,,,,,,,,,,,,,,,,,,,,,,,,
0247a_02_AnoraWoodville,Linear_Objective,false,@NPC_DefaultDialogue_0247a_02_AnoraWoodville,,,,99B_MSQ_06,,,,,,,,,,,,,,,,,,,,,,,,,
0247a_03_AnoraWoodville,Linear_Objective,false,@NPC_DefaultDialogue_0247a_03_AnoraWoodville,,,,99B_MSQ_09,,,,,,,,,,,,,,,,,,,,,,,,,
0247a_04_AnoraWoodville,Linear_Objective,false,@NPC_DefaultDialogue_0247a_04_AnoraWoodville,,,,99C_MSQ_11,,,,,,,,,,,,,,,,,,,,,,,,,
0248a_00_RoseColly,Linear_Objective,true,@NPC_DefaultDialogue_0248a_00_RoseColly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0248a_01_RoseColly,Linear_Objective,false,@NPC_DefaultDialogue_0248a_01_RoseColly,,,,99B_MSQ_05,,,,,,,,,,,,,,,,,,,,,,,,,
0248a_02_RoseColly,Linear_Objective,false,@NPC_DefaultDialogue_0248a_02_RoseColly,,,,99B_MSQ_09,,,,,,,,,,,,,,,,,,,,,,,,,
0248a_03_RoseColly,Linear_Objective,false,@NPC_DefaultDialogue_0248a_03_RoseColly,,,,99C_MSQ_11,,,,,,,,,,,,,,,,,,,,,,,,,
0202a_00_Magistrate,Linear_Objective,true,@0202a_00_Magistrate_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0202a_01_Magistrate,Linear_Objective,false,@0202a_01_Magistrate_DefaultDialogue,,,,99B_MSQ_05,,,,,,,,,,,,,,,,,,,,,,,,,
0202a_02_Magistrate,Linear_Objective,false,@0202a_02_Magistrate_DefaultDialogue,,,,99C_MSQ_11,,,,,,,,,,,,,,,,,,,,,,,,,
0202a_03_Magistrate,Linear_Objective,false,@0202a_03_Magistrate_DefaultDialogue,,,,99C_MSQ_12,,,,,,,,,,,,,,,,,,,,,,,,,
0203a_00_Survivalist,Linear_Objective,true,@0203a_00_Survivalist_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0203a_01_Survivalist,Linear_Objective,false,@0203a_01_Survivalist_DefaultDialogue,,,,99B_MSQ_06 || 99_MSQ_34,,,02A_Side02_01_Secrets,,,,,,,,,,,,,,,,,,,,,,
0203a_02_Survivalist,Linear_Objective,false,@0203a_02_Survivalist_DefaultDialogue,,,,02_Quest_04,,,02A_Side02_02_EarthProvide,,,,,,,,,,,,,,,,,,,,,,
0203a_03_Survivalist,Linear_Objective,false,@0203a_03_Survivalist_DefaultDialogue,,,,02_Quest_05,,,,,,,,,,,,,,,,,,,,,,,,,
0205a_00_Artificer,Linear_Objective,true,@0205a_00_Artificer_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0205a_01_Artificer,Linear_Objective,false,@0205a_01_Artificer_DefaultDialogue,,,,99C_MSQ_11,,,,,,,,,,,,,,,,,,,,,,,,,
0207a_00_Commander,Linear_Objective,true,@0207a_00_Commander_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0207a_01_Commander,Linear_Objective,false,@0207a_01_Commander_DefaultDialogue,Marauder,,24,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0207a_01pre_Commander,Linear_Objective,false,@0207a_01pre_Commander_DefaultDialogue,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0207a_02_Commander,Linear_Objective,false,@0207a_02_Commander_DefaultDialogue,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0207a_03_Commander,Linear_Objective,false,@0207a_03_Commander_DefaultDialogue,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0208a_00_Alchemist,Linear_Objective,true,@0208a_00_Alchemist_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0208a_01_Alchemist,Linear_Objective,false,@0208a_01_Alchemist_DefaultDialogue,Syndicate,,24,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0208a_01pre_Alchemist,Linear_Objective,false,@0208a_01pre_Alchemist_DefaultDialogue,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0208a_02_Alchemist,Linear_Objective,false,@0208a_02_Alchemist_DefaultDialogue,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0208a_03_Alchemist,Linear_Objective,false,@0208a_03_Alchemist_DefaultDialogue,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0209a_00_Adjudicator,Linear_Objective,true,@0209a_00_Adjudicator_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0209a_01_Adjudicator,Linear_Objective,false,@0209a_01_Adjudicator_DefaultDialogue,Covenant,,24,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0209a_01pre_Adjudicator,Linear_Objective,false,@0209a_01pre_Adjudicator_DefaultDialogue,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0209a_02_Adjudicator,Linear_Objective,false,@0209a_02_Adjudicator_DefaultDialogue,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0209a_03_Adjudicator,Linear_Objective,false,@0209a_03_Adjudicator_DefaultDialogue,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0210a_00_Barkeep,Linear_Objective,true,@0210a_00_Barkeep_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0210a_01_Barkeep,Linear_Objective,false,@0210a_01_Barkeep_DefaultDialogue,,,,99B_MSQ_06,,,,,,,,,,,,,,,,,,,,,,,,,
0210a_02_Barkeep,Linear_Objective,false,@0210a_02_Barkeep_DefaultDialogue,,,,99C_MSQ_11 || 99_MSQ_34,,,02A_Side01_ReapersLocus,,,,,,,,,,,,,,,,,,,,,,
0210a_03_Barkeep,Linear_Objective,false,@0210a_03_Barkeep_DefaultDialogue,,,,02_Quest_Obelisk_11,,,,,,,,,,,,,,,,,,,,,,,,,
0222a_00_Innkeep,Linear_Objective,true,@0222a_00_Innkeep_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,Inn,,
0223a_00_Fisher,Linear_Objective,true,@0223a_00_Fisher_DefaultDialogue,,,,,,,,,,,,,,,,,0223a_Fisher_ExplainHotspots,,,,,,,,,,,,
0223a_01_Fisher,Linear_Objective,false,@0223a_01_Fisher_DefaultDialogue,,,,FishingQuest_06,,,0223_0101_FQ07,,,,,,,,,,0223a_Fisher_ExplainHotspots,,,,,,,,,,,,
0223a_02_Fisher,Linear_Objective,false,@0223a_02_Fisher_DefaultDialogue,,,,FishingQuest_07,,,,,,,,,,,,,0223a_Fisher_ExplainHotspots,,,,,,,,,,,,
0230a_00_Ranger,Linear_Objective,true,@0230a_Ranger_DefaultDialogue_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0230a_01_Ranger,Linear_Objective,false,@0230a_Ranger_DefaultDialogue_01,,,,99B_MSQ_02 || 99_MSQ_34,,,02A_Side03_01_Infernal,,,,,,,,,,,,,,,,,,,,,,
0230a_02_Ranger,Linear_Objective,false,@0230a_Ranger_DefaultDialogue_02,,,,02_Quest_16,,,02A_Side03_02_Belly,,,,,,,,,,,,,,,,,,,,,,
0230a_03_Ranger,Linear_Objective,false,@0230a_Ranger_DefaultDialogue_03,,,,02_Quest_17,,,,,,,,,,,,,,,,,,,,,,,,,
0231a_00_Painter,Linear_Objective,true,@0231a_Painter_DefaultDialogue_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0231a_01_Painter,Linear_Objective,false,@0231a_Painter_DefaultDialogue_01,,,,99B_MSQ_05 || 99_MSQ_34,,,02A_Side04_01_Location,,,,,,,,,,,,,,,,,,,,,,
0231a_02_Painter,Linear_Objective,false,@0231a_Painter_DefaultDialogue_02,,,,02_Quest_19,,,02A_Side04_02_Reflection,,,,,,,,,,,,,,,,,,,,,,
0231a_03_Painter,Linear_Objective,false,@0231a_Painter_DefaultDialogue_03,,,,02_Quest_20,,,02A_Side04_03_Masterpiece,,,,,,,,,,,,,,,,,,,,,,
0231a_04_Painter,Linear_Objective,false,@0231a_Painter_DefaultDialogue_04,,,,02_Quest_21,,,,,,,,,,,,,,,,,,,,,,,,,
0232a_00_Naturalist,Linear_Objective,true,@0232a_Naturalist_DefaultDialogue_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
