ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
9204_00_Executioner,Linear_Objective,true,@0204_001_Overseer_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9204_01_Executioner,Linear_Objective,false,@0204_06_Overseer_DefaultDialogue,,GreatAxeAbilityTable 9 0,40,,,,0204_0104_Executioner_lvl40_Weapon_v2,,,,,,,,,,,,,,,,,,,,,,
9204_02_Executioner,Linear_Objective,false,@0204_07_Overseer_DefaultDialogue,,,,WeaponQuest_Executioner_00_v2,,,,,,,,,,,,,,,,,,,,,,,,,
9201_00_Cleric,Linear_Objective,true,@0203_001_Survivalist_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9201_01_Cleric,Linear_Objective,false,@0203_04_Survivalist_DefaultDialogue,,LifeMagicAbilityTable 9 0,40,,,,0203_0103_Hope_Manifest_lvl40_Weapon_v2,,,,,,,,,,,,,,,,,,,,,,
9201_02_Cleric,Linear_Objective,false,@0203_05_Survivalist_DefaultDialogue,,,,WeaponQuest_HopeManifest_00_v2,,,,,,,,,,,,,,,,,,,,,,,,,
9202_00_Hunter,Linear_Objective,true,@NPC_Default_Dialogue_1310_00_Barkeep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9202_01_Hunter,Linear_Objective,false,@NPC_Default_Dialogue_1310_03_Barkeep,,BowAbilityTable 9 0,40,,,,1310_1314_L40Bow_Huntress_v2,,,,,,,,,,,,,,,,,,,,,,
9202_02_Hunter,Linear_Objective,false,@NPC_Default_Dialogue_1310_04_Barkeep,,,,WeaponQuest_TheHuntress_00_v2,,,,,,,,,,,,,,,,,,,,,,,,,
9203_00_FirePriest,Linear_Objective,true,@NPC_Default_Dialogue_1305_001_Artificer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9203_01_FirePriest,Linear_Objective,false,@NPC_Default_Dialogue_1305_04_Artificer,,FireMagicAbilityTable 9 0,40,,,,1305_1315_L40FStaff_FalmeasWrath_v2,,,,,,,,,,,,,,,,,,,,,,
9203_02_FirePriest,Linear_Objective,false,@NPC_Default_Dialogue_1305_05_Artificer,,,,WeaponQuest_FalmeasWrath_00_v2,,,,,,,,,,,,,,,,,,,,,,,,,
9205_00_Blademaster,Linear_Objective,true,@1004_001_Overseer_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9205_01_Blademaster,Linear_Objective,false,@1004_05_Overseer_DefaultDialogue,,SwordAbilityTable 9 0,40,,,,1004_0103_Weapon_Keen_Temper_v2,,,,,,,,,,,,,,,,,,,,,,
9205_02_Blademaster,Linear_Objective,false,@1004_06_Overseer_DefaultDialogue,,,,WeaponQuest_KeenTemper_00_v2,,,,,,,,,,,,,,,,,,,,,,,,,
9206_00_Guardian,Linear_Objective,true,@0205_001_Artificer_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9206_01_Guardian,Linear_Objective,false,@0205_02_Artificer_DefaultDialogue,,,40,,,,0205_0102_Battles_Embrace_Gear_v2,,,,,,,,,,,,,,,,,,,,,,
9206_02_Guardian,Linear_Objective,false,@0205_03_Artificer_DefaultDialogue,,,,02_Quest_Armor_12_v2,,,,,,,,,,,,,,,,,,,,,,,,,
9207_00_Rogue,Linear_Objective,true,@1002_001_Magistrate_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9207_01_Rogue,Linear_Objective,false,@1002_04_Magistrate_DefaultDialogue,,,40,,,,1002_0104_Shrouded_Intent_Gear_v2,,,,,,,,,,,,,,,,,,,,,,
9207_02_Rogue,Linear_Objective,false,@1002_05_Magistrate_DefaultDialogue,,,,10_Quest_Armor_14_v2,,,,,,,,,,,,,,,,,,,,,,,,,
9208_00_Shaman,Linear_Objective,true,@NPC_Default_Dialogue_1303_001_Survivalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9208_01_Shaman,Linear_Objective,false,@NPC_Default_Dialogue_1303_04_Survivalist,,,40,,,,1303_1311_Protective_Wyrd_Gear_v2,,,,,,,,,,,,,,,,,,,,,,
9208_02_Shaman,Linear_Objective,false,@NPC_Default_Dialogue_1303_05_Survivalist,,,,13_Quest_Armor_11_v2,,,,,,,,,,,,,,,,,,,,,,,,,
