ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
0502_00_Magistrate,Linear_Objective,true,@0502_00_Magistrate_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0502_01_Magistrate,Linear_Objective,false,@0502_01_Magistrate_DefaultDialog,,,56,,,,0502_0101_ancientscholar,,,,,,,,,,,,,,,,,,,,,,
0502_02_Magistrate,Linear_Objective,false,@0502_02_Magistrate_DefaultDialog,,,,05_Quest_01,,,0502_0102_hopespringseternal,,,,,,,,,,,,,,,,,,,,,,
0502_03_Magistrate,Linear_Objective,false,@0502_03_Magistrate_DefaultDialog,,,,05_Quest_02,,,0502_0103_pathsunseen,,,,,,,,,,,,,,,,,,,,,,
0502_04_Magistrate,Linear_Objective,false,@0502_04_Magistrate_DefaultDialog,,,,05_Quest_03,,,0502_0104_anatomyoftheheart,,,,,,,,,,,,,,,,,,,,,,
0502_05_Magistrate,Linear_Objective,false,@0502_05_Magistrate_DefaultDialog,,,,05_Quest_04,,,0502_0105_seekandhide,,,,,,,,,,,,,,,,,,,,,,
0502_06_Magistrate,Linear_Objective,false,@0502_06_Magistrate_DefaultDialog,,,,05_Quest_06,,,0502_0106_primevalcyclops,,,,,,,,,,,,,,,,,,,,,,
0502_07_Magistrate,Linear_Objective,false,@0502_07_Magistrate_DefaultDialog,,,,05_Quest_Lazarus_21,,,,,,,,,,,,,,,,,,,,,,,,,
0503_00_Survivalist,Linear_Objective,true,@0503_00_Survivalist_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0503_01_Survivalist,Linear_Objective,false,@0503_01_Survivalist_DefaultDialog,,,56,,,,0503_0101_onfloralfauna,,,,,,,,,,,,,,,,,,,,,,
0503_02_Survivalist,Linear_Objective,false,@0503_02_Survivalist_DefaultDialog,,,,05_Quest_16,,,0503_0201_excisingtheblightedroot,,,,,,,,,,,,,,,,,,,,,,
0503_03_Survivalist,Linear_Objective,false,@0503_03_Survivalist_DefaultDialog,,,,05_Quest_17,,,0503_0202_burdenofatonement,,,,,,,,,,,,,,,,,,,,,,
0503_04_Survivalist,Linear_Objective,false,@0503_04_Survivalist_DefaultDialog,,,,05_Quest_18,,,0503_0203_wardensofthegreen,,,,,,,,,,,,,,,,,,,,,,
0503_05_Survivalist,Linear_Objective,false,@0503_05_Survivalist_DefaultDialog,,,,05_Quest_19,,,0503_0301_theeternalpool,,,,,,,,,,,,,,,,,,,,,,
0503_06_Survivalist,Linear_Objective,false,@0503_06_Survivalist_DefaultDialog,,,,05_Quest_20,,,,,,,,,,,,,,,,,,,,,,,,,
0504_00_Overseer,Linear_Objective,true,@0504_00_Overseer_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0504_01_Overseer,Linear_Objective,false,@0504_01_Overseer_DefaultDialog,,,56,,,,0504_0101_anexpandingthreat,,,,,,,,,,,,,,,,,,,,,,
0504_01a_Overseer,Linear_Objective,false,@0504_01a_Overseer_DefaultDialog,,,,05_Quest_07,,,0504_0102_defianceanddoubt,,,,,,,,,,,,,,,,,,,,,,
0504_02_Overseer,Linear_Objective,false,@0504_02_Overseer_DefaultDialog,,,,05_Quest_11,,,0504_0201_wordsofpower,,,,,,,,,,,,,,,,,,,,,,
