ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
0707_00_Commander,Linear_Objective,true,@NPC_DefaultDialogue_0707_00_Commander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0707_01_Commander,Linear_Objective,false,@NPC_DefaultDialogue_0707_01_Commander,Marauder,,58,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0707_01pre_Commander,Linear_Objective,false,@NPC_DefaultDialogue_0707_01pre_Commander,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0708_00_Alchemist,Linear_Objective,true,@NPC_DefaultDialogue_0708_00_Alchemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0708_01_Alchemist,Linear_Objective,false,@NPC_DefaultDialogue_0708_01_Alchemist,Syndicate,,58,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0708_01pre_Alchemist,Linear_Objective,false,@NPC_DefaultDialogue_0708_01pre_Alchemist,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0709_00_Adjudicator,Linear_Objective,true,@NPC_DefaultDialogue_0708_00_Adjudicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0709_01_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0708_01_Adjudicator,Covenant,,58,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0709_01pre_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0708_01pre_Adjudicator,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0709_02_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0708_02_Adjudicator,Covenant,Covenant 3 49000,58,covenant_faction_quest_02,,,98_C_03_thepathtodarkness,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
