ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
13A_Primrose_00,Linear_Objective,true,@NPC_P1_Primrose_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13A_Primrose_01,Linear_Objective,false,@NPC_P1_Primrose_01,,,,99C_MSQ_04 || 99_MSQ_34,,,13A_SQ_01_HakenstadtDoll,,,,,,,,,,,,,,,,,,,,,,
13A_Primrose_02,Linear_Objective,false,@NPC_P1_Primrose_02,,,,13A_SQ_01,,,13A_SQ_02_KrummholmTransmutations,,,,,,,,,,,,,,,,,,,,,,
13A_Primrose_03,Linear_Objective,false,@NPC_P1_Primrose_03,,,,13A_SQ_02,,,13A_SQ_03_FreeHazel,,,,,,,,,,,,,,,,,,,,,,
13A_Primrose_04,Linear_Objective,false,@NPC_P1_Primrose_04,,,,13A_SQ_03,,,,,,,,,,,,,,,,,,,,,,,,,
13A_Maria_00,Linear_Objective,true,@NPC_P1_Maria_00,,,,,,,,,,,,,,,,,13A_Maria,,,,,,,,,,,,
13A_Agnes_00,Linear_Objective,true,@NPC_P1_Agnes_00,,,,,,,,,,,,,,,,,13A_Agnes,,,,,,,,,,,,
13A_Theuderic_00,Linear_Objective,true,@NPC_P1_Theuderic_00,,,,,,,,,,,,,,,,,13A_Theuderic,,,,,,,,,,,,
13A_Niall_00,Linear_Objective,true,@NPC_P1_Niall_00,,,,,,,,,,,,,,,,,13A_Niall,,,,,,,,,,,,
13A_MonsterHunter_00,Linear_Objective,true,@NPC_P1_MonsterHunter_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13A_MonsterHunter_01,Linear_Objective,false,@NPC_P1_MonsterHunter_01,,,,99B_MSQ_11 || 99_MSQ_34,,,13A_SQ_04_MonsterBounty,,,,,,,,,,,,,,,,,,,,,,
13A_MonsterHunter_02,Linear_Objective,false,@NPC_P1_MonsterHunter_02,,,,13_Quest_20,,,13A_SQ_05_FindHunters,,,,,,,,,,,,,,,,,,,,,,
13A_MonsterHunter_03,Linear_Objective,false,@NPC_P1_MonsterHunter_03,,,,13_Quest_21,,,13A_SQ_06_KarburgHunters,,,,,,,,,,,,,,,,,,,,,,
13A_MonsterHunter_04,Linear_Objective,false,@NPC_P1_MonsterHunter_04,,,,13_Quest_23,,,,,,,,,,,,,,,,,,,,,,,,,
13A_Architect_00,Linear_Objective,true,@NPC_P1_Architect_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13A_Architect_01,Linear_Objective,false,@NPC_P1_Architect_01,,,,99B_MSQ_11 || 99_MSQ_34,,,13A_SQ_07_StudyRuins,,,,,,,,,,,,,,,,,,,,,,
13A_Architect_02,Linear_Objective,false,@NPC_P1_Architect_02,,,,13_Quest_28 && (99C_MSQ_02 || 99_MSQ_34),,,13A_SQ_08_BridgeStones,,,,,,,,,,,,,,,,,,,,,,
13A_Architect_03,Linear_Objective,false,@NPC_P1_Architect_03,,,,13_Quest_29 && (99C_MSQ_08 || 99_MSQ_34),,,13A_SQ_09_AndrometusStones,,,,,,,,,,,,,,,,,,,,,,
13A_Architect_04,Linear_Objective,false,@NPC_P1_Architect_04,,,,13_Quest_30,,,,,,,,,,,,,,,,,,,,,,,,,
13A_Antiquarian_00,Linear_Objective,true,@NPC_P1_Antiquarian_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13A_Antiquarian_01,Linear_Objective,false,@NPC_P1_Antiquarian_01,,,,99C_MSQ_02 || 99_MSQ_34,,,13A_SQ_10_FindSpouseBridge,,,,,,,,,,,,,,,,,,,,,,
13A_Antiquarian_02,Linear_Objective,false,@NPC_P1_Antiquarian_02,,,,13_Quest_32 && (99C_MSQ_08 || 99_MSQ_34),,,13A_SQ_11_FindSpouseCanopus,,,,,,,,,,,,,,,,,,,,,,
13A_Antiquarian_03,Linear_Objective,false,@NPC_P1_Antiquarian_03,,,,13_Quest_33 ,,,13A_SQ_12_FindSpouseAquaAcadia,,,,,,,,,,,,,,,,,,,,,,
13A_Antiquarian_04,Linear_Objective,false,@NPC_P1_Antiquarian_04,,,,13_Quest_34,,,,,,,,,,,,,,,,,,,,,,,,,
13A_Antiquarian_05,Linear_Objective,false,@NPC_P1_Antiquarian_05,,,,13_Quest_35,,,,,,,,,,,,,,,,,,,,,,,,,
13A_AntiquarianSpouse_00,Linear_Objective,true,@NPC_P1_AntiquarianSpouse_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13A_AntiquarianSpouse_01,Linear_Objective,false,@NPC_P1_AntiquarianSpouse_01,,,,13_Quest_33 ,,,,,,,,,,,,,,,,,,,,,,,,,
13A_AntiquarianSpouse_02,Linear_Objective,false,@NPC_P1_AntiquarianSpouse_02,,,,13_Quest_34,,,13A_SQ_13_SpouseReunion,,,,,,,,,,,,,,,,,,,,,,
13A_AntiquarianSpouse_03,Linear_Objective,true,@NPC_P1_AntiquarianSpouse_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13A_AntiquarianSpouse_04,Linear_Objective,false,@NPC_P1_AntiquarianSpouse_04,,,,13_Quest_35 ,,,,,,,,,,,,,,,,,,,,,,,,,
13A_Pyro_00,Linear_Objective,true,@NPC_P1_Pyro_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13A_Pyro_01,Linear_Objective,false,@NPC_P1_Pyro_01,,,,99C_MSQ_04 || 99_MSQ_34,,,13A_SQ_14_GetTorches,,,,,,,,,,,,,,,,,,,,,,
13A_Pyro_02,Linear_Objective,false,@NPC_P1_Pyro_02,,,,13_Quest_17 && (99C_MSQ_11 || 99_MSQ_34),,,13A_SQ_15_GetIlluminationEssences,,,,,,,,,,,,,,,,,,,,,,
13A_Pyro_03,Linear_Objective,false,@NPC_P1_Pyro_03,,,,13_Quest_18,,,13A_SQ_16_NavarrosKitchen,,,,,,,,,,,,,,,,,,,,,,
13A_Pyro_04,Linear_Objective,false,@NPC_P1_Pyro_04,,,,13_Quest_19,,,,,,,,,,,,,,,,,,,,,,,,,
13A_AnimalHunter_00,Linear_Objective,true,@NPC_P1_AnimalHunter_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13A_AnimalHunter_01,Linear_Objective,false,@NPC_P1_AnimalHunter_01,,,,99C_MSQ_04 || 99_MSQ_34,,,13A_SQ_17_KillGators,,,,,,,,,,,,,,,,,,,,,,
13A_AnimalHunter_02,Linear_Objective,false,@NPC_P1_AnimalHunter_02,,,,13_Quest_24 && (99C_MSQ_07 || 99_MSQ_34),,,13A_SQ_18_KillBoar,,,,,,,,,,,,,,,,,,,,,,
13A_AnimalHunter_03,Linear_Objective,false,@NPC_P1_AnimalHunter_03,,,,13_Quest_25 && (99C_MSQ_11 || 99_MSQ_34),,,13A_SQ_19_KillWolfPack,,,,,,,,,,,,,,,,,,,,,,
13A_AnimalHunter_04,Linear_Objective,false,@NPC_P1_AnimalHunter_04,,,,13_Quest_26,,,13A_SQ_20_KillWolfLeader,,,,,,,,,,,,,,,,,,,,,,
13A_AnimalHunter_05,Linear_Objective,false,@NPC_P1_AnimalHunter_05,,,,13_Quest_27,,,,,,,,,,,,,,,,,,,,,,,,,
13A_PerfumeAlchemist_00,Linear_Objective,true,@NPC_P1_PerfumeAlchemist_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13A_PerfumeAlchemist_01,Linear_Objective,false,@NPC_P1_PerfumeAlchemist_01,,,,99C_MSQ_11 || 99_MSQ_34,,,13A_SQ_21_SwampPerfume,,,,,,,,,,,,,,,,,,,,,,
13A_PerfumeAlchemist_02,Linear_Objective,false,@NPC_P1_PerfumeAlchemist_02,,,,13_Quest_31,,,,,,,,,,,,,,,,,,,,,,,,,
1310_00_Barkeep,Linear_Objective,true,@NPC_Default_Dialogue_1310_00_Barkeep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307_00_Commander,Linear_Objective,true,@NPC_Default_Dialogue_1307_00_Commander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307_01pre_Commander,Linear_Objective,false,@NPC_Default_Dialogue_1307_01pre_Commander,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307_01_Commander,Linear_Objective,false,@NPC_Default_Dialogue_1307_01_Commander,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
1307_02_Commander,Linear_Objective,false,@NPC_Default_Dialogue_1307_02_Commander,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307_03_Commander,Linear_Objective,false,@NPC_Default_Dialogue_1307_03_Commander,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
