Level,MaximumInfluence,InfluenceCost,FreeRewardId,PremiumRewardId
0,2750,0,S7_BattlePass_Free_00,
1,2750,2750,S7_BattlePass_Free_01,S7_BattlePass_Premium_01
2,2750,2750,S7_BattlePass_Free_02,S7_BattlePass_Premium_02
3,2750,2750,S7_BattlePass_Free_03,S7_BattlePass_Premium_03
4,2750,2750,S7_BattlePass_Free_04,S7_BattlePass_Premium_04
5,2750,2750,S7_BattlePass_Free_05,S7_BattlePass_Premium_05
6,2750,2750,S7_BattlePass_Free_06,S7_BattlePass_Premium_06
7,2750,2750,S7_BattlePass_Free_07,S7_BattlePass_Premium_07
8,2750,2750,S7_BattlePass_Free_08,S7_BattlePass_Premium_08
9,2750,2750,S7_BattlePass_Free_09,S7_BattlePass_Premium_09
10,2750,2750,S7_BattlePass_Free_10,S7_BattlePass_Premium_10
11,2750,2750,S7_BattlePass_Free_11,S7_BattlePass_Premium_11
12,2750,2750,S7_BattlePass_Free_12,S7_BattlePass_Premium_12
13,2750,2750,S7_BattlePass_Free_13,S7_BattlePass_Premium_13
14,2750,2750,S7_BattlePass_Free_14,S7_BattlePass_Premium_14
15,2750,2750,S7_BattlePass_Free_15,S7_BattlePass_Premium_15
16,2750,2750,S7_BattlePass_Free_16,S7_BattlePass_Premium_16
17,2750,2750,S7_BattlePass_Free_17,S7_BattlePass_Premium_17
18,2750,2750,S7_BattlePass_Free_18,S7_BattlePass_Premium_18
19,2750,2750,S7_BattlePass_Free_19,S7_BattlePass_Premium_19
20,2750,2750,S7_BattlePass_Free_20,S7_BattlePass_Premium_20
21,2750,2750,S7_BattlePass_Free_21,S7_BattlePass_Premium_21
22,2750,2750,S7_BattlePass_Free_22,S7_BattlePass_Premium_22
23,2750,2750,S7_BattlePass_Free_23,S7_BattlePass_Premium_23
24,2750,2750,S7_BattlePass_Free_24,S7_BattlePass_Premium_24
25,2750,2750,S7_BattlePass_Free_25,S7_BattlePass_Premium_25
26,2750,2750,S7_BattlePass_Free_26,S7_BattlePass_Premium_26
27,2750,2750,S7_BattlePass_Free_27,S7_BattlePass_Premium_27
28,2750,2750,S7_BattlePass_Free_28,S7_BattlePass_Premium_28
29,2750,2750,S7_BattlePass_Free_29,S7_BattlePass_Premium_29
30,2750,2750,S7_BattlePass_Free_30,S7_BattlePass_Premium_30
31,2750,2750,S7_BattlePass_Free_31,S7_BattlePass_Premium_31
32,2750,2750,S7_BattlePass_Free_32,S7_BattlePass_Premium_32
33,2750,2750,S7_BattlePass_Free_33,S7_BattlePass_Premium_33
34,2750,2750,S7_BattlePass_Free_34,S7_BattlePass_Premium_34
35,2750,2750,S7_BattlePass_Free_35,S7_BattlePass_Premium_35
