TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
02A_Side01_ReapersLocus_container,SimpleTaskContainer,,,,,,,,,,,shattered_obelisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02A_Side01_TaskGoto,02A_Side01_TaskLocus,,,
02A_Side01_TaskGoto,TaskGameMode,,1,,,,,,,true,,,DungeonShatteredObelisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@02A_Side01_Task_Goto,,,,,,,,,,,,,,,,,,
02A_Side01_TaskLocus,TaskHaveAndReturnItems,,1,,1,0210_0102_ReapersLocus,AncientGuardian_Mage_Named_DG_Everfall_00,100,,,,,DungeonShatteredObelisk,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@02A_Side01_Task_Locus,,,,,,,,,,,,,,,,,,
02A_Side02_01_Secrets_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02A_Side02_01_01_Secrets_label_container,,,,
02A_Side02_01_01_Secrets_label_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@02A_Side02_01_container,,,,,,,,,,,,,,02A_Side02_01_01_01_container1,02A_Side02_01_01_02_container2,,,
02A_Side02_01_01_01_container1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,02A_Side02_01_01_01_01_Task_Goto1,02A_Side02_01_01_01_02_Task_KillToken1,,,
02A_Side02_01_01_01_01_Task_Goto1,TaskGoToPOITag,,1,,,,,,,,,abandoned_village_40210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@02A_Side02_01_Task_Goto1,,,,,,,,,,,,,,,,,,
02A_Side02_01_01_01_02_Task_KillToken1,TaskHaveAndReturnItems,,,,5,02A_Side02_BoneDust,Lost,100,,true,,abandoned_village_40210,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@02A_Side02_01_Task_KillToken1,,,,,,,,,,,,,,,,,,
02A_Side02_01_01_02_container2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,02A_Side02_01_01_02_01_Task_Goto2,02A_Side02_01_01_02_02_Swap_Bankole1_off,02A_Side02_01_01_02_03_Swap_Bankole1a_on,02A_Side02_01_01_02_04_Task_KillToken2,
02A_Side02_01_01_02_01_Task_Goto2,TaskGoToPOITag,,1,,,,,,,,,green_defile_40268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@02A_Side02_01_Task_Goto2,,,,,,,,,,,,,,,,,,
