VitalsID,DisplayName,Level,BaseVitalsId
Hercyne_Boar_Raid_CutlassKeys_00,@Hercyne_Boar_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Boar_Raid_CutlassKeys_00
Hercyne_Boar_Alpha_Raid_CutlassKeys_00,@Hercyne_Boar_Alpha_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Boar_Alpha_Raid_CutlassKeys_00
Hercyne_Boar_Named_Raid_CutlassKeys_00,@Hercyne_Boar_Alpha_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Boar_Named_Raid_CutlassKeys_00
Hercyne_Corvid_Raid_CutlassKeys_00,@Hercyne_Corvid_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Corvid_Raid_CutlassKeys_00
Hercyne_Corvid_Alpha_Raid_CutlassKeys_00,@Hercyne_Corvid_Alpha_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Corvid_Alpha_Raid_CutlassKeys_00
Hercyne_Corvid_Named_Raid_CutlassKeys_00,@Hercyne_Corvid_Alpha_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Corvid_Named_Raid_CutlassKeys_00
Hercyne_Elephant_Raid_CutlassKeys_00,@Hercyne_Elephant_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Elephant_Raid_CutlassKeys_00
Hercyne_Elephant_Named_Raid_CutlassKeys_00,@Hercyne_Elephant_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Elephant_Named_Raid_CutlassKeys_00
Hercyne_Gorilla_Raid_CutlassKeys_00,@Hercyne_Gorilla_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Gorilla_Raid_CutlassKeys_00
Hercyne_Gorilla_Named_Raid_CutlassKeys_00,@Hercyne_Gorilla_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Gorilla_Named_Raid_CutlassKeys_00
Hercyne_Rat_Raid_CutlassKeys_00,@Hercyne_Rat_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Rat_Raid_CutlassKeys_00
Hercyne_Reindeer_Raid_CutlassKeys_00,@Hercyne_Reindeer_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Reindeer_Raid_CutlassKeys_00
Hercyne_Reindeer_Alpha_Raid_CutlassKeys_00,@Hercyne_Reindeer_Alpha_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Reindeer_Alpha_Raid_CutlassKeys_00
Hercyne_Reindeer_Named_Raid_CutlassKeys_00,@Hercyne_Reindeer_Alpha_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Reindeer_Named_Raid_CutlassKeys_00
Hercyne_Reindeer_Briar_Turret_Raid_CutlassKeys_00,@Hercyne_Reindeer_Briar_Turret_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Reindeer_Briar_Turret_Raid_CutlassKeys_00
Hercyne_Reindeer_Briar_Turret_Alpha_Raid_CutlassKeys_00,@Hercyne_Reindeer_Briar_Turret_Alpha_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Reindeer_Briar_Turret_Alpha_Raid_CutlassKeys_00
Hercyne_Reindeer_Briar_Tangle_Raid_CutlassKeys_00,@Hercyne_Reindeer_Briar_Tangle_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Reindeer_Briar_Tangle_Raid_CutlassKeys_00
Hercyne_Spider_Raid_CutlassKeys_00,@Hercyne_Spider_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Spider_Raid_CutlassKeys_00
Hercyne_Tendril_Raid_CutlassKeys_00,@Hercyne_Tendril_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Tendril_Raid_CutlassKeys_00
Hercyne_Tendril_Eyeball_Raid_CutlassKeys_00,@Hercyne_Tendril_Eyeball_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Tendril_Eyeball_Raid_CutlassKeys_00
Hercyne_Wolf_Raid_CutlassKeys_00,@Hercyne_Wolf_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Wolf_Raid_CutlassKeys_00
Hercyne_Wolf_Alpha_Raid_CutlassKeys_00,@Hercyne_Wolf_Alpha_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Wolf_Alpha_Raid_CutlassKeys_00
Hercyne_Wolf_Named_Raid_CutlassKeys_00,@Hercyne_Wolf_Alpha_Raid_CutlassKeys_00_VitalsName,75,Hercyne_Wolf_Named_Raid_CutlassKeys_00
Hercyne_Typhon,@Hercyne_Typhon_VitalsName,75,Hercyne_Typhon
Hercyne_Typhon_ThornPrison,@Hercyne_Typhon_ThornPrison_VitalsName,75,Hercyne_Typhon_ThornPrison
Hercyne_Wolf_Typhon,@Hercyne_Wolf_VitalsName,75,Hercyne_Wolf_Typhon
Hercyne_Spider_Typhon,@Hercyne_Spider_VitalsName,75,Hercyne_Spider_Typhon
Hercyne_Corvid_Typhon,@Hercyne_Corvid_VitalsName,75,Hercyne_Corvid_Typhon
Hercyne_Broodmother,@Hercyne_Broodmother_VitalsName,75,Hercyne_Broodmother
Hercyne_Broodmother_Flower,@Hercyne_Broodmother_Flower_VitalsName,75,Hercyne_Broodmother_Flower
Hercyne_Broodmother_Flower_Ceiling,@Hercyne_Broodmother_Flower_Ceiling_VitalsName,75,Hercyne_Broodmother_Flower_Ceiling
Hercyne_Broodmother_Ooze,@Hercyne_Broodmother_Ooze_VitalsName,75,Hercyne_Broodmother_Ooze
Hercyne_Broodmother_FountainBlocker,@Hercyne_Broodmother_FountainBlocker_VitalsName,75,Hercyne_Broodmother_FountainBlocker
