VitalsID,DisplayName,Level,BaseVitalsId
YsGuardian,@YsGuardian_VitalsName,80,YsGuardian
IoN_Lost_PalatineGuard_Shield,@IoN_Lost_PalatineGuard_Shield_VitalsName,80,IoN_Lost_PalatineGuard_Shield
IoN_Lost_PalatineGuard_Halberd,@IoN_Lost_PalatineGuard_Halberd_VitalsName,80,IoN_Lost_PalatineGuard_Halberd
IoN_Lost_PalatineGuard_Swordsman,@IoN_Lost_PalatineGuard_Swordsman_VitalsName,80,IoN_Lost_PalatineGuard_Swordsman
IoN_Lost_PalatineGuard_Archer,@IoN_Lost_PalatineGuard_Archer_VitalsName,80,IoN_Lost_PalatineGuard_Archer
IoN_Lost_FeralGhoul,@IoN_Lost_FeralGhoul_VitalsName,80,IoN_Lost_FeralGhoul
IoN_Lost_Bloodbeast,@IoN_Lost_Bloodbeast_VitalsName,80,IoN_Lost_Bloodbeast
IoN_Lost_Bloodbeast_stronghold,@IoN_Lost_Bloodbeast_VitalsName,80,IoN_Lost_Bloodbeast_stronghold
IoN_Lost_SoulHarvester,@IoN_Lost_SoulHarvester_VitalsName,80,IoN_Lost_SoulHarvester
IoN_Lost_Ghastly_Villager_Shovel,@IoN_Lost_Ghastly_Villager_Shovel_VitalsName,80,IoN_Lost_Ghastly_Villager_Shovel
IoN_Lost_Ghastly_Sniper,@IoN_Lost_Ghastly_Sniper_VitalsName,80,IoN_Lost_Ghastly_Sniper
IoN_Lost_Ghastly_Villager_Hatchet,@IoN_Lost_Ghastly_Villager_Hatchet_VitalsName,80,IoN_Lost_Ghastly_Villager_Hatchet
IoN_Lost_Ghastly_Villager_Hatchet_stronghold,@IoN_Lost_Ghastly_Villager_Hatchet_VitalsName,80,IoN_Lost_Ghastly_Villager_Hatchet_stronghold
IoN_Lost_Cryptkeeper,@IoN_Lost_Cryptkeeper_VitalsName,80,IoN_Lost_Cryptkeeper
IoN_Lost_MutatedNurse,@IoN_Lost_MutatedNurse_VitalsName,80,IoN_Lost_MutatedNurse
IoN_Lost_Undead_Naga,@IoN_Lost_Undead_Naga_VitalsName,80,IoN_Lost_Undead_Naga
IoN_Lost_MummifiedCorpse,@IoN_Lost_MummifiedCorpse_VitalsName,80,IoN_Lost_MummifiedCorpse
IoN_Lost_Brute,@IoN_Lost_Brute_VitalsName,80,IoN_Lost_Brute
IoN_Lost_Monarch,@IoN_Lost_Monarch_VitalsName,80,IoN_Lost_Monarch
IoN_Lost_Withered_Grunt,@IoN_Lost_Withered_Grunt_VitalsName,80,IoN_Lost_Withered_Grunt
IoN_Lost_Knight_Bow,@IoN_Lost_Knight_Bow_VitalsName,80,IoN_Lost_Knight_Bow
IoN_Lost_Knight_Tank,@IoN_Lost_Knight_Tank_VitalsName,80,IoN_Lost_Knight_Tank
IoN_Lost_Knight_Warhammer,@IoN_Lost_Knight_Warhammer_VitalsName,80,IoN_Lost_Knight_Warhammer
IoN_Lost_Knight_Pikeman,@IoN_Lost_Knight_Pikeman_VitalsName,80,IoN_Lost_Knight_Pikeman
IoN_Lost_Thorpe,@IoN_Lost_Thorpe_VitalsName,80,IoN_Lost_Thorpe
IoN_Lost_BossSoul,@IoN_Lost_BossSoul_VitalsName,80,IoN_Lost_BossSoul
IoN_Lost_Shadow_Heiress,@IoN_Lost_Shadow_Heiress_VitalsName,80,IoN_Lost_Shadow_Heiress
IoN_Lost_Shadow_PalatineShield,@IoN_Lost_Shadow_PalatineShield_VitalsName,80,IoN_Lost_Shadow_PalatineShield
IoN_Lost_Shadow_PalatineHalberd,@IoN_Lost_Shadow_PalatineHalberd_VitalsName,80,IoN_Lost_Shadow_PalatineHalberd
IoN_Lost_Shadow_PalatineSwordsman,@IoN_Lost_Shadow_PalatineSwordsman_VitalsName,80,IoN_Lost_Shadow_PalatineSwordsman
IoN_Lost_Shadow_PalatineArcher,@IoN_Lost_Shadow_PalatineArcher_VitalsName,80,IoN_Lost_Shadow_PalatineArcher
IoN_Lost_Shadow_Jester,@IoN_Lost_Shadow_Jester_VitalsName,80,IoN_Lost_Shadow_Jester
IoN_Lost_Thorpe_Relic,@IoN_Lost_Thorpe_Relic_VitalsName,80,IoN_Lost_Thorpe_Relic
IoN_Lost_Thorpe_MinionManager,@IoN_Lost_Thorpe_MinionManager_VitalsName,80,IoN_Lost_Thorpe_Relic
IoN_Dummy_PalatineGuard,@IoN_Dummy_PalatineGuard_VitalsName,80,IoN_Dummy_PalatineGuard
IoN_Lost_Heiress,@IoN_Lost_Heiress_VitalsName,80,IoN_Lost_Heiress
IoN_HeiressAndPG_Encounter_Manager,@IoN_HeiressAndPG_Encounter_Manager_VitalsName,80,IoN_HeiressAndPG_Encounter_Manager
IoN_PurgingBladeMinion,@IoN_PurgingBladeMinion_VitalsName,80,IoN_PurgingBladeMinion
