VitalsID,DisplayName,Level,BaseVitalsId
AngryEarth_Bear_Elemental_Catacombs_Named,@AngryEarth_Bear_Elemental_Catacombs_Named_VitalsName,75,AngryEarth_Bear_Elemental_Catacombs_Named
AngryEarth_Dryad_Siren_Boss_Catacombs,@Dryad_Siren_VitalsName,75,AngryEarth_Dryad_Siren_Boss_Catacombs
AngryEarth_Dryad_Siren_Tornado_Catacombs,@Dryad_Siren_VitalsName,75,AngryEarth_Dryad_Siren_Tornado_Catacombs
AngryEarth_Dryad_Archer_Catacombs,@AngryEarth_Dryad_Archer_Catacombs_VitalsName,75,AngryEarth_Dryad_Archer_Catacombs
AngryEarth_Dryad_Beast_Catacombs_Named,@AngryEarth_Dryad_Beast_Catacombs_Named_VitalsName,75,AngryEarth_Dryad_Beast_Catacombs_Named
AngryEarth_Dryad_Prowler_Catacombs,@AngryEarth_Dryad_Prowler_Catacombs_VitalsName,75,AngryEarth_Dryad_Prowler_Catacombs
AngryEarth_Dryad_Shaman_Catacombs,@AngryEarth_Dryad_Shaman_Catacombs_VitalsName,75,AngryEarth_Dryad_Shaman_Catacombs
AngryEarth_Dryad_Soldier_Catacombs,@AngryEarth_Dryad_Soldier_Catacombs_VitalsName,75,AngryEarth_Dryad_Soldier_Catacombs
AngryEarth_Dryad_Tendril_Catacombs,@AngryEarth_Dryad_Tendril_Catacombs_VitalsName,75,AngryEarth_Dryad_Tendril_Catacombs
AngryEarth_Swamp_Dryad_Beast_Catacombs_Named,@AngryEarth_Swamp_Dryad_Beast_Catacombs_Named_VitalsName,75,AngryEarth_Swamp_Dryad_Beast_Catacombs_Named
AngryEarth_Swamp_Dryad_Beast_Minion_Catacombs,@AngryEarth_Swamp_Dryad_Beast_Minion_Catacombs_VitalsName,75,AngryEarth_Swamp_Dryad_Beast_Minion_Catacombs
AncientGuardian_Bowman_Catacombs_IceVariant,@AncientGuardian_Bowman_Catacombs_IceVariant_VitalsName,75,AncientGuardian_Bowman_Catacombs_IceVariant
AncientGuardian_Greatsword_Catacombs_IceVariant,@AncientGuardian_Greatsword_Catacombs_IceVariant_VitalsName,75,AncientGuardian_Greatsword_Catacombs_IceVariant
AncientGuardian_Heavy_Boss_Catacombs,@AncientGuardian_Heavy_Boss_Catacombs_VitalsName,75,AncientGuardian_Heavy_Boss_Catacombs
AncientGuardian_Heavy_Boss_BoneSpawner_Catacombs,@AncientGuardian_Heavy_Boss_BoneSpawner_Catacombs_VitalsName,75,AncientGuardian_Heavy_Boss_BoneSpawner_Catacombs
