VitalsID,DisplayName,Level,BaseVitalsId
CK_Alligator_Black,@CK_Alligator_Black_VitalsName,65,CK_Alligator_Black
CK_Alligator_Young,@CK_Alligator_Young_VitalsName,65,CK_Alligator_Young
CK_Alligator_Strange,@CK_Alligator_Strange_VitalsName,65,CK_Alligator_Strange
CK_AncientGuardian_Javelineer,@CK_AncientGuardian_Javelineer_VitalsName,65,CK_AncientGuardian_Javelineer
CK_AncientGuardian_Mage,@CK_AncientGuardian_Mage_VitalsName,65,CK_AncientGuardian_Mage
CK_AncientGuardian_Mage_ELITE,@CK_AncientGuardian_Mage_ELITE_VitalsName,67,CK_AncientGuardian_Mage_ELITE
CK_AncientGuardian_Mage_Minion,@CK_AncientGuardian_Mage_Minion_VitalsName,65,CK_AncientGuardian_Mage_Minion
CK_AncientGuardian_Mage_Minion_67_ELITE,@CK_AncientGuardian_Mage_Minion_67_ELITE_VitalsName,67,CK_AncientGuardian_Mage_Minion_67_ELITE
CK_AncientGuardian_Reaver,@CK_AncientGuardian_Reaver_VitalsName,65,CK_AncientGuardian_Reaver
CK_AncientGuardian_Spearman,@CK_AncientGuardian_Spearman_VitalsName,65,CK_AncientGuardian_Spearman
CK_Bear_Black,@CK_Bear_Black_VitalsName,65,CK_Bear_Black
CK_Bear_Grizzly,@CK_Bear_Grizzly_VitalsName,65,CK_Bear_Grizzly
CK_Boar,@CK_Boar_VitalsName,65,CK_Boar
CK_Bobcat,@CK_Bobcat_VitalsName,65,CK_Bobcat
CK_Bobcat_10ws02,@CK_Bobcat_10ws02_VitalsName,67,CK_Bobcat_10ws02
CK_Bobcat_10ws07,@CK_Bobcat_10ws07_VitalsName,65,CK_Bobcat_10ws07
CK_Drowned_Sailor_1H_Club,@CK_Drowned_Sailor_1H_Club_VitalsName,65,CK_Drowned_Sailor_1H_Club
CK_Drowned_Sailor_1H_Sword,@CK_Drowned_Sailor_1H_Sword_VitalsName,65,CK_Drowned_Sailor_1H_Sword
CK_Drowned_Sailor_1H_Sword_Shield,@CK_Drowned_Sailor_1H_Sword_Shield_VitalsName,65,CK_Drowned_Sailor_1H_Sword_Shield
CK_Drowned_Sailor_2H_Axe,@CK_Drowned_Sailor_2H_Axe_VitalsName,65,CK_Drowned_Sailor_2H_Axe
CK_Ghost_Charred,@CK_Ghost_Charred_VitalsName,65,CK_Ghost_Charred
CK_Ghost_Frozen,@CK_Ghost_Frozen_VitalsName,65,CK_Ghost_Frozen
CK_Ghost_Plagued,@CK_Ghost_Plagued_VitalsName,65,CK_Ghost_Plagued
CK_Ghost_Plagued_Q4_WaveEvent,@CK_Ghost_Plagued_Q4_WaveEvent_VitalsName,65,CK_Ghost_Plagued_Q4_WaveEvent
CK_Ghost_Shackled,@CK_Ghost_Shackled_VitalsName,65,CK_Ghost_Shackled
CK_Ghost_Shackled_Q4_WaveEvent,@CK_Ghost_Shackled_Q4_WaveEvent_VitalsName,65,CK_Ghost_Shackled_Q4_WaveEvent
CK_Ghost_Shipwrecked,@CK_Ghost_Shipwrecked_VitalsName,65,CK_Ghost_Shipwrecked
