VitalsID,DisplayName,Level,BaseVitalsId
WB_Mammoth_FL_Mahantaram,@WB_Mammoth_FL_Mahantaram_VitalsName,70,WB_Mammoth_FL_Mahantaram
WB_Mammoth_FL_Mahantaram_Focus,@FL_Mammoth_Boss_DG_FirstLight_01_Focus_VitalsName,70,WB_Mammoth_FL_Mahantaram_Focus
WB_Mammoth_FL_Mahantaram_Root_Arcane,@FL_Mammoth_Boss_Earth_Root_Arcane_VitalsName,70,WB_Mammoth_FL_Mahantaram_Root_Arcane
WB_Mammoth_FL_Mahantaram_Root_Fire,@FL_Mammoth_Boss_Earth_Root_Fire_VitalsName,70,WB_Mammoth_FL_Mahantaram_Root_Fire
WB_Mammoth_FL_Mahantaram_Root_Ice,@FL_Mammoth_Boss_Earth_Root_Ice_VitalsName,70,WB_Mammoth_FL_Mahantaram_Root_Ice
WB_Mammoth_FL_Mahantaram_Root_Lightning,@FL_Mammoth_Boss_Earth_Root_Lightning_VitalsName,70,WB_Mammoth_FL_Mahantaram_Root_Lightning
WB_Mammoth_FL_Mahantaram_Root_Void,@FL_Mammoth_Boss_Earth_Root_Void_VitalsName,70,WB_Mammoth_FL_Mahantaram_Root_Void
WB_Mammoth_FL_Mahantaram_Void_Ball,@FL_Mammoth_Boss_DG_FirstLight_01_Void_Ball_VitalsName,70,WB_Mammoth_FL_Mahantaram_Void_Ball
WB_Mammoth_FL_Mahantaram_Void_Ball_Empowered,@FL_Mammoth_Boss_DG_FirstLight_01_Void_Ball_Empowered_VitalsName,70,WB_Mammoth_FL_Mahantaram_Void_Ball_Empowered
WB_Mammoth_FL_Mahantaram_Minion,@WB_Mammoth_FL_Mahantaram_Minion_VitalsName,68,WB_Mammoth_FL_Mahantaram_Minion
WB_Mammoth_FL_Mahantaram_Minion_Fire,@WB_Mammoth_FL_Mahantaram_Minion_Fire_VitalsName,68,WB_Mammoth_FL_Mahantaram_Minion_Fire
WB_Mammoth_FL_Mahantaram_Minion_Ice,@WB_Mammoth_FL_Mahantaram_Minion_Ice_VitalsName,68,WB_Mammoth_FL_Mahantaram_Minion_Ice
WB_Mammoth_FL_Mahantaram_Minion_Lightning,@WB_Mammoth_FL_Mahantaram_Minion_Lightning_VitalsName,68,WB_Mammoth_FL_Mahantaram_Minion_Lightning
WB_Mammoth_FL_Mahantaram_Minion_Nature,@WB_Mammoth_FL_Mahantaram_Minion_Nature_VitalsName,68,WB_Mammoth_FL_Mahantaram_Minion_Nature
WB_Brute_Cutlass_AdmiralBrute,@Undead_Admiral_Brute_DG_Cutlass_00_VitalsName,70,WB_Brute_Cutlass_AdmiralBrute
WB_Brute_Cutlass_AdmiralBrute_BlackPowderKeg,@Undead_Admiral_Brute_BlackPowderKeg_VitalsName,70,WB_Brute_Cutlass_AdmiralBrute_BlackPowderKeg
WB_Brute_Cutlass_AdmiralBrute_AlligatorMinion,@Alligator_Young_Admiral_Minion_VitalsName,68,WB_Brute_Cutlass_AdmiralBrute_AlligatorMinion
WB_Brute_Cutlass_AdmiralBrute_BerserkerMinion,@Undead_Berserker_Admiral_Minion_VitalsName,68,WB_Brute_Cutlass_AdmiralBrute_BerserkerMinion
WB_Brute_Cutlass_AdmiralBrute_BloatedCorpseMinion,@Bloated_Corpse_Admiral_Minion_VitalsName,68,WB_Brute_Cutlass_AdmiralBrute_BloatedCorpseMinion
WB_Brute_Cutlass_AdmiralBrute_GrenadierMinion,@Undead_Grenadier_Molotov_Admiral_Minion_VitalsName,68,WB_Brute_Cutlass_AdmiralBrute_GrenadierMinion
WB_Brute_Cutlass_AdmiralBrute_NavigatorMinion,@Undead_Navigator_Admiral_Minion_VitalsName,68,WB_Brute_Cutlass_AdmiralBrute_NavigatorMinion
WB_Brute_Cutlass_AdmiralBrute_OfficerMinion,@Undead_Officer_Admiral_Minion_VitalsName,68,WB_Brute_Cutlass_AdmiralBrute_OfficerMinion
WB_Brute_Cutlass_AdmiralBrute_PistoleerMinion,@Undead_Pistoleer_Admiral_Minion_VitalsName,68,WB_Brute_Cutlass_AdmiralBrute_PistoleerMinion
WB_Brute_Cutlass_AdmiralBrute_SailorSwordMinion,@Drowned_Sailor_1H_Sword_Admiral_Minion_VitalsName,68,WB_Brute_Cutlass_AdmiralBrute_SailorSwordMinion
WB_Brute_Cutlass_AdmiralBrute_ShamanMinion,@Undead_Shaman_Admiral_Minion_VitalsName,68,WB_Brute_Cutlass_AdmiralBrute_ShamanMinion
WB_Scarab_BS_LotusScarab,@Anubian_Lotus_Scarab_Boss_VitalsName,70,WB_Scarab_BS_LotusScarab
WB_Scarab_BS_LotusScarab_Sun,@Anubian_Lotus_Scarab_Boss_Sun_VitalsName,70,WB_Scarab_BS_LotusScarab_Sun
WB_Naga_Fire,@Naga_Fire_VitalsName,70,WB_Naga_Fire
WB_Corrupted_ShatterMtn_WingedIsabella,@Isabella_DG_ShatterMtn_Phase2_00_VitalsName,70,WB_Corrupted_ShatterMtn_WingedIsabella
WB_Corrupted_ShatterMtn_WingedIsabella_Pylon,@Isabella_DG_ShatterMtn_Phase2_Pylon_VitalsName,70,WB_Corrupted_ShatterMtn_WingedIsabella_Pylon
WB_Naga_Edengrove_NagaAngryEarth,@Naga_AngryEarth_VitalsName,70,WB_Naga_Edengrove_NagaAngryEarth
WB_Naga_Edengrove_NagaAngryEarth_Boulder,@Naga_Boulder_VitalsName,70,WB_Naga_Edengrove_NagaAngryEarth_Boulder
WB_EvilKnight_GreatCleave_FireChampion,@Evil_Knight_Fire_Champion_DG_GreatCleave_01_VitalsName,70,WB_EvilKnight_GreatCleave_FireChampion
WB_EvilKnight_GreatCleave_Eruption,@Evil_Knight_Fire_Champion_Eruption_VitalsName,70,WB_EvilKnight_GreatCleave_Eruption
WB_EvilKnight_GreatCleave_MagmaBall,@Evil_Knight_Fire_Champion_MagmaBall_VitalsName,70,WB_EvilKnight_GreatCleave_MagmaBall
WB_EvilKnight_GreatCleave_FireChampion_BowMinion,@Evil_Knight_Bow_VitalsName,68,WB_EvilKnight_GreatCleave_FireChampion_BowMinion
WB_EvilKnight_GreatCleave_FireChampion_CasterMinion,@Evil_Knight_Caster_VitalsName,68,WB_EvilKnight_GreatCleave_FireChampion_CasterMinion
WB_EvilKnight_GreatCleave_FireChampion_CommanderMinion,@Evil_Knight_Commander_VitalsName,68,WB_EvilKnight_GreatCleave_FireChampion_CommanderMinion
WB_EvilKnight_GreatCleave_FireChampion_HeavyMinion,@Evil_Knight_Heavy_VitalsName,68,WB_EvilKnight_GreatCleave_FireChampion_HeavyMinion
WB_EvilKnight_GreatCleave_FireChampion_LifeMinion,@Evil_Knight_LifeStaff_VitalsName,68,WB_EvilKnight_GreatCleave_FireChampion_LifeMinion
WB_EvilKnight_GreatCleave_FireChampion_SpearMinion,@Evil_Knight_Spear_VitalsName,68,WB_EvilKnight_GreatCleave_FireChampion_SpearMinion
WB_EvilKnight_GreatCleave_FireChampion_HoundMinion,@Evil_Knight_Hound_VitalsName,68,WB_EvilKnight_GreatCleave_FireChampion_HoundMinion
WB_Dynasty_Empress,@Dynasty_Empress_VitalsName,70,WB_Dynasty_Empress
WB_Dynasty_Empress_Pedestal,@Dynasty_Empress_Pedestal_VitalsName,70,WB_Dynasty_Empress_Pedestal
WB_Dynasty_Maiden,@Dynasty_Maiden_VitalsName,68,WB_Dynasty_Maiden
WB_Dynasty_Musketeer,@Dynasty_Musketeer_VitalsName,68,WB_Dynasty_Musketeer
WB_Dynasty_Spearman,@Dynasty_Spearman_VitalsName,68,WB_Dynasty_Spearman
WB_Dynasty_Warrior,@Dynasty_Warrior_VitalsName,68,WB_Dynasty_Warrior
