VitalsID,DisplayName,Level,BaseVitalsId
FireMine,@FireMine_VitalsName,,FireMine
IceMagicEntomb,@IceMagicEntomb_VitalsName,60,IceMagicEntomb
IceMagicPylon,@IceMagicPylon_VitalsName,20,IceMagicPylon
IceMagicPylonUltimate,@IceMagicPylonUltimate_VitalsName,20,IceMagicPylonUltimate
LifeMagicShield,@LifeMagicShield_VitalsName,60,LifeMagicShield
Player,@Player_VitalsName,,Player
OR_SiegeWeaponLarge,@SiegeWeaponLarge_VitalsName,,OR_SiegeWeaponLarge
OR_SiegeWeaponSmall,@SiegeWeaponSmall_VitalsName,,OR_SiegeWeaponSmall
SiegeWeaponLarge,@SiegeWeaponLarge_VitalsName,,SiegeWeaponLarge
SiegeWeaponSmall,@SiegeWeaponSmall_VitalsName,,SiegeWeaponSmall
SiegeWeaponLargeResistsRangedDmg,@SiegeWeaponLargeResistsRangedDmg_VitalsName,,SiegeWeaponLargeResistsRangedDmg
SiegeWeaponSmallResistsRangedDmg,@SiegeWeaponSmallResistsRangedDmg_VitalsName,,SiegeWeaponSmallResistsRangedDmg
Target_Dummy,@Target_Dummy_VitalsName,60,Target_Dummy
Target_Dummy_Armored,@Target_Dummy_Armored_VitalsName,60,Target_Dummy_Armored
Target_Dummy_Boss,@Target_Dummy_Boss_VitalsName,65,Target_Dummy_Boss
Target_Dummy_Boss10,@Target_Dummy_Boss10_VitalsName,10,Target_Dummy_Boss10
Target_Dummy_Boss25,@Target_Dummy_Boss25_VitalsName,25,Target_Dummy_Boss25
Target_Dummy_Boss35,@Target_Dummy_Boss35_VitalsName,35,Target_Dummy_Boss35
Target_Dummy_Boss45,@Target_Dummy_Boss45_VitalsName,45,Target_Dummy_Boss45
Target_Dummy_Boss5,@Target_Dummy_Boss5_VitalsName,5,Target_Dummy_Boss5
Target_Dummy_Boss55,@Target_Dummy_Boss55_VitalsName,55,Target_Dummy_Boss55
Target_Dummy_CC,@Target_Dummy_CC_VitalsName,60,Target_Dummy_CC
Target_Dummy_GRIT,@Target_Dummy_GRIT_VitalsName,60,Target_Dummy_GRIT
Target_Dummy_Heavy_Attack,@Target_Dummy_Heavy_Attack_VitalsName,60,Target_Dummy_Heavy_Attack
Target_Dummy_Light_Attack,@Target_Dummy_Light_Attack_VitalsName,60,Target_Dummy_Light_Attack
Target_Dummy_OneMillion,@Target_Dummy_OneMillion_VitalsName,60,Target_Dummy_OneMillion
Target_Dummy_Patrol,@Target_Dummy_Patrol_VitalsName,60,Target_Dummy_Patrol
Target_Dummy_Ranged,@Target_Dummy_Ranged_VitalsName,60,Target_Dummy_Ranged
Training_Dummy,@Training_Dummy_VitalsName,60,Training_Dummy
Trap,@Trap_VitalsName,1,Trap
Trap_Bear,@Trap_Bear_VitalsName,1,Trap_Bear
DefendAlly_AzothSapling,@DefendAlly_AzothSapling_VitalsName,60,SiegeWeaponLarge_Ally
DefendAlly_PowderKeg,@DefendAlly_PowderKeg_VitalsName,55,SiegeWeaponLarge_Ally
DefendAlly_VarlaamDevice,@DefendAlly_VarlaamDevice_VitalsName,66,SiegeWeaponLarge_AllyBossBar
