EventID,GameEventType,Level,CreatureType,RewardModifier,UniversalExpAmount,CurrencyReward,ItemReward,RewardsNotes,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,EmitTelemetry,AzothReward,AzothRewardChance,WhisperId
S_getoffbeach_success,,1,MSQ-,,200,150,QuestReward_MB_Boots_Medium,,,,,0,,,,,true,0,1,
01_skinningknife_success,,1,MSQ,,275,225,QuestReward_MB_Gloves_Medium,,,,,0,,,,,true,0,1,
01_boarfeast_success,,2,MSQ,,350,250,QuestReward_MB_Pants_Medium,,,,,0,,,,,true,0,1,
01_crewmates_success,,2,MSQ,,400,300,QuestReward_MB_DefCorrupt_Amulet,,,,,0,,,,,true,0,1,
01_survivors_success,,2,MSQ,,450,325,QuestReward_MB_HealthPotion_Pouch,,,,,0,,,,,true,0,1,
01_06_survivors_success,,2,MSQ,,450,325,QuestReward_MB_HealthPotion_Pouch,,,,,0,,,,,true,0,1,
01_pillageship_success,,3,MSQ,,500,450,QuestReward_MB_Spear,,,,,0,,,,,true,0,1,
01_06_pillageship_success,,3,MSQ,,500,450,QuestReward_WW_Beach_Greatsword,,,,,0,,,,,true,0,1,
01_recoveritems_success,,4,MSQ,,550,475,QuestReward_MB_Blunderbuss,,,,,0,,,,,true,0,1,
01_06_recoveritems_success,,4,MSQ,,550,475,QuestReward_WW_Blunderbuss,,,,,0,,,,,true,0,1,
01_demonstorm_success,,5,MSQ,,0,0,,,,,,0,,,,,true,0,0,
01_demonstorm2_success,,5,MSQ,,650,550,QuestReward_MB_Chest_Medium,,,,,0,,,,,true,0,1,
01_raisealarm_success,,5,MSQ,,800,600,QuestReward_MB_Hat_Medium,,,,,120,,,,,true,0,1,
0625_0101_truffles_success,,5,Quest,,400,500,QuestReward_MB_Ingredients,,,,,0,,,,,true,0,1,
MSQ_ShipWheel_interact,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,
MSQ_Grace_Trapped_interact,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,
MSQ_ShipManifest_interact,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,
MSQ_HeadStatue_interact,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,
GameEvent_interact,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,
MSQ_Thorpes_Box_interact,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,
MSQ_GracesFlag_interact,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,
MSQ_Whisper_01,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,whisper_test_01
MSQ_Whisper_02,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,whisper_test_02
MSQ_Whisper_03,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,whisper_test_03
01_Whisper_FTUE_01_event,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,01_Whisper_FTUE_01
01_Whisper_FTUE_02_event,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,01_Whisper_FTUE_02
01_Whisper_FTUE_03_event,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,01_Whisper_FTUE_03
01_Whisper_FTUE_04_event,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,01_Whisper_FTUE_04
01_Whisper_FTUE_05_event,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,01_Whisper_FTUE_05
01_Whisper_Beach_01_event,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,01_Whisper_Beach_01
01_Whisper_Beach_02_event,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,01_Whisper_Beach_02
01_Whisper_Beach_03_event,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,01_Whisper_Beach_03
01_Whisper_Beach_04_event,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,01_Whisper_Beach_04
01_Whisper_Beach_05_event,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,01_Whisper_Beach_05
01_Whisper_Beach_06_event,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,01_Whisper_Beach_06
01_Whisper_Beach_07_event,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,01_Whisper_Beach_07
MSQ_CorruptedNodule_1_interact,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,
MSQ_CorruptedNodule_2_interact,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,
MSQ_CorruptedNodule_3_interact,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,
01_Watcher_FTUE_01_event,,0,MSQ-,,0,0,,,,,,0,,,,,true,0,0,01_Watcher_FTUE_01
