EventID,GameEventType,Level,CreatureType,RewardModifier,Reward Type,UniversalExpAmount,CurrencyReward,RewardsNotes,ItemReward,ItemRewardQty,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,AzothReward,AzothRewardChance,WhisperId,AchievementId,IgnoreEconomyTracker,EntitlementId,PVPXP,RemoveStatusEffectCategories,EmitTelemetry
1427_0101_JoinedACult_Success,,50,Quest-,Weapons,,2590,4000,,QuestRewardWeaponCase5,,,,,,,,,,5,1,,,,,,,true
1427_0102_Pilgrimmage01_Success,,52,Quest,Armor,,3560,10250,,QuestRewardArmorCase4,,,,,,,,,,10,1,,,,,,,true
1427_0103_Pilgrimmage02_Success,,53,Quest+,,,4500,14525,,QuestReward_ZQ2EG_Initiation,,,,,,,,,,20,1,,,,,,,true
1427_0104_Oath_Success,,53,Quest-,,,2700,4150,,,,,,,,,,,,5,1,,,,,,,true
1427_0106_UmbrageTrial_Success,,57,Quest+,Weapons,,4690,15225,,QuestReward_ZQ2EG_PoisonousPrick,,,,,,,,,,30,1,,,,,,,true
1427_0107_HerbalTea_Success,,57,Quest,,,3750,10875,,QuestReward_ZQ2EG_Container03,,,,,,,,,,15,1,,,,,,,true
1427_0108_Wreathes_Success,,58,Quest,,,3870,11000,,House_HousingItem_Settler_Decor_Wall_FlowerWreath02,,,,,,,,,,15,1,,,,,,,true
1427_0109_WasteNot_Success,,58,Quest+,Weapons,,4840,15400,,QuestReward_ZQ2EG_WinterFlower,,,,,,,,,,30,1,,,,,,,true
1427_0109_DaughtersChoice_Success,,58,Quest-,,,2910,4400,,,,,,,,,,,,7.5,1,,,,,,,true
1432_0101_Medicine_Success,,58,Quest,Weapons,,3870,11000,,QuestRewardWeaponCase5,,,,,,,,,,15,1,,,,,,,true
1432_0102_DryadThieves_Success,,54,Quest+,Weapons,,4540,14700,,QuestRewardWeaponCase5,,,,,,,,,,20,1,,,,,,,true
1432_0103_LostDog_Success,,57,Quest,Armor,,3750,10875,,QuestRewardArmorCase5,,,,,,,,,,15,1,,,,,,,true
1432_0104_FoundDog_Success,,57,Quest-,Armor,,2820,4350,,QuestReward_ZQ2EG_Scoutssecret,,,,,,,,,,7.5,1,,,,,,,true
1435_0101_PutItBack_Success,,58,Quest,Armor,,3870,11000,,QuestRewardArmorCase4,,,,,,,,,,15,1,,,,,,,true
1435_0102_PopBlossoms_Success,,59,Quest,Armor,,3990,11125,,QuestRewardArmorCase5,,,,,,,,,,15,1,,,,,,,true
1435_0102_WayUpHigh_Success,,58,Quest,Weapons,,3870,11000,,QuestReward_ZQ2EG_Repropagation,,,,,,,,,,15,1,,,,,,,true
1434_0101_DestroyBlooms_Success,,57,Quest,Weapons,,3750,10875,,QuestRewardWeaponCase5,,,,,,,,,,15,1,,,,,,,true
1434_0102_ClearPath_Success,,57,Quest,Weapons,,3750,10875,,QuestRewardWeaponCase5,,,,,,,,,,15,1,,,,,,,true
1434_0103_Pyre_Success,,58,Quest+,Weapons,,4840,15400,,QuestReward_ZQ2EG_BurnoutEternity,,,,,,,,,,30,1,,,,,,,true
1434_0103_OutOfHisMisery_Success,,58,Quest+,Weapons,,4840,15400,,QuestReward_ZQ2EG_ToxicLove,,,,,,,,,,30,1,,,,,,,true
14_SQ_PioneerLament_Success,,52,Quest,Armor,,3560,10250,,QuestRewardArmorCase5,,,,,,,,,,10,1,,,,,,,true
14_SQ_ArtSuffer_Success,,54,Quest,,,3630,10500,,QuestRewardDye,,,,,,,,,,10,1,,,,,,,true
14_SQ_HeartHate_Success,,56,Quest,Armor,,3710,10750,,QuestRewardArmorCase5,,,,,,,,,,15,1,,,,,,,true
1427_0101_AnointingSpot_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
1427_0103_PlantingSpot_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
1427_0106_HighFlower_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
1427_0108_Flower_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
1427_0109_Belongings_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
1432_0101_MedicinalHerbs_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
1432_0102_BelongingsTrail_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
1432_0103_DogPrintTrail_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
1435_0101_HerbSpot_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
1435_0102_PoppableBlossom_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
1435_0103_HighFlower_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
1434_0104_DestructibleBlossom_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
1434_0103_EncounterTriggerObject_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
1434_0104_BlightSpot_Interact_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
1434_0103_EncStart_Pyre_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
1434_0103_Encounter_Pyre_Success,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
1434_0104_EncStart_BlightRanger_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
1434_0104_Encounter_BlightedRanger_Success,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
1420_1501_ClamorousVoxSuccess,,65,Quest+,,,4380,16625,,2hMusket_ClamorousVoxT5,,,,,,,,,,30,1,,,,,,,true
1420_0502_CVOneSuccess,,65,Quest+,Weapons,,6570,16625,,QuestRewardWeaponCase5,,,,,,,,,,30,1,,,,,,,true
1420_0503_CVTwoSuccess,,65,Quest+,Armor,,6570,16625,,QuestRewardArmorCase5,,,,,,,,,,30,1,,,,,,,true
1420_0504_CVThreeSuccess,,65,Quest+,Weapons,,6570,16625,,QuestRewardWeaponCase5,,,,,,,,,,30,1,,,,,,,true
1420_0505_CVFourSuccess,,65,Quest+,Armor,,6570,16625,,QuestRewardArmorCase5,,,,,,,,,,30,1,,,,,,,true
1420_0506_CVFiveSuccess,,65,Quest+,Weapons,,6570,16625,,QuestRewardWeaponCase5,,,,,,,,,,30,1,,,,,,,true
1420_0507_CVSixSuccess,,65,Quest+,Armor,,6570,16625,,QuestRewardArmorCase5,,,,,,,,,,30,1,,,,,,,true
1420_0508_CVSevenSuccess,,65,Quest+,Weapons,,6570,16625,,QuestRewardWeaponCase5,,,,,,,,,,30,1,,,,,,,true
1420_0509_CVEightSuccess,,65,Quest+,Armor,,6570,16625,,QuestRewardArmorCase5,,,,,,,,,,30,1,,,,,,,true
1421_0201_TorrentSuccess,,65,Quest+,,,4380,16625,,2hBow_TorrentT5,,,,,,,,,,30,1,,,,,,,true
1421_0202_TorOneSuccess,,65,Quest+,Weapons,,6570,16625,,QuestRewardWeaponCase5,,,,,,,,,,30,1,,,,,,,true
1421_0203_TorTwoSuccess,,65,Quest+,Armor,,6570,16625,,QuestRewardArmorCase5,,,,,,,,,,30,1,,,,,,,true
1421_0204_TorThreeSuccess,,65,Quest+,Weapons,,6570,16625,,QuestRewardWeaponCase5,,,,,,,,,,30,1,,,,,,,true
1421_0205_TorFourSuccess,,65,Quest+,Armor,,6570,16625,,QuestRewardArmorCase5,,,,,,,,,,30,1,,,,,,,true
1421_0206_TorFiveSuccess,,65,Quest+,Weapons,,6570,16625,,QuestRewardWeaponCase5,,,,,,,,,,30,1,,,,,,,true
1421_0207_TorSixSuccess,,65,Quest+,Armor,,6570,16625,,QuestRewardArmorCase5,,,,,,,,,,30,1,,,,,,,true
1421_0208_TorSevenSuccess,,65,Quest+,Weapons,,6570,16625,,QuestRewardWeaponCase5,,,,,,,,,,30,1,,,,,,,true
1421_0209_TorEightSuccess,,65,Quest+,Armor,,6570,16625,,QuestRewardArmorCase5,,,,,,,,,,30,1,,,,,,,true
1419_0201_Reformation_success,,65,Quest+,,,4380,16625,,2hGreataxe_ReformationT5,,,,,,,,,,30,1,,,,,,,true
1419_0202_Reformation_metalsraw_success,,65,Quest+,Weapons,,6570,16625,,QuestRewardWeaponCase5,,,,,,,,,,30,1,,,,,,,true
1419_0203_Reformation_essencebalanced_success,,65,Quest+,Armor,,6570,16625,,QuestRewardArmorCase5,,,,,,,,,,30,1,,,,,,,true
1419_0204_Reformation_polishpure_success,,65,Quest+,Weapons,,6570,16625,,QuestRewardWeaponCase5,,,,,,,,,,30,1,,,,,,,true
1419_0205_Reformation_wieldertested_success,,65,Quest+,Armor,,6570,16625,,QuestRewardArmorCase5,,,,,,,,,,30,1,,,,,,,true
1419_0206_Reformation_bindingstight_success,,65,Quest+,Weapons,,6570,16625,,QuestRewardWeaponCase5,,,,,,,,,,30,1,,,,,,,true
1419_0207_Reformation_firesstoked_success,,65,Quest+,Armor,,6570,16625,,QuestRewardArmorCase5,,,,,,,,,,30,1,,,,,,,true
1419_0208_Reformation_hafthewn_success,,65,Quest+,Weapons,,6570,16625,,QuestRewardWeaponCase5,,,,,,,,,,30,1,,,,,,,true
1419_0209_Reformation_gripsecured_success,,65,Quest+,Armor,,6570,16625,,QuestRewardArmorCase5,,,,,,,,,,30,1,,,,,,,true
1418_0101_RD_00_success,,65,Quest+,,,4380,16625,,1hTshield_RooksDefenseT5,,,,,,,,,,30,1,,,,,,,true
1418_0102_RD_01_success,,65,Quest+,Weapons,,6570,16625,,QuestRewardWeaponCase5,,,,,,,,,,30,1,,,,,,,true
1418_0103_RD_02_success,,65,Quest+,Armor,,6570,16625,,QuestRewardArmorCase5,,,,,,,,,,30,1,,,,,,,true
1418_0104_RD_03_success,,65,Quest+,Weapons,,6570,16625,,QuestRewardWeaponCase5,,,,,,,,,,30,1,,,,,,,true
1418_0105_RD_04_success,,65,Quest+,Armor,,6570,16625,,QuestRewardArmorCase5,,,,,,,,,,30,1,,,,,,,true
1418_0106_RD_05_success,,65,Quest+,Weapons,,6570,16625,,QuestRewardWeaponCase5,,,,,,,,,,30,1,,,,,,,true
1418_0107_RD_06_success,,65,Quest+,Armor,,6570,16625,,QuestRewardArmorCase5,,,,,,,,,,30,1,,,,,,,true
1418_0108_RD_07_success,,65,Quest+,Weapons,,6570,16625,,QuestRewardWeaponCase5,,,,,,,,,,30,1,,,,,,,true
1418_0109_RD_08_success,,65,Quest+,Armor,,6570,16625,,QuestRewardArmorCase5,,,,,,,,,,30,1,,,,,,,true
1401_BlightTinctureBomb_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
1402_CorruptedOre_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
1403_WyrdwoodGrowth_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
14_SQ_04_AvernalWater_success,,37,Quest,,,0,0,,QuestReward_ZQ2EG_Container01,,,,,0,,,,,0,0,,,,,,,true
14_SQ_05_NimueFriends_success,,39,Quest,,,0,0,,QuestReward_ZQ2EG_Container02,,,,,0,,,,,0,0,,,,,,,true
14_SQ_06_SylphidDyes_success,,39,Quest,,,0,0,,QuestRewardDye,,,,,0,,,,,0,0,,,,,,,true
14_SQ_05_Plant_01_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
14_SQ_05_Plant_02_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
14_SQ_05_Plant_03_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
14_SQ_02_BadStatue_01_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
14_SQ_02_BadStatue_02_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
14_SQ_02_BadStatue_03_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
14_SQ_02_BadStatue_04_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
14_SQ_02_BadStatue_05_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
14_SQ_05_plant_subtitle_01_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,14_SQ_05_plant_subtitle_01,,,,,,true
14_SQ_05_plant_subtitle_02_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,14_SQ_05_plant_subtitle_02,,,,,,true
14_SQ_05_plant_subtitle_03_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,14_SQ_05_plant_subtitle_03,,,,,,true
