EventID,GameEventType,Level,CreatureType,RewardModifier,Reward Type,UniversalExpAmount,CurrencyReward,RewardsNotes,ItemReward,ItemRewardQty,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,AzothReward,AzothRewardChance,WhisperId,AchievementId,IgnoreEconomyTracker,EntitlementId,PVPXP,RemoveStatusEffectCategories,EmitTelemetry
0826_0801_ToBeFree_success,,58,Quest+,,,4220,15400,,CRX_RewardContainerT5_Weapons_60,1,,,,800,,,,,100,1,,,,,,,true
0830_0801_Inevitable_success,,58,Quest+,,,4220,15400,,CRX_RewardContainerT5_Headgear_60,1,,,,800,,,,,100,1,,,,,,,true
08a04_08a04_FlowerForTheDeparted_success,,58,Quest,,,3520,11000,,CRX_RewardContainerT5_Weapons_60,1,,,,600,,,,,50,1,,,,,,,true
08a03_08a11_TigerTiger_success,,59,Quest,,,3560,11125,,CRX_RewardContainerT5_Footwear_60,1,,,,600,,,,,50,1,,,,,,,true
0828_0801_Deadeye_success,,59,Quest+,,,4270,15575,,CRX_RewardContainerT5_Weapons_60,1,,,,800,,,,,100,1,,,,,,,true
0828_0802_Trinkets_success,,59,Quest+,,,4270,15575,,CRX_SQ2ER_Amulet,1,,,,800,,,,,100,1,,,,,,,true
0827_0801_Brothers_success,,59,Quest+,,,4270,15575,,CRX_RewardContainerT5_Handwear_60,1,,,,800,,,,,100,1,,,,,,,true
08a02_08a01_TheShowMustGoOn_success,,59,Quest,,,3560,11125,,CRX_RewardContainerT5_Weapons_60,1,,,,600,,,,,50,1,,,,,,,true
08a05_08a09_StudyInGreen_success,,59,Quest,,,3560,11125,,CRX_SQ2ER_Hatchet,1,,,,600,,,,,50,1,,,,,,,true
08a11_08a02_StatuetteStash_success,,59,Quest+,,,4270,15575,,CRX_RewardContainerT5_Legwear_60,1,,,,800,,,,,100,1,,,,,,,true
08a04_08a12_CaptainsOrders_success,,60,Quest+,,,4310,15750,,CRX_RewardContainerT5_Chestwear_60,1,,,,800,,,,,100,1,,,,,,,true
08a05_08a06_ShrineCleansing_success,,60,Quest+,,,4310,15750,,CRX_SQ2ER_Blunderbuss,1,,,,800,,,,,100,1,,,,,,,true
0828_0803_Legacy_success,,60,Quest+,,,4310,15750,,CRX_RewardContainerT5_Weapons_60,1,,,,800,,,,,100,1,,,,,,,true
0829_0801_LuckyRed_success,,60,Quest+,,,4310,15750,,CRX_SQ2ER_RingFOC,1,,,,800,,,,,100,1,,,,,,,true
08a05_08a13_SkysongsEnd_success,,60,Quest+,,,4310,15750,,CRX_RewardContainerT5_Weapons_60,1,,,,800,,,,,100,1,,,,,,,true
0829_0802_StringsOfFate_success,,60,Quest+,,,4310,15750,,CRX_SQ2ER_KiteShield,1,,,,800,,,,,100,1,,,,,,,true
08a02_08a08a_CorruptedCritics_success,,60,Quest+,,,4310,15750,,CRX_RewardContainerT5_Weapons_60,1,,,,800,,,,,100,1,,,,,,,true
08a11_08a03_EndOfHerReign_success,,62,Quest+,,,4400,16100,,CRX_SQ2ER_RingINT,1,,,,800,,,,,100,1,,,,,,,true
0899_0801_Liberation_success,,60,Mission+,,,9580,1800,,CRX_RepeatableReward_Dynasty,1,,,,375,,,,,30,1,,,,,,,true
0802_0801_TheShowMustGoOn_success,,51,Quest,,,3230,10125,,QuestRewardArmorCase5,,,,,600,,,,,50,1,,,,,,,true
0803_0805_EbonscaleAlligators_success,,52,Quest,,,3300,10250,,BagAGatorLeatherT4,,,,,600,,,,,50,1,,,,,,,true
0810_0807_WhatMakesTheShallowsCrimson_success,,53,Quest+,,,4030,14525,,QuestRewardWeaponCase5,,,,,800,,,,,100,1,,,,,,,true
0805_0809_StudyInGreen_success,,53,Quest,,,3360,10375,,QuestRewardArmorCase5,,,,,600,,,,,50,1,,,,,,,true
0803_0811_TigerTiger_success,,59,Quest,,,3560,11125,,QuestRewardArmorCase5,,,,,600,,,,,50,1,,,,,,,true
0804_0812_CaptainsOrders_success,,56,Quest+,,,4140,15050,,QuestRewardArmorCase5,,,,,800,,,,,100,1,,,,,,,true
0802_0808_CorruptedCritics_success,,58,Quest+,,,4220,15400,,QuestRewardWeaponCase5,,,,,800,,,,,100,1,,,,,,,true
0805_0806_ShrineCleansing_success,,58,Quest+,,,4220,15400,,QuestRewardWeaponCase5,,,,,800,,,,,100,1,,,,,,,true
0805_0813_SkysongsEnd_success,,59,Quest+,,,4270,15575,,QuestRewardWeaponCase5,,,,,800,,,,,100,1,,,,,,,true
0804_0804_FlowerForTheDeparted_success,,59,Quest,,,3560,11125,,QuestRewardArmorCase5,,,,,600,,,,,50,1,,,,,,,true
0811_0802_StatuetteStash_success,,60,Quest+,,,4310,15750,,MediumChest_SQRewardEbonscaleT5,,,,,800,,,,,100,1,,,,,,,true
0811_0803_EndOfHerReign_success,,60,Quest+,,,35000,15750,,LightHands_SQRewardEbonscaleTT5,,,,,800,,,,,100,1,,,,,,,true
0810_0814_Temple_success,,53,Quest+,,,4030,14525,,QuestRewardArmorCase5,,,,,800,,,,,100,1,,,,,,,true
0825_0801_Wagon_success,,60,Quest+,,,4310,15750,,QuestRewardArmorCase5,,,,,800,,,,,100,1,,,,,,,true
0825_0802_Culinarian_success,,60,Quest+,,,4310,15750,,QuestRewardArmorCase5,,,,,800,,,,,100,1,,,,,,,true
0825_0803_Delivery_success,,60,Quest+,,,4310,15750,,QuestRewardArmorCase5,,,,,800,,,,,100,1,,,,,,,true
0831_0101_LastArgument_success,,60,Quest+,,,4310,15750,,2hBlunderbuss_LastArgumentT5,,,,,800,,,,,100,1,,,,,,,true
