EventID,GameEventType,Level,CreatureType,RewardModifier,Reward Type,UniversalExpAmount,CurrencyReward,RewardsNotes,ItemReward,ItemRewardQty,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,AzothReward,AzothRewardChance,WhisperID,AchievementId,IgnoreEconomyTracker,EntitlementId,PVPXP,RemoveStatusEffectCategories,EmitTelemetry
95A_S02_VoicesoftheDesert_Success,,60,Quest,Armor,,7500,11250,,,,,,,100,,,,,15,1,,,,,,,true
95A_T01_RiseoftheBeast_Success,,60,Quest,Armor,,7500,11250,,,,,,,100,,,,,15,1,,,,,,,true
95A_T02_RiseoftheHero_Success,,60,Quest,Armor,,7500,11250,,,,,,,100,,,,,15,1,,,,,,,true
95A_S02_SatyrFlute_interact,,0,Quest,0,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
95A_S02_LuteChest_interact,,0,Quest,0,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
95A_S02_LionDish_interact,,0,Quest,0,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
95A_S02_LionSong_interact,,0,Quest,0,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
95A_S02_PeacockFeathers_interact,,0,Quest,0,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
95A_S02_PeacockStatue_interact,,0,Quest,0,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
95A_S02_PeacockSong_interact,,0,Quest,0,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
95A_S02_JackalSong_interact,,0,Quest,0,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
95A_S02_OpenCaveSong_interact,,0,Quest,0,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
95A_S02_LionMeatSpice_interact,,0,Quest,0,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
95A_S02_Puzzle_Sphere_interact,,0,Quest,0,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
