EventID,GameEventType,Level,CreatureType,RewardModifier,Reward Type,UniversalExpAmount,CurrencyReward,RewardsNotes,ItemReward,ItemRewardQty,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,AzothReward,AzothRewardChance,WhisperId,AchievementId,IgnoreEconomyTracker,EntitlementId,PVPXP,RemoveStatusEffectCategories,EmitTelemetry
17_MSQ_01_success,,65,Quest,,,34000,11875,,NHMSQ_Q1_RingT5,1,,,,600,,,,,50,1,,,,,,,true
17_MSQ_02_success,,65,Quest,,,34000,11875,,NHMSQ_Q2_MediumChestT5,1,,,,600,,,,,50,1,,,,,,,true
17_MSQ_03_success,,65,Quest,,,34000,11875,,NHMSQ_Q3_2hBlunderbussT5,1,,,,600,,,,,50,1,,,,,,,true
17_MSQ_04_success,,66,Quest+,,,62000,16800,,NHMSQ_Q4_2hSpearT5,1,,,,800,,,,,100,1,,,,,,,true
17_MSQ_05_success,,66,Quest-,,,5000,4800,,NHMSQ_PerkCache1,1,,,,400,,,,,25,1,,,,,,,true
17_MSQ_06_success,,66,Quest,,,34000,12000,,NHMSQ_Q6_LightFeetT5,1,,,,600,,,,,50,1,,,,,,,true
17_MSQ_07_success,,66,Quest,,,34000,12000,,NHMSQ_Q7_LightHeadT5,1,,,,600,,,,,50,1,,,,,,,true
17_MSQ_08_success,,66,Quest+,,,62000,16800,,NHMSQ_Q8_1hRapierT5,1,,,,800,,,,,100,1,,,,,,,true
17_MSQ_09_success,,67,Quest,,,34000,12125,,NHMSQ_Q9_MediumLegsT5,1,,,,600,,,,,50,1,,,,,,,true
17_MSQ_10_success,,67,Quest+,,,62000,16975,,NHMSQ_Q10_MediumHandsT5,1,,,,800,,,,,100,1,,,,,,,true
17_MSQ_11_success,,67,Quest-,,,5000,4850,,NHMSQ_PerkCache2,1,,,,400,,,,,25,1,,,,,,,true
17_MSQ_12_success,,67,Quest,,,34000,12125,,NHMSQ_Q12_EarringT5,1,,,,600,,,,,50,1,,,,,,,true
17_MSQ_13_success,,67,Quest,,,34000,12125,,NHMSQ_Q13_HeavyFeetT5,1,,,,600,,,,,50,1,,,,,,,true
17_MSQ_14_success,,68,Quest,,,34000,12250,,NHMSQ_Q14_1hGauntletVoidT5,1,,,,600,,,,,50,1,,,,,,,true
17_MSQ_15_success,,68,Quest+,,,62000,17150,,NHMSQ_Q15_MediumHeadT5,1,,,,800,,,,,100,1,,,,,,,true
17_MSQ_16_success,,68,Quest,,,34000,12250,,NHMSQ_PerkCache3,1,,,,600,,,,,50,1,,,,,,,true
17_MSQ_17_success,,68,Quest,,,34000,12250,,NHMSQ_Q17_2hStaffFireT5,1,,,,600,,,,,50,1,,,,,,,true
17_MSQ_18_success,,69,Quest,,,34000,12375,,NHMSQ_Q18_2hWarhammerT5,1,,,,600,,,,,50,1,,,,,,,true
17_MSQ_19_success,,69,Quest+,,,62000,17325,,NHMSQ_Q19_HeavyLegsT5,1,,,,800,,,,,100,1,,,,,,,true
17_MSQ_20_success,,69,Quest+,,,62000,17325,,NHMSQ_Q20_AmuletT5,1,,,,800,,,,,100,1,,,,,,,true
17_MSQ_21_success,,70,Quest+,,,62000,17500,,NHMSQ_Q21_HeavyChestT5,1,,,,800,,,,,100,1,,,,,,,true
17_MSQ_22_success,,70,Quest-,,,5000,5000,,NHMSQ_Q22_MediumFeetT5,1,,,,400,,,,,25,1,,,,,,,true
17_MSQ_StackCrates_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_BoardWindowA_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_BoardWindowB_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_BoardWindowC_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_BoardWindowD_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_BoardWindowE_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_BoardWindowF_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_Battery_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_HalfBattery1_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_HalfBattery2_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_BatteryCharger_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_BatteryPost1_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_BatteryPost2_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_BatteryPost3_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_EnergyPylon1_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_EnergyPylon2_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_EnergyPylon3_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,17_MSQ_UpyrVarlaam_Success,,,,,true
17_MSQ_ShieldDevice_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
